,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X600031.SH,X002304.SZ,X003816.SZ,X000725.SZ,X000661.SZ,X000568.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X300142.SZ,X002007.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X000596.SZ,X002371.SZ,X600741.SH,X300003.SZ,X600183.SH,X300124.SZ,X002129.SZ,X000977.SZ,X000625.SZ,X601877.SH,X000800.SZ,X002236.SZ,X000157.SZ,X300136.SZ,X600584.SH,X002456.SZ,X002414.SZ,X002463.SZ,X600118.SH,X002179.SZ,X000066.SZ,X002049.SZ,X002008.SZ,X002223.SZ,X002185.SZ,X002180.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.239015045401719,0.144798624273021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370483271727979,0,0,0,0,0,0.113722035321002,0,-0.00295425739082461,0,0,0.0528731752184952,0,0,0.0542311453988578,0,-0.0810051513156826,0,0,0,0,0,0,0,0,0,0.0319562465063066,0.0382866697313997,-0.0379752952888503,0,0,0.0164093002586611,-0.0110110760294557,0,0,0,0,0,0
X000858.SZ,0.123204604025094,0,0,0,0,0,0.00907334631846889,0,0,0.0355187484643667,0,0,0,0.221198955249161,0.347630390873016,0,0,0,0.108669812843684,0,0,0.0798095995616691,0,0.0934875474160949,0,0,0,0,0,0,0.000798141779674317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628743770377165,0,0,-0.0124649939410092,0,0.00716672398096968,-0.00594363380390422,0,0,0,0,0,0
X600276.SH,0,0.161014176248831,0,0,0,0,0,0,0,0.00386515360423646,0,0,0.139666457475817,0,0,0,0,0,0,0,0,0,0,0,0.0443320355249294,0,0,0.126935880751916,0,-0.0660504144435536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0842736642106793,0,0.170853686059065,0,0,-0.102565293339952,-0.0106234221500604,-0.0134374931851653,0,0,0,0,0,0,0
X000651.SZ,0,0.134135776630393,0,0,0.0554097695992114,0.0902918638458003,0.0942244296776028,0,0,0,0,0,0.0536994044258985,0,0,0,0.208650003409472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172310513938939,0,0,0,0,0,0,0,-0.125762691936628,0,0,0,0,0,0.0595090361893355,0,0,0,0,0,0,0.0101134583038087,-0.00184420460479804,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0926069989691193,0,0,0,0.0792152884091523,0.164467362592921,0,0.125010117316351,0,0,0,0.0851075427977756,0,0.0792203953546662,0,0,0,0,0,0,0,0,0.170977914961369,0,0,0.0959786791520469,0,0,0.134362970097742,0,-0.0343044395908431,-1.73472347597681e-18,0,0,-0.0651046162047356,0.00340785389607894,-0.0329740009014119,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.15663494544007,0,-0.15653039263575,0.189494354637229,0,-0.0378313243292216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2005859758263,0,0,0,0.168710267689354,0,0,0.115410849218058,0,0,0,0.116864263400218,0,0,0,0,0.124763380854459,0,0.106781928040712,0,0,-0.00951294320874906,0.00150569583936726,0,0,0,0,0,0
X600104.SH,0,0.0715168383282071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535162119923996,0,0.0331048910326991,0,0.173092265681187,0.0486079087295478,0,0,0,0.174311980608643,0.154583860235804,0,0.105451416866689,0,0,0,0,0,0,-0.154087877171431,0,0,0,0,0.0459080463239144,0,0,0,-0.0237357782883902,-0.0375846979437177,0.0274492888100789,0.00585288394224238,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.28645889016738,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136438978528612,0.0404667109597799,0,0,0.0272108698420253,0,0,0,0,0,0,0,0.00146226670230415,0,0.241611305019253,0,0,0.139570934414047,0,0,0.0203415377742877,0,0,0,0,0,0,0.083504035356777,0,0,-0.00807953906879613,-0.0404868138984047,0.0583109181109314,-0.0633862475587839,0,0,0,0,0,0
X600031.SH,0,0.163552551279593,0,0,0,0,0.0427950925986766,0,0,0.0363163330008443,0,0,0.0552201291309215,0,0.0650688729627393,0,0,0,0,0,0,0,0,0,0,0,0,0.114483447423426,0,0,0,0.0216024662503529,0,0,0,0.30241397041943,0,-0.0768756539205397,0,0.0407389814305484,1.38777878078145e-17,0.00762860256472036,0,0,0,0.164678258493647,0,0,0,0,0,-0.0188828888426736,-0.00260261001689763,0,0,0,0,0,0
X002304.SZ,0,0.00895840762497479,0,0,0.125614749967413,0,0,0,0,0,0,0,0,0.190295346069113,0,0.28135769198262,0.017719004745869,-8.67361737988404e-19,0,0,0,3.46944695195361e-18,0,0,0.0480495986120503,0.0272178061063534,0,0,0,-0.0869654019464941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552609945846504,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0290695582211607,0,0,-0.0433832148090181,0,0.0583537394647732,0,0,0,0,0,0,0,0,0.0795306139450659,0,0,0,0,0,-0.0154964646800006,0,0,0.0337329033780684,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0329517598060908,0.0239663120869223,0,0,0,0,0,-0.000747853910510357,-0.00246841169215571,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.150691258155967,0,0,0,-0.0138142892560285,0,0,0.396039644320931,0,-0.035348174780909,0.161307937612121,0,0,0,-0.0692129177764643,-0.0335114262646555,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238492902975442,0,0.159908539098831,0,0,0.00699967265526642,0,0,0,0,0,0
X000661.SZ,0,0,0.28914437603511,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0418875540989638,0,0,0,0,0,0.0423054699162345,0,0,0,0,0,0,0,0.0507662374595432,0,0,0,0.122096975328999,0,0,0,0.234270617969773,0,0,0,0.0399126780184674,0,0.00236929624254514,0,0,0,0,0,0,0,0,0.00263623671477093,0.00927406121992779,-0.00520750547693608,0,0,0,0,0,0
X000568.SZ,0,0.610481737759909,0,0,0,0,0,0,0,0.0228583245999822,0,0,0,0,0.150941391205092,0,0,0.153884032477375,0,0,0,0,0.0139555404189662,0,0,0,0,0,0,-0.15890074065388,0,0.0126541692638698,0,0,0,0,0,0,0,0,0,0,0,0,0.0214214030949895,0,0,0,0,0,0,-0.00695308378690811,-0.0143779341789577,0,0,0,0,0,0
X600809.SH,0,0.170906336433265,0,0,0,0,0,0,0,-0.0998948825071446,0,0,0,0.526648297103488,0,0,-0.0768240195294107,0,0,1.73472347597681e-18,0,0,0,0,0,0.0209487506888477,0,0,0.0835843983774307,0,0,0,0,0,0,0,0,0,0,-0.0800573160904419,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0173128928317895,-0.0249568386793629,0,-0.00156750496912574,-0.00308691417213089,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0964895349249336,0,0.0912367307145109,0.0213459409113757,0,0,0.0771707203956356,0,0,-8.67361737988404e-19,0,3.46944695195361e-18,0,0,0.0697325078336594,0,0,0,0,0,0,0,0,0,0,0,0,0.116230935948393,0.0181903908172881,0,0,0,0.0153134799161853,0,0,0,0,0,0.0245102725104887,0,0.0123629278659042,-0.0137973473957359,0,0,0,0,0,0
X600690.SH,0,0,0,0.357578875363265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412946146986701,0,0,0.0424199928099441,0.0561015428071257,0,0,0,0,0,0,-0.128713721514581,0,0.0859622837776971,0,0,0,0,0,0,0,0,0,0.0781211399265639,0,0,-0.0690389000101183,0,0,0,0,0.0146422092797857,0.000683501960047525,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905423975842679,0,0,0.0249881472649717,0,0,0.0945787980263545,0.293406018417664,0,0.194032992480979,0,0,0,0,0.0657408554248498,0,0,0,0,0,0,0,0.118744851881193,0,0.187727385221365,0,0,0,0,0,0,0,0,0,0,0,0.00952419608405788,0.0130778819399132,0,0,0,0,0,0
X300142.SZ,0,0.0582299203604726,0,0,0,0,0,0,0,0.197359832576507,0,0,0,0.228831283557872,0,0,0,0,0,0.120985397360746,-0.0571280521567491,0,0,0,0,0,0,0,0.190537673819918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0309662103275322,0,-0.0151268262186875,-0.0296808610444793,0,0,0,0,0,0
