,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X600031.SH,X002304.SZ,X000725.SZ,X600809.SH,X000063.SZ,X000661.SZ,X600690.SH,X003816.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X002371.SZ,X600741.SH,X300142.SZ,X002049.SZ,X002129.SZ,X601877.SH,X000625.SZ,X000157.SZ,X002236.SZ,X300003.SZ,X600584.SH,X000800.SZ,X002414.SZ,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002456.SZ,X002185.SZ,X000050.SZ,X002294.SZ,X002008.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0899601145333733,0,0,0,0,0,0.134469311303032,0,0,0,0.2690648227782,0,0,0,0,0,0,0.0480965227466883,0,0,0,0,0,0,0,0,0.0161338073419125,0,0,0,0,0.0729825781579348,0,0.00504635839994262,0,0.0143364713638909,0,0,0,0,0,0,0,0,0,0,0.0841648461321478,0,0,0,0,0.00103954587463266,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0713817073695055,0.259204275581696,0,0.446359475228137,0,0.0266170119060199,0,0,0.0636062108409275,0,0,0,0,0,0,0,0,0,0,0.0172116977770559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192639635506396,0,0,0,0,0,0,0.0345707817308888,0.0304600382124724,0,0,0,0,0,0
X600276.SH,0.117137122481638,0,0,0,0.166338730601048,0,0,0.312115826699768,0,0.0595524855922214,0,0.0226167976889803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.00289582009685149,0,0,0,0.0183021240944276,-0.0804666103866428,0,0,0,0.00281031657620729,0,0,0,0,0,0,0,0,0.00299016756426373,-0.0106798439887803,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287465276173214,0,0,0,0,0,0,0.0827220003170631,0,0,0,0.0173047755628432,0.0522485577945315,0,0,0,0,0,0.180225193490507,0,0,0,0,0,0,0,0.0379848343494709,0.0172783306837536,0,0.0463480794408038,0,0,0.047865996728806,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.143477689281951,0,0,0,0,0,0,0,0,0,0,0.156971969491818,0,0,-0.019729568610254,0.00751697144781989,0,0.0335651890080184,0,0,0,0,0,0,0.0804655277425642,0,0,0,0,0.17864354012889,0,0,0,0,0.0333868236632784,0,0,0,0,0,0,0,-0.101890298691934,0,0,0,0,0,0.0152613142361277,-0.0063534122322895,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0544243922649096,0,0,0,0,0,0,0,0,0,0.155917308116255,0,0,0.0167755150843642,0,-0.000805786661043091,0,0,0,0,0,0,0,0.142236801692889,0,0,0.0331409730327843,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0762921744606539,0,0,0.00222063847023872,0,0,0,0,0,0,-0.0456335323463007,-0.0320035764318743,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.15984275723507,0,0,-0.0594307325677791,0,0,0,0,-0.0222894812789224,0.0461604313037701,0.064338854150234,0,0,0,0,0,0,0.107009262221139,0,-0.0414718348462944,0,0,0,0,0,0,0,0.0615208320026945,0,0,0,0,0.176083899450659,0,0,0,0,0,0,0,0,0.0491671148569518,0,-0.0320385367642155,0.0149915671786861,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,-0.268565680707725,0,0,0.648958194161001,0,0,0,0,0,0,0.172813466411843,0,0,0.117505136113166,0.0848375728189238,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0711338466081459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000670176825221876,0.00875315841613625,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.052248506573819,0,0,0,0,0.0109605541012608,0,0,0.382864893956438,0,0,0,0,0,0,0,0.0592858803244796,0,0,-3.46944695195361e-18,0,0,0.362031824494835,0,0,0,0,-0.0175603246241583,0.0222696364835334,0,0,0,0,0,0,0,0,0,0,-0.0637524558044773,0,0,-0.0150434352845952,0.0282956325547441,0,-0.0574100731617089,0,0,0,0
X002304.SZ,0,0.212625174117813,0,0,0,0,0,0.237680435472485,0,0,0,0.0849794252211202,0,0,0,0,0,0,0,0.0978371358686884,0,0,0,0,0,0,0,0,0.179981484890418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635263697817158,0,0,0,0,0.00449808188709667,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0080366729059217,0,0,0,0,0,-0.0193595195260709,0,0.0275748880353966,0.444391704016031,0,0,0,0,0.172258961059486,0,0,0.130591120910972,0,0,0,-0.054575564833817,0,0,0.0293930181208712,0,0,0,-0.0957339201630386,0,0,0,0.251363286325912,0,0,0,0,0,0.0290051081867818,0,0,0,0,0,0
X600809.SH,0.117184319354617,0.303145573268156,0.0977914014020972,0,0,0,0,0.139424521895615,0,0,0,0,0,0,0,0,0,-0.0380728913974916,0,0.175969609363443,0.184959393212611,0,0,0,0,0,0.023763583622151,0,0,0,0,0,0,0,0,0,0,0,-0.170153817965722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.143517026819851,0,0,0,0,0,0.23627430054467,0,0,0,0.0184056358706316,0,0,0,0.224782421212798,-1.73472347597681e-18,0.0180658687015133,0,0,0.0398442562668227,-0.137252958375872,0,0,0.0859120600599707,0,0,0,0,0,0,0,0,-0.0544449638803418,0,0.0660820943441093,-0.0711806770416828,0,0,0,0.109521496161061,0,0,0,0.0465952733888264,0,0,0,0.0533702760185677,0.0204453550723625,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110971718480487,0,0,0,-0.0785242823930017,0.105610577317583,0,0,-0.486507706334277,0,0,0.222584894984786,0.274988150310424,0.130078437357352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369433718955851,0,0,0,0.599652709998909,0,-0.22874085455754,0,0.067622603562565,0.0441687729692104,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.182667754427843,0,0,0,0,0,0,0,0.0748403764745451,0,0,0.120788676025184,0,0.114044555692167,0,0,0,0.0796009224446791,0,0,0.109421735052575,0,0,0,0.00816463479170974,0,-0.033293770213318,0,0,0,0.0931696912712089,0,0,0,0,0,0,0,0,0,0,0,0,0.00711341467064471,0.0134508001986202,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.107227699000692,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.00330755940796334,0,0.0131647024662361,0,0,0,0.0202674875650248,0,0,0.0570397987770771,0,0,0,0,0.0308295614233752,0,0,0.0819320545647426,0,0,0,0.0115596934409287,0,0,0,-0.00129704462775448,-0.00254484468824346,0,0,0,0,0,0
X002241.SZ,0,0,0,0.301384596131172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287674028259145,0,0,0.131206551147453,0,0,0,0,0.122154994488225,0,0,0,0,0,0,0.0526788968238802,0,0,0.0458718258109048,0,0,0,0,0,0,0,0,0,0,0.000255540873217427,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0766506331352255,0,0.3996993676945,-0.0792706541356084,0,0,0,0,0,0,0.0384265918494125,0,0,0,0,0,0,0,0,0,-0.0024641125825118,-0.0297654237373721,0,0,0,0,0,-0.0881709636677511,0,0.285129326397589,0,0,0,0,0,0,0,-0.0234569402940842,0,0,0,0,0.064443327720225,0.0550698324728143,0,0.0449055567306304,0.0321745801802682,0,0,0,0,0,0
