,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002292.SZ,X600741.SH,X600066.SH,X600031.SH,X002475.SZ,X600118.SH,X002241.SZ,X002236.SZ,X002506.SZ,X000157.SZ,X000559.SZ,X000568.SZ,X002085.SZ,X000338.SZ,X600177.SH,X600372.SH,X002074.SZ,X300003.SZ,X600089.SH,X002294.SZ,X300124.SZ,X600867.SH,X002049.SZ,X002180.SZ,X600498.SH,X600582.SH,X002465.SZ,X002007.SZ,X000869.SZ,X601877.SH,X002456.SZ,X002508.SZ,X000550.SZ,X000623.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0389476310500395,0.17001824441919,0,0,0.245097085532294,0,0,0,0,0,0,1.73472347597681e-18,-0.0545869537547647,0,0,0,0,0,0,0,0.0586326085045129,0,0,0,-0.0259959676294019,0,0,0,-0.0229917425471731,0,0,0,0,0,0,6.93889390390723e-18,0.0254658606612796,0,-0.0696902589247576,0,0.225939395600717,0,0,0,0,0,0,0,-0.0162792290074484,0,0.0633209254839901,0,0,0,0,0
X600104.SH,0.00333162078083645,0,0.398839210821341,0,0,0.0123522975301827,0,0,0,0,0,0,0,0,0.127331003417244,0,0,0,0,0,0,0,0,0,0,0,0,0.00385911387276977,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0478398193170779,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,-0.0456692362515624,0,0,0,0,0,0
X002415.SZ,0,0.162451672508045,0,0,0,0.0338641242636597,0,0,0,0,0,0,0.367771958188384,0,0,0,0,0,0,0,0,0,0,0,0,0.0876360849349536,0,0,0,0,0,0,0,0,0.0700923574082392,0,0,0,0,0,0,0.0560319736977498,0,0.178154285496191,0,0,0,0,0,0.0313728420614345,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.221028142724011,0,0,0.0690838015275553,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0480415198761948,0,0,0,0.0552809748752321,0,0,0,0,0.162416743732767,0,0.167978850686001,0,0.0658489091516702,-0.0683573709469179,0,0,0,0,0,0,0,0.0210086153094227,0,0.0188072733126706,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.101512890774881,0,0,0,0,0.0679126329998704,0,0,0,0,0,0,0,0,0,0,0.149553969245379,0,0,0,0,0,0,0,0,0,0,0,0.0209894625966008,0.139343628364156,0.167539806598279,0,0,0,0,0,0.107671911125892,0,0,0,0,0.00103757659600438,-0.0535747661372625,0,0,0,0,0,0
X002304.SZ,0.0446571840684626,0.282122768860024,0.00531845938245564,0,0,0,0,0,0,0.158004881523129,0,0,0,0,0,0,0,0,0,0.0168405584820919,0,0,0,0,0.0497490454545287,0,0,0.11819761217897,0,0,0.048241581543428,0,0,0,0,0,0.0785355606421784,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520844137724233,0,0.0697428215297058,0,0,0,0,0,0,0,0.0799141613653032,0,0,0,0,0,0.0656842456220435,0,0,0,0,0,0,0,0.0307207642658065,0.0490518311452578,0,8.67361737988404e-19,0,0.0101601747377466,0,0,0,0,0,0,-0.0173450971994528,0.0042082590428117,0,0,0,0,0,0
X000725.SZ,0,0,0.165003392039999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814525454326413,0.0138152592730798,0.0841338443223908,0.084185949907641,0,0,0,0.158950656136954,0,0,0,0.100420947296677,0,0.0107349309180973,0,0,0,0.0192190200590544,0,0,0,0,0,0.102968518646931,0,0,0.00503722853701568,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.260670720329577,0,0,0,0,0,0,0,0,0,0.00198933058911584,0,0,0,0,0,0,0,0.104320688414241,0,0,0,0.0336831878126846,0,0,0,0,0,0,0,0,0,0,0,0,0.0482914671343979,0,0.217909472936475,0,0,0.0806251878572375,0,0.0390257195341591,0.0402706645234807,0.0118379561542107,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0427901773114296,0,0,0.16430848575146,0,0,0.00857113267556687,0,0,0,0,0,0,0,0,0,0,0,0,0.0396202988191949,0,0.0986892698685417,0,0,0,0.214601141839878,0.0445111072257202,0,0,0,0,0,0,0,0.101370092069128,0,0,0,0.125565352121099,0,0,0.0554516923019236,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,-0.102563142405932,0,0,0,0,0,0,0,0,0,0,0,0,0.318821523829746,0,0.159382866133446,0,0,0,0,0.0513765811353864,0,0,0,0,0,0,0.11290615515024,0,0,0,0,0,-0.102117382361177,0,0,0.33862126016389,0,0,-0.58300535951588,0.0430147088130235,0,0,0,0,0.112760385600601,0.0498135793226555,-0.165207016867161,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399490060952804,0,0,0,0,0,0,0,0,0,0.091713737290584,0,0.147152941637332,0,0.123888787113181,0,0.025591522817376,0,0,0,0,0,0,0,0.0419911841785958,0,0,0,0,0.0415409770114915,0.0444070125234932,0,0,0,0.213490878259398,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.117489499371813,0,0,0,0,0,0.151488363453648,0,0,0,0,0,0,0,0,0.0921030159515597,0,0,0,0.11713474340976,0,0.0259736538333058,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0195247608158256,1.73472347597681e-18,0,0,0,0.0656000847479768,0.120776907010313,0,0,0.0445811328780806,0,0,0.0274199655957244,-0.0206860054514679,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130618483545018,0,0,0,0,0.227634477431044,0,-0.156625921224688,0,0,0,0.0951189392218556,0,0,0,0,0,0,0.0235325502951994,-0.0747846506691114,-0.106405396082794,0.0707464783213448,0,0,0.0626002243851247,0.212562158229124,0,0,0,0.688659494309066,-0.0872828487883322,0.0704414055704527,-0.107136683199642,0,0,0,0,0,0
X600741.SH,0,0.253500888610214,0.160256334503008,0,0,0.045726289760385,0,0,0,0,0,0,0.0368440581664252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154850643164908,0,0,0,0,0,0,0.0153035555614266,0,0,0,0,0,0,0.0239378022597179,0.0475558996120138,0.0453925899536321,0,0,0,0.0597275929130257,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0.0381148147160748,0.0517025371616075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139099488510137,0,0,0,0.14400334619727,0,0,0,0,0,0,0.0794729995283204,0.186583608521159,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701629096385906,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0220473937413925,0,0,0,0,0,0,0,0,0,0,0,0.0408729453952443,0.155977474608975,0,0,0,0.0786198500913916,0.210623892449878,0,0,0,0.313520002260029,0,0,0.0205671232144909,0,0,0,0,0,0,0,0,0,0,0,0.021768395554407,0,0,0.0102957103335627,-0.0528917311570682,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695249132145285,0,0.331486769516215,0,0,0.0615969546367355,0,6.93889390390723e-18,0,0,0,0.023690608545422,0,0,0,0,0,0,0,0,-0.0360846544185773,0.0761032410218938,0,0,0.0955391133408255,0,0,-3.46944695195361e-18,0,-6.93889390390723e-18,0,0,0,0.0033975166097897,0.0324807573992188,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151168166267588,0,0.202446317215276,0,0,0.0185172113974921,0,0.269978927459443,0.0184291817563129,0,0,0,0,0.0562494169311474,0,0.0611118209709122,0.049183833313556,-0.0357140901535017,0,0,0,0,0.160468358262982,0,0,0,0,0,0.0410686883469015,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.158750642322381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208595826470523,0.0421701412958432,0,0,0,0,0,0,0,0.0277630262771153,0.349991894563681,0.16483074648778,0,0,0.0408519163109354,-0.055146040423434,0,0,0.276704406143223,0,-0.0618700377130125,0.126358060882414,0,0,0,0,0,0
X002236.SZ,0,0,-0.0970429747965503,0,0.112476455209882,0,0,0.206443119090426,0,0,0,0,0,0,0,0,0.131724470203318,0,0,0,0,0.0978124202577495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318470731093694,0.0559198350980011,0,-0.0925829272023577,0,0.321554009684112,0,0,0,0,0,0.0632134485552047,0,-0.0689140468546691,0,0,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217121637774554,0,0,0,0,0.0365064324266559,0,0,0,0.120772284558531,0.0211743025854017,0,0,0,0,0,0,0.171130810371563,0,0.181757949076724,0.00746426517065918,0,0,0,0.0602672641437037,0,0,0,0,0,0.131073667850764,0,0.0829901460884877,0,0,0,0.0506079480989753,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.223280412027314,0,0,0,0,0.026990239288041,0,0,0,0.21271304577488,0,0,0,0.0717118969248145,0.0913304010729147,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0663373913625116,0,0,0,0,0,0,0.0144000694674402,0,0,0,0,1.73472347597681e-18,0,0,0,0.0582309554154206,0,0.0276839896292744,-0.0373009348440553,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0914339657836271,0,0,0,0,0.0343726745567214,0,0,0.12236296145538,0,0,0,0,0.0652548183144373,0.0240222113247869,0,0.101088069119904,0,0,0,1.38777878078145e-17,0,0,0,0.00899692989557188,0,0,0,0,0.265926983074743,0.0524701353113152,0,0,0,0.190885011565072,0,-0.0284577424081703,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0.0701211951254758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189248312544809,0,0.0579160401028133,0,1.73472347597681e-18,0,0,0,0,0.0184497142074219,0,0,0,0.0437370748059481,0,0.075371656764264,0.0931840252552195,1.73472347597681e-18,0.0445427654062465,0.0138020206979909,0.156089784712634,0,0.1149615692098,0,0.00144432077243302,0,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986213964660742,0,0,0,0,0.0728086172710012,0,0,0.14239779884723,0,0,0,0,0,0.0790354303927961,0,0,0,0,0,0.0625796311577204,0,0,0.0667452926134187,0,0.0219810438509353,0,0.106004855653268,0,0.131291686193529,0.124491283806937,0,0,0,0.0328083870704125,0,0.0235396061475319,0.0554705625027416,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0118949248456877,0,0,0,0,0,0.128910290895819,0,0,0.298459737607976,0,0.134363297149927,0,0,0,0,0.109148688553028,0,0,0,0,0,0,0,0,0,0,0.13748032525381,0,0,0.070646261327667,-0.0633119191490117,0,0,0,0,0,0,0,0,0,0,0.0219880564202763,-0.0300971155594114,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0718477332653647,0,0.0365444977403896,0,0,0,0,0.0768698761524838,0.106108671461599,0,0,0.189789859810893,0,0,0,0,0,0.036364124705345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413191379584359,0,0,0,0,0,0,0,0,0,0
X600372.SH,0,0,0,0.0208888782388542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419797499030838,0.107229835063096,0,0.0728407012724826,0,-0.00178333774977124,0.133086075144065,0,0,0.0795056106251289,0,0,0,0,0,0,0,0,0,0.0393478967495251,0,0,8.67361737988404e-19,0,0,0.165008150456582,-0.0447500114690115,-0.0307773015786926,0,0,0,-0.0037172786267175,0.0164077029937189,0,0.0936806379660358,0,0,0,0
