,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X600741.SH,X000100.SZ,X600031.SH,X600066.SH,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000559.SZ,X002475.SZ,X000157.SZ,X000568.SZ,X600372.SH,X600177.SH,X002085.SZ,X000338.SZ,X300003.SZ,X002074.SZ,X300124.SZ,X600089.SH,X002294.SZ,X002456.SZ,X002465.SZ,X600867.SH,X600498.SH,X601877.SH,X002426.SZ,X000050.SZ,X000869.SZ,X002049.SZ,X002007.SZ,X000977.SZ,X002180.SZ,X300001.SZ,X002512.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.13261278607665,0,0,0.377009431243582,0,0,0,0,0,-0.0294045553118664,0,0,0,0.0422347907381767,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0775256634258011,0,0,0,0,0,-0.0415261906183061,0,0.00454584230147215,0,1.38777878078145e-17,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0769280509188493,0,0,0,0,0,0
X600104.SH,0,0,0.109593377045517,0.00511186792956574,0,0,0,0,0.0732033192206074,0,0,0,0,0.243211857496916,0,0,0,0,0,0,0,0,0,0,0,0,0.0567624023450622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138563603099325,0.0115212701584471,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0118597151907936,0,0,0,0,0,0,0,0,0,0,0,0,0.197391872573744,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.198343120292795,0,0,0,0,0,0.0135280125155416,0,0,0,0.100000472938295,0.101105369433522,0,0,0.0664849275919761,0,0,0,0,0,0.050199571364867,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0510240514171943,0,0,0,0,0,0.133171720270496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136963127873577,0,0,0,0,0,0.0309075116148876,0,0,0,0,-0.100631356383312,4.33680868994202e-19,0,0,0,0,0,0,0,0.0991496807180725,0.265430534341021,0.0584215280739995,0.0717854671200828,0,0,0.0192876632976139,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.15551439538301,0,0,0.132560695980412,0,0,0,0,0,0,0,0,0,0,0.0766583127060372,0,0,0,-0.0446956208831405,0.425619595369524,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0432629302426167,0,0,0,0,0,0,0,0.0646824613724627,0,0,0,0,0.0331107373326058,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0275967962493814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103155071015846,0.0364246989941401,0,0.143710521766239,0,0,0,0,0,0,0,0.0271452334851886,0,0,0,0,0,0,0,0.108562216982478,0.13672514047804,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.0147732408693155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368438246792843,0,0,0,0.00839959180064532,0,0,0,0,0,0,0.0310366995029731,0,0,0,0,0,0.0488588047116465,0,-0.00392054658497602,0,-0.0389097833523346,0,0,-0.0194702140777672,0.0424037766796502,0,-0.0188569254484194,0,0,0,0
X000725.SZ,0,0,0.126233364563066,0,0,0,0,0,0,0,0,0,0,0.00547690609346975,0,0,0,0,0.0978773032325607,0,0,0.0994848669950409,0,0,0,0,0.157864182752646,0,0,0,0.020868435220912,0.0843401103781507,0.144373691222855,0,0.0423013133083588,0,0,0.0231565738785495,0,0,0.0040126888878063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.198201886939399,0.0338699365839403,0,0,0,0,0.0169597981166729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140607570245614,0,0,0,0,0,0,0,0.0190575664066875,0,0,0,0,0,0.0980768615242846,0,0,0.167821032899675,0,0,0.0573255175473603,0.0976403738130719,0,0,0,-0.0136149549795906,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0739279260655294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432022694415555,0.0266890990782716,0,0,0,0,0,0,0.0789771856146512,0,0,0,0,0,0.0330096142570842,0,0,0.056275344609516,0,0.0438163488478488,0.0486982988932662,0,0,0,0,0,0,0,0,0,0,0
