,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X000063.SZ,X002371.SZ,X600104.SH,X003816.SZ,X300124.SZ,X000725.SZ,X600031.SH,X000596.SZ,X300014.SZ,X002129.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X000977.SZ,X600372.SH,X002241.SZ,X000661.SZ,X000157.SZ,X600584.SH,X601877.SH,X600741.SH,X002180.SZ,X600522.SH,X002074.SZ,X000066.SZ,X600702.SH,X000733.SZ,X300003.SZ,X300142.SZ,X600460.SH,X002007.SZ,X300146.SZ,X002463.SZ,X002294.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.188746432987282,0,0,0,0.00499320090324653,0,0,0,0,-0.0557766865632465,0.0358897699084186,0,0,0,0,0,0.0431366217739019,0.0519487790503715,0,0.024607442132367,0,0,0,0,0,0,-0.0173889974142444,2.16840434497101e-19,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601516278237613,0,0,0,0,-0.00647829011286687,-0.0779375655007832,0,0,0,0,0,0
X000858.SZ,0,0,0,0.227503249984374,0,0.0677531190557593,0,0.0564719049844844,0,0,0.00410015456301319,0.000534155127218898,0,0,0,0,0.0672704597023052,0.0728995508211689,0,0,0,0.0245033138929533,0,0,0,0.003301254103464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688140993066507,0,0,0,0.011328190046053,0,0,0,0,0,0,-0.00235292848429416,-0.0467737592337527,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.078731282375329,0,0,0,0,-0.110658534851765,0,0,0,0,0,0,0.12320101140142,0,0,0,0.00609388217211318,0,-0.024089390881954,0,0,0.1742997196911,-0.0213018014048871,0,0,0,0,0,0,0,0.271417792724694,0,0,0.0624168530482243,0,0,0,0.13048832281329,0,0.217288512023066,0,-0.0346915719686424,0,0.171171263095014,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.512445618820334,0,0,0,0,0,0.13099903872987,0,0,0,0,0.00552936923206421,0,0,0,0,0,0,0,0,0,0,0,0,0.0202914983601849,0,0.0451577945004921,-0.0233305628034652,0,0,0,0,0,0,0,-0.0611744169998816,-0.000838322282413143,0.069009643885915,0,0.127962032918394,0,0,0,0,0,0,0,0,0,0,0,-0.0387273705158155,0,0,0,0,0,0
X600276.SH,0,0,0.161312824775539,0,0,0,0.0322537667447253,0,0,0,0,0.203358738272222,0,0,0,0,0.0341009905211511,0,0,0,0.0636856161001501,0,-0.173941723114521,0,0.0653420880938827,0.0480337544866088,0,0.130347324363942,0,0,0,0,0,0,0,0,0,0,0,-0.157594314536409,0,0,0,0,0,0,0,-0.179335736242873,0.171989426981326,0,0,0.0573034537401488,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.218914603420127,0.0763020950158219,0,0,0,0,0,0,0,0,0,0,-0.118989228394237,0,0,0.0874281896135942,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195776551190182,0,0,0.0113137714861095,0,0,0,0,0,-0.23833531278721,0,0,-0.13379949762594,0,0.32111548883375,-0.0366864029922383,0.0381641554199871,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0681157896530244,0,0,0.255689153767574,0.0853561555588355,0,-0.124168508403204,0,0,0,0,0.311233781847688,0.161174450319436,-0.522787694870171,0,0,0,0,0,0,0,0,0,-0.0516149857724095,0.00708471048082979,0,0,0,0,0,0,0,0,0.0576050734416747,0,-0.182020975755513,0,0,0,0,-0.0256066722139862,0,0,0,0,0,0,0.0245909447568102,0,0,0,0,0,0,0
X002304.SZ,0,0.172174917353865,0,0.0804305058126674,0,0.0971802679651296,0.0589628031201263,0,0.0815894427397135,0,-0.0462529619465137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0866813851069095,0,0,0,0,0,0.0404100200920122,0,0,0,0,0,0,0.11524535665657,0,0,0,0,0,0,0.0122836322707962,0,0,0.0339296203068347,0,-0.0107008786732898,0,0,0,0,0,0
X000651.SZ,0,0,0.0239085377600716,0.0785298528068376,0,0,0,0,0,0.00507796459935599,0.140828850867558,0,0.0649232768982305,0,0.0316627119822266,0,0,-0.113937434713583,0,0,0.297448246981417,-0.545046803006795,0,0,0,0,0,0,0.0475719182934695,0.146643502903452,0,0,0,0,-0.279109117762342,0,0,0.0377660093776577,0,0,0,0,0,0,0,0,0,0.000992116321250305,0,0,0,-1.73472347597681e-18,-0.0246826919284757,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.0499285715254066,0,0,0,0,0,0,0,0,0.0192429054120368,0,0,0,0,0.0901360012352287,0,0,0,1.38777878078145e-17,0,0.578916503115241,0,0,0.0925233465238836,0,0,0,0,0,0,0,0,0,0,0,0.359450387202272,-0.201831440823628,0,0,0,0,0,0.000686670855777672,0,0,0,0,0,0
