,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000063.SZ,X000625.SZ,X600118.SH,X600690.SH,X600703.SH,X600031.SH,X000559.SZ,X000100.SZ,X600271.SH,X600066.SH,X600372.SH,X002241.SZ,X000157.SZ,X600741.SH,X002236.SZ,X600089.SH,X000338.SZ,X002475.SZ,X002292.SZ,X300124.SZ,X002465.SZ,X600177.SH,X000568.SZ,X300003.SZ,X600839.SH,X002129.SZ,X002074.SZ,X002506.SZ,X002294.SZ,X000547.SZ,X000977.SZ,X600582.SH,X000800.SZ,X000623.SZ,X600867.SH,X002008.SZ,X002276.SZ,X600498.SH,X002180.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0362711633916231,0,0,0,0.170972298372581,0,0.201907830016532,0,0,0,0,0,0,0,0,0,0.0528661535370198,0,0,0,0,0,0,0,0,0.0152795298945445,0,0,0,0,0,0,0,0.0396404776787914,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-0.0808655103797503,0.127454163523973,0.0423288968326363,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.134621394211361,0,0,0,0.163642329163932,0,0.293290252781646,0,0,-3.46944695195361e-18,0,0.0303109686666893,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0140874404367139,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391342200598352,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.00983774951912811,0,0,0,0,0,-0.262608543394742,0,0,0,-0.000619996357600544,0,0.223894498077247,0,0,0,0,0,0.0964067745626942,0.114758598237235,0.0940537883983628,0,0,0,0,0,0,0,0.0828753922156512,0,0,0.075542045466356,0,0,0,0,0,-0.085673161687418,0,0,0,0,0.0358799910263983,-0.0720443305374329,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0509520576577338,0,0,0,0,0,0,0,0,0.00903284006505708,0.218960086113194,0,0,0,0,0,0,0,0,0,0.0115936010326294,0,0,0,0,0.20781983722554,0,0,0,-1.38777878078145e-17,0.0160973293600396,0,0,0,0.174289548562486,0,0,0,0,0,0.0467369964643902,0.0470931988093365,0,0,-0.0124101142699071,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099357632727245,0,0.0568185149009695,0,0,0,0,0,0,0.0612939194875834,0,0,0,-1.38777878078145e-17,0,0,0,0.0217595123948515,0.149895326241116,0.00930438776351284,0,0,0,0,0,0,0,0.371063431668357,0,0,0,0,0,0,0,-0.027652948129674,0,0,0,0,0,0,0
X002304.SZ,0,0.183556915693152,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.00988548910235979,0,0,0,0.15258288181543,0,0,0.0904616925142599,0.198317367726593,0,0,0,0,0,0,0,0.223701064984655,0.0100652076505124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.51002385124864e-06,0,0,0,0,0,0,0
X000858.SZ,0,0,-0.0524261772820791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104963239113069,0,-0.0221721501201203,0,0,0,0.118741725038166,0,0,0,0,0,-0.0189575533255437,0,0,0.0121537221251934,0,0,-0.0243648048700997,0,0,0,0,0,0.132280756884838,0,-0.063155678332494,5.42101086242752e-20,0,0.0454572068203263,0.0148825118633689,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,6.93889390390723e-18,0,0,1.73472347597681e-18,0.141411663715474,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.153199405633134,0,0,0,0,-0.0297343879168786,0,0,0,0,0,0,-0.108419087950468,0,0,0.122736156751247,0,0,0.107186967942668,0,0,0,0,0,0.0701273972586314,0,0,0,-0.0648193091566904,0.0441823281288693,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.115341487134425,0,0.248173144052083,0,0.0858532599219356,0,0,0,0,0.0669841437140539,0,0,0,0.147101830383736,0,2.16840434497101e-19,0,0,0.044684066189711,0,0,0,0,0,0,0.0304883520968727,0,0,0.0392376955121974,0,0,0,0,0,0,0.0729788269923458,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X000625.SZ,0,0.199562541853144,0,0,0,0.0390071302557822,0,0,0,0,0,0,0,0,0,0,0,0,0.046840531779938,0,0,0.000622177540782656,0,0,0.00674697310254795,0.223666197854647,0,0,0,0,0,0,0,0.0281961638257429,0,0.0293257507944234,0,0,0,0,0.215388601015666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
