,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600690.SH,X300014.SZ,X600104.SH,X002129.SZ,X000651.SZ,X000625.SZ,X300124.SZ,X002371.SZ,X000725.SZ,X002049.SZ,X600031.SH,X003816.SZ,X000596.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X000661.SZ,X600522.SH,X601877.SH,X002074.SZ,X002180.SZ,X300142.SZ,X600884.SH,X600741.SH,X000100.SZ,X000733.SZ,X600460.SH,X600702.SH,X000157.SZ,X600584.SH,X000799.SZ,X601799.SH,X600418.SH,X002236.SZ,X600563.SH,X002414.SZ,X002176.SZ,X000800.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.31875599198072,0,0,0,0,0,0.00551841926953786,0,0,0,-0.0498781117250517,0,0,0,0,-0.0288236208170003,0,0,0,0,0,0,0,0,0.0191659677218945,0,0,0,0,0,0,0,0,0.0587077073443385,0.047270677896529,0,0,0,0,0.0290502262256694,0,0,0,0,0,-0.0102383096368456,0,0,0,0.00749052818462007,0,0,0,-0.00550513353148864,0,0
X000858.SZ,0,0,0.320589402903314,0.159036378718386,0,0,0,0,0.00869643423841789,0,0,0,0,0,0,0,0,0.0639145320741223,0,0,0,0.0572002427473229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145152060172706,0,0,0,-0.0422882280853643,-0.00678111893666988,0,0.0124722087303931,0,0.0675863110249912,0,0,-0.063457360996616,0,-0.0222676249575404,0,0,0,0.0191315517948616,0,0
X600809.SH,0,0,0,0.294569867799809,0,0,0,0,0,0,0,0,0,0,0,0.0137942274655374,0,0,0,0,0.0726679899960984,0,0,0,0,0,-0.0813365453004654,0,0,0,0.0118123130859546,0,0,0,0,0,0,0,0.110948396593251,0,0,0,0,-0.0312824010140299,0,0.0231446471265777,0,-0.0882182679672685,0,0,0.197674961473977,0,0.0132636484325051,0,0,0,0,0,0
X000568.SZ,0,0,0.200999947237478,0,0,0.0514973341526462,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.00904550773833093,0,0,0,0,0,0,0.0497318885666618,-0.0302524331023149,0,0,0,0,0,0,0,0.0388458740589341,0,0.360830495134945,0,0,0,0,-0.00384211885040262,0,0,0,0,0,0,0,-0.0294068962532352,0,0,0,0,-0.0112905827344245,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-0.023631112601884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440831138372104,0,-0.0330357366397322,0,0,0,0,0,0,0,0.11989527344581,0,0.0385883648810583,0,-0.0178465167907763,0,0.783524439613852,0,0,0,0,0,0,0,0.0148288902814957,0,0,0,0.0186956435392886,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108645084992709,0,0,0,0,0,0,0,0.252964618974516,0,0,0,0,-0.0338324023584424,0,0.11254431456332,0,0,0,0,0,0,0.279373077375803,0,0.13627793888062,0,0,0,0,0.0329651237436997,0.022899913416032,0,0.0884800679822049,0,0,0,0,0,-0.135454439817373,0,0,0,0,-0.0642863209194514,0,0
X002304.SZ,0,0,0,0.205540908395192,0,0.00414848295629127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257044408517053,0,0,0,0,0.0144783756815522,0,0,0,0,0,0,0,0,0,0,0.0749630896271075,0,0.233553363385902,0,0,0,0,0.0124883613146284,0,0.0320625743017879,0,0.0341603052366264,-0.0275207806371285,0,0,0,0,0,0,0,-0.020747103844077,0,0
X600276.SH,0,0,0,0,0,0.00325191089356939,0,0,0,0.131617962695899,0,0,0,0,-0.279458228194806,0,0,0,0,0,0.0338301962354353,0,0,0.594047752074491,0,0,0,0,0,0,-0.116709209723873,0,0,0,-0.0244607095339619,0.291112751331577,0.0431203983783603,0,0,0,0,0,0.0065237751567812,-0.136627504150224,0,0,0,0,0,-0.00934487165975678,0,0,0.0483770259166216,0,0,0,0.060725110757058,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,-0.0170865838800139,0,0,0.14738780662062,0,0,0,0,0,0.0793378860827505,0,0,0.122617318932403,0.127840447631637,-8.67361737988404e-19,0,0,0,0,0,-0.0555461237065109,0,0,0,0,0.125790328265413,0.0811902772317596,0,0,0.0903372671140803,0,0.0522999247775978,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.00846596980104405,0,0.0500841451303285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134775383005155,0.0516303566725317,0.2614225499166,0,0.0220113601852251,0.0218879187365443,0,0,0,0,0.0679925238501935,0,0,0,0.174097246351746,0.126035495596639,0,0,0,0,0,0.0163757964213666,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0806845988715742,0,0,0,0,0.108546193005993,0,0.0321199814735792,0,0,0,0,0,0,0,0,0,0,0,0.0909514058960066,0,0,0,0,0,0,0,0,0,0,0.264687610684386,0,0,0,0.099809436088749,0,0,0,0,0.155065175779504,0,0,0,0,0.163060381957864,0,0,0.0658713753429345,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0.0909131007566393,0,0,0,0,0.010391765985978,0,0,0,-0.0239484991947189,0,0.0481304578089601,0,0,0,0,0,0,0,0,0.0174662662704639,0,0.111550547070919,0,0.112764443755882,0,0,0,0,0.117394050939754,0,0,0,0,0.124875484289616,0,0,0,0,0,0,0.118470914850407,0,0,0,0,0,0.0873644987280367,-0.0170208109760523,0,0,0,0.101888045715804,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.195411459076225,0,0,0,0,0,0,0,0.179356307564931,0,0,0,0,0.102756802756202,0,0.116216498908214,0,0,0.124078884733519,0,0,0,0,0,0,-0.0541611011389111,0,0,0,0,0,0,0,0,0,-0.0947467684693133,0,0,0,0.0404315262217211,0,0,0,0,-0.0122737476728696,0,0,0,0,0,0
X000625.SZ,0,0,0,-0.106176270791578,0,0,0,0,0,0.174111636741067,0,-0.0781690951535944,0,0,0.55249038822493,0,0,0,0,0,-0.122860338581817,0,0,0,0,0,0,0,0,0,0.190859170774198,0,0,0.0255908425338436,0.500067365381256,0,0,0,-0.1680870396302,0,0,0,0,0.082599509759063,0,0,-0.217500805536049,0,0,0,-0.0354392517097219,0.0207176995096865,0,0,0,0,0.0594402348430795,0,0
X300124.SZ,0,0,0,0,0,0.0762633639650112,0,-0.162161864782492,0,0.0257056319978841,0,0,0,0.050137909991457,0,0,0,0,0,0,0,0.0547949555231093,0,0,0,0,0.205456976508801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022064197906376,0,0.0797152901609102,0,0,0,0.169782984553097,0,-0.0584604659040629,-0.00618755459905047,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0.160106850750492,0,0,0,0,0,0,0,0,0,0,0,0.137131452346273,-0.0481669835315056,0,0,0,0,0.433700300767911,0,0,-0.192199199918442,0,0,0,0,0,0.239796575244211,0,0,0,0,0.494981139377843,0,0,0,0,0,0,0,0,0,0,-0.0352261679096487,0,0,0,-0.0190418997174699,0,0,0,-0.0121364906407718,0,0
X000725.SZ,0,0,0.0646445297834979,0,0.0801210829538225,-4.33680868994202e-19,0,0.0139725526794005,0,0,0,0,0.00649005374601648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033305267287419,0,0,0,0,0,0.0419877499297935,0.416564588816345,0,0,0,0,0,0,0,-0.0251236066376633,0,0,0,0.051267284261419,0.0532076872717125,0,0,0,-0.0265429494475418,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.211873315681873,0,0,0.0106623395003746,0,0.0307472439118326,0,0,0,0,0.0401486085496412,-0.0484514795202533,0,-0.100727859545274,0,2.71050543121376e-20,0,-0.104979579317258,0,0,0,0,0.109412428767167,0,0,0,0,-0.166617637866051,0,0,0,0,0,0.225758349450219,0,0,0.0329604100574181,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0558020318504519,0,0,0,0.138164714475353,0,-0.0899784525507755,0,0,0,0,0,0,0,0,0,0,0.19961513795561,0,0,0,0,-0.0710757137814232,0,0,0,0,0,0.206668126258406,0,0,0,0.153691499924245,0,0,-0.0545409836276994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416294733558911,0,0
X003816.SZ,0,0,0,0,0.0898758265384814,0,0,0,0.104973646708631,-0.00670020659975555,0,0,0,0,0,0,0,0,0.0929850900976728,0,0,0,0,0.00905194642761986,0,0,0,-0.0102936148154713,0,-0.0311546180841848,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0144165770085815,0,0,0,0.0736162160810638,0,4.33680868994202e-19,0,0.0462217565376163,-0.0187712330482087,0,0,0,0.00870150874426224,0,0
X000596.SZ,0,0.483287051565677,0,0,0,0,0.285362192043598,0,0,0,0,0,0,-0.00252295477917723,0,0,0,-8.67361737988404e-19,0,0,0,-0.116109624392789,0,0,0,0,0,0,0,0,0.0419962629860045,0,-0.13342607376197,0,-0.0263902727874063,0,0,0,0.357590780376345,0,0,0,0,0.0659274348337253,0,0.0872824125319511,0,-0.00732968283702101,0,0.0375447605480361,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.030885490697903,0.858873285829263,0,0,0,-0.156520308601356,0,0,0.0714646295732536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406254197712355,0,0,0,0,0,-0.090426584196302,0,0,0,0,0,0.0214558385667147,0,0,0,0.136132605948646,0,0,0,0,0,0,0,0.167644161076725,-0.0832387710461451,0,0,0,0.0476627689329643,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0371772857063046,0,0,0,0,0,0,0,0,0,0,0,0,-0.00842468762383332,0,0,0.0981690643416374,0,0,0.00302697367493198,0.0671453070845325,-0.0570492318277229,0.0535059860721864,0,0,0,0,0,0,0,0,0,0,0.299153680132941,0,-0.0711428257954375,-0.0143477280383966,0,0,0,0,0.056798346993959,0,0,0,0,0.177344113960772,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.137271361228052,0,0.0790176073071349,0,0.162782285868649,0,0,0,0,0.0552983378396222,0,0,-0.0393880372489468,0,0,0,0,0.258908699251925,0,0,0,0,0,0,0,0,0,0,-0.0195807583249178,0,0,0,0.331576113429119,0.0300525023029631,0,0,0,-0.147616967979325,0,0,0,0,0,-0.0694282660759193,0,0,-0.0203706328406877,0,0,0,0,-0.014807085180614,0,0
