,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X000661.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X002241.SZ,X300014.SZ,X000596.SZ,X600703.SH,X600741.SH,X000100.SZ,X000625.SZ,X002371.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X002236.SZ,X600584.SH,X601877.SH,X002179.SZ,X600183.SH,X000157.SZ,X002049.SZ,X000800.SZ,X002414.SZ,X300003.SZ,X601799.SH,X002008.SZ,X000066.SZ,X300136.SZ,X002456.SZ,X002185.SZ,X000977.SZ,X300146.SZ,X002508.SZ,X600779.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.259779836651843,0,-0.0669832565790839,0,0.00837341943198042,0.00528182019617413,0,0,0,0.330553673125813,0,0,0,-0.0255564174375496,0,0,0,0,0,0,0,0,0.118099938809709,0,0,0,0,-0.0980655894181342,0,0,0,0,0,0,0.0618328298797767,0,0,0,0,0,0,0.00990680992136016,0,0,0,0,0,0,0,0,0.0202727845478497,0,0,0,0,-0.0112523160406477,0,0
X000858.SZ,0.016087590369185,0,0,0,0,0,0,0,0.139055538408466,0.0170317764425975,0.131333875227227,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.124666404683104,0.10046848220909,0.106863895615801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169325401547827,0.0908889315492758,0,0,-0.0119716152303486,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.00241810014627112,0,0.268515681327235,0,0,0,0,0,0,-0.0723386185717108,0,0,0,0.017873425866906,0,0,0,0,0,0.0170258481756939,0,0.128217259660226,0,0,0,0,0,0,0,0.0596511599653305,0,0,0,0,0.0621170858786365,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0336898307149678,0,0
X002415.SZ,0,0,0,0,0,0.278951850484607,0,0,0,0,0,0.0522835878335332,0,0,0,0,0,-0.111170585592956,0,0,0,0,0,0,0,0.0695457890100449,0,0,0,0.0970790298332102,0,0,0.0303535946272756,0,0,0,0,-0.0300257442483341,0,0,0,0,0,0,-0.0488376098818612,0,0,0,0,0,0,-0.00711344347008835,-0.0120747888441512,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.00729887582956143,0,0,0,0,0,0,0,-0.103473107697663,0,0,0,0,0,-0.0170799772394335,0.0366191829742314,0,0,0.104657187084581,0,0,0.0831412848693142,0,0.14354789019167,0,0,0,0,0,0,0,0.0263046638896395,0.0189305811731582,0,0.0126754768631865,0,0,0,0.0806945592744579,0,0,0,0,0,0,-0.00734150971100197,-0.00926042760891871,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0810224528490548,0,-0.0104680618882765,0,0,0,0,0,0,0,0,0.36819155629407,0,0,0,0,0.032618520448339,0,0,0,0,0.0377655823886536,0.0681697142483193,0,0.083794028624222,0,0,0,0,0,0,0.0341326129813204,0.0667751050875524,0.0859820608030625,0,0.197704677178435,0.0735486111000587,0,0,0,0,0,0,0,0.0292986403355944,0,0,0,0,0.00734828909346147,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0181412462593547,-0.0659836644938521,0,0,0,0,0,0,0.201505639742645,0,0,-0.116269914227188,0.145665651709893,0.255153122433884,0,0.0863812838047619,0.0986694447541174,0.0335576411056927,0,-0.0382050336491753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223108476997696,0,0,0,0,-0.0556756522710518,0,0
X000568.SZ,0,0.155460182607215,0,0,0,0,-0.125267544921906,0,0.352630608714633,0,0,0,0,0,-0.00960582280257757,0.0910794691580908,0,0,0.143333779542112,0,0.0416509828267756,0,0,0,-0.0663373980505095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105384724018274,0,0.202651249284759,0,-0.259710353255777,-0.0255557383819164,0.0763170259058093,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.260757880614878,0,0,0,0,0,0,0,0,0,-0.0809545671631896,0,0.272634082943686,0,0,0,0,0,0,-0.00922889104027308,0,0,0,0,0,0,-0.01067273668674,0,0,0,0,0,0.0428682148848487,0,0,0,0,0,0,0,0,0.166977006926113,0,0,0,0,0,0,0,-0.02140963065027,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.149382286178469,0,0,0,0.131775617261937,0,0,0.372893767997013,0,0,0,0,0.044272213780909,0,0,0,0,0.0156827958542535,0,0,0,0,0,0,0,0,0,0,0,0.0382159383560029,0,0,0,0,0,0,0,0,0.0665737218726258,-0.0233331454842701,0,0.127909797559381,-0.0159665296246971,0,0,0,0.0844191772923374,0,0
X600809.SH,0.143844652714405,0,0,0.0157081688329082,0,0,0,0.120395782239371,0,0,0,0,0,0,0,0,0,0,0,0,0.136609666651371,0,0,0,0,0,0.116732972062549,0,0,0,0,0,0.137032403053179,-0.320278200783613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302948363271228,0,0,0.0429379427237795,0,0,0,0.0471300325795771,0,0
X600690.SH,0,0,0,0.0464920638649587,0,0,0,0,0,0,0,0,0,-0.0599487005787236,0,0.0318537213886761,0,0,0.104027942410256,-0.0204044023534125,0.175527523098511,0,0.190970338545582,0,0,0,0,0,0.0263274270066146,0,0,0,0,0,0,0,0,0,0,0,0.0867385786986999,0,0,0,0,-0.124617521113541,0,0,-0.0541154458909767,-0.033842751566312,0,-0.0539762734811173,0.0314733982734217,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.143643318117129,0,0,0,-0.0881265995956876,0,0,0.0205058099453075,0,0.0203681592347819,0,0,0,0.0308897671283862,0,0,0,0.341908071234072,-0.0448790878299358,0,0,0,0.211524308548216,0,0,0,0.000881123776089515,0,0,0,0,0,0,0,0,0,0,0.309475307041575,0,0,0,0,0,0,0,0,0.0278592803237186,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,-0.107973528613863,0,0.10279156066461,0,0,0,0,0,0,0.0447231651147421,-0.0670956728909504,0,-0.0789036084522561,0,0,0,0.0928646568814705,0,0,0.0141684552065409,0,0,0,0,0,0,0,0,0,-0.0266306891117633,0,0,0,0,0.313095745368267,0,0,0,0,0.07640395953486,0,0.0556176035237826,0,0,0,0,0.0321173907723139,0,0
X000661.SZ,0,0,0,0,0,0,-0.145336105601988,0,0,0.208723916588768,0,-0.191789162624514,0,0,0,0,0,0,0,0,0,-0.414024218361484,0.0301458708852579,0,0,0.221235486026436,0,0.514927012716983,0.029988869428117,0,0,-0.320870422463845,0,0,0,0,0,0.34993324058685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702295142317348,0,0
X300124.SZ,0,0,0,0,0,0.0541014355320047,0,0,0,0,0,0.0680200939627353,0,0,0,0,0,0.245717966890821,0,0.0208838072937966,0.123512209573924,0,0,0,0,0.0233674387601002,0,0,0.0647528286949931,0,0,0,0,0,0,0.0579757995609954,0,0.059146016538104,0,0.163655610246672,0.0408341012486122,0,0,0,0,0,0,0,-0.170458991817024,0.179711447675362,0,3.46944695195361e-18,-0.0630549168205413,0,0,0,0.00815287723982675,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0483003900489911,0,0,0,0.00650101121568366,0.114361968507558,0,0,0,0.019318412524753,0,0.0483599462989695,0,0,0,0,0,0,-0.0319514656688305,0,0,0,0,0,-0.0369015897383153,-0.00061096300639283,0,-0.022661700635977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124340175084918,0,0.0098749626297029,0,0,0,0,8.67361737988404e-19,0,0
X000338.SZ,0,0,0,0,0,0,0,0,-0.0975084113248297,0.095071029808494,0,0,0,0,0,0.0555848591588496,0,0,0,0,0,0,0,0,0,0,0,-0.00508840728251861,0,0,0,0,-0.0480976892423841,0,0,-0.0564937164761975,0.246904547465331,0,-0.0551069744641711,0,0.232172190310891,0,0,0,0,0,0,0.129404615495332,0,0,0,-0.00531477449739995,0,0,0,0,0.0162135763897332,0,0
