,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X000568.SZ,X002475.SZ,X002304.SZ,X600104.SH,X600690.SH,X600031.SH,X300014.SZ,X300124.SZ,X000725.SZ,X002371.SZ,X600703.SH,X000063.SZ,X000338.SZ,X002129.SZ,X000625.SZ,X002241.SZ,X300142.SZ,X003816.SZ,X000661.SZ,X002049.SZ,X000596.SZ,X000100.SZ,X002179.SZ,X600460.SH,X601877.SH,X002074.SZ,X600702.SH,X000799.SZ,X600584.SH,X002007.SZ,X000157.SZ,X600183.SH,X002414.SZ,X002236.SZ,X600741.SH,X601799.SH,X600089.SH,X600779.SH,X000800.SZ,X300146.SZ,X300003.SZ,X600884.SH,X000066.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0584554672044312,0,0,0,0,0,0.219850388540611,0.0598477439087891,0,0,0,0,0,0,0.00621733382908814,0.0331894320862195,0,0,0.0855333932325909,0,0,0,0,0,0,0.00950900874810822,0,0,-0.0348445862738432,0,0.0292842088353844,0.109625692831706,0,-0.114958545026044,0,0,0,0,0,0,0,0,0.0385493396110188,0,0,0,0,0,0,0,-0.0126640586604759,0,0,0,0,0,0,0
X000858.SZ,0.20213001734705,0,0,0,0.2041149248207,0,0.396918296129411,0,0,0,0,0,0.0456146410210992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392256982014064,0,-0.0545736582946375,0,0.0347409101672785,0,-0.123706321480608,0,0,0.094611544249203,0,0.0434523747139144,0,0.165542481880643,0,0,0,0,0,0,-0.0387624718336171,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.24636746492853,0,0,0,0,0,0.102627540058077,0,0.1319367088456,0.027525278061806,0,-0.0066074064972314,0,0,0,0.064450458784632,0.00217609275518245,0,0,0,0,0,0,0,0.0837068131518337,0.0170069417996355,0,0,0,0.104064572047865,0,0,0,0,0,0,0,0,0.00197268221237447,0,0,0,0,0,0,0.0372149628710235,0,-0.0242657384705392,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,-0.0959588038072983,0.0236506612835181,0,0.141074053163634,0,-0.129646481409658,0,-0.0470017670521877,0.21710643694506,0,0,0,0,0,-0.132103374165439,0,0,0.0652735726462545,0,0,0,0,0,0,-0.0338363472660552,0,0,0,0.523803179381751,0,0,0,0,0,0,0,0,0,0.0470141284274655,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0734900982469987,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0153079743825256,0,0,0,-0.040297579789858,0.179446190103911,0,0,0.0332278770830273,0,0.0772511347446296,0,0,0,0,0,0,0,0,0.101206369819754,0,0.05906621794864,6.93889390390723e-18,0,0,0,0,0,0,0.0313354527283267,0,0,0,0,-0.256815723065141,0,0,0.283950214937523,0,0,0,0,0,0,0.156653322883029,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0249703084675397,0,0.11484271907401,0,-8.67361737988404e-19,0,0,0,0,0.18190637664701,0,0,0.0183918799125137,0,-0.0357690690951316,0,0.0248773585829898,0,-0.0906425334304889,0,0,-0.03632475371762,0,0,0.10204946981612,0,0,0,0,0,0,0,0,-0.0213301704917224,0,0,0,-0.0477709095511014,0,0,-0.0225680046695731,0,0,0,0.0971275499032097,0,0,0,0,0,0
X000568.SZ,0,0.58780353866621,0,0.0621807775010503,0,0,0,0,0.209849217942053,-0.230186525890375,0,0,0,0,0,0,0,0,0,0,0,0.0384603405137703,-0.0460562114024039,0,0,0.00504869610525264,0.150597098540325,0,0,0,0,0,0,0,0,0,0,0,0.0320310740327518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674544716769605,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.084447733530894,0,0,0.0338412240975951,0,0,0,0,0,0.0737351659239249,0,0,0,0.0966652578487442,0,0,0,0.0181127629832544,0,0,-0.0319408024749888,0,0,0,0,0,0.146285737629941,0,0,0.0625732035621193,-0.117704050739528,0,0,0,0,-0.0286710026731777,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.397357565647976,0,0,0.261128951814776,0,0,0,6.93889390390723e-18,0,-0.252339997683524,0.0401905261093568,0,0,0.274128760681371,0.13753772108477,0,0,0,0,-0.0455866611142121,0,0,0,0,0,0.0832141573560191,0,0,0.113523054934939,0,-0.136297830690806,0,0,0,0,0,0,0,0,0,0,0,0.0998696514538308,0,0,0.0377695667989973,0.117951206109053,0,0,0.0163761428205702,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.128011373682657,0.00480850224934758,0,0,0.0267708719444354,0,0,0,0,0.114861143272624,0,0.089042421176354,0,-0.005887461415158,-0.0113216005593812,0,0,0,0,0,0,0,0,0,-0.0298447120481311,0,0,0,0,0.119072985298876,0,0,0,0,0,0,0,0.0199336115017536,0,0,0.0843196307972226,-0.0344979527674171,0,0,0,-0.0888387045270464,0,0
