,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X002475.SZ,X600031.SH,X000338.SZ,X600741.SH,X000596.SZ,X601877.SH,X600703.SH,X000661.SZ,X600809.SH,X002236.SZ,X000100.SZ,X300003.SZ,X600271.SH,X300142.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X002007.SZ,X000157.SZ,X600487.SH,X002241.SZ,X600498.SH,X600177.SH,X002179.SZ,X000977.SZ,X002456.SZ,X002506.SZ,X600867.SH,X300146.SZ,X600066.SH,X600522.SH,X600566.SH,X600776.SH,X000050.SZ,X600089.SH,X002129.SZ,X600183.SH,X002371.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.236203171750823,0,0,0,0.0192824706082825,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0428396775759379,0,0,0.00324658975404944,0.0645928924787099,0,0,0,0,0,0,0,0,0,0.0551678413039157,0,0,0,0,0,-0.0576631988143174,0,0,-0.0385916675311238,0,0,0,0,0.00997710599345021,0,0,0,0,0,0,0,0.00670381131999067,-0.00873698793155285,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.318421118451477,0.00343680951845515,0,0.0863059570352215,-0.0188244496793939,0.0755097966458971,0,0,0,0.218928391100694,0.0921647660925068,0,0,0,0,0.10810016102666,0.0640221505753796,-0.0233039303586172,0,0,0,0.067751416433746,0,0,0,0,0,0,0,0.0702546822397398,0,0,0,0,0,0,0,0,0,0,0,0,0.0459706235114986,0,0,0,-0.00389372020839334,0,0
X000651.SZ,0,0,0,0.0592370522213982,0,0,0,0,0,0,0.180697809991709,0,0.168279652451011,0.183327975129069,0,0.0557781936077008,0,0,0.0565115749179626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312930649186242,0,0,0,0,0,0,-0.014261529563595,0,0,0,0,-0.0826936982725476,0,0
X600104.SH,0,0,0.0492978243463677,0,0,0,0,0.00917381591224879,0,0.0950803231118534,0,0.137903785141758,0,0.0698737291050916,0.234847800068434,0,0,0,0,0,0,0,0,0,0,0,0,0.156401926091461,0,0,0,0.0258105788720368,0,0,0,0.0641249858939096,8.67361737988404e-19,0,0,0,0.0201842644725657,0,0,0,0,0,0,0,0,0,0,3.3881317890172e-21,-0.0425226016322498,0,0,0,0.0226576044437298,0,0
X002415.SZ,0,0,0.0483259792991504,0,0,0,0,0.0570695341040566,0,0,0,0.00365575580271561,0.0449523486821264,0,0.0711747670341302,0,0,0,0,0,0.318078864139399,-8.67361737988404e-19,0,-0.00888337514157838,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0227452293727234,0,0,0,0,-0.0297727924528246,0,0,0,0,0,0,0
X600276.SH,0,0,0.110006363377439,0.0779233495563095,0,0,0,0,0,0,0,-0.137152983244231,0,0,0,0,0,0.0521864951769784,0.178027106830591,0,-0.00870219664289506,0,0.558569811310802,0,0,0,0,0,0,0,0,0,0,0,0,-0.0579545101512634,1.73472347597681e-18,-0.100642452847599,0,0,0,0.119532827058657,0,0.010276939131141,0.0816647329629462,0,0,0,0,0,0,0.0684784732360723,0,0,0,0,0,0,0
X002304.SZ,0,0.122978351661898,0.159756900032112,0,0,0,0,0,0,0,0,0.0450273611002649,0.048927477584884,0,0,0.164321266627173,0,0,0,0.174264541730312,0,0,0,0,0,0,0,0,0.0308972233988012,0,0,0,0,0,0,0,0,0,0.0448531739511764,0.0112999475859236,0,0,0,0.0351160301046009,0,0,0,0,0,0,0,0.0195740487271927,-0.00994740712950156,0,0,0,-0.0124341770999573,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374363948856176,0,0,0.218532993126424,0,0,0,0,0.0649819945378038,0,0.0724873808384649,0,0,0.20656455808201,0,0,0,0.0401307843027124,0,0,0.112256465178862,0,0,0,0,0,0.171689707965562,-0.104842280635097,0,0,0,0,0,-0.222806650743793,-0.00290822494998969,-0.124837615738354,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255553227600702,0,0.00973897862792034,0,0,0,0,0,0,0,0,0,0,0,0,0.0203144909995399,0,0,0,0,0,0,0.0122983495538902,0.206267756657477,0,0.111334765520816,0.143951233724379,0,0,0,-0.0556047897403864,0,0,0,0,0.0131377284498288,0,0
X000568.SZ,0.0494876345362155,0.235975227828337,0,0,0,0,0.0647733555155192,0,0,0,0,0,0,0.20059415581094,0.0211799888499999,0.077484475930294,0,0.0158298644695086,0,-8.67361737988404e-19,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0475029781867816,0,0,0,0,0,0,0,0,0.187982060423385,0,0,0,0.00195902794719293,0,0,0,0,0,0,0,-0.0216903194406194,0,0,0,0,0,0,0
