,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600809.SH,X000568.SZ,X002371.SZ,X000725.SZ,X600104.SH,X600031.SH,X000625.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600584.SH,X600372.SH,X000157.SZ,X002028.SZ,X600703.SH,X600741.SH,X600066.SH,X000977.SZ,X002236.SZ,X600522.SH,X600418.SH,X600183.SH,X601877.SH,X002049.SZ,X000921.SZ,X600487.SH,X002294.SZ,X601799.SH,X000800.SZ,X002180.SZ,X002074.SZ,X600177.SH,X002129.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.27529950697331,0,0,0,0,0,0,0.0575675005969988,0.245952122585016,0,0,0,0,0,1.0842021724855e-19,0,0,0.0386750072796394,0,0,0,0,0,0,0,0,0,0,-0.00611770305802322,0,0,0,0,0,0,0,0.0525685811433432,-0.0249715216254651,0,0,0,-0.0641776462495812,0,0,0,0,0,0,0,0,-0.00780340424400261,-0.0286426481044871,0,0,0,0.0294314686097109,0,0
X000858.SZ,0.153546452456968,0,0.0705486691175136,0,0,0,0,0,0.280451684899027,0,0,0,0,0,0,0,0,0,0.082176741420518,0.119953235358834,0,0,0,0,0,0,-0.0267192271065446,0,0,0.0074449722105414,0,0.231909560075012,0,0,0,0,-0.0598349001355325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126833145845329,0.0799400471899552,-4.33680868994202e-19,0,0,0.0236633187730296,0,0
X600276.SH,0,0,0,0,0,0.0954790993035959,0,0,0,0,0.0397170515353728,0,0,0,0,0,0,0.0179494601662546,0,0.0118068611165134,0,0,0,0,0,0,0,0,-0.078934211420094,0,0,0,0,0,0,0,-0.0311984666602199,0,0,0,0,0,0.201167417734547,0,0,0,0,0,0,0.172012787575171,0,-0.0610329818389292,0.0228218113460525,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.121017703694622,0,0,0,0,0,0,0,0,-0.0680097689529139,0,0,-0.0920934409531256,0,0,0.489751005672276,0,0,0.208868094465634,0,0,0.000135796403149021,0,0,0.0395618647811591,0,0,0.0273169761147671,0,0,0,0,0,0.117345671366544,0,0,0,-0.0439061312698435,0,0,0,0,0,0,-0.0904047967149281,0,0,0,-0.0321900022741249,0,0
X002415.SZ,0,0,0,0,0,0.150928520406856,0,-0.0745717883328237,-0.0123659996032503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0495542930404811,0,0,0,0,0,0.136072392404727,0,0.0885577721806818,0,0,0.210668901097017,0,0.0112496872499336,0,0.0742028540822448,0,-0.117661693725123,-0.0744894408351082,0,0.00582474453807798,0,0,0.0355175551485127,0,0,0,0,0.0153721210965495,0,0
X600690.SH,0,0,0.0338782029158754,0,0.0247420390333214,0,0.304576494398247,0,0,0,0,0.0881186945513588,0,0.00931156783267371,0,0,0,0,0.112320406023531,0,0,0.0344446075050648,0.0397822473613597,0,0,0,0,0,0,0,0,0,0,0,0,0.0877529277739266,0,0,0.0263377366231888,0,0.267907190792026,0,0,0,0,-0.028329637017312,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0192013396273867,0,0
X000651.SZ,0,0,0,0,0,0.184436126041421,0,-0.0858364487840262,0.0756984436603044,0,0,0,0,0,0,0,0,0,0.00836760823054445,0,-0.0332978510276681,0,0,0,0.123511080272929,0,-0.00289305943939884,0,0,0,0,0,0.0564108967640175,0,0,0,0.00258279189412153,-3.46944695195361e-18,0,0,0.116413459128202,0,0,0,0,0,-0.112513871898294,0,0,0,0,-0.0388727880789306,0,0.0552158950909694,0,0,1.35525271560688e-20,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.054411437239258,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.263529713608407,0,0,-0.0902057870371556,0,0,0,0,0,0,0,0,0,0,-0.150662146987423,0,0,0,-0.118311979632216,0,0,0,0.387846551070676,0,0,0,-0.144144715653079,0,0,0.152809699380147,-0.154161784267996,0.1149477597095,0,0,-0.0498899423684647,0,0
X600809.SH,0,0,0,0,0,0,0,0.0524905802458126,0,0.163376633552552,0,0,0,-0.0661091828063916,0,0.0152940352834877,0,0,0,0.634403817364157,0,0,0,0,0,0,0,0.0621582685464441,0,0,0,0,0,0,0,0,0,0,-0.0474573959486333,0,0,-0.126034232460512,0,0,0,0,-0.0309931648665333,0,0,0,0,0.0217445185753476,0,0,0,0,1.22782297132555e-06,0,0
X000568.SZ,0.178389797541932,0.350921130351693,0,8.67361737988404e-19,0,0,0,0,0.326608386121684,0,0,0,0,0,0,0,0,0,0,0.0833892921672297,0,0,0,0,0,0,0.0507819265479537,0,0,0,0,0,0.0305688680134821,0.0659149106484449,0,-0.026302457587494,0.0137254064119465,-0.119127459036464,0,0,0,-0.127825421149073,0,0.0546000392124926,0,0,0,0,0,0,0,-0.0518580227682703,0,-0.0916765711405016,0,0,-0.0227504844500683,0,0
