,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X002236.SZ,X300003.SZ,X600031.SH,X000338.SZ,X601877.SH,X300124.SZ,X002008.SZ,X600809.SH,X002456.SZ,X600867.SH,X000625.SZ,X600066.SH,X600271.SH,X600487.SH,X000100.SZ,X002294.SZ,X000981.SZ,X600566.SH,X000596.SZ,X300142.SZ,X002241.SZ,X300136.SZ,X000661.SZ,X002508.SZ,X000050.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X002038.SZ,X002049.SZ,X002179.SZ,X600522.SH,X600089.SH,X000977.SZ,X600177.SH,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.372421432417102,0.103459581566287,0.0908700876428418,0.000465068914927374,0,0,0,0.0572485187573977,0,0.0298987344972904,0,0,0,0,0,0.0228569077656936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.37798647740874,0.0664846394702009,0,0,0,0,0,0,0,-0.0349964323680203,-0.174904990281778,0,0,0,0,0.0452408819136914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169439564239399,0,0.109635397631492,0,0,0,0.221514780038624,0,0.0071081956518614,0,0,0,0,0,0,0
X002415.SZ,0.0755268375409303,0,0,0.00420790381221523,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0769383616461578,0.0133761871630889,0,0,0,0,0,0.212102831182769,0,0,0,0,0,-0.0361299883208662,0.312373751726987,0,0,-0.0886353838455886,0.149472384707325,0,0.000886788103677764,0.148660995341096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00637832486030719,0,0,0,0,0,0,0,0,0
X000858.SZ,0.150832934471974,0,0,0,0.188229324643981,0,0,0,0,0,0.556271660853461,0,0,-0.0436685624995803,0.0261820691604259,0,0,0.0855412489452896,0,0,0,0,0,-0.081038793014218,0,0,0,0,0,0,0,0,0,0,0,-0.0272797751072655,0,0,0,0,0.105609257550688,0,0,0,0,0,0,0,0,0,0,0.0078352266358059,-0.0160260933413773,0,0,0,0,0,0
X000651.SZ,0,0,0,0.451015990406322,0,0,0,0,0,0.229476746095636,0,0,0,0,0.0357314718322627,0,0,0,0,0,-0.0280969327767236,0,0,0,0,0.0294451877853219,0,0,0,0,0,0,0,0,-0.0300532860953653,0,0,0,0.349675700181772,0,0,0,0,0,0,0.191046703589514,0,-0.135173402389583,0,-0.0493357406127366,0,0.0403163144827306,0.0735901200112003,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.00742652114801793,0,0,0,0.102517336274321,0,0,0,0,0.326144050087575,0,0,0,0,0,0.123837436577117,0,0.0213332740335211,0,0,-0.041165085020371,0,0,0,0,0.0510439187492642,0,0,0,0,0.193496827140778,0,0,0,0,0,0.0831941874219496,0,0,0,0,0,0,0,0,-0.0541820471398821,0,0,0,0,0,0,0
X002304.SZ,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.1601230565186,0.22583039063568,0,0.35379418823549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559242850321147,0,0.301475706405604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264861396465373,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0304260292311857,0,0,0,0,0,0.168086042866071,0,0,0,0,0,0.213240816495662,0.121464820880229,0,0.161506119738393,0,0,0.00044500648696274,0,0,0,0,0.0642285153217967,0,0,0.167435190424499,-0.138087901996519,0,0,0,0,0,0,0,0,0,0,-0.119346601968055,0,0,0,0,0,0.454345929757413,-0.0542842150964777,0,-0.044981800918546,0,-0.0056955253197326,0.0673163360268055,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0715068899575677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013982591472912,0,0.0322290687363752,0,0,0.124756136387309,0.258175115688119,0,0,0.116190643580749,0,0.101566871622635,0,0.0652557087917409,0.161081086775082,0,0,0,0,0,0,-0.0346155312142758,-0.0157251134509849,0.00887294639627773,0,0,0,0,0,0
X600690.SH,0.0772904705843429,0,0,0.240667900502264,0.287255715153516,0,0.162255482846423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116118053556172,0,0.00555050137254099,0,0,-0.0252908773534957,0,-0.0435741941473492,0,-0.108497469542086,0,0,0,0,0,0,-0.00142519642999815,-0.0129865806379709,0,0,0,0,0,0
X000568.SZ,0.0338753368466373,0,0,0.339618336395361,0,0.185757237726262,0.0527458473260189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263741590572925,0.00356333679056772,0,0,0,0,-0.13420169689931,0,0,0,0,-0.135409943891092,0.0564460181758098,0,0,0,0.0487944413266946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292436477493723,0.034583470928563,0,0,0,0,0,0
X600703.SH,0,0,0.347691615551505,0,0,0,0,0,0,0,-0.156152067499373,0,0,-0.0888289480121044,0,-0.0181266284073389,0,0,0,0,0,0,0.413348813006566,0,0,0,0,0,0,0,-0.188738115714378,0,0,0,0,0.0745338712324061,0,0,0,0,0,0,0,0,0.399417435176826,0,0,0,0,0,0,0.0241971726404216,0.0365195287874689,0,0,0,0,0,0
X600741.SH,0,0.233256344253439,0.125168862057094,0.212471033401459,0.103198379616275,0,0,0.0139219419425526,0,0,0,0,0,0,0,0,0,0,0,0,0.0339260567791856,0,0,0,0,0,0,0,0,0,0,0.0170966160286604,0,0,0,0,0,0,0,0,0,0,0,0.0415508206441357,0,0,0,0,0,0,0,0,-0.0693664344852873,0,0,0,0,0,0
X002475.SZ,0,0.00305922416637151,0,0,0,0,0,0,0,0,0,0,0.110774188698306,0,0,0,0,0,0,0,0,0,0.417450211208243,0,0,0,0.0455201492752397,-0.133137622351176,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.354766905076813,0,-0.0344677884083223,0,0,0,0,0,0,0,0.000782155187322853,0,0,0,0,0,0,0
X002236.SZ,0,0,0.227559362721401,0.391853001294529,0,0.217641991189757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16693051926865,0,0.0253851362586728,0,0,0,0,0,0,0.0221144166802841,-0.0590859581260531,0,0,0,0,0.0735239743898806,0,0,0,0,0,0,0,0,0,0,0,0.12282707968969,0,0,0,0.0546190269282267,-0.0134431275033714,0,0,0,0,0,0
X300003.SZ,0,0,0.0841019501492292,0,0,0,0,0.152794095570206,0,0,0.0106824697451701,0,0,0,0,0,0,0.150491263047453,0,0,0,0.0130543964728221,0,0.396621056651875,0,0,0,0,0,0,0,0.118789160332543,0,0,0,0,0,0.0474073483540152,0,0,-0.118501384073036,0,0.0719653375768155,0.0479813258246598,0,0,0,0,0,0,0,-0.00263678434236097,4.33680868994202e-19,0,0,0,0,0,0
X600031.SH,0,0.0450456067457045,0,0,0,0.17282506674233,0.100888567399866,0.0477082185172918,0,0,0.0240784049446434,0,0,0,0,0,0,0.313318446530294,0,0,0,0,0,0,0,0,0.0167361356184073,0,0,-0.012202313867929,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212845368365088,0,0,0,0,0,0,0,0.00898153011340295,0.0177377028990704,0,0.124039155843762,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.258958998776643,0,0,0.114432759532783,-0.0419359533176823,0,0,1.73472347597681e-18,0,0.503186459178289,0,0,0,0,0,0,0,0.0359080162064641,0,0.150584919194433,0,0,0,0,0,0,0,0,0,0.0105141635330312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00640359250564414,0.0205329533356964,0,0,0,0,0,0
X601877.SH,0,0.0687950219856221,-0.0346206334303286,0,0,0,-0.187047877620184,-3.46944695195361e-18,0,0.0422580303351059,0,0,0,0,0,0,0.0326496690467208,0.0442368844905019,0,0,0,0,0,0,0.0964314648122612,0,0,0,0,0,0,0,0,0,0,0,0,0.160074962653814,0,0,0,0,0.0257780911227773,0,0,0,0,0.19050658945011,0,0,0,0.0288104675951187,0.0518895696309468,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0301448025124269,0.309026723186299,0,0,0.271411832820345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134120435730616,0,0,0,0,0,0,0,0.167542914039029,0.0473063746736327,-0.0308210985805751,0,0,0,0,0,0,0,0,0,0,0.0820799545968531,-0.283845432655884,0,0,-0.0406500341542667,0,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.120261092569264,0,0,0,0.163928402799993,0,0,0,0.220529097840255,0,0,0,0,0,0,0,0,0,0,0,0.246794881142918,0,0,0.13362242001965,0,0,0,0,0.100912658471694,0,0,0,0,0,0,0,0,0,0.172827641641228,0,0,0,0,-0.0376927073398465,-0.326285302197203,0,-0.00651501347916348,0,0,0,0,0,0
X600809.SH,0,0,0,0.105962105182054,0,0,0,0,0,0,0.244530678858921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809689487302173,0,0,0,0,0.301326015925797,0,0,0.0209668737049186,0,0.329508371284373,0,0,-0.135824961043102,0,0.425825317754289,0.0876293850965201,0,0,0,0,0,0,0.0283566557178406,0.0072210656708124,0.0323249964842298,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0.261952389710246,0,0.584511332595313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156211563964852,0.114168401644965,0.206889662315258,-0.0902848206913885,-0.0894473401799235,0,0,0,0,0,0,0,0.135661700323174,0,0.0280303775030799,0,0,0,0.00994494526898234,0.0269789855474359,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,-0.299891674173984,0,0,-0.0212937003402318,0.186793402856087,0,0.119576028642831,0,0,5.42101086242752e-20,0,0,0.0743709496077832,0,0,0,0,0,0.0958883665368955,0,0,0,0,0,0.222690659007203,0,-0.0387751170299979,0.13049268769317,0,0,0,0,0,0.102369229748979,0,0,0,0,-0.05692206693928,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.0605859996037461,0,0,0,-0.0026489127815209,0,0,0,0,0.15749834617335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038734495205727,0.162938425402049,0,0,0,0,0.143478057062053,0,0,0,0,0.0119648900135012,0.22207310104737,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0.111865425363154,0,0,0,0,0.0930691599086812,0,0.183953748947049,-0.0130582318670424,0,0,0.111032996615298,0,0,0.0236683221813241,-3.3881317890172e-21,0,0,0,-0.0402838959755313,0,0,0,0,0,0,0.191180968104058,0,0,0,0,0,0,-0.104301619283794,0,0,-0.105027833805737,0,0,0,0.0997790119674602,0,0,0,0,0.0212631123893499,0,0,0,0,0,0
X600271.SH,0,0.144810168105877,0,0,0,0,0,0,0,0,0,0,0,0.0520809076182815,0,0,0,0.325184634153599,-0.0464166980374566,0,0.115088397050345,-0.343519211242227,0,0.0710412747403597,0,-0.124511502356485,0,0,0,0,0.0890562160304613,0.148627859762212,0.193431803234769,0,0.00280792389603865,0,0,-0.103462451460098,-0.0790394283233659,0,0.337867682737585,0,0,0,0,0,0,0.209750705881821,0,0,0,-0.0306484177785602,0.00337886187433438,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0.579871790262892,0,0,0,0.175839472804455,0,0,0,0.00644540727246388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237095521398632,0,0,0.349974147827573,0,0,0,0,0.0188062469910723,0,0.0159880619368505,0,0,0,0,0,-0.0217723125973135,0.0225934017008836,0,0,0,0,0,0
