,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002129.SZ,X300014.SZ,X002371.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X000625.SZ,X300142.SZ,X600703.SH,X600089.SH,X601877.SH,X000661.SZ,X600741.SH,X600460.SH,X000100.SZ,X000733.SZ,X002180.SZ,X600522.SH,X000157.SZ,X600702.SH,X000799.SZ,X600884.SH,X002236.SZ,X002074.SZ,X600584.SH,X002432.SZ,X600183.SH,X002414.SZ,X000800.SZ,X601799.SH,X000977.SZ,X600779.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0991117428239622,0.0302854011473996,0.0056031032118025,0.115612011022674,0.114260323576799,0.0785169941640341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227585353233642,0,0,0,0,0,0,0,0,0,-0.093460856130952,0,0,0,0,0,0,0,0,0,0,0.0538747959583215,0,0,0,0,0,0.0115752405906163,0,0,-0.00441221724719579,-0.0322870837039981,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.245210699025322,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.170229720221577,0.011279560402069,0,0,0,0,0,0,0,0,0,0,0.110982399584348,0,0,0,0,0,0,0,0,0.0234730375071456,0,-0.0240381852470141,0,0,0,4.33680868994202e-19,0,0.141947241925738,0,-0.0172685852218673,0.0127718101388288,0,0,0,0,0,0
X002415.SZ,0,0,0,0.244717921042076,0,0,0,3.46944695195361e-18,-0.248996055437236,0,0,0.114831194704777,0,0,0,0,0.0049917082284087,0,0,0,0.0416052350210103,0,0,0,-0.184026303719327,0,0,0,0,0,0,0,0,0,0.0922327980685883,0,0,0,0,0.0441025098956903,0.419371567632814,0,-0.0289814458955377,0.0708178617923527,0,0,0,0,0.0105852039103909,0,0.129108472483559,0,0.0297416091761797,0,0,0,0,0,0
X600809.SH,0,0,0.0831751240584513,0,0.566704782178213,0,0,0,0,0,0,0,0,0,0,0,0,0.0977027250046874,-0.044681952483032,0,0,0,0,0,0,0,0.0509566246479458,-0.01773452907629,0,0,-0.0740319731862819,0,0,0.0334442880249315,0,0.102262231198119,0,0.131840086560429,0,0,0,0,0,-0.0529559475079751,0,0,0,-3.46944695195361e-18,0.047923865731126,0,0.0958522158721821,0.000229532776641277,0.0129437466197592,0,0,0,0,0,0
X000568.SZ,0,0.221030248761367,0,0.0160518120675092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179879881288698,0,0,0.0210994815477172,0.240585943608508,0,0,0,0,0,0,0,0,0,0,0,0,0.10952544328531,0,0,0.0210428268145165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125952556183335,0.033909507036615,0,0,0,0,0,0
X600690.SH,0,0.298576850147454,0,0,0.0423357835385258,0,0,0,0,0,0.237383606051889,0,0,0,0,0,0,0,0,0,0,0,0.0101301296121247,0,0.0590638604903441,0,0,0,0,0,0.136638632520289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633991139483248,0,-0.0241415416973144,0,0,0,0,0,0
X002304.SZ,0.271825611928878,0,0,0.171635607784779,0.00664089162594198,0.0624008295926785,0,0,0,0,0,0.0581791273963116,0,0.112866201580189,0,0,0,-0.130376774881444,0,0,0,0.141708960146461,0,0,0,0,0,0,0,0.0504519300397727,0.036273492863178,0,0,0,0,0,0,0.241656605911887,0,0,0,0,0,0,0,0,0,0,0,0,0.0710411838693796,0,-0.00617876494815626,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.125163501782368,0,0,0,0,0,0,0,0,0,-0.0140718179136069,0,0,0,0.191865960080645,0.351330572528779,0,0,0.285419505803031,0,0,0,0.0847844917327799,0,-0.00820284956980795,0,-0.0732639697916907,0,0,0,0,0,0.0270825354429321,-0.408582177545781,0,0,0.0393820420760761,0.126651650992238,0,0,0,0,0,0,0,0.12544964829987,0,0,-0.0456005178039067,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0182410599309523,0.1689120666992,0,0,0,0,0.121567156042558,0,0.0548787552619829,0.147927092575916,0,0,0,-0.025774843596643,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0229760418425991,0,0,0,0,0,-0.00114145571615876,0,0,0,0.000276484222049311,0,0,0.0354028649212883,0,0,0,0.130933453092168,0,0.0595653932597864,0,0,-0.0361402109347018,-1.0842021724855e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.00591106942975515,0,0,0,0,0,0,0.127285634197578,0.0168249840748271,0,0,0,0,0,0.024974417230456,0,0,0,0.149870198089317,0,0,0,0,0,0.0890515800783906,0,0,0.0366938317081968,0,0.0293986649627745,0,0,0,0,0,0,0,0,0,0,0.0366311142137271,-3.46944695195361e-18,0.0496824316072154,0,0.0433264456129786,0,0.0042320916695355,0,0,0,0,0,0
X600276.SH,0,0,0,0,-0.0400240009065881,0,0,0.1039587961421,0,0,0,0,0,0,-0.012620789755431,0,0,0,0,0,0,0,0,0,0.378680631830172,0,0,0,0,0.0281853186151552,0,0,0,0,0,0,0,0.131833995884787,0,0.162227479903203,0,0.0164260719666503,0,0.102998846955019,0,0,0,0,0.0665119971081001,0,0,-0.0520323164786227,0.040600080646045,0,0,0,0,0,0
X300124.SZ,0,0,0.0624916251267327,0,0,0,0,0.185594836096837,0,0,0,0,0,0,0.0275384607225056,0,0,0,0,0,0.0180406062955582,0,0,-0.193377861043576,0,-0.0673786573970217,0.181447290355843,0,0,-0.127534230441826,0,0,0,0,0,0,0,0,0.180432537692133,0.169073312736854,0,0,0,-0.109920884974123,0,0.466462536312093,0,-0.0772434120646524,0,0,0,0.160444439518683,-0.149407556944255,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093550860243865,0,0,0,0,0,0,0,0.00241455526695647,0.177194845741926,0,0.0201842762792101,0,0,0,0,0.0461810213778708,0,0,0.228487353585926,0,0,0,0,0,0,0,0,0,0,0.0295049147462828,0,0.0397662913006019,0.132557060278651,0,0,0,0,0,0,0,0,0,0,0,0
