,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X002475.SZ,X000651.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000625.SZ,X600031.SH,X000596.SZ,X000063.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000157.SZ,X002463.SZ,X600703.SH,X600372.SH,X002241.SZ,X002028.SZ,X600066.SH,X002236.SZ,X000921.SZ,X000977.SZ,X600741.SH,X600522.SH,X002049.SZ,X600584.SH,X600183.SH,X601877.SH,X000661.SZ,X002129.SZ,X002223.SZ,X002180.SZ,X000800.SZ,X600060.SH,X600177.SH,X600487.SH,X601799.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.125310039677148,0,0,0.23139882307522,0,0,0,0,0,0,0,0.0704488024494134,0,0,0,0.0265675272948068,0,0.000997585230370874,0,0,0.0322704516828547,0,0,0,0,0,0.00034503289203859,0,0,0,0.0377843361707957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00728484552539359,0.00679553183085781,0.00171399617740914,-0.0300921435965398,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.417803764686092,0,0,0,0,0,0,0,0.236558908238132,0,0,0,0.034210103051195,0,0,0,0,0,-0.0172106063083248,0.035616160373577,0,0,0,-0.0406328393757428,0,0,0,0.0125533311368287,0,0,0.0371960457517538,0,0,0,0.0581325463481634,0,0,0,0,0,0,0,0,0.00979700848656628,0,0,-0.0141933997041143,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0102076135616038,0.0896907490533452,0,0,0,0,0,0,0.188759082676362,0,0,0,0,0,0.0140148191947121,0,0,-0.0221799090861822,0,-0.000687051543738946,0,0,0,0,0,0.143841986331,0,0,0,-0.0418007493879457,0.120010123130482,0.00939199071766322,0,0,0,0,0,0,0.124958714067495,0,0,0,0,0,0,0.036791767844711,-0.0251961507980869,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.110369692190402,0,0,0,0.0284172694857783,0,0,0.0681660464624666,0,0,0,0,0.253153636674918,-0.143497578840371,0.0236265699273565,0,0,0,-0.16683836388012,0,0,0,0,0,0.0078625004707358,0,0,0,0,0,0,-0.0161744973380594,0,0,0,0,0,0.145298486087214,0,0,0,0,0,0,0,0,0.00911092006261614,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.000212119128674828,0.209469126833635,0,0,0,0,0,0.171093872309444,0,0,0,0,0,0,0,0,0,-0.0137079145273754,-0.0770208120276003,0,0,0,0,-0.0422113435948359,0,0.34813244653058,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0795606860750836,0,0,0,0,0,0,0,0,0.00348734899452894,-0.03423791201587,0,0,0.142468681922821,0,0
X600276.SH,0,0,0,0,-0.0662222781718452,0,0,0,0,0,0.0856541834666432,0,0,0,0,0,0,0,0,0,0.26601353473507,0,0.339543521476761,0,0,0,0,-0.0678549513825446,0,0.11906507723328,0,0,0,0,0,0.0954492914432072,0,0,0,0,0,0.0126554296988649,0,0.0493562626253762,0,0,0,0,0.305866676817156,0,0,0,-0.027227845257517,0,0,0,0,0,0
X000568.SZ,0,1.03768239311799,0,0.0074136578151235,0.00330548276832852,0,0,-0.0843433484785421,0,0,0.076953148711742,0,0,0,0,0,0,0,0.123101432323603,0,-1.73472347597681e-18,0,0,0,0,-0.123229835954608,0,0,0,0,0,0,0,-0.041810739454435,0,0,0,0,0,0,0,-0.0361837256016562,0,-0.0700008403657487,0,0,0,-0.104020780768544,0,0.104942886673797,0,0,0,0,0,0,-0.0194735328878415,0,0
X002475.SZ,0,0,0.132403191842399,0,0,0,0,0,0,0,0.10660894698089,0,0,0,0.00519319004614253,0,0,0,0,0,0.150236776353814,0,0,0,0,0.151623202161784,0,0,0.219266079598087,0,0,0.0250434947184872,-0.0545107093591055,0,0,0,0,0.0167165394635687,0.126803082771824,0,0,0.0341294555284637,0,0,0,0,0,0,0,0,0,0.0951013965817363,0.0127773954126962,0,0,0,-0.0112805032975003,0,0
X000651.SZ,0,0,0,0,0.162054724384536,0,0.0435864219789333,0,0,0,0,0,0,0.0758157223906278,0,0,-0.109601951511401,0,0,0,0,0.0692941657029322,0,0.269919309449218,0.125092821302135,0,0,0,-1.73472347597681e-18,0,0,0,0.0392934189447463,0,0,0,0,0,0,0,0,-0.0830573222757979,0,0,0,0.0904144801308994,0,0,0,0,0,0,-0.0352611187962837,0.0306925496444112,0,0,-0.0255894269815561,0,0
X003816.SZ,0,0,0,-0.211705080811157,0,0,-0.0818462030764993,0,0,0,0,0,0,0,-0.401475894243409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215187791188111,0,0,0.0229251354727881,0,0,0,0,-0.0181781721237748,0,0,0,0,0.0583741308721887,0,0,0,0,0,0,0.0417784155217241,0,0,-0.0317446099098565,-0.0629010173051895,0,0,-0.0301770428296501,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.106545079767266,0,0,0,0,0,0,0,0,0,0,0,0,0.341738018644346,0,0,0.250638989790763,0,0,0,0,0,0.0140421044136158,0.124574367979341,0,0,0,0.022485536517254,0,0.0114746194186302,0,0,0.0650618469629727,0,-0.129773207749508,0,-0.0208527069607166,0,0,0,0,0,0,0.110095232001979,-0.0441387961280097,0,0,-0.0211176175875324,0,0
X600104.SH,0,0,0,0,0,0,0,0.0344539964054644,0,0,0,0,0,0,0,0.0151737472377614,0.0965637587308124,0,-0.0628874292813247,0,3.46944695195361e-18,0.0727770807778649,0,0.00709332587642467,0,0,0,0,0,0,0,0,0,-0.0176059775680434,0,-0.00928020364718702,0,0.0361169740512698,-0.0445428338139227,0,0,0,0,0,0,0,0,0,0,0.0534153697705447,-0.000614429994634207,-0.0682401673218159,0.010892950264134,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0237301514537803,0,0.000674683487782206,0,0,0,0,0,0,0,0,0.0819490905701624,0,0,0,0,0.338113472330864,0,0,-0.0174516487875407,0,0,0,0.0577188840389296,0,0,0,0,0.0362359642055638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10466440591428,0,0,0.0362177460788434,0,0,0,0.131090843938345,0,0
X300124.SZ,0,0,0,0,-0.0845871834340949,0,0.0790619553530455,0,0,0,-0.21314330691782,0,0,0,0,0.0471280372221254,0,0,0,0,0,0,0,0.110869940753773,0,-0.0385825140925196,0,0.165970176616395,0,0,0,0,0,0,0,-0.027439451091739,0,0,0.0357808301642906,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0163892207955963,0,0,0.0432071015331039,0.0177672923968773,0,0,0,6.93889390390723e-18,0,0
X002304.SZ,0,0.19421381768646,0,0,0,0,0,0.104381675689472,0,0,-0.0202963752920858,0,0,0,0,0,-0.052107312443885,0,0.13921598700546,0,0,0,0.0250052511768945,0,0,0,0,0,0,-0.0368760858765762,0,0,0,0,0.379466618556949,0,0,0,0,0,0,0,0,0,0,0,0,0.0637812206778984,-0.141562580602083,0,0,0,0,-0.212172798629333,0,0,-0.034765526612169,0,0
X000338.SZ,0,0,0,0,0,-0.116665844389844,-0.0289441855837573,0,0,0,0,0,0,0,0,0,0.0464286378569132,0,0,0,0,0.0491195251245157,0,0.0642560108098526,0,-0.00185365262820132,0,0,0,0.0768306444102739,0.0253729197018234,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.0668174059047684,0.0919620119399999,0,0,0.226329055756424,0,0,0,0,0.0245323165833547,-0.260563951450925,0,0,0,0,0
X000625.SZ,0,0,0,0,-0.709265260527693,0,0,0.0313348148947077,0,0,0,0,0,0,0,0.332883525669097,0,0,0,0,0.268764352144015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110434602821035,0,0,0,0.0733684273305686,-0.386649839953949,0,0.140774192669099,0,0,0,0.0689109527727141,0.241973093823518,0,0,0.0261854908636491,-0.0993469543182223,0,0,0,0,0
X600031.SH,0,0,0,0,0,-0.00400485647314614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989014297328334,0.00469459621076944,0,0.291393498573713,0,0,0,0,0,0,0,0,-0.0219550510703568,0,0,-0.0894142128073715,0,0,0,0,0.0365241568537338,0,0,0,0,0,0,0.260032130083162,0.0373152244121857,0,-0.0173611614074949,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.499689287808502,0,0,0,0,0,0,0,0,0,0.0168622045213996,0,0,0,0.0992353422735103,0,0,0,0.0360063891535744,0,0,0.15234034315944,0,0,0,0,0,-0.0488088940617394,0,0,0,0.0819387575609148,0,0,0,0.0183886934892447,0,-0.0760608933057649,0,0,0,-0.0206862044616003,0.0409282486281131,0.0171201025024552,0,0,0.0161037316517942,0,0,0,-8.67361737988404e-19,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763497391798258,0,0,0.0973008277752295,0,0,0,0,0,0,0,0,0.028406541253881,0,-0.130017039320011,0.0575412761682601,0.0290966182098888,0,0,0.132764017928258,0,0,0,0,0.0526821968701399,0,0,0,0,0,0.115136139346184,0,0,0,0.0894353018656894,-0.0178972820938751,0,0,0,0,0,0
