,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600031.SH,X000063.SZ,X600690.SH,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600089.SH,X600741.SH,X002241.SZ,X000100.SZ,X600118.SH,X600703.SH,X600066.SH,X601877.SH,X000623.SZ,X600271.SH,X000568.SZ,X000581.SZ,X000550.SZ,X000800.SZ,X002236.SZ,X600177.SH,X300124.SZ,X000869.SZ,X002475.SZ,X000559.SZ,X002294.SZ,X002129.SZ,X600839.SH,X000050.SZ,X000400.SZ,X002456.SZ,X002465.SZ,X600809.SH,X002007.SZ,X000977.SZ,X300003.SZ,X600252.SH,X002292.SZ,X600435.SH,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.219507639889396,0.107551951984538,0,0,0,0,0,0,0,0.429277352382803,0,0,0,0,0,0.0016080775403644,0.0495830206638186,-0.169487980820859,0,0,0,0,0,0,0,0.0355970490439075,0,0,0,-0.00623963887243663,0.0058427056468467,-0.0963075874415169,0,0,0,0,0,0,0,0,0,0.0190310868299039,0.121993390335574,0,-0.0397185820576065,-0.00594421585681929,-0.0267711447681136,0,0,0,0,0
X600519.SH,0,0,0.12419110743116,0.0380423058846396,0.0578346112869541,0.328433838899303,0,0,0,0,0.219153379542807,0,0,0,0,0,0.134998747854554,0,0,0,0.000525680172298242,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.084221526612947,-0.0131289407113168,0,0,0,0,-0.052512305573886,0,0,-0.113140144352569,0,0,0,0,0,0,-0.0238925781476743,0,0,0,0,0
X000725.SZ,0,0.150363637216329,0,0,0,0,0,0.0419865829664559,0,0,0,0,0,0,0,0,0,0,0.433157607377333,0,0,0,0,0.141334802387795,0.188995223091214,0,0,0,0,0,0.165568778943288,0,0,0,0,0,0,0,0,0,0,0,0,0.000440878679875024,0,0,0,0,0,0,0,-0.0554375360728049,-0.00494456823300962,0,0,0,0,0,0
X000651.SZ,0.101568853298354,0,0.189637908198584,0,0,0,0,0,-0.0982551892629505,0,0.185438831540253,0,0,0,-0.0221789030275241,0,0,0.309905462180701,0,0,0,0,0.264378459583468,0,0,0,0,0,0,0,0.0582008959890052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053158686899847,0,-0.00671813097378817,0,0,0.000854338593861592,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0785812107436727,0,0,0,0,0,0,0,0,0,0,0,0.0124415424229547,0,0.181610189937902,0,-0.0380123795349002,0,0,0,0,0,0.200555556131132,0,0,0.124348136792395,0,0,0,0,0,0.201430856758838,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340987014180942,0.000946253936448956,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.260324757005465,0,0.020245653184626,0,0,0,0,0,0.0341388857391324,0,0,0,0.274859573952168,0,-0.0134079581920611,0,0,-0.129583872369318,0,0,0,0,0,-0.216069801908567,0,0,0.0333908489732871,0,0,0,0,0,0,0,0,0,0.419054615662972,0,0,0.0603964350815093,0,0,0,0,0,0,0.00330515954602883,0.0469695130579674,0,0,0,0,0
X000858.SZ,0,0.0533302088778095,0,0.130541432719692,0,0.00178431807561056,0,0,0,0,0,0,0,0,0,0,0.176629591754654,0,0.0731103090643291,0,0,0,0,0,0,0.0652137809055224,0,1.73472347597681e-18,0,0,0,0,0.00677790303747695,0,0,0,0,0,0,0,0,0,0.042485203308105,0,0,0,0,0,-0.0543141103211638,0,0,0.00701177894430811,-0.00330845840481829,0,0,0,0,0,0
X000625.SZ,0.348274893495067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12264012327069,0,0,0,0.0221043229990898,0,0.15696748328892,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884583371558768,0,0,0,0.00219915453749697,0,0,0,-0.0302552710495458,-0.00187118777091499,0,0,0,0,0,0
X600031.SH,0.141458389106157,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.932517760746073,0,0,0,0,0,0,0,0,0.00635556107374536,0.0216459756610963,0,0,0.165597789927695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05782196548713,0,0,0,0,0,0,-0.0169879177369418,0.0109074908452207,0,0,0,0,0,0
X000063.SZ,0.191651670386466,0,0,0,0,0,0,0,0.0466490426996266,0,0,0,0,0,0,0,0,0,0,0,0.155846116175524,0,0,0,0,0,0,0,0,0,0.138544422952532,0,0,0,0.00801829933362345,0,0,0,0,0,0.0619736316523065,0,0,0.029826320645483,0,0.0324646098617852,0,0,0,0,0,0,-0.00639522827487617,0,-0.0257269821648118,0,0,0,0
X600690.SH,0,0.074793524101169,0,0.313500111210906,0,0,0,0,0,0,0,0,0.12397091829562,0,0,0.0963584498760917,0,0,0.135604358490158,0.0608106394095383,0,0,0,0,-0.0279439402695753,0,0,0,0,0,0,0,0,-0.231368993445031,0.03826920256676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039655838108262,0,0.00526366742919088,0.0190630371395577,0,0,0,0,0,0
X600276.SH,0,0,0.0820783708347334,-0.0755960683948455,0.00478806165144039,0.125617922744273,0,0,0.0246973644201282,0,0,0,0,0,0.0458654542776254,0,0,0,0,0,0,0,0.0859011651068548,-0.111672622199808,0,0,0,0,0,0,0,0,0,0,0.122509257205005,0.000753547656813659,0,0,0,0,0,0,0,0.149000837096747,0,0,0,0.0899597638000027,0,0,0,-0.0342943845128282,0.00760797466696902,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305537867834481,-0.0505954870845714,0,0,0,0,0,0,0,0,0,0,0,0,-0.00364379823392978,0,0,0,-0.0220850421817537,0,0,0.051975906306531,0,0,0,0.0583105483787503,0,0,0.0698991036096017,0.0187930106302515,0,0.378079349861193,-0.0987418276299641,0.151921296117201,0,-0.0488763842944151,0,0,0,-0.00916923422875219,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.299682286782574,0,0,0,0.308973215986109,0,0.0148533124448537,0.134359083910709,0,0,0,0.0297523749953056,0,0,0,0,0.00309823370759396,0,0,0,0,0,0.0866769952084177,0.081075761967561,0,0,2.16840434497101e-19,0,0,0.0766015056847346,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025800491237065,-0.0305792964280384,0,0,0,0,0,0
X600372.SH,0,0,0,0.174898367933056,0,0,0,0.0293693835626969,0,0,0,0,0,0,0,0,0,0,0,0.00594574105371575,0,0,0,0.213952815879677,0,0,0,0,0,0,0,0,-0.126860169442567,0,0,0,0.207404433959126,0,0,0,0,0.0909345333446198,0,0,0,0,0,0,0.156324636637493,0,0,-0.00135052048378527,0.0207405436887822,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0.0107856621506275,0,0,0.0551708679013087,0.0660298237694992,0,-1.0842021724855e-19,0.057451951971417,0,0,0.153141618504426,0,0,0.00604554868513935,0,0,0,0,0,0,0,0,0,0.178372911850799,0,0,0,0,0,0,0,0,0,0,0,0,0.090252790554791,0,0.0110898625775729,0,0,0,0,0.238040641184162,0,0,-0.0217006409046314,0,0,0,0,0,0
X600741.SH,0.151890159371343,0.0515871194386167,0,0,0,0,0,0,0,0,0,0,0,0.0384057677635645,-0.0571322058566367,0.167868905340713,0,0,0,0,0,0,0,0.180220196910001,0,0,0,0.0118325400432887,0,0,0,0,0,0,0,0,0,0.0355684407365098,0.00620197137313624,0,0,0,0,0,0.10607876707999,0,0,0,0,0,0,-0.0276752168298182,-0.0210328745459322,0,0,0,0,0,0
X002241.SZ,0,0,0,0.0975002275638756,0,-0.00633677217853021,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0175477730033187,0,0,0,0.0154255822495281,0.076443508696015,0,0,-0.0859469880153525,0,0,0,0,0,0,0,0,0,0.0518318712647804,0.0988991970420507,0,0,-1.73472347597681e-18,-0.00413674933328128,0,0.234709070876264,0,0,0.083106046306838,0.0579296670097495,0,0,-0.00620238257754546,0,0,0,0,0,0,0
X000100.SZ,0,0,0.201762151073201,0,0,0,0,0,0.0472567134236683,0,0.165297719411231,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048218005196555,0,0,0,0.068288100245448,0,0,0.0937056663659774,0,0,0,0,0,0,0,0,0.0472740685116861,0,0,0,0.0381897303246515,0,0,0,0.0683990520677079,-0.00504682991047786,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204408745719431,0.137802993355278,0.303105462083895,0,0,0,0,0,0,0,0,0.185107209138372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953468681101049,0,0,0,0,0,0.103396594183037,0.208708558769804,0,0,0.0144583564597996,-0.0452227492952859,0,0,0,0,0,0
X600703.SH,0,0,0,0.022763912423824,0,0,0,0,0,0,0,0,0,0,0,0,0.111440503939515,0,0,0,0,0,0,0,0,0,0,0.0979962463212051,0,0,0,0,0,0,0.025122433277902,0.102520441764911,0.0540548010536994,0.0634593499110384,0.000897149929402615,0,0,0,0,0.0961568416117358,0.0195957102652733,0,0,0.0321315057543377,0,0,0,-0.0100636796313411,0.00530972654655338,0,0,0,0,0,0
X600066.SH,0.2148650021724,0,0,0,0,0,0,0,0.0474193459295535,0,0,0,0,0,0,0,0,0,0.0418148215579016,0.076700818006208,0,0,0.0406798033869578,0.0485551842905485,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360664754903292,0,0,0,0,0.0991494800876885,0,0,0,0,0,0,0.0820558860949085,0,0.00979077560235244,-0.00632991210818881,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,-0.0380976722035079,0,-0.15863073208267,0,0,0,0,0,0,-0.0303201740889988,0,0,0,0,0,0,0,0,0,0.0302628930802297,0,0,0.09939235322712,-0.131759247999639,0,0.219969613299364,0,0,0,0,0.0321561887168123,0,0,0,0,0,0,0,0,0.0831233605652276,0.0502960098092509,0,0,0,0,0,-0.0230408079208233,-0.0217270350656384,0,0,0,0,0,0
X000623.SZ,0,0,0,-0.0917753826927504,0,0,0,0.138232460019822,0,0,0,0,0,0,0,0,0,-0.138776525248549,0,-0.0958370606060338,-0.100282750980156,0,0,0,0.0271690570662858,0.169744269002314,0,0,0,0,0.700843666580278,0,0,0.177323021146826,-0.190768780288053,0.243388374672717,0,0,0,0,0,0,0,0.210051310472244,0,0,0,0,0,0,0,0.0263567175915358,-0.0293671473961699,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145995765689898,0,0.10056000278315,0,0,0.145903872612757,0.0590449749214617,0,0.163968443381783,0,0,0,0,0,0.0383275721230409,0,0,0,0,0,0,0,-0.0547082642700129,0,0.0945797314882103,0,0,0.0546425512249793,0.172232292230686,0,0,0.133657098925023,0,0,-0.0531976861626466,0,0,0,0,0,0,0
X000568.SZ,0,0,0.116026852504665,2.71050543121376e-20,0,0,0.573321721238856,0,0,0,0,0,0,0.0274145026959999,0,0,0,0,0,0.00221605075670609,0,0,0,0,0.168645033584381,0,0,0,0,0,0.0421715758879408,0.0721564884349712,0,0,0,0,0,0,0,0,0,0,0,0,0.0103198157518381,0,0,0,0,0,0,-8.67361737988404e-19,-0.00690875212152017,0,0,0,0,0,0
