,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600276.SH,X600690.SH,X002475.SZ,X300014.SZ,X600104.SH,X000651.SZ,X002129.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X002241.SZ,X000338.SZ,X600089.SH,X002179.SZ,X600703.SH,X600522.SH,X000661.SZ,X601877.SH,X002180.SZ,X002074.SZ,X300142.SZ,X600884.SH,X600741.SH,X600460.SH,X000733.SZ,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X601799.SH,X600563.SH,X002236.SZ,X002176.SZ,X600584.SH,X000800.SZ,X600487.SH,X600779.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0230410899932257,0,0.209329865293184,0,0.053684416776173,0,0,0.0822686446457936,0,0,0,0,-0.0130155074544596,0,0,0,0.0693110186322682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014456467630549,0,0,0,0.0320957919265046,0,0,0,0,0,0,0,0,0,-0.0057063988926248,0,0.00317142311321398,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.456977504966114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171839021513337,0,0,0,0,0.111257158293052,0.0871694674648914,0,0,0.0497954256914528,0,0,0,0,0,0.0833158086762745,0,0,0.00402956977864315,0.0143645390159245,0,0,0,0,0,0
X600809.SH,0,0,0,0.270269978424259,0,0.104923178885049,0,0,0,0,0,0,0,-0.0292111525131174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220259577392597,0,0,0,0,0,0,0.239654782975699,0.0597421765120061,0,0,0,0,-0.194642704426289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.314146377719892,0,0,0,0.0841319747888423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241843456808289,0,0,0,0,0,0,0,0.0577499569324735,0,0,0,0,0,0,0,0,0,0.382738970284264,0,0,0,-0.0441904965175276,0,0,0,0,0,0,-0.048330642074724,0,-0.00847320244635149,-0.0136309653585351,0.0887452189629465,0,0,-0.0275499301842277,0,0
X002415.SZ,0,0,0.0807008663662676,0,0,0.496934152668777,0,0,0,0,0,0,0,-0.165575148927219,0.101195486453951,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252423693691417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760851337877657,-0.0346726672934878,0,0,0,0,0,0,0.108125730693606,0.0453751740653237,0,0,0,0,0,0
X002304.SZ,0,0,0.156543930226938,0.0582118158828416,0.00685011856777009,0,0.0795562023352084,0.0395789426245667,0,0,0,0,0,0,0,0,0,0.122777212500639,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15086092222501,0,0,0,0.00701227954986055,0,0,0,-0.0010556052853075,0,0,0,0,0,0,0,0,0,-0.0286823296426818,0,0
X600276.SH,0,0,0,0,0,0,0,0.198807348271722,0,0,0,0,0,0.12946591957712,0,0,0,0,0,0,0,0,0,0,0,0,0.112455557222332,0,0,0,0,-0.0125562119921588,0.0891526035885618,0,0,0,0,0,0.0936853681251488,0,0,0,0.0550625166183848,0,0,0.0499375804997988,0,0,0.286723215162277,0,0,0.0413030987319446,0.0608982345519673,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0340934768868751,0,0,0,-0.0235700732983523,0,0.223511892054506,0,0,0,0,0,0.151191391773332,0,0,0,0,0,0,0,0,0,0,0,-0.0187713050630859,0,0,0,0,0,0,0,0,0.0493630239322203,0,0,0,0,0,0,0,0,0,0,0,0,-0.0063902712591486,0.00806561076896303,0,0,0,0,0,0
X002475.SZ,0,0,0.0672896275759221,0,0,0,0,0,0,0.0208158690455638,0,0,0,0.0435016401022816,0,0,0,0.144169173881458,0,0,0,0,0.190565667635754,0,-0.00920084849782102,0,2.16840434497101e-19,0.17317503517681,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0918834752997332,0,0.166799979572369,0,0,0,0,0,0,0,-0.0646054526076912,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.102833478652581,0,0,0,0,0.00992680287406791,0,0,0,0.115207124990755,0,0,0,0,0,0,0,0,0,0.158456646297088,0,0.266374864488275,0,0.0429277747433243,0,0.0225427027437337,0,0,0,0,0.0684637543940289,0,0,0.115525940571013,0,0,0,0,0,0,0,0,0,-0.00626583366863952,0,0,0,0,0,0,0
