,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X000625.SZ,X002456.SZ,X600031.SH,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X002008.SZ,X600809.SH,X600487.SH,X300136.SZ,X002508.SZ,X300003.SZ,X600522.SH,X002085.SZ,X600699.SH,X600498.SH,X600089.SH,X600867.SH,X002294.SZ,X000596.SZ,X000157.SZ,X000050.SZ,X600271.SH,X600177.SH,X600566.SH,X600118.SH,X000559.SZ,X002180.SZ,X300115.SZ,X600707.SH,X600584.SH,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.312067571208841,0,0.0800519844958603,0.130939719058985,0,0,0,0,-0.101578762312915,0,0,0,0,0,0,0,-0.0345330397718145,0,0,0,0,0.0236747205738625,0,0,0,0,0.0362690286790036,0,0.021447558811237,0,0,0,0,0,0,0,0,0,0.0433131270253664,0,0.0840702243245715,0,0,0.0195421651722044,-0.0912635943173339,0,0,0,0.02668283316974,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0826620757988186,0,0,0,0,0.016777188366721,0,0.00412358226714536,0.322732285144195,0.0795445259658243,0,-0.207421162862296,0,0,0,0,0,0,0,0,0,-0.0193427153050107,0,0,0,0,0,0,0,0,0,-0.181060404754336,0.0576467096002416,0,0.0102966688365879,0,0,0,0,0,0.0737651590059935,0,0,-0.0488276651063875,0,0,-0.0258532009658156,0.034760821231449,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.199564545094222,0,0,0,0,0,0,0,0,0,0,0.191958574067943,0.0673067948620727,0,0,0.111563778525097,0.0333729444594308,0.0715430571947836,-0.0187681824971808,0,0,0,0,0.0595679491750797,0,0.00565221044889175,0,0,0,0,0,0,0,0.0400106358323413,0.0475546587338831,0.0451125183503666,0,0,0,0.00585786091313963,8.41114342740625e-05,0,0,0,0,0,0
X000651.SZ,0,0.072450140066495,-0.12827146661295,0,0.138858167791036,0,0,0,0,0,0,0,0.0822682464766274,0,0,0,-0.0328470641956995,0,0.0122947023577048,0.0789141452139187,0,0,0,0,0,0.011467061898343,0,0,0.060590171354402,0,0,0,0,0,0,0,0,0,0,-0.0100742402260367,0,0,0,0,0,0,0,0,0,0,0,0.0141881070493701,0,-0.0440851362320409,0,0,0,0,0
X000858.SZ,0.0752904713954272,0,-0.0639824342553193,0,0,0,0,0.0552769172337697,0,0,0,0.376391467644736,0,0,0,0,8.67361737988404e-19,0,0.114065851090479,0,0,0.0783216103288489,0,0,0,0.176606841911009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797306484972073,-0.0148063861963536,0,0,0,0,0,-0.0211692668600671,0.00953516992968455,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0275830551214666,0.241920808608497,0,0,0,0,0,0.0801019953278148,-0.0970813416392137,0,0,0,0,0,0,0.15613377351939,0,-0.0623330520018953,0,0,0.292868340085089,0,0,0,0.0171527642731168,-0.00399588020783916,0,0,0,0,0,0,0,0,0,0,0,0.129987874816371,0,0,0.0970575560405011,0,0,0,-0.000332994645731021,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0102079810127833,-0.0112331298793555,0,0.128675610857823,0,0,0,0,0,0,0.0473293382000309,-0.0702785736916779,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118270029419235,0.148096208476349,0,0,0,0,0,0.0820609009955582,0,0,0,0,0,0,0.0399718093032071,0,-0.0551391692474983,0,0,-0.0218848932366243,0.0118254209213974,0,0,0,0,0,0
X002304.SZ,4.33680868994202e-19,0,-0.0362113974058753,0,0.346850950398731,0,0,0,0,0,0,0.025163438765564,0,0,-0.184265784502639,0,0,0,0,0,0,0,0.0500494914630539,0,0,0,0,-0.0126001874421156,0,0,0,0.0447712373334338,0,0,0,0,0,0.0419950455678074,0,0.0365950619582722,0,0,0,0,0,-0.0701269638418225,0.111111728442098,0,-0.0450342849821162,0,0,-0.0407990429907789,0.0493825554245471,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.347741546584525,-0.143207284115915,-0.192868382531329,0,0,0,0,0.178002456883367,0,0,-0.0766189632421737,0.0889482499440799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109495719391139,0,0,0,0,0,0,0,0,0.117904562106467,0,0,-0.0728707733228553,0.0910324824312493,0,0,0,0,0,0
X600690.SH,0,0.0102039133086645,0,0.076738323733597,0,0,0.11264485982091,0,0,0,0,0,0.0957423453263857,0.102021273301162,0,0,0,0,0,0,0,0,0.0678564672953512,0,0,0,0,0.256137637097971,0,0,0.075833217630871,0,-0.171388204597492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541541360105069,0,-0.16449376216798,0,0,-0.00149781084775641,0.0108177689771785,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,-3.46944695195361e-18,0.154402097912542,-0.133180123721181,0,0.206109576087252,0,0,0.0307508228470551,0,0,0,0,0,0,0,0,-0.206175937536939,0,0,0,0,-0.0931195879934667,0,0,0,0,0,0,0.159856388595584,0,0,0,0,0,0,0,0,0,0,0,0,0.00946479975448361,0,0,0,0,0.00986262751368389,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.149479090613065,0.40268816237253,-0.0143000626266486,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110237089478299,0,0.0593914230078291,0,0,0,0,0,0,0,0,0,0.0813835122439811,0,0,0,0,0,0,0,-0.00210874970850177,0,0.17322775823782,0,0,0,0,-1.0842021724855e-19,-0.0464425846179182,0,0,0,0,0
X002236.SZ,-0.144690294874092,0,0.376394580143332,0,0,-0.167275705754484,0,0,0.228605619096296,0.224992218872453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0576387332737586,0,0,0,0,0,0,-0.0250007058611508,0,0,0,0,0,0,0,0,0,-0.0264957907107894,0.032592616746925,0,0,0,-0.0236778663340249,0,0,0,0,0,0
X600741.SH,0,0.380256930881605,0,0,0,0.00121409319231796,0,0,0,0.154350889088321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0924696935729067,0,0.0763520640027431,0,0,0,0,0,0,0,0,0,0.0348363069634441,0,0,0,0,0.0627910503033057,0,0,0,0,0,0,0,0,0.0125813246369246,0.00297168148847682,0,0,0,0,0,0
X002475.SZ,0,0.0754924971104547,0,0,0,0,0,0,0.0189973489981803,0,0,0.0359466292742837,0,0,0,0.0256388886333257,0,0,0.0924460127565484,0,0.14683997902282,-0.177008578115189,0,0,0,0,0,0.400948009137343,0,0,0,-0.100082936782685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420253272110087,0.0277060160559742,0,0,0,-0.00880031394078141,-0.0380954832021549,0,0,0,0,0,0
X002241.SZ,0,0,0.164892152651088,0,0,0,0,0,0,0,-0.0441269458688132,-0.152771663804598,0,0,0.0485634043016321,0,0,0,0.424052583978178,0,0,0,0,0,0,0,0,0,0,0.115908499682048,0,0.121311974537955,-0.0446605039831553,0,0,0.21847850597004,0,0,0,0,0,0,0,0,0,0,0.0699278515024782,-0.0273959182396279,0,0.0553996774130754,0,0.0368876584663283,-0.0304740200998815,0,0,0,0,0,0
X000338.SZ,0,0,0.00795576051617091,0,0,0,0,0,0.0748414766656356,0,-0.0196011336106066,0,0,-0.101141163402454,0,0,0,0,0,0,0,0.0206142511545126,0,0,0,0.0525153974036068,0,0,0,0,0,0.0429016238241294,0,0,0.397338351940142,-0.00435058357822761,0,0,0,0.23552010338642,0,0,0,0,0,0,0,0.0493448271222028,0,0,0,0.0250470729410363,-0.0313026842082364,0,0,0,0,0,0
X000625.SZ,0,0,0.0146797223708036,0,0,0,0,0.0434583205841885,-0.0617980864326945,0,0,0.0227223435298298,0,0.292793285735257,0,0,0,0,0,0.136272461148333,0,0.0228523106338135,0,0.140011539418895,0,0,0,0,0.0212533536716647,0.0247815560685315,0,0,0.139933553713762,0,0.0219095599871759,0,0,0,0,0.0398770835046831,0,0,0,0,0,0,0,0.0400303088377893,0,0,0,-0.0293908114037455,0.0566748992206695,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,-0.0224039597023741,0,0,0.186764299693377,0,0.133709792992947,0.24142208425083,0,0,0,-0.0540409276467158,0,0,0.0793830934298334,0,0,0.0276205185585187,0,0,-8.67361737988404e-19,0,0,0,0,0.219059138746537,0,0.140536264922389,0,0,0,0.255652565634016,0,0,0,0,0,0.156202086317676,0,0.0097874065333168,0,0,0,0.011615343004508,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.275501588002705,0,0,0,-0.196919782446327,0,0,0,0,0.133896093716978,0,0,0,-6.93889390390723e-18,0,0.141043570082878,0,0,0,0.132661624076856,-0.175881776399088,0,0,0,0.121919039367579,0.0425998358556628,0,0,0,0,0,0.527326986863169,0,0,0,0,0,0,8.67361737988404e-19,-0.302866172160411,0,0,0,0,-0.0315143568413326,-0.00389182440168421,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,-0.011335231434826,0,0,0,0,0,0,0,0,0,0,0,0.0846093958207804,0,0,0,-0.329348322733534,-0.130830835418455,0,0,0.0462100855338498,0,3.46944695195361e-18,-0.0258072633103303,0,0,0,0,0,0,0,-0.175801721455238,0.0551420553308426,0,-0.179184978811945,0,0,0,0,0,0,0,0,0.14771601722959,0.295541842054313,0,-0.00488245007037478,-0.0135847978158558,0,0,0,0,0,0
X601877.SH,0,0,0,0.224665349578137,0,-0.0105666239722186,0,0,0.0321953781354622,0,0,0,0,0,0,0,0.0683878339640866,0,0,0.112573178028437,0,0,0,0,0,0,0,0,0.0605980281973773,0,0,0,0.129096468451645,0,0,-0.00424586089202177,0,0,0,0,0,0,0,0,0,0,0,0,0.116489470054711,0,0,0.00309885526484194,0.0045730158137986,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0560682294696788,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0733161011016753,0,0.0690270922116658,0,0,0,0,0,0,0,0,0,0,0,-0.0288860796328154,0,0.0233405674517424,0,0.0621892877280176,0.0197849973081084,0,0,0,0.0472834414153212,0,0,0,0,0,0,0,0.0165144330720399,0,0,0,-8.67361737988404e-19,0.0134872691724973,0,0,0,0,0,0
X300124.SZ,0,0,0.259905859746055,0,0,0,0,0,0,0,0,0,0,0,0,0.0746511541237532,0,0,0,0,0,0,-0.0189738542069443,0,0.150550980104428,0,0,0,0,0.154219312009106,0.0567365007224635,-0.102463565762795,0.218123623634994,0,0,0,0,-0.061897058159739,0,0.113109099834878,0,0,0,0,0,0,0,-0.0768436776185957,0.198686859797147,0,0,0.020719614988369,0,0,0,0,0,0,0
X002008.SZ,0,0,0.00736796456150878,0,0,0,0,0,0,0,0,0,0,0.276572250221459,0,0,0,0,0.127242952620683,0,0,0,0,0,0,0,0,0,0.125559365661304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0530460197390079,0,0,0,0.0204103521051862,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.0131149174275842,0,0,0.068122702588488,0,-7.57019959405272e-05,0,0.341587642871465,0,0,0,0.174709406583615,0,0,0,0,0,0,0,0,0,0,0,-0.013736190907001,0,0,0,0.155454260279958,0,-0.057777448968753,0,0,0,0.368777148433242,0,0,0,0,0,0,0,0.0572556909158387,0.0546755857133346,0,-0.070903071043401,0,0,0,-0.0197604677527662,0,0,0,0,0,0
X600487.SH,-0.0937770113850351,0,0,0,0,0,0.0237621946289111,0,6.93889390390723e-18,0,0,0,0.048169575126998,0,0,0,0.232564005346027,0,0,0.0859378060142465,0,0,0,0,0,0.129574818474583,0,0,0,0,0.174948581250508,0.423674442952681,0,0.0219079669624884,0,0,0,0,0,0,0,0,0,-0.026620180877134,0,0,0,-0.106696625674057,0.0237542079016724,0,0,-0.0223715424113301,0,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0.0941151242500606,0,0,0,0.330877355409147,0.189101382802189,0,0.0907499933723784,0.0126185111412036,0.288713350230264,0.269156100022633,0,0,0,0.0383579033496082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863526309966615,0,0,0,0,0,0,0,0,0.034881099159161,0.00126214589476683,0,0,0,0,0,0
