,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X000625.SZ,X300124.SZ,X000725.SZ,X000338.SZ,X002371.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X000157.SZ,X002179.SZ,X600089.SH,X300014.SZ,X600372.SH,X600741.SH,X600703.SH,X002236.SZ,X002463.SZ,X600066.SH,X000977.SZ,X002049.SZ,X002241.SZ,X002028.SZ,X000921.SZ,X000661.SZ,X600584.SH,X600522.SH,X601877.SH,X002129.SZ,X000800.SZ,X600566.SH,X601799.SH,X600183.SH,X002223.SZ,X600060.SH,X002007.SZ,X600177.SH,X600418.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.264129816623017,0,0.121384433495375,0.149522027813649,0,0,0.144744793210533,0,0,0,0,0,0.0315182532046032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724103675466539,0,0,0,0,0,0.0177530681938278,-0.0031906607916521,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.505924348338688,0,0,0,0,0,0,0,0,0,0.120886744327589,0.0197403540715707,0,0,0,-0.0172259184817701,0,0,-4.33680868994202e-19,0.0259302799215726,0,0,0,0,0,0.0387419853527277,0,0,-0.0438686839569659,0,0,0,0.0166372489906989,0,0.0303288432559721,0,-0.0211660572850131,0,0.0252777675562363,0,0,0,0,0,0,-0.0423577165734441,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.140914443874196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200013331644679,0,0.0778241318380611,-0.0787283392938653,0,0,0,0,0.0816020852520925,0,0,0,0.012579638785667,0,0,0,0,0.056717992251904,0,0,0,0.0880024234927513,0,0,0.0711457777730472,0,0.015188271695714,0,0,0.0234019489422663,0,-0.0181280031486824,0,0,0,0,0,0,0
X600809.SH,0.48301907242653,0,0,0,0,0,0.115920195150858,0,0,0,0,0,0.243737464299658,0,0,0.063074263868903,0.0383271452270824,0.237708384566163,0,-0.0561688335073051,0,-0.0772274763228405,0,0,0.0508254167242343,0.10891233401682,0,0,0,0,0.0597627703164176,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26091121113299,0,0,0.0537878863988337,0,0,0,-0.0374603062351373,0.0326807310942128,0.0398433323015468,0,0,0,0,0
X600690.SH,0,0,0.0342039538599745,0,0,0,0,0.156985379931824,0,0,0,0,0,0,0,0,0.0972699418972524,0,0,0,0,0,0.0268085934693058,0,0,0,0,0,0,-0.152260884358545,-0.00159610385680502,0,0,-0.0515522964851403,0,0.238938191129543,0,0.0601210289034565,0,0,0,0,0,0,0.0804257023092595,0,0.0765071607970919,0,0,0,0,-0.0207788573525738,0,-0.0532159738916001,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090640648589424,0.353705557083769,0,0,-0.128421038739749,0,0,0,0,0,0.0339004532667195,0,0,0,-0.0303674902246832,0,0.0698775033408046,0.179453117857844,0,0,0,0.224198657739549,0.301356260247136,0,0,0,0,0,0,-0.194286692588935,-0.00098926499806489,0,0,0,0,0,0,0
X000568.SZ,0,0.924439818646634,0,0,0,0,0,0,0,-0.00178923034561811,0,0.0130036255647228,0,0,0,0,0,0,0,0,0.124545088254685,0,0,0.0673921195854783,0.131644970019776,0.0243055920036963,0,0,0,-0.155937233221414,0,0,0,0,0,-0.053456073256444,0,0.0448362743618161,0,0,0.0145052958553807,0,0,0,-0.0666930303482356,0,0,0,0,0,0,0.00721988393899915,0.0303923713697108,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.338396359142072,-0.123778522360099,0,0,0,0,0,-0.0723354823744364,0.0992699078764022,0,0,0,0,0.0917627795383458,0,0,0.108160690150684,0,0,0.264291859889678,0,0,0,0,0,0,0,0,0,0,0,0.0475159568295195,0,0,0,-0.217937501697133,0,0,0,0,0.0092696477020489,0,0,0,0,0,0,0.0131246394386368,0.0100697749639961,0,0,0,0,0,0
X003816.SZ,0,0,0,-0.0331503917145022,0,0,-0.183691865592724,0,0,0,0,0,0,0,0,0,0,0,0.146016576460712,0,-0.0459008048445056,0.131772094079605,0,0,0.00868395685554625,0,0,0,-0.08992876252939,0,0,0,0,0,0,0.12842008817896,0,0,0,0,0,0,0.377638493593776,0,0,0,0.0615831613530284,0,0,0,0,-0.00939304530403652,-0.111408864645041,0,0,0,0,0,0
X002475.SZ,0.42829109059205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490628149966779,0.142488697262577,0,0,0,0,0,0,0,-0.0834424429756543,-0.0442242238055875,0,0.364105677686132,0,0,0,0.00763578224313191,0,0,0,0,0,0.109060118828123,0.0500953631196131,0,0,0,0,0.113094357150235,0,0,-0.0383234891148996,-0.237434763064229,-0.117810216041247,0,0,0,0
X600104.SH,0,0,0,0.0727952641900786,0,0,0,0,0.118581936233761,0,0,0.103344082251203,0,0,0,0.0468342603777803,0,0,0,0,-8.67361737988404e-19,0,0.00460323378533486,0,0.0229861557994004,0,0,0,0,-0.00502444658984615,0,0,0,0,0,0,0,0,-0.0322113183002216,0,0.0378289854216298,0,0,0,0,0,0,0,0,0,0,-0.0351846134620524,0.0220272576008532,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.345333446999343,0,0,0,0,0,0,0,0,0,0,0,0.112521120372425,0,0.210199049881614,0,0.0866431765653255,-0.107387791361153,0,0.0817502781236393,0,0,0,0,0,0,0,0,0,0,0.106634772838483,0,0,0,0,0,0,0,0,0.21218369333745,0,0,0,0,0.475425948552392,0,-0.0464334697224043,-0.00700405331871382,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.02202906765629,0,0.310972775101617,0,0,0,-0.0349961651618401,0,0,0,0,0,0,0,0,0,0,0,0.00796792122677454,3.46944695195361e-18,0,0,0,0,0.0667111870908604,0.0978868722194858,0,0.0726134007969735,0,0,0,0,0.00111336133664511,0,0,0.0840793637410397,0,0,0,0,0.0391721184834624,0,0.144443214092019,0,0,0,-0.00913423780445497,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0608875249204201,0.0772421227834444,0,0,-0.00449734146960781,0,0,0,0,0,0,0,0.116816375805041,0.108494485157124,0,0.00039938856843645,0,0,0,0,0,0,0.0609420124037246,0.033316337151606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161358214214691,0,0,0,0,0,0,0,-0.015266296206894,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0929841175489789,0,0,0.129680114898584,0,0,0,0,0,0,0,0,0,0.312538194586756,0,0,-0.00348428372537125,0,0,0,0,0,0.261553504323243,-0.0834074084316077,-0.0122784552496433,0,0,0,0,0,0,0,0,0,0,-0.0180736242559238,0,0,0,0,0,0,0,0,-0.0146963372211903,-0.0293951962273892,-0.0543834204207562,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153819653688147,0.0663095535363303,0,0,0,0,0,0.0215840872876458,0,0.15340490540891,0.0288714912623865,0,0,0.109874897604867,0,0.0929481074463033,0,0.105868219963847,0,0.114219383144476,0,0,1.38777878078145e-17,0,0,0.0203710731224079,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0283998375149838,0,0.12383369287912,0,0,0,0,0,0,0,0,0,0,0.142523764230372,0,0,0,0,0,0,0.123169070370268,0,0,0,0,0,0,0,0.049347207322173,0,0,0,0,0.0224560082566266,0.0833018512327621,0,0,0,0,-0.0453862819468142,0.00818691179947605,0,0,0,0,0,0,-0.00775738147996423,0,0,0,0,0,0,0
X000596.SZ,0,0.324775939643521,0,0.170095515280518,0,0,0.303908172929907,0,0,0,0,0.0601158266016851,0,0,0,0,0,0,0,0.00225494520987428,0.0386657663117423,0,0,0,0,0,0,0.0840147535575781,0,0,0,0,-0.0926692806392155,0,0,0.0651850677954974,0,0,0,0,0,0,0,0,0,0.0525726455320292,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.0485875338129935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291615785712264,0,0,0,0.0995641323118479,0,0.114565313972884,0.331934669982109,0,0,0.131722898020429,0,-0.0432718983639909,0.233659743849559,0,0.0512169664915328,0,0,0,0,0,0,0,0.135432159700499,0,0,0,-0.0541605038265408,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0597844381123111,0,0,0,0,0,0.122798705572135,0,0,0,-3.46944695195361e-18,0,0.0501618871768576,0,0,0,0.03599995353982,0,0,0,-0.0201721425951344,0,0,0,0,0.064462777231918,0,0,0,0,0,0.0440831484087966,0.0170513113017992,0,0,0.0293721779720827,0,0,0,0,0,0,0,0,0,0,-0.0946493901412895,0.104091116181738,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.525029493927253,0,0,0,0,0.0499540435280057,0,0,0,0,0,0,0,0,0,0,0,0.0248479548511671,0,0,0,0,0.0029384029783499,0,0,0.113175472464535,0,0,0.0677643647624844,0.112422145228118,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.00163161831908674,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,-0.0488236428396788,0,0,0,0,0.28587453814198,0,0,0,0,0.000438281767438146,0,0,0,0,0,0,0,0,0,0,0,0.0157666896387229,0,0,0,0.220232442807202,0.223374996653341,0,0,0,0,0,0.0214246772320217,0,0,0,0.0171689089695191,0,0,0,0,-0.0440901549624166,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0.0713082646970694,0,0,0,0,0,0.00826981513700102,0,0,0,0,0,0,0.0528651495220382,0,0,0,0,0,0.0991425333856309,0.040289654043337,0,0.0729873835682888,0,0,0,0,0,0.124724209538041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504819056223434,0.178849450475481,0.134407017856788,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0.23948184898094,0.142980641515832,1.73472347597681e-18,0,0,0,0.109141825291578,0,0,0.0998850104533746,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0498688361130252,0.162878398596619,0,0,0.184399724676692,0,0,0,0,-0.251488617114173,0,0,0,0,0,0,0,0,0,0,0,-0.018503451092006,-0.0414576842949888,0,0,0,0,0,0
