,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X003816.SZ,X000725.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600089.SH,X600703.SH,X002180.SZ,X000661.SZ,X300142.SZ,X002241.SZ,X601877.SH,X000733.SZ,X600741.SH,X000100.SZ,X600522.SH,X002074.SZ,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X600884.SH,X300003.SZ,X600487.SH,X002294.SZ,X000066.SZ,X002414.SZ,X000799.SZ,X601799.SH,X000800.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.257983827837675,8.67361737988404e-19,0,0.323588945065998,0,0.129385962850789,0,0,0,0,0,0.0127246381488394,0,0,0,0,0,0,0,0,-0.0779337735040677,0.257857223262309,0,0,0,0,0,0,0,0,-0.0810241889620795,0,0.0161607533862136,0,0,0,0,0,0,0,0,0,0.0457487554926462,0,0,0,0,0,0,0,-0.007772546294125,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.46242736980763,0.0282873758004539,0,0,0.250937207072509,0,0.131809025807293,0,-0.00545693607142574,0,0,0,0,0,0,0.0121692363900794,0,0,0,0,0,0,0.0329367886997891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158848326673051,-0.0233105286046178,0,0,0,0,0,-0.0213195751343894,0.000117407041051865,0,0,0,0,0,0
X600809.SH,0.211533725903676,0,0,0,0.561871860804311,0,0,0,0,0,0,0,0,0,0,0.131845456537571,0,0,0,0,0,-0.141941048574892,0,-0.0737357218484514,0,0,0,0,0,-0.030884928148871,0,-0.087844158894644,0,0,0,0,-0.015533596310495,0,0.0654775665178998,0,0,0,0,0,0.032208480102184,0,0,0,-0.0396125327533208,0,0,0.00939447141133187,0.00871220901665918,-0.0570464296433204,0,0,0,0,0
X002415.SZ,0,0,0.0130495629420187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140173556677786,0.095429830193576,0,0,0,0,0,0,0,0,0,0.0159132828289322,0.101296156483024,0,0,0,0,0,0,0,0,0,0,0,-0.0316901380206744,-0.0629943735069641,0.209168603142637,0.141619993696217,0,0.0818661422551794,0,0,0,0,0,-0.0305769033082638,0,0,0,0,0,0
X000568.SZ,0.378581289799014,0.059437128338787,0.768142904289398,0,0,-0.0877229462739583,0,0.0259622488694485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00447025405425741,0,0.115120357676169,0,0,0,0,0,0,0.0818462523704373,0,0,0,0.00593462946233002,-0.0507373096939313,0,0,0,0,0,0,0,0,0,0,0,-0.0229849967092673,0.0418713656063823,0,0,0,0,0,0
X600276.SH,0,0.0444617109191162,0,0.00651012354189929,0,0,-0.0104973052916887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553809611989603,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16994742826316,-0.281458885693172,0.0608070749934641,0,0,0,0,0,0.0463631556520003,0,-0.00574835385544459,0.0129839230458555,0,0,0,0,0,0
X600690.SH,0.0980650813844368,0,0,0,0.123633336447424,0,0,0,0,0,0.269772559174674,0,-0.0778791124814356,0,0,0,0.191661483243039,0,0,0,0,0,0,0,0,0.0114357846163711,-0.0509780899984536,0,0,0,0,0,0,0,0.0866906458605207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151383187601105,-0.00607398616212612,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0720622403636883,0.126098339208033,0,0,0.172552265883432,0,0,0,0,0,0,0.0955816771072527,0,0,0,0,0,0,0,0.0194758302577412,0,0.268895553849943,0,-0.0840374852708145,0,0,0,0,0.0214367212592209,0,0,0,0,0.0534138223367955,-0.0695288155638796,0,0,0.0374730369845273,0,-0.0761928590515057,0,0,0,-0.0154086939798778,0,0,0,0,0,0,0
X002304.SZ,0,0.46287596227571,0,0.0143004677133734,0.0070919471908295,0,0.0107714764179262,0.122070768776754,0,0,0,0,-0.0930977282071445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711887485767732,0,0,0,0,0,0,-0.168960622262301,0,0.0924335405285953,0,0.0306410509897937,0,-0.0208297480235881,-0.023310945948431,0,0,0,0,0,0
X300124.SZ,0,0,-0.239515839173739,0,0,0,0,0.328961043794167,0,0,0,0,0.0431431191107059,0,0,0,0,0,0,-0.108005877706036,0,0,0,0,0.0203801873001618,-0.0104732143228638,0,0.06718954736064,0,0.0509683831295441,0,0,0,0.168292493868262,0,0.178857867059965,0,0,0,0,0,0,-0.051474289208803,0,-2.16840434497101e-19,0,0,0,0,-0.149414960041194,0,0.00975435557548843,0.00485851551780069,0.0535441738025563,0,0,0,0,0
X000651.SZ,0,0.043657693879881,0,0,0,0,0.417178463663273,0,0,0,0,0,-0.101606027582318,0,0,0.1876214747758,0,0,0,0,0,0,0,0,0,0,0,0.0240896438816066,0,0,0,-0.00235022632724327,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0509748507065269,0,0,-0.147565246998628,0,0,0,0,0.0993282035549049,0,-0.010616163616297,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0733504654855846,0,0,0,0,0,0,0,0,0.160869891824373,0,0,0,0,0,0,0,0,0,0,0.0726480884238878,0.0586316174123457,0,0,0,0,0,0,0,0.0329829105935375,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.0134262087047948,-0.0144987991143392,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,-0.16602370432395,0,0,0,0.327411687706665,0,0,0,0,0,0,0,0,-0.0579436623501064,0,0,-0.00361867414387497,0,0,0,0,0,0.00473370157796163,0,0,0,-0.17311400060537,0,0,0.208786044401052,0.508622514126343,-0.0407057523234738,0,0,0,0,0,0,0,0,0.17413624441058,0,0.108445835946918,0,0,0,0,0.0457092938592124,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0257212497724065,-0.101984635795353,0,0,0,0,0.0755456117456936,0.0465053360796352,-0.0357109353564956,0,0,-0.03060481686218,0,0,0,0.163212206620737,0,0,0,0,0.0426954082184199,0,0.0385625165301357,0,0,0,0,0,0,-0.135487356226547,0.071766194948687,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,-0.0206032504774009,0,0,0,0,0,0,0,0,0,0.154051595049149,0,0,0,0,0,0,0,0,0,0,-0.0910187566304506,0.0348568857686341,0,0.0291231399034525,0.0118132029361799,0,0,0.446393077204226,0,0,0,0,0.0396490252088844,0,0,-0.0297458594129963,-0.0186837118711672,0,-0.0329658779758505,0,0,-0.0161356676762393,0,1.35525271560688e-20,0,-0.00192824453327678,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,-0.0100492058316893,0,0,0,0,0.145218724898416,0,-4.33680868994202e-19,0,0.365488325839017,0,0,0,0,0,0.130749947643715,0.0324405369052115,0,0,0,0.0486340939992052,0,0,0,-0.0847495452458482,0,0,0,0.248569524070601,0,-0.0578197647698239,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131610252093603,0,0.0133558616852602,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.200466649619299,0,0,0,0,0.160545439366782,0,0,0,0,0,0,0.0393848806093207,0.070075197394967,0,0.111725418038625,0,-0.00319328256425767,0,0,0,0,0.0535233136273987,0.0933698735230794,0,0,0,0,0,0.0836844119398424,0.145279089476489,0,-0.0917798551505663,0.0812521395302102,0,0,0,0.0741408426048336,0,0.00775538749531175,-0.155920530465627,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0800889430511028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534761800769753,0,0,0,2.16840434497101e-19,0.178659670472791,-0.0283805381708085,0,0,0,0.115079810139036,0,0,0,0,0.30090035029951,0,0.0660163823912427,0.00812986798103286,-0.00433742040572073,0.118852730032382,0,0,0,0,0,-0.0133217041260654,0.0039609396269768,0,0,0,0,0,0
X000596.SZ,0,0,0.482533383623584,0,0.0417546101674794,0,0,0,0,-0.219234325130376,0,0,0.124832492264097,0,0,0,0,0.0239041806678277,0,-0.141117179449552,0,0,0,0,0,-0.0367528104040394,-0.0916404322272716,0,0,0,0,0,0,-0.410316337799027,0,0,0,0,0,0,0,-0.0693714565658727,0,-0.0705742119204631,0,0.0369095649974437,0,0,0,0,0,-0.0082091625084841,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.254056632811917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.753691361064195,0,0.0773534838636759,0,0,0,0.0761680874856157,0,0.629299991852431,0,0,0,-0.0511438094207955,0.438671549902749,0,0.102715759582975,0,0,0,0,0,-0.287527851918673,0,0,0,0,-0.0792479417288128,0,-0.0642314061423948,-0.0643665506396386,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0937687867718423,0,0,0.349463621183822,0,0,0,0,0,0,0,0,0,0,0.0477518385283066,0,0,0.0216166558003227,0,0,0,0,0,-0.0260524440806615,0,0,0,0,0,0,-0.0408669629516512,0.047438796271166,0.214280532014503,0.0611948274088573,0,0,0,0,0,-0.0107970646820396,0,0,0.177579444319596,0,0,0,0
X002049.SZ,0,0,-0.141982064766337,0,0,0,0,0,0,0,0.02780379734153,0,0.18625575738905,0,0,0,0,0,0,0.117284298270541,0,0,0,0,0,0,0.131262048899137,0,0,0,0,0.234963418072975,0.309460538233243,0,0,0,0,0,0,0,0,0,0,0.0973585215274914,0.00706807896684465,0,0,0,0,-0.138383562366931,0,0,0.0826775807541749,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236681444803608,0,0.187123542626407,0,0,0,0,0,0,0.0648796272761382,0,0,0,0,0,0,0,0,0,0.0320467237052332,0,0,0,0,0,0.0425661465961002,0,0,0,0,0,0.034086897253838,0,0,0.0737128477789685,0,-0.0271975544497395,0.0233840477914777,0,0,0,0,0,0
X002179.SZ,0,0,0,-0.0961923757676354,0,0,0,0,0,0.0261415405524483,0,0,0,0,0,0.0134325418899986,0,0,0,0.0957702237609698,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.294118411625308,0,0,0.018050624897599,0,0.0360778277194851,0,0,0,0,0,0,0,0,0,0,0.0376412927575153,0,0.134648746091549,0,-0.0127605116877081,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0618433299607361,0,0,0,0.103289469187877,0,0,0,0,0,0,0,0,0,0.0309864917676446,0,0,0.0398590192351627,0.305359467556645,0,0,0.170852536180105,0,0,0,0,0,0,0.036319251577187,0,0,0,0,0.00255391668764625,0,0,0,0,0,-0.0345199277049614,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.172454616648649,0,0,0,0,0.0803649095149534,0,0,0.00380592740992125,0,0,-0.0586106752826295,0,0,0,0,0,0,0,0.0955280546529568,0,0,0.176701355676378,0.0486038377607316,0.22295979634183,0,0.0471677858471048,0,0,0,0,-0.250960387358688,0,-0.307850084699942,0.289210305666722,0,0,0.0191590023958273,0,0,0,0.372351562126441,0,0.0485630435135577,-0.0210990345156764,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,-0.0130374393349274,0.178170597803679,-0.327969111259961,0,0,0.141747614889045,0,0,0,0,0,0,0,0,0,0,0.360006041559954,0,0,0,-0.154810082387316,0,0,0,-0.133309952527882,0,0,0,0,0,0.183863913475628,0.133471447314717,0.263395547291492,0,0,0,0,0,0,0,0.215791597359182,-0.308672100930551,0,0.0843364573842096,0,0,0,-0.0287650251863828,0,0,0,0,0,0,0
X000661.SZ,0,0.422417422109493,0,0,0,0,0,-0.301420000859511,0,0,0,0,0.0822933756344572,0,0,0.120070322021269,0,0,0,0.0875015185538243,0,0,0,0,0,0,0,0,0.203192778703351,0,0,0,0,0,0,0,0,0,0,-0.215552145345923,0,0,0,0,0,0,0,-0.19682062253001,0,0.0889577195046028,0,-0.00851509567194679,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0.156821691985472,0,0,0,0,0,0,0,0,0,0,0,-0.160103283931777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05413512112338,0,0.0594687029432398,-0.0495913128183002,0,0,0,0,0,0,0,-0.0242292338878739,0.285129732515443,0.0219054939470116,0,0,-0.0206205595806838,-0.0197590216247637,0.299073657879252,0,5.42101086242752e-20,-0.11380668144267,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.744029065087769,-0.215924643444388,0,0,0,0,0,0.130927464870448,0,0,0,0.71625456215206,0,0,0.401570049537659,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244757175325451,-0.104103834216825,0,0,0,0,0,0,0,0,-0.266265966119777,0.494949824544392,0,0,0.105595945612404,0,0,0,0,0.204163934184767,0,0,0,0,0,0
X601877.SH,0,0,0,0,0.134677035572437,0,0,0,0,0,-0.120225522619369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115775855706383,0.190662213107915,0,0.0300088830087839,0.211714484713587,-0.0241291268729388,0,0,0,0,0.25684960185551,0.240664687706403,0,0,0,0,0,-0.144403066707405,0,0.0115066429239265,0,0,0,0,0,0,0,-0.0281711203080224,0,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147332148096516,0.137955576434886,0,0.32468726539948,0,0.0838907450486467,0,0,0,0,0.0361183972188653,0,0,0,0,0.100075267992786,0.0160837794910673,0,0,0,-0.0851943712050899,0,0,0,0.0416659072099835,0,0.0910787028930818,0,0,0,0,0,0,-0.0211646570119975,0,0,0,0,0,0,0
X600741.SH,0.0848378139923915,0,0.0699775703193718,0,0,0,0,0.0129001442764466,0.0469582395964145,0,0,0,0.140853157111429,0,0,0.133513157991703,0,0.141194848220135,0,0,0,0,0,0,0,0,-0.025117291763515,0,0,0,0,-0.00442694523118384,0,0,0,0,0,0,0.0453888141446996,0,0,0,0,0.0427462710563006,0,0.00971858690386049,0,0,0,0,0,-0.0151537303258342,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172854978105298,0.306719193155732,0,0,0,0.0083442967922871,0,0,0,0,0,0,-0.00494180805681332,0,0,0,0,0,0,0,0,0.00214588969741604,0,0,-0.0660400322047108,0,0,0,0,-0.0603756550372252,-0.0160944164434041,0,0,0,0,0.0122625247521272,0,0.00129930926742771,0.0217515309023273,0,0,0,0,0,0
X600522.SH,0,0,0,0,0.0104854338716168,0,0,0.219749489179955,0,0,0,0,0,0,0,0,0.265506016056842,0,0,0,0,0.119824128998215,0,0,0.0424051365252848,0,0.230900868702643,0,0,0,0,0,0,0,0,0,0,0,-0.200650823552407,0,0,0,0.702610810698911,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0905496131142419,0,0,0,0,0,0,0
