,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000625.SZ,X000338.SZ,X002456.SZ,X002241.SZ,X601877.SH,X600487.SH,X002008.SZ,X300136.SZ,X600066.SH,X000100.SZ,X600522.SH,X300124.SZ,X600809.SH,X002508.SZ,X300003.SZ,X600271.SH,X002294.SZ,X002085.SZ,X600867.SH,X000981.SZ,X600089.SH,X600498.SH,X600699.SH,X600177.SH,X000157.SZ,X300142.SZ,X600118.SH,X600584.SH,X000596.SZ,X000050.SZ,X600566.SH,X002180.SZ,X002179.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.355417316749657,0,0,0.168958447363973,0.120656297986362,0,0,0,0,0,0,0,0,0,0,0,-0.00130670586820313,0.0852387757418944,0,0,0,0,0.0913136116750548,0.101658733025012,0,0,0,0,0,0,0,0,0,0,0,0.0306101368613429,0,0,0,0.0276368163923134,-0.0263462899546555,0,0.00662664721029328,0,0,0,0,0,-0.0174920046212134,0.0422416229449924,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.319163687030952,0.0449498015545425,0,0,0,0,0.0945799985693775,0,0,0,0.0387981859898472,0,0,0.0777667014822766,0.0430323368982411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693325554507828,0,-0.0616719077200078,0,0,0,0.143599969641916,0,0,0,-0.0308722836342225,0.0358551939500455,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0413110430205854,0,0,-1.73472347597681e-18,0.137188470428944,0,0,0,0,0,0.0340974051522645,0.129524335217676,0.319057370038508,0,0,0.0361783974455673,0,0.087803232630523,0,0.0514501068019775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176951478544549,0,0,0,0,0,0.15786034949224,0,-0.0180732824295196,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0146025195469964,0,0,0.132192472440911,-0.00157454242884536,0,0,0.207064104559917,0,0,0,0,0,0,0,0,0,0.0335407568648561,0.0206354911073799,0,0,0,0,0,0.281949710376289,0,0,0,0,0,0,0,0,0,0.0702922403207973,0,0,0,0,0,0,0.0609780887620966,0,0,0,0,0,0.00358570792183425,0,0,0,0,0,0,0
X000651.SZ,0,0.107189783767335,0,0.137922806199759,0,0,0,0,0,0.0151225865915979,0,0.0062173043915733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174413504750568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912882695063536,0,0,0,0,0,0.103273681885885,0,0,0,0.0181747430712484,-0.0079705926602908,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.299002772272394,0,0,0,0,0.0541900197213354,0,0.0126498598362328,0,0,0,0,0.225340383436151,0,0,0.0589659326481819,0,0,0.0287309954721135,0,0,0,0,0,0,0,0.331975654762958,0,0,0,0,0,0,0,0,0,0.0975188891648598,0.110177627333425,0,0,0,0,0,0,0.0612975727328254,0,0,0,0,0,0
X600276.SH,0.0599842263696954,0,0,0,0,0.0860049601608825,0,0,0,0,0.154295519309108,0,-0.0247864025497421,0,0.310728369474949,0,0,0,-0.297077248598974,0,0,0,0.0113944606382339,0,0,0,-0.0161461834256498,0.109756618547327,0.0392577580319271,0,0,0,0.010612005685505,0,0,0,0,0,-0.0575494055022068,0,0,0.0375134625616135,0,0,0,0.0111475032165993,0,0,0,0,0,0,0.0149773160108546,0,0,0,0,0,0
X002304.SZ,0.276151539636015,-0.100054666430904,0,0.0396773256237527,0,0,0,0,0,0,0.0126623472272445,0.240665434029403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103807670261916,0,0,0,0,0,0,0,0.0215540022586164,0,0,0,0,0,0,0,0.0560936618786204,0,-0.0450224962403285,0.063258837811713,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.373785362817001,0,-0.0376452316791921,0,0,0.110319602777545,0,-0.0970703026217913,0,0,0,0,0,0,0,0,0,0.00761856769053561,0,0.040701517975338,0,0.20062623702189,0,0,0,-0.0800440755257076,0,-0.0940922779962765,0,0,0,0,0.118451237892006,0,0,0,0,0,0.424694026970546,0,0,0,0,0,0,0,0.0102867155168392,0,0,0,0,0,0,0
X600690.SH,0,0,3.46944695195361e-18,0,0.126180678022793,0,0,0.0754455688342184,0,0,0.0893704355082092,0.00947744439274291,0,0,0.0797026063013458,-0.169900313180743,0,0,0,0.125074946691798,0,0,0.106996505455546,0,0,0.122049778083333,0.219785179954406,0,0,0.0350154304477605,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183733740576553,0,0,0,0,0,0,0,0,-0.000712310652343024,0,0,0,0,0,0
