,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000725.SZ,X000568.SZ,X600031.SH,X000661.SZ,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300014.SZ,X300142.SZ,X300124.SZ,X002371.SZ,X000100.SZ,X600741.SH,X002049.SZ,X002236.SZ,X002129.SZ,X601877.SH,X300003.SZ,X000157.SZ,X600584.SH,X000800.SZ,X300136.SZ,X002414.SZ,X600183.SH,X000625.SZ,X000066.SZ,X002456.SZ,X002179.SZ,X000977.SZ,X600118.SH,X601799.SH,X002185.SZ,X000050.SZ,X002008.SZ,X002508.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.203417418809562,0.0775141417270825,0.0634426639883771,0,0,0,0,0,0.136938649664548,0,0,0,0.119310089548902,0,0,0,0,-3.46944695195361e-18,0.0173413939021871,0,0.00331417705426176,0,0,0,0,0,0.0067988016934841,0,8.67361737988404e-19,0,0,0,0.0676508729098863,0,0,0,0,0.0318657893262836,0,0,0,0,0,0,0,0,0,0,0.0194036682718348,0,0,-0.000613237593849967,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.313364847394199,0,0.126561759271116,0,0,0,0.277503171314563,0,0,0.00960490590764566,0,0,0.0713209532375791,0,0,0,-0.0294763104090088,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0517655943394144,0,0,0,0,0.0837165812126442,0,0,0,0,0,0,0,0,0,0,0.00275075963467442,0.00694183182836918,0,0,0,0,0,0
X600276.SH,0.0767889747379879,8.67361737988404e-19,0,0,0,0,0,0.129479929611496,0,0,0,0.176604450664173,0,0,0,0,0,0,0.0116698929048117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10298787607298,0,0,0,0,0,0,0,0,0.0185205206265221,0,0.0996958796585516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356663424462184,0,0,0.0633150163892215,-8.67361737988404e-19,0,0,0,0,0.03410629108433,0,0.0010712977820108,0,0.0383756817320519,0,0,0,0.107805777695402,0,0.009389203608258,0,0,0,0,0.130731290437491,0,0,0,0,0,0,0,0,0,0,0,-0.0182437833773485,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.284525401654291,0,0,0,0,0,0,0,0,0.0139012222744495,0,0,0,1.35525271560688e-20,0,0.0106541312994232,0.100730470731436,0,0,0,0,0,0,0.00922518861137851,0,0.0161168547457549,0,0.0678331060017885,0,0,0,0,0,0,0,0,0,0.0698917394180105,0,0.020231483144161,-0.00702168880402109,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.104928706516934,0,0,0,0,0.111961600632072,0.0104072609936554,0,0,0,0,1.73472347597681e-18,0,0.107834410634057,0,0,0,0,0,0,0,0,0,0.00606255679642864,0,-0.00180015834637873,0,0,0,0,0,0,0,0,0,0,0.0757080820364475,0,0,0,0,0,0,0.0165220064825535,0,0,0,0,-0.0198868822106744,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226704114069444,0,0,0,0,0,0,0.0427809896868919,0,0,0,0,0,0,0,0,0.129116128547046,0.0298869558025265,0.0245164894930227,0.0516707048085538,0,0,0,-0.0278735211888258,0.0864833348958988,0.096821522635787,0.0390638271037494,0,0,-0.0540233751563904,-0.0504796655115245,0.00945945399625248,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.330645402424827,0,0,0,0.282292088000755,0,0.00526340565634407,0,0,0,0.111426792833189,0,0,-8.67361737988404e-19,0,0.0330430051232364,0,0,0.0177350956478985,0,0.0341936352517017,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0261910948039647,0.0440563434943252,0,0,0.0198911942970237,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0729143953509764,0,0,0,0,0,0.0782461783967576,0,0,0,0,0,0,0,0,0.11208305465131,0,0,0,-0.0836832066013188,0,0,0.308247918941695,0,0,0,0.0771085724439948,0,-0.0883362732502004,0,1.73472347597681e-18,0,0,0,0.107271406267928,0,0.0253303631136067,0,0,0,0,0,0,0,0,0,0,0,0.0231144557764342,0.0269935084980783,0,0,0,0,0,0
X000568.SZ,0,0.64537615720847,0,0,0,0,0,0.104527919655519,0.00829352905221392,0,0,0,0,0.0345155806221247,0,0,0.00749822374906026,0,0,0,0,0,0.0039341698906827,0,0.00198281790269327,0,0,0,0,0,0,0,0,0.0586969300903292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399091612344772,0.053670234571495,0.0147888531436423,0.00259448480574449,0,0,0,0,0,0
