,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X003816.SZ,X002241.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000100.SZ,X600703.SH,X300142.SZ,X000157.SZ,X002371.SZ,X002179.SZ,X002129.SZ,X002049.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X300146.SZ,X600702.SH,X600779.SH,X002414.SZ,X600584.SH,X300003.SZ,X601799.SH,X600183.SH,X000800.SZ,X600460.SH,X000066.SZ,X600089.SH,X002074.SZ,X000977.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.472975164141143,0,0,0,0,0,0.03810764818383,0,0,0,0,0,0,0.208090681076771,0,0,0,0,0,0,0.0440324132212373,0.021853395198045,0,0,0,-0.0153389634353053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176519244408381,0,0,-0.0740058094510558,0,0,0,0.0208447668389779,0,0
X000858.SZ,0,0,0,0.228233086088068,0.415407079914864,0,0,0.0906077334874242,0,0.00342569449401405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103599331418203,0,0,0.124391521727411,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00376547955591332,0,0,0,0,-0.0039147139826143,0,0
X002415.SZ,0,0,0,0,0,0.00535782243283812,0,0,0.00274897403303678,0,0,0,0.0108088176057802,0,0,0,0,0,0,0,0,0.143381674263371,0.0373379598590654,0,0,0,0,0,0,4.33680868994202e-19,0.0990458198350957,0,0,0.0573959224014027,0.0794161988150859,0,0.0225325626643745,0,0.00329663303511736,0,0,0.08848454145361,0,0,0.0859825702070056,0,0,0,0,0,0,-0.0375114579907393,-0.0269107708649819,0,0,0,0,0,0
X600276.SH,0,0.11383633673516,0,0,0.102214402016561,0,0,0.066443571703202,0,0,0,0,-0.0411003708820291,0,0,-0.0428778655715263,0,-0.153386212426257,0,0,0,0,0,0,0,0,0,0,0,0.0292075829265315,0,0,0,0,0,-0.101848823863612,0,0,0,0,0.0455784161036937,0.163143743520476,0,0,0,0,0,0,-0.0687463220697721,0,0,0.117780409103443,0,0,0,0,0.00696579048503591,0,0
X000568.SZ,0,0.730039783597992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162492100622549,0,0,0,0,0.0431102453433153,-0.0253243152785202,0,0,0.112184073859978,0,0,0,0,0,0,0,0,0,0,0,0,0.051599727900608,0,0,0,0.0111852422345766,0,0,0,0,0,0.037793134413802,0,0,0,0,-0.0481638686105347,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135270286382583,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.297645427038886,0,0,0.0505506651537195,0.422351458996434,0,0,0,0,0.0783581166087198,0,0.106277150247724,6.93889390390723e-18,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0664272565639059,0,0,0,-0.0291245150640951,0,0
X000651.SZ,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0343425444481997,-1.73472347597681e-18,0,0,0,0,0.0829112557361031,0,0,0,0.0106643429886588,0,0,0.0245175511399466,0.209484390363913,0,0,0,0,0,0,0,0,0.0317905798256108,0,0,0,0,0.0502903135146536,0.0449184768253292,0,0,0,0,0,0,-0.0413331670466448,0,0,0,0,0.092016839269204,0,0,0,0,0,0,-0.00401769349690742,0,0
X002304.SZ,0,0,0,0,0.145548128733835,0.211126837352985,0.0863765430982805,0,0,0,0,0,0,0,0,0,-0.0150537825251285,0,0,0,0,-0.136147601813061,0,0.243497893608183,0.013142861293518,0,0,0,0,0,0,0,0,0,0,0.0129347376111224,0,0.0510799175137184,0,0,0.157967116510318,0,0,0,0,0,0,0,0,0,0,-0.00703357458609144,0,0,0,0,-0.015242923590791,0,0
X600690.SH,0,0.0524993712948056,0.0538548541891075,0,0,0,0,0,0,0,0,0,0,0.0255040848232161,0,0,0,0,0,0,0,0,0,0,-0.016855171750494,0,0,0.114296479299991,0,0,0.0698694964077401,0.368827738254243,0,0.155834449579172,0.103753690286449,0,0,0.049086332804114,0,0,0,0,0,0,0.0865557926822323,0,0,0,0,0,0,0,-0.100150432570438,0,0,0,0.0318228310746027,0,0
X002475.SZ,0,0,0,0,0,0,0.0576300889182618,0,0,0,0.11903533210229,0,0,0,0.0404820707479899,0.0241700265255691,0,0,0.343399708572489,0.110248213321619,0,-0.0329417093358395,0.155403208024307,3.46944695195361e-18,-0.0349771067472197,0,0,0,0.0453222037634922,0,0,0,0,0,0,0,0.0476419336780173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130191640944844,0,0,0,-0.0275259677686902,0,0
