,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600031.SH,X600741.SH,X600703.SH,X000568.SZ,X002475.SZ,X600066.SH,X002241.SZ,X600271.SH,X000338.SZ,X002456.SZ,X002236.SZ,X002085.SZ,X600118.SH,X000157.SZ,X600177.SH,X002292.SZ,X000559.SZ,X600372.SH,X600867.SH,X002007.SZ,X300124.SZ,X300003.SZ,X002294.SZ,X002074.SZ,X002506.SZ,X600498.SH,X002180.SZ,X600089.SH,X002426.SZ,X601877.SH,X600522.SH,X002465.SZ,X002508.SZ,X000050.SZ,X000550.SZ,X000869.SZ,X000981.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.178190036683879,0,0,0.193598744033603,0,0,0,0,0.0197220353984417,0,-0.0144695342452565,0,0,0.00698708543278939,3.46944695195361e-18,0,0.122772559060051,0,0,0.00970746343845768,0,0.0264686104483864,0,0,0,0,0,0,0.124391672628779,0.0385416793644709,0,0,0,0,0,0,0,0,-0.118278277407097,0,0.150615468764903,0,0,0,0,0,0,-0.0424886732601945,0,0.0466928041446322,0,0,0,0,0,0,0
X600104.SH,0,0,0.0424932710643385,0,0.0597090172648021,0.192380976701249,0,0,0.359870938064091,0,0,0,0,0,0.0228474352663298,0,0,0.0747617339884494,0,0,0,0.011431115692294,-0.054062435282664,0,0,0.084640225061593,0,0,0,0,0,0,0,0,0,0,0,0.141002784710996,0,0,0,0,0,0,0.0271829818005834,-0.102720903344299,0,0.124354367480374,-0.0865540617105018,0,0.0263531659133329,0.0162786123926736,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0391543190594553,-0.0668319954282142,0,-0.0805961050923659,0.360494871681728,0,0.0546319872784812,0,0,0,0.00943335818088198,0,0.170536210370203,0,0,0.00846482977394964,0,0,0,0,0,-0.255085196983727,0,0,0,0,0,0,0,0,0.0968983017184841,0,0.135798390689602,0,0,0,0.310867399130181,0,0,0,0.117899132950072,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387629399120774,0,0,0,0,0,0,0,0.0125491411462961,0,0,0,0,0,0,0,0,0,0,0,0.0617977381579706,0,0,0,0,0.0678725382079868,0.163313025380161,0,0.122963742531159,0,0,0.069306623868382,0,0,-0.00270703543579494,0,-0.0536546338242751,0.0915120205225709,-0.0847108761618929,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0288631216857685,0.0545345173795754,0,0,0,0.272806253930608,-0.0363253484164097,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.148974521080747,0,0.132788413707915,0.13043119267051,0,0,0.0314925900249062,0,0.0623062475027692,0,0,0,0,0.0464506758987092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0108094281029066,0,0,0,0,0,0,0,0,0,0,0.0279145392632538,0,0,0,0,0,0,0,0,0.0433060940227292,0,0.0118233215172341,0,0,0,0,0,-0.0532824414263755,0,0,0,0,0.200638555641586,0.079491119640078,0,0,0,0,0,0.0873222298032146,0,0,0,-0.0723844287395059,0,0,0.058090512803503,0.239692981316538,0,0,-0.0341340640557366,0,0,0,0,0,0
X002304.SZ,0.321388973217209,0,0,0,0.109915999812765,0,0,-0.0554773369168597,0.0322513081251387,0,0,0,0.0814805458283619,-0.00762144063402743,0.0223029411583311,0,0,0,0,0,0,0,0,0,0,0,0,0.00362526512864574,0,0,0.0428019329060366,0,0,0,0,0,0,0,0,0,-0.00292928707620052,0,0,0,0,-0.040475774053897,0.260872660347384,0,0,0,-0.0143840441501102,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.153931692928697,0,0,0,0,0,0,0,0,0.0683477860041538,0,0.047178222835159,0,0,0,0,0,0,0.113178788764839,0,0,0,0,0,0,0.0670209618990503,0,0,0,0,0,0,-0.0207155492857101,0,0.118814686852624,0,0.0396662419043026,0,0,-0.0384134380418337,-0.0124707007648171,-0.102025079697279,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0019933308006678,-0.0697810209959857,0,0.127427701813125,0.0636143750485102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151801509076962,0.0329218368256111,0,0,0,0,0.044918444760248,0,0.053163205909005,0,0,0.0522151206950561,-0.00749289884085306,0,0,0,0,0,0
X000063.SZ,0,0,0.0276935645498484,0,0,0,0,0,0,0,0.086795475220828,0.0769918443239858,0,0,0.140093942969789,0,0,0.0129408793335665,0,0.0445763195580423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341120256769882,0,0,0,0.113900817133647,0,-0.00817226609198948,0,0,-0.0299083526700544,-0.00232966740951977,0,0,0,0,0,0
X600690.SH,0,0,0.0319823977947223,0,0,0,0,0.0583411004151637,0,0.120822702075633,0,0.0825741922921989,0,0,0,0,0,0.0340260079209099,0,0,0,0.026279392041872,0,0,-0.0226839322075252,0.254485456285351,0,0,0,0.0434442812471365,0,0,0,0,0,0.133929949181649,0,0.00977310973942388,0,0,0.100228373924599,0.0843203247260739,0,0,0,-0.00644550541263295,0,-0.016739480249441,0,0,0,0.0592257909961005,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.215338804182522,0,0,0,0,0.0960086758460355,0,0,0,0,0,0,0,0.0154197154477229,0,0.198650915080215,0,0,0,0,0,0,0,0,0,0.161606350134365,0.00835628994152283,0,0,0,0,0,0,0,0,0,0,-0.00838994467503353,0,0,0,-0.0504988713919397,0,0,0,0,0,0
X600741.SH,0,0.335891711829315,0,0,0.0357700127886591,0,0,0,0.151246932381902,0,0,0,0,0.0655919250610585,0,0,0,0.130517890305976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326243643839216,0,0,0,0,0,0,0,0,0.00888023300983473,0,0,0.10011586088284,0,0,0.0176641537712988,0,0,0,0,0,0
