,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002456.SZ,X600066.SH,X601877.SH,X002008.SZ,X600809.SH,X000100.SZ,X002508.SZ,X600487.SH,X300124.SZ,X300003.SZ,X002241.SZ,X002294.SZ,X600867.SH,X300136.SZ,X600522.SH,X600271.SH,X000981.SZ,X600177.SH,X000157.SZ,X600089.SH,X000050.SZ,X000596.SZ,X002085.SZ,X600566.SH,X600707.SH,X600498.SH,X002179.SZ,X002180.SZ,X000661.SZ,X300142.SZ,X600699.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.0919739313299555,0,0,0.509951586155055,0.082364896475208,0.0406640401008406,0,0,0,0,0,0,0,-0.0507388528397405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156782435249519,0,0.122358067385204,0,0,0,0,0,0.0833553343234671,0,0,0,-0.00475611951627726,0.0135600193461657,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,-0.198862769195651,0,-0.0963857696210889,0.300599711176465,0,0,0,0.182769623371386,0,0,0,0,0,0,0.135706618145851,0,0,0,0,0,0,0,0,0,0,-0.0164329671847064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044918157935271,0,0.0366670566715199,0,-0.0118865217928833,0.000714801025485579,0.0461726187838837,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0433503774940514,0,0,0,0.197840720055193,0,0.191980928482534,0,0,0,0.000106113689594815,0.290394118261146,0,0,0,0.147238520684864,0,0,0,0,0,0.0745996804055645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212284008283734,0.0100955679921759,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.49713224445167,0,0,0,0.0614717657291963,0.0778466511467051,0,0,0,0,0,0.109935984188506,0.0686546532873569,0,0,0,-0.0489663212361295,0,0,0,0,0,0,0,0,0,0,-0.0181452009227878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146459407107411,0,0,0,0.0098831204517404,-0.000385350513777669,0,0,0,0,0,0
X000858.SZ,0.259911265434572,0,0,0.37819703835233,0,0,0,0,-0.0192992360752833,0.0177272263668777,0,0.332150568204404,0,0,0.0770183329221042,0,0,0,0,0,0,0,0.0187155668715677,0,0,0,0,0,0,0,0,-0.0258978168901807,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621300424380373,0,0,0,0,0,0,-0.00540941603461603,0,0,0,0,0,0,0
X600276.SH,0.0339136826300757,0,0.0707471217235511,0,0,0,0,0.000965395359399446,0,0,0.124505012688323,0,0,0,0,0,0,0,0,0,0,0,0.0190024338764864,0,0.270695073830164,0.134065773509258,0,0,0,0.00895732292483463,0.00539120799270058,0,0.0236322461130275,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0699269039679263,0,0,0,0,0.00238910649464465,0,0.105309100454362,0,0,0,0,0
X002304.SZ,0.306113982297662,-0.0381451422832349,0,0,0.0316457897144326,0,0,0,0,0,0.00334416584287233,0.0787501779294295,0.124135163824209,0,0,0,0,0,0,0,0,0,0,-0.191642532625409,0.195297251329577,0,0,0,0,0,0,-0.0045536327729864,0,-0.026226968997172,0,0,-0.0543079589651766,0,0,0.27251705325852,0,0,0,0,0,0,0,0.0488924432752579,0,0.0694585475083257,0,-0.0262689998800052,0.0302507719576618,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.562346349336463,0,0.00892285638990841,0,0,0,0,0,0.179026855941098,0,0,0,0,0,0,0,0,0,0,0.141314086297244,0,0,0,0,0,0,0,0,0,0,0.105507153756517,0,0,0,0,0,0,0,0.0116682375352839,0,0,0,0,-0.0685909758718942,0.0729115617133233,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.298511384857519,0,0,0,0,0,0.0355196834274606,-0.0447733068322783,0,0,0,0,0,0,0.125787801946707,0,0,0,0.175265583286956,0,0,0.121546597970086,0,0.0491572807388138,0,0,0.31550827273487,0,0,0,0,0,0,0.150358952243591,0.134889026246562,0,0.359726707179596,0,0,0.0442039029334655,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.475692749928798,0.0595357641545196,0,0.0208425823208146,0,0,0,0,0.0277270117076903,0,1.73472347597681e-18,0,0.0387742535833319,0,0,0,0,0,0,0,0,0,0,0.00890539246450123,0,0,0.0828344944145599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11517242845766,0,0,0,0,0.01174247351141,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.139043801447693,0.335367601714792,0,0,0,0,0,0,0,0.392580852641674,0,-0.0604229763025429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308495602940922,0.0278544946926935,0.100647569640937,0,0,0,0,0,0,0,0,0,0,0.571153476467558,0,0.0405958937879929,0,1.73472347597681e-18,0,0,0,-0.0371781906571817,0.0162087106507146,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.462643348547328,0,0,0,2.16840434497101e-19,0.0314632815214103,0,0,0,0,0,0,0,0,0,0,-0.036990104655512,0.0725177572970556,0.115264852864056,0,0,0,0,0,0,0,0,0.0794491822517263,-0.126250643339941,0,0,0,0,0,0,0.193989236922781,0,0,0,0,0.022520139567035,0,0,0,0,0,0,0,-0.00693440203726517,0,0,0,0,0,0
X600741.SH,0,0.399710137947998,0,0,0,0,0.270806732801065,0,0.0621146200040513,0,0,0.255851770935054,0,0,0,-0.120333746570651,0,0,0,0,0,-0.239202469879097,0,0,0,0,0,0,0,0.146900267547634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119467132918812,-0.00384785920504615,-0.351460286410752,0,0,0,0,0
X002475.SZ,0,0.113466482061705,0,0,0,0,0,0,0,0,0,0,0,0,0.0179002126609835,0,0,0,0.429564863602583,0,0.140228947657088,0,0,0.0903966617938254,0,0,0,0,0,0,0,0,0,-0.0521900216239355,0,0,0,0,0,0,0,0,0,0.154189382059641,0,0,0,0.00397245504276823,0,0,0,0.0410524438832793,-0.0648656585181474,0,0,0,0,0,0
X002236.SZ,0,0,0,0.500653712105703,0.179721990719568,0,0,-0.0764245918368145,0,0,0.0379729911914194,0,0,0,0,0.151888668900125,0.0619536518391643,0,0.215223956501376,0,0,0,0,0,0,0,0,0,0,-0.0927685106530632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358950708667304,0.0744891645986239,0,0,0.106281108152825,0,0.0193857043354877,-0.0404552230917876,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.192001797007452,0,0.0955455340264734,0,0,0.251208459859192,0,0,0.10433324361882,0.0371334319545638,0,0,0.289463891043421,0.0687253259954572,0,0,0,0,0,0,0,0,0,0,0,0,0.0152851397427813,-0.17577383969341,0,0,0,-0.0361275448439923,0,0,-0.094515916476567,0.108821201740356,0,0,0,0.00459481039090869,-0.0234207169567893,0,0,0,0,0,0
X000338.SZ,0,0,0,0.00464077600814344,0,0,0,0,-0.0440477715579783,0.0986035564386064,0,0,0,0,0,0.534686831610069,0,0.331828965136194,0,0.0626412255691339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149489697386391,0,0,0,0.139797054858813,0,0,0,0,0,0,0,0,0,-0.0503479672130997,0,0,0,0,0.0330179083352319,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.00100975948771485,0,0,0,0,0,0,0,0,0.20766869745428,0.0626375348026097,0,-0.130647486841153,0,0,0,-0.0241032058610097,0,0,0,0,0.0628849105621996,0.100763394138087,0,0.111414788136687,0,0,0.0251802201254495,0,0,0,0,0,0,0,0.19584889692296,0,0,0,0.0626376474768953,0.0190102829246025,0,0,0,0,0.00467325460200642,0.00818997693919372,0,0,0,0,0,0
X002456.SZ,0,0,0.0263189359003773,0,0,0,0,0,0,0,0,0,0,0.80031944110471,-0.149321600030086,0.096982731563798,0,0,0,0,0,0,0,0,0,0,0,0.0502256629746978,0,0,0.0539790289450148,0.229942981379385,0,-0.316665785521693,0,0,0,0,0,-0.124178434577296,0,0,0,0,0,0,0,0,0,0,0,-0.0193014482103508,0.0252850121980167,0,0,0,0,0,0
X600066.SH,0,0,0.161455630562136,0,0,0,0,-0.0857919284765298,-0.121872084457851,0,0,0,0,0,0,0,0,0,0,0,0.0601370702064595,0,0,0,0,0.203190166842575,0.256420421301573,0,0,0,0,0.00925745507073539,0,0,0,0,0,0,-0.00226097456513203,0,0,0,-0.190336386623259,0,-0.100810907929735,0,0,0.00984730952640878,0,0,0,-0.0652763432558681,0.0831666921014506,0,0,0,0,0,0
X601877.SH,0,0,-0.0390859430918449,0,0,0,-0.141217598571057,0.00226477543587798,0,0,0,0,0,0,0,0.178541613993012,0,0,-0.237864944171326,0,0,-0.112505279507959,0,0,0,0.260783175242289,0,0,0,0,0,0,0,0.0285442835628542,0,0,0,0,0,0,0,0,0,0.0701174776287054,0,0,0,0.213202819981655,0.342223390988761,0,0,-0.0401102157887149,0.0911104878057094,0,0,0,0,0,0
X002008.SZ,0,0,0.268110288652843,0,0.11088743117494,0,0,0,0.0599818946298337,0,0.0102118091825931,0.0271788365405011,-0.100357254428902,0,0.0853305860385811,0,0,0,0,0,0,0,0.0630981954964279,0.127711628453121,0,0.103743189933211,0.0859181954407738,0,0,0.0118254408051404,0,0,0,0,0,0,0,0,0,0,0,-0.0557676555323703,0,0,0,0,0,0,0.463870716026773,0,0,0,0.00626109398173568,-0.430135841765402,0,0,0,0,0
X600809.SH,0,0,0,0,0.375424972266693,0.0232664493917391,0,0,0,0,0.125125831103068,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.309781408787127,0,0,0,0,0,0,0,0,-0.167895273537431,0,0,0,0,0,0,0,0,0,0,0,0.188976921286339,0,0,0,0,0,-0.0051862980512663,-0.0760908413833463,0,0,0,0,0,0
