,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X002475.SZ,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X000100.SZ,X002008.SZ,X600487.SH,X600809.SH,X600498.SH,X000625.SZ,X002007.SZ,X300142.SZ,X000661.SZ,X000157.SZ,X600867.SH,X000596.SZ,X600566.SH,X002456.SZ,X600066.SH,X002179.SZ,X600177.SH,X002506.SZ,X600089.SH,X300146.SZ,X600522.SH,X002180.SZ,X600372.SH,X000977.SZ,X002241.SZ,X600699.SH,X002294.SZ,X300136.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.444348381410808,0,0.174987345387942,0,0,0.0894060640686767,0,0,0,0,0,-0.0233355971169597,0,0,0,-0.0956257895228278,0,0,0,0.0467302866328512,0,0,0,0,0,0,0,0,0.271353616150452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273147854607574,-0.0237225785975462,0,0,0.00487130595441812,0.00996768201540016,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.279696327683671,0,0,0,0,0,0,0,0,0,0,0,0,0.0599065545001401,0.0693898837293476,0,0,0,0,0,0.199804339623182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216545647063967,0,0,0,0,0,0,-0.0331214937537087,0.0653661979752076,0,0,0,0,0,0
X002415.SZ,0,0.0239945361370232,0,0,0,0,0,0,0,0,0.033523456684863,0,0,0,0,0,0,0.00450487323945013,0,0.527864745592167,0,0,0.39291384342122,0,0,0,0.202923405185727,0,-0.0158665153347014,0,0,0,0,0,0,0,0.044290353429154,0,0,0,0,0,-0.103694407855185,0,0,0,0,0,0,0,4.33680868994202e-19,0.0430022001735846,0.0288355625913847,0,0.234657559371064,0,0.276455398163238,0,0
X000651.SZ,0.134405358859315,0.111405018197572,0,0,0,0,0.110169341267194,0,0.301070669765031,0,0,0,0,0.086629007782162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658371813615048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189766993216216,0,0,0.00240726120058289,0,0,0,0,-4.33680868994202e-19,0,0
X000858.SZ,0.103940860672474,0,0,0,0,0,0.176248811132821,0,0,0,0,0,0,0.10097361943321,0,0.000326903763668909,0,-0.0222630660117803,0,0,0,0,0,0,0.19100888203621,0,0,0,0,-0.0575730429486774,0,-0.00993020434171207,0.370818209489737,0,0,0.0043314556299674,0,0,0,0,0,0,0,0,0,0,0,0,0.0290524429888673,0.020610504333523,0,0.00220136223486554,0.0183173046618965,0,0,0,0,0,0
X600276.SH,0.0108580239362063,0,0.163246904093844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305054128770154,0,0,0,0,0,0.193480797164024,0,0,0,0.138215143673131,0.0311099476837087,0,0.0836966356490084,0,0,0,0,0,0.124427415349832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313180694019087,0.0305426832063274,0,0,0,-0.00188031680428558,0,0
X002304.SZ,0,0,0,0,0.245036197268471,0,0,0,0,0,0,0,0.185670418138877,0,0,0,0,0,0.128028425730623,0,0,0,0,0,0.220351406087891,0,0,0,-0.0801425971156157,0,0,0,0.283696585473451,0,0,-0.0316016957058568,0,0,0,0,0.115977942223541,0,0,0,0,0,0,0,-0.0751865778789639,0,0.149450568596334,-0.00545518751567303,0.0585179284268801,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179076746623423,0,0,0.13128983039625,0,0,0.0441043640170558,0,0,0,0,0,0,0,0,0,0.260940101154586,-0.0424388104597926,0.21725832692898,0,0,0,0,0,0.0854516821240735,0.0868671096477969,0,0,0.00347076824580288,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0752964349545418,0,0,0,0,-0.0546671753542997,0,0,0,0.0403945524013587,0,-0.100378220158617,0,0,0,0,0.185665335427281,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.15842507014338e-06,0.221046910401781,0,0,0,0,0.0886762564876781,0,0,0,0.427414596021188,0,0,0,0,0.106411723477343,-0.0432937596844852,0,-0.00988795986412833,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072558839411041,0,0,0,0,0.141629494788106,0,0,0.124146227810867,0,0.485909866364931,0,0,0.110884190173473,0,0,0,0,0,0.0187563238362219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440304465359829,0,0,0.0294561719134213,-0.044869690516215,0,0,0,0.178847776792271,0,0
