,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600741.SH,X601877.SH,X600703.SH,X000100.SZ,X600271.SH,X000596.SZ,X000661.SZ,X002236.SZ,X600809.SH,X300003.SZ,X300124.SZ,X002008.SZ,X000625.SZ,X600487.SH,X000157.SZ,X300142.SZ,X002007.SZ,X002456.SZ,X600498.SH,X002506.SZ,X600776.SH,X000977.SZ,X600867.SH,X600177.SH,X600066.SH,X002241.SZ,X002179.SZ,X000050.SZ,X600522.SH,X002508.SZ,X600089.SH,X600183.SH,X002371.SZ,X300136.SZ,X002180.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.212939509691992,0,0,0,0.165885880481634,0,0.0320916613319026,0,0,0,0,0,0,0,0,-0.0840539509786616,0,0,0.0379697528786623,0,0,0.0454851150791926,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0267956049413595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,-0.009355314301039,0,0
X000858.SZ,0,0,0,0,0,0,0.197472336368632,0,0,0.089218497424123,0,0,0.0182148204205495,0,0,0,0,0,0,0.0317915519981007,0,0,0.214091301120628,0,0,0.133856799697404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188413636678144,0,0.0392908676477831,0,0.134207578741426,0,0,0,0,0,0,0,-0.0217006449748891,0.0626250878102196,0,0,0,-0.0447755100743861,0,0
X000651.SZ,0,0.190786519115514,0,0,0,0,0.146296159475693,0,0,0,0,0,0,0,0.15480281605121,0,0,0,0,0,0,0.0741540931509932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487957320703435,0.00101071215731189,0,0,0.000694564759973229,0,0,0,0,0.00747397592317729,0,0
X600104.SH,0,0,0.234149888835588,0,0,0,0,0,0,0,0,0,0.107932713140924,0.00777692094573524,0.141383308027202,0,0,0,0,0,0,0,0,0,0,0,0.0851058747725846,0,0,0,0,0,0,0,-0.0189110149467706,0.0986337152137658,0,0,0.0579524774640507,0,0,0,0,0,0,0,0,0.120277783058873,0,0,0,-0.0333887366091279,-0.0303297917218349,0,0,0,0.0521144454205619,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0182833384136132,0,0.0341819277372528,0.0202504999335141,0,0,0.131760785514307,0,0,0,0,0,0,0.24114387235225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733742708423353,0,0,0,0,0,0.0564237945368955,0,0.0743587800248598,0,0,0,-0.0221723879762253,0.00997278197290594,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.11406482738235,0,0,0,0,-0.404858345424768,0,0,0,0,0.310036014280837,-0.0587738830569829,0,0.0948450251609632,0,0,0,0.44145090747319,0,0,0,0,0,0.112460627145053,0,0,0,0,0,-0.000912117674915468,0,0,0,0.0371492201353276,0,0,0,0.0352757644750017,0,0,0,-0.0894594342877227,0,0,0,0.0188254873204261,0.0299489208281974,0,0,0,0,0,0
X002304.SZ,0,0.0983046945206152,0.0136280179843438,0,0,0,0,0,0,0,0.0772687330472159,0.0166608565531614,0,0.365934168632599,0,0,0,0,0,0.258659771419117,0,0,0,0,0,0,0,0,0,0.00511198012712153,0,0,0,0,0,0,0.0455031091034603,0,0,0,0,0,0,0,0,0,0,0,0.0585229313174371,0,0,-8.67361737988404e-19,-0.00262929415462608,0,0,0,-0.0192333740680373,0,0
X000063.SZ,0,0,0,0,0,0,-0.077036282987491,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0325797936967389,0,0,0,0,0,0,0.0827152727510231,0.74657525254568,0,0.070802309383949,0.0808962664601853,0,0,0,0,0,0.0182500363491002,0,0,0,0.03863435812986,0.0122815687598923,0,0,0,0,0,-0.0599253546218099,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.115122323587335,0,0,0,0.191422332173682,0,0,0,0,0.0412535967983266,0.200907763920158,0.0451997764551324,0,0,0.0338829238454718,0,0,0,0,0,0,0,0.126308827604494,0,0.0308158952800651,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.141496637377027,0,0,0,0,0,0,0,0,0,-0.0432630330522009,0.0178917230360785,0,0,0,0,0,0
X600690.SH,0,0.0834503555429743,0.0115803863431011,0,0,0,0,0,0,0,0,0,0.0564997053050929,0,0.125482546635493,0,0,0,0,0,0,0.0921349368580627,0,0,0,0,0.00372460938009481,0,0.074953446762449,0,0,0.0818630700389782,0,0,0,0.00934202947843026,0.0349049914294055,0.0651946567709583,0,0,0,0,0,0.300548241228739,0,0,0,0,0,0,0,0,-0.0602927507800137,0,0,0,-0.0150025585137173,0,0
