,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X600703.SH,X002241.SZ,X002129.SZ,X000625.SZ,X000596.SZ,X002049.SZ,X601877.SH,X000661.SZ,X300142.SZ,X002179.SZ,X000100.SZ,X600089.SH,X000799.SZ,X600460.SH,X600741.SH,X000157.SZ,X002236.SZ,X600702.SH,X002074.SZ,X600779.SH,X600584.SH,X002414.SZ,X600884.SH,X601799.SH,X000733.SZ,X002007.SZ,X000800.SZ,X600183.SH,X300003.SZ,X300146.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.365467828429297,0,0.0282309438872986,0,0.0887171609808197,0,0,0,0,0,0,0,0,0,0,0.060255382023992,0.0260120956826992,0,0,0,0,0,0,0,0,0.0396800442259597,0,0,0,0,0,0,0,0,0,0.0441862004310929,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287183283800729,0,0
X000858.SZ,0,0,0,0,0.0472234825755813,0.349850160171034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662804217839094,0,0,0,0,0,0,0,0,0,0.0919804139383299,0,0.220617733017373,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379500265110678,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0699138749935213,0,0,0,0,0,0,0.136734979407273,0,0,0,0.133086894455589,0,0,0,0.0940159496005874,0,0,-2.16840434497101e-19,0.00894300092217546,0,0,0,0,0,0,0,0.0278810752588558,0,0,0.00133122750477981,0,0,0.0895467630221051,0,0,0.00506044719137005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.00140920041811056,0,0.173453326256313,0,0,0,0,0,0,0,0,0,0,0.0224442459093118,0,0,0,0,0,0,-0.0671410928487923,0,0,0,0,0,0.520038076759068,0,0,0,0,0.156231573179306,0,0.0228465131030423,0,0,0,0,0.0578187700247789,0,0,0,0,0,0,0,0.00340034665857328,0,0,0,0,0,0,0
X600276.SH,0,0.267621639439913,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.00516002573102215,0,0.049631187712077,0,0.0487982585050918,0.0998684941209241,0,0,0,0,0,0,0,-0.30775177457516,0.176153676569531,0.193134290376987,0,0,0,0,0.13258750496958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00189025987226014,0,0,0,0,-0.0228283627317651,0,0,0,0,0,0
X000568.SZ,0,0.628853804323284,0,0.0347401314606696,0,0,0,0.00175489973736009,0,0,0,0,0,-0.0383570940534316,0,0,0.0160827349217792,0,0,0,0,0,0,0.0930513428088751,0,-0.0551431257384358,0,0,0,0,0,0.0554658504328741,0,0,0,0,0,-0.00878406242997576,0.041441956729508,0,0,-0.0472351721402577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0241836430386133,0,0,0,0,0,0,0,0,0,0.0702497161239928,0,0,0,0,0,0,0.221469960615586,0,0,0,0.0756257076576414,-0.0880150023725466,0,0,0,0,-0.236956198331644,0,0.136947142488087,0,0,0,0,0,0.00353855381843797,0,0,0.0330326996688018,0.182759348163871,-0.0588428566328172,0.0849902312844953,0,0,0,0,0,0,-0.00306955255407019,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.164305246169981,0,0,0,0,0,0,0,0,0,0,-0.131200941221015,0,0,0,0,0,0,0,0,0.20342653484123,-0.126599632702588,0,0,0,0,0,0,0.0944770433476123,0,0,0.0345201203590226,0,0,0,0.0366788499132465,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144993586792176,0,0,0,0,-0.0228191158382079,0,0
X600690.SH,0,0,0.00694513877201645,0.129506224107648,0.20796645833491,0,0,0.12258306932497,0,0,0,0.0767785828256078,0,0,0,0.0481936280988063,0,0,0,0,0,0,0,0,0,0,0,-0.00252821188986365,0,0,0,0,-0.075091453247568,0,0.122638936911039,0,0,0,0.0609472739117561,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146983479465694,0,0,0,0,-0.134845331671427,0,0
X000651.SZ,0,0.107534856099449,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0972757606568861,0,0,0,0,0,0,0,-0.0776690165915958,0,0,-0.012037853520053,-0.0460612442102177,0,0,0.027274968450873,0,0,0,0,0,0,0,0.0569209474917878,0,0,0,0,0,0,0,0,0,0.0811626206756584,0,0,0,0.0251912331083356,0,0,0,0.0425800844801145,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186427097741618,0.169282039860753,0,0,0.00125322794579017,0,0.0556953338551615,0.0851652449433884,0,0,0.0627807985731907,0,0.0696091856942789,0.102075270833124,0,0,0,0,0,0,0.0242167225734428,0,-0.101896723775267,0,0,0,0,0,0,0,0,-0.02754066344966,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.15706079323891,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263158594107745,0,0,0.0645747015446155,0,0,0,0.00738616174810342,0,0,0,0,0,0,0,0,0,0.0131867640248668,0,0,0,0,0.129288264249483,0,0
X000725.SZ,0,0,0,0,-0.0827887083841227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087755706393027,0,0,-0.00708708569539389,0.0404771968828314,0,-0.015851439578858,0,0,0.0319360907762768,0,0.404251203832498,0,0,-0.0206385569459244,0.0174108393802285,0,0,-0.00406135958476551,0,-0.00312199187984831,0,0,0,0,0,0,0.120132982647345,0,0,0,-0.0391998413170406,0,0,-0.000962284509306411,0,0,0,-0.0757617887913291,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0245609806034138,0,0,0,0,-0.0188319699903096,0,-0.294480385481743,0.00247833167113951,0,0,0,0,0.422144491282165,-0.0374826065073888,0.0993473854878014,0,0,0,0,0,0.267940223986764,0,0,0,0,0,0,0,0,0.296673828605716,0,-0.382614060810097,0,0,0,0,0,0,0,0.0801335871166495,0,0,0,0,0.101403652207515,0,0
