,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X002475.SZ,X000568.SZ,X600031.SH,X000651.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X600703.SH,X000100.SZ,X002241.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X000157.SZ,X002129.SZ,X600741.SH,X002007.SZ,X601877.SH,X002179.SZ,X002049.SZ,X002236.SZ,X002414.SZ,X600584.SH,X300142.SZ,X600183.SH,X601799.SH,X000799.SZ,X002074.SZ,X600089.SH,X000800.SZ,X000066.SZ,X300003.SZ,X002008.SZ,X600779.SH,X000547.SZ,X600118.SH,X000050.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.120574998320059,0,0,0,0.0159344602663245,0,0,0.162402658463093,0,0,0,0,0,0.082378540628835,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205674964478122,0.0340206731723304,0.0109345633268582,0,0,0,0,0,0.030538189146583,0,0,0,0,0,-0.00637934243856315,0.0189062579861987,0,0,0,-0.0111002654192663,0,0
X000858.SZ,0,0,0,0,0,0.29889899821509,0,0,0.120601633780251,0.0860006026084834,0,0,0,0,0,0.0108988595464038,0,0,0,0,0,0,0.0455765133746277,0,0.0283827589792234,0,0,0,0.0464736060271298,0,0,0,0,0.0349621907855592,0,0,0,0,0.0984040456781867,0,0,0,0,0,0,0,0,0,0,0,0,-0.00447041583015704,-0.01699766367189,0,0,0,-0.00152612296378857,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.000223642808992126,0,0,0.0530722601074266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222644539735878,0.0607534368989575,0,0,0,0,0,0,0.103020374279586,0,0,0,0.0595447148287755,0,0,0,0,0.0349187770449806,0,0,0,0.00266342203184795,0,0,0,0,0,0,0
X600276.SH,0,0,0.113882242184141,0,0.145852538826262,0,0,0,0,0,0,-0.0687088752764822,0,0,0.179292749578323,0.0210544447659827,0,0,0,0.0150939883923356,-0.0380988173548366,0,0,-0.0944358328713002,0,0,0.120097525267064,0,0,0,0.0262062901342069,0.0272456518470978,0,0,0,0,0,0,0,0,0,0,0,0,0.110466461604957,0,0,0,0,0,0,-0.00621257182418654,0,0,0,0,-0.0139919571300059,0,0
X002475.SZ,0,0,0,0,0,0,0.180735084204434,0,0,-0.0708727681913685,0,0,0,0,0,0,0,0,0,0.0175657381739352,0,0.436622103788747,0,0,0,0.0558183535492729,0,0,0,0,0,-0.0569022034386597,0,0,0,0,0.134807909962864,0.102017185615623,-0.0292442174587577,0,0,0,0,0,0,0,0,0.00979237667358431,0,0,0,-0.0279728423222673,0,0,0,0,0.022636468497226,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.355758344194078,0.164246532132112,0,0,0,0,0,0,0,0,0,0,-0.0977858410918445,-0.0286836141291973,0,-0.0573657926074573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873134975005496,0,-0.0056311507157578,0,0,0,0,0.14896505778994,0,0,0,0,0,0,-0.0104938520869234,0,0,0,-0.00718681639414552,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.19651100263129,0,0.0297646535990834,0,0,0,0,0,0,0,0,0.0644956936086337,0,0,0,0,0.0589312171580006,0.267558263575409,0,0,0,0,0,0,0,0,0,-0.0148479387162481,0,0.197389190685483,0,0,0,0,0,-0.0796873654225549,0,0,0,0,0,0,0,-0.0256183574479779,0,0,0,0,0.0178735222423988,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.088231452898029,0.161689978711022,0,-0.0951271767001572,0,0.153337608293429,0,0,0,0,0,-0.0757178560988767,0,0.054404976100564,-0.0330907382998643,0.209505949143115,0.0213929810670718,0,0,0,0,0,0,0,0,0.0410784696434412,0.0194321666692381,0,0,0.0913289706530183,0,0,-0.0472582207000038,0,0,0,0.0322267961052603,0,0,0,0,0.00338230687125966,0,0,0,0,-0.0234194081836054,0,0
X600809.SH,0,0.140505627203041,0,0,0,0,0,0,0,0,0.45641323986587,0,0,0,-0.0239769617973959,0,0,0,0,0,-0.0193130615135305,0,0.125486155337798,-0.148392284318329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12564354993264,0.0536951366991209,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.258894491951272,0,0,-0.00379990882688855,0,0,0,0.00618457352689572,0,0
X002304.SZ,0,0.180759802758846,0,0,0,0.123459884083327,0,0,0.208965260672612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0646178126523385,-0.0122873146863041,0,0,0,0,0,0,0,0,0,0,0,0.244190718897805,0.0767201255888269,0,0,0,0,0.2148914668015,0,0,0,0,0,0,-0.0667409127843474,-0.0395331852089069,0,0,0,0,0.0128302715087521,0,0
