,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000568.SZ,X002475.SZ,X000725.SZ,X000063.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600183.SH,X002236.SZ,X601877.SH,X300003.SZ,X002241.SZ,X600703.SH,X002463.SZ,X000157.SZ,X000100.SZ,X002007.SZ,X002179.SZ,X600271.SH,X300142.SZ,X000625.SZ,X300014.SZ,X300124.SZ,X600867.SH,X002008.SZ,X000066.SZ,X002049.SZ,X000977.SZ,X300136.SZ,X002371.SZ,X600066.SH,X600498.SH,X002129.SZ,X300146.SZ,X002506.SZ,X600177.SH,X000050.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.423545791540763,0,0,0.0263931446218203,0,0,0,0,0.169970248769705,0,0,0,0,0,-0.177521297237302,0,0,0,-0.0499513281520974,0,0,0,0,0.0473973823483653,-0.0225170967408561,0,0,0.0422204209162071,-0.000452620594644375,0,0,0,0,0,0.0216368842263449,0.0429115726715204,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0481283652228857,0,-0.0262567321708544,0.0420968911263749,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.16705545142775,0.267500975060559,0.0469466507727167,0,0,0,0,0,0,0.278105092331914,0.0616395553212881,0,-0.0112173217507054,0,0,0,0,0,-0.097995935713837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05840782959375,0,0,0.118475645469908,0,0,0,0,0.0602858983932552,0,-0.00768841849494556,-0.00093461957545308,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0198298717583819,0,0,0,0,0,0,0,0.179386789277353,0.196386397966683,0.0994339280384609,0,-0.0532730835553562,0,0,0,0,0,0,0,0,0.133058886839302,0,-0.0479662291993541,0,0,0,0,0.104783897317107,0,0.131077894360506,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026914106828002,-0.0496292501332384,0,0,0,0.0103942111047416,0,0
X600276.SH,0.00125469165425065,0,0,0,0,0,0,0,0.151917364884358,0.144237792741834,0,0,0.0696421242877986,0,0,0.0490199541044184,0,0,0.127529714326206,0,0,0.0122930610906044,0,0,0.0119922538071759,-0.00784441068736185,0,0,0,0,0,0,0,0,0,0.106550063782299,0,-0.0802265872341854,0,0,0,-0.0245939817336636,0,0,0,0,0,0,0,0,0.198817413407365,-0.0505655962393411,0.0602659169544085,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.122752828590664,0,0,0.0522185300573424,0,0,0,0,0,0,0,0.236397260615732,0,0,0.0578128491189128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484869304167216,0.0344681623645392,0,0,0,0.170886235596839,0,0.00785261816243609,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611291446756292,0.213067331628532,0,0,0,-0.0469242845061737,0,0.121135201790478,0,0,0,0,0.0531878615205273,0,0,0,0,0.0173856388271357,0,0,0,0,0,0,0,0,0,-0.00446280863050847,0,0,0,0,0,0,0,0,0,-0.0149149892933916,0.00471317107661625,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0736465974787864,0,0,0,0,0,0,0,0,0,-0.030543032893831,-0.027502747758588,0,0,0,0,0,0,0,0,0,0,-0.0225035462144721,0,0,-0.0332879876902474,-0.0470516123886724,0,0,0,0.377262388324722,0,0
X002304.SZ,0,0.0532776745177954,0,0,0,0,0.0675451485836478,0,0.362601257726048,0,0,0,0,0,0,0.137789449263045,0,0.0126127695563327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573786091541779,-1.73472347597681e-18,-0.0165645858340312,0,0,0,0,0,0,-0.108882481498516,0,0,0,0,0,0.16619559511875,-0.0251048711306044,0.0563560728660455,0,0,0,0,0,0
X000568.SZ,0,0.575386572024898,0,0,0,0,0,0.115236208495862,0,0,0,0,0.0399771439021675,0,0,0.136161809941719,0,0.0329742304349789,0.070550647353815,0,0.0640158153742929,0,0,-0.0472160832484003,-0.0430308919660078,0,0,0,0,0,0,-1.73472347597681e-18,-0.0807082711352151,0,-0.0228703846321352,0,0.0989258206007056,0,0,0,-0.156613596219273,0,0,0,0,0,0.029431049966889,0,0,0,0,-0.0133819821990885,0.0164100267295189,0,0,0,0,0,0
X002475.SZ,0.000726854654831802,0.308314679382722,0.0260490087671798,0,0.0093565958339179,0,0,0,0,0,0,0,0.1893311087888,0,0,0.0700446743702588,0,0,0.194357250260711,0,0.176942971042008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.0917966558140026,0.0671593341336637,0,0,0.248750941647957,0.0024446329947699,0,0,0,0,0,0,0,0.00367291481665684,0,0.0670603621636124,-0.0934721117789329,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.00128728909905473,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428402378665745,0,0.0240971080966932,0,0,0,0,0,0,0,-0.0250138659386568,0,0,0,0,0.00751748151118305,0,0.132914432550562,0,0,0,0,0,-0.0928103701391679,0,0.361519328370595,0,0,-0.0408371229065855,0.0797551112585067,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.18777648234446,0,0,0,0,0.236201833645263,0,0,0,0,0,0,0,0.0772075408405948,0,0,0.114948700715215,0,0,0,0,0.0586603279891035,0,0,0,0,0,0,0,0,0,0,-0.0912353847739353,0.203185161383468,0,0,-0.00842065507463889,0,0,0,0,0.473741878987423,0,0,0.0332256814585197,-0.124229149253488,0,0.0640228897956339,0,0,0,0,-0.0801528480731481,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.146847814692013,0,0,0,0,0.100034672367509,0,0,0,0.0360695418137252,0,0,0,0,-0.0594523645757951,0,0,0.159416255938642,0,0,0.0836200377491281,0,0,0,0,0,-0.0462157992469104,0,0.0655712470683389,0,0.0525119638132326,0,-0.0704306622438114,0,0,0,0,0,0,0,0.0295533987028698,0,0,0.0211215354071923,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.124699183411603,0.064405872206097,0.0322542304736075,0,0.113625836748255,0,0,0,0,0,0,0,0,0,0,0.0692802456947071,0,0,0,0,0,0,0.00902652049163041,0.194670411071597,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0128639913521058,0,0,-0.134150171065626,0,0,0,0,0,0,0.000748382691755138,0.0046973020999646,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00148816128469241,0,0,0,0,0,0.137390069309693,0,0,0,0,0,0,0,0,0,0.0707469586226183,0,0.376823344629534,0.078863527871131,0,0,0,0,0,0.0203698986519012,0.112570554157298,0,0,0,0.0899390059829602,0,0,0,0,0,0,0,0,-0.00755001759032739,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.129460365428529,0,0.423613352463329,0,0,0,0.172320390052165,0,0,0,0,0,0,0,0.149086052677555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141078854089308,0,0,0,0.0561104094726957,0,0,0.226408276268969,-0.132016763138222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211593525748529,0,0
