,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600703.SH,X600741.SH,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X600809.SH,X002008.SZ,X000100.SZ,X600487.SH,X600498.SH,X002007.SZ,X000661.SZ,X000625.SZ,X300146.SZ,X300142.SZ,X002179.SZ,X600867.SH,X000596.SZ,X000157.SZ,X600566.SH,X600177.SH,X002456.SZ,X600066.SH,X600089.SH,X002506.SZ,X002180.SZ,X600522.SH,X600372.SH,X002294.SZ,X002241.SZ,X300136.SZ,X000977.SZ,X600699.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.00422976449151591,0.618500476760644,0.185631877558226,0,0,0.106880254072723,0,0,0,-0.0207079929038396,0,0,0,0,0,-0.0787893087460901,-0.00101128321122538,-1.73472347597681e-18,0,0,0.0512142976016481,0,0,0,0,0,0,0,0,0.0886663556319218,0,0.02175850715678,0,0,0,0,0,-0.017803653480822,0,0,0,0,-0.0605748243698921,0,0,0,0,0.00619829598628701,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.28643584697663,0,0,0,0,0,0,0,0,0,0,0.231994659374807,0,0,0.0264639546855415,0.0762614512896688,0,0,0,0,0,0.151717392500615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146749154798653,0,0,-0.0172826605415241,-0.0246977226008205,0.0429054464434326,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117281000866983,0,0.630193954804834,0,0,0.28665860874408,0.0882732788326266,0,0,0,0,0.0488403553126135,0,-0.108982247059874,0,0,0.0756704824031196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022927145878054,-0.0207990379887423,0,0,0,0,0,0,0
X000651.SZ,0.0304875394864368,0.100158074517723,0.00953528315607305,0,0,0.0296833192587452,0.126738196814169,0,0.330395142352852,0,0,0,0,0,0,0.145784063868431,0,-0.0320247228423701,0,0,0,0,0,0,0,0,0,0,0,0,0.06001206602426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420478591897801,0,0,0.0225008978800402,0,0.00100756652551704,0,0,0,0,0,0,0
X600276.SH,0,0,0.177584421732775,0,0,0,0,0,0,0.0276108157433654,0,0,0,0,0,0,0,0,0.442416662383986,0,0,0.0717540984109319,0,0,0,0,0,0,0,0,0,0,0.0160491575459451,0,0,0,0,0,0,0,0,0,0,0,0.0685537801076953,0,0,0,0,0,0,0.00156043578845034,0.0172078068710755,0,0,0,0,0,0
X000858.SZ,0.135631804714555,0,0,0,0,0,0.188732288299761,0,0,0,0,0,0,0,0,0.105848758092501,0,0,0,0,0,0.221072893182363,0,0,0,0,0,-0.0427825687945169,0,0.00989162649972989,0,0,-0.0124091976208647,0.271721463518203,0,0,0,0,0.0123603997488746,0,0,0,0,0,0,0,0,0,0,0,0,0.00492206890545205,0.0230564962403837,0,0,0,0,0,0
X002304.SZ,0,0,0,0,-0.0886967538512608,0.379334421360265,0,0,0,0,0,0.227598516094779,0,0,0,0,0,0,0.095078345661511,0,-2.16840434497101e-19,0.149716422194892,0,0,0,0,0,0,0,0.189726120857679,0,0,0,0.261589009452218,0,0,0,0,-0.0367833016997912,0,0,-0.0270587527007723,0,0,0,0,-0.0565947561293086,-0.0741061132322421,0,0,0.15848134046374,0.00270169665107215,0.0479340471603742,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0566220103313609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179953766137777,0,0,0,0.0161960830015094,0,0,0,0,0,0,0,0,0.270809447618082,0,0,0,0.120976822161982,0,0,0,0,0,0,0.056923952938363,0.00851250338462317,0,-0.0273189611336115,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.231235136559765,0,0.0780221207139279,0,0,0,0,0,0,0,0,0,0.0436836140202976,0,0,0,0,0.184913283608584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21155546301229,0,0,-0.025282015799217,0,0,0,0,-0.0342221335152208,0.349823929170491,0,0,-0.197296854023854,-0.00436180368236759,-0.0591382993486387,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733464294257324,0,0,0,0,0,0,0.114563590561096,0,0,0,0.127476064569274,0.446395261440222,0,0,0,0,0.0726548473794522,0,0,0,0,0,0,0.062152774109028,0,0,0,0,0,0.11329706259336,0,0,0.0133819750891407,0,0,0.025502418500043,0,0.0301869164074126,-0.0508155681593802,0,0,0,0.162442393048567,0,0
