,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000596.SZ,X002371.SZ,X000625.SZ,X002049.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X300142.SZ,X000661.SZ,X600522.SH,X000733.SZ,X002241.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X600884.SH,X300003.SZ,X600487.SH,X000066.SZ,X002414.SZ,X002294.SZ,X000799.SZ,X600563.SH,X002007.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.140947727328536,0.102580315561065,0,0.28454703763546,0,0.18233573907145,0,0,0,0,0,0.012488514365381,0,0,0,0,0,0,0,-0.0563714839282224,0,0,0.238647203452447,0,0,0,0,0,0,-0.0671768589975607,0,0,0.0874801717091071,0,0,0,0,0,0,0,0,0,0,0.000673241803647376,0.0477524896721031,0,0,0,0,0,-0.00818674052402622,0.00721101258654678,0,0,0,0,0,0
X000858.SZ,0.209462682100784,0,-1.73472347597681e-18,0,0.302830229779694,0.0672917948534079,0,0,0.0165325995696955,0,0.103532030665647,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.032551663932816,0,0,0,0,0.0540610285275807,0,0.0134159570940355,0,0,0,0,0,0,0,0,0,0.126240320317281,0,0,0,0,0,-0.0648241583578188,0,0,0,0,0,0,-0.0179479160020187,-2.71050543121376e-20,0,0,0,0,0,0
X600809.SH,0.228102449588925,0,0,0,0.45555524121589,0,0,0,0,0,0,0,0,0,0,0,0,0.0349262918589951,-0.00068761872578346,0,-0.216266505262283,0,0,0,0,0,0,0,0,0,0,-0.00411927505329428,0,0,0,0.140664232635901,-0.0566152302652419,0,0.190822652504412,0,0,0,0,0.0317164917437448,0,0,0,0,0,-0.0215241161476891,0,-0.00323688068715811,0.0128670518158588,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194040480879517,0.188031338345342,0,0,0,0,0,0,0,0.184849832201985,-0.0478814284130937,0,0.0830047353146711,0.144808414718067,0.170674439507126,0.0140983182101858,0,0,0,0,-0.012997958200878,-0.060390917674028,0,0,0,0,0,0
X000568.SZ,0.398671441157916,0.157245675042357,0.669938159615239,0,0,-0.0447276771466989,0,0,0,0,0,0,0,0,0,0,0,0.0273948702419421,0,0,0,0,0,0,-0.00306935436932851,0,0,0,0.0754853285638553,0.0758675084031578,0,0,0,0,0,0,0,0,0,-0.0502085089957157,0,0,0,0,0,0,0,0,0,-0.0380902031796746,0,-0.0244163486505684,0.0366373280205718,0,0,0,0,0,0
X600276.SH,0,0.0177093730159769,0,0.00440088142197339,0,0,0,0,0,-0.0687067488178425,0,0,0,0,0,0,0,0,0,0,0,0.0434326043750604,0,0,0,0,0,0,0.211014230060314,-4.33680868994202e-19,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.143645112196153,-0.13525429350535,0,0,0.0523629298065108,0.009850432203885,-0.0876921279917594,0.0420686705593124,0,0,-0.010633331881518,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.353673607615284,0,0,0,0,0,0.248758058552416,0,0,0.0750174490805474,0,0,0,0,0,0,0,0,0,0,0,0,-0.0524457798330222,0,0,0.0130249221063036,0,0.0425464304944142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200635847497288,0,0,0,0,0,-0.030327329283375,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.187226669370569,0,0,0.159356307441453,0,0,0,0,0,0.0388506817925201,0,0,0,0,0,-0.0538425831746251,0,0,0,0.0114762260290967,0,0,0.279802546762508,0,0,0,0,0,0,0.103192208154417,0,0,0.110436745569341,-0.0853305103974834,0,0,0,0,0,0,-0.0558359693729859,0,-0.0108207233549388,0,0,0,0,0,0,0
X002304.SZ,0,0.229527947522453,0,0,0.056376990896541,0,0,0.0256173564531828,0,0,0,0,-0.0919047619493377,0,0,0,0,0,0,0.064084453965179,0,0,0,0,0,0,0,0,0.0411845300880072,0,0,0,0,0,0.0138729056590362,0.078897220091865,0,0,0.20309883063591,0,0,0,0,0,-0.223360950347103,0,0,0,0,0.0746103946617474,0,-0.0174335495565007,-0.0326171958419273,0,0,0,0,0,0
X300124.SZ,0,0,-0.157045045495653,0,0,0,0,0.366954262223076,0,0,0,0,0.0597253657375516,0,0,0,0,0,-0.083032976062685,0,0.022042771145074,0,0,0,0,-0.0557101142366255,0,0,0.0655534519122213,0,0,0,0,0.0256512480227339,0.202665572992594,0,0,0,0,0,0,0,-0.113988753613048,-0.0277515253954674,0.0649280252849617,0,0,0,0,1.73472347597681e-18,0,0.0151676134992441,0,0,0,0,0,0,0
X000651.SZ,0,0.0378399614143484,0,0,0,0,0.395690510597645,0,0,0,0,0,-0.0729305248388098,0,0,0,0.208861388609552,0,0,0,0.00687857308023491,0,0,0,0,0,0,0,0,0,-0.00821922416649336,0,0,0,0,0,0,0,0,0,0,0.0647808275400313,0,-0.158795940208337,0,0,0,0,0.102228980265096,0,0,-0.00852386702442117,-0.00845919197121276,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0267708240248627,0,0.0484963320950614,0,0.0285711893761259,0,0,0,0,0,0,0,0,0,0.00661620585857095,0,0,0,-6.93889390390723e-18,0,0,0,0.144909369316301,0,0,0,0,0.19279497507759,0.0715793961910425,0.031928404007019,0,0,0,0,0,-0.0717750634264552,0,0,0,0,0,-0.0205872369886785,-0.0370332690050973,0,0,-0.0148223156761715,0.0193104723546565,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,-0.164945220606643,0,0,0,0.255908037387544,0,0,0,0.0812976961777318,0,0,0,0,0,0,-0.191601781167376,0,0,0,0,0,0,0,0,0.112174478388586,0,0,0,0,0.426896375895075,0,-0.0366378575118953,0,0.058836041891979,0,0,0,0,0,0.147394906714946,0,0,0.224210209976014,0.0471869407508479,0,0,0.00266470450173897,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.206879946090093,0,0,0,0,0.000723364809138855,0,0,0,0,0,0,0.0252602463519663,0,0,0,0.127954011762839,0,0,0,0,0,0.141876031371835,0,0,0,0.0958961344402183,0,0,0.0534727041279912,0.233918276550299,-0.152352646766741,0.127669060064729,0,0,0,0.0172935867770923,0.0368282609596015,0,-0.00954715951401792,-0.12497535420553,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0319503113973053,0,0,0,0,0,0,0,-0.0424139976071064,-0.0781573393163152,0,0,0,0,0,0.101463989165228,0.0746105519737554,-0.0430443158715128,0,0,0,0,0,0,0.145625152669497,0,0,0,0,0.0128935859484738,0,0.0479506186964377,0,0,0,0.0218419892648454,0,0,0,0,-0.134581495882559,0,0.000544622541333552,0,0,0,0,0,0,0
