,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X003816.SZ,X002129.SZ,X300014.SZ,X002371.SZ,X000338.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X600703.SH,X000596.SZ,X300142.SZ,X002179.SZ,X000625.SZ,X601877.SH,X600089.SH,X000100.SZ,X000661.SZ,X000157.SZ,X600741.SH,X600460.SH,X000733.SZ,X002180.SZ,X600884.SH,X600522.SH,X002074.SZ,X600702.SH,X000799.SZ,X002236.SZ,X600584.SH,X002414.SZ,X000977.SZ,X000800.SZ,X600779.SH,X600183.SH,X002008.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.282252172146557,0,0,0.160425611468928,0.1768848737167,0,0.151080859375212,0,0,0,0,0,0,0,0,-0.0812549869611325,0,0,0,0,0,0,0.06571122859558,0,0,0,0,0,0,-0.0476648519827926,0,0,0,0,0,0,0.0339306191532332,0,0,0,0,0,0,0.0157466281503229,0,0,0,0,0,-0.0569207115903196,-0.0140429873028448,-0.0193815214575038,0,0,0,-0.0443201493045159,0,0
X000858.SZ,0,0,0,0,0.238920296323032,0.161259687196042,0,0.124009228735485,0,0,0,0,0.0330668301025156,0,0,0,0,0,0,0,0,0.0866950437605445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00624459038169394,0,0.0373169946686298,0,0,0,0,0,0,0,0,0,0,0,-0.0120353272775767,0.0155149403222969,0,0,0,0,0,0
X002415.SZ,0,0,0,0.142947331361813,0,0,0,0.0284854438440371,0.094837797696354,0,0,0,0,0,0,0,0.107163647261602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949775256443458,0,0,0,0,0,0,0,0,0.235846590058412,0,0,0,0,0,0.0249385691466538,0,0.0075850163097466,0,0,0,-0.00470539383476777,0,0
X600809.SH,0,0.149396946207415,0.17515199394461,0,0.436283592788647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730962574786544,0,0,0.193924386530984,0.0020615030101579,0,0,0,-0.0620174460416059,0,0,0,0,0,0.0649581482821692,0.0492519847704918,0,0,0,0.0702540476909992,0,0,0,0,0,0,0,0,0,0,0,0.0728625479098394,-0.0292487080800645,0,0,0,0,0,0
X000568.SZ,0.218999117971395,0.212392711609551,0,0.0624970799242463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504647765757502,0,0,0,0.0370258643112812,0,0.164309233286497,0.0155131552680854,0,0,0,0,0,0,0,0,0,0,0.043570463076611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049619205644449,0,0,0,0.00504009940463449,0,0
X600690.SH,0.0532731400669905,0.084120155318138,0,0,0,0,0.0752019021328062,0,0,0,0,0,0.176669713368112,0,0,0,0,0,0,0,0,0,0,0.136115656176274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104516852848653,0,0.0605800146550325,0.00389680993930304,0,0,0,0,0,0,0,0.13921481470483,0,0,0,-0.00600609110529786,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.239534340467944,0,0,0,0,0,0,-0.0904147888657879,0,0,0,0,0,0,0,0,0.232893815797883,0,0,0,0,0,0,0,0,0.0925617391043105,0,0,0,0,0,0,0,0,0,0.116275459996172,0,0,-0.0825344527173013,0.079135317972206,0,0,0,0,0,0,0,-0.01857083324291,0,0,0,-0.0325415523881646,0,0
X002304.SZ,0.0270039078673871,0,0,0.0230464060468838,0.126380151715763,0,0,0,0,0,0,0,0,0.11741659050326,0,0,0,-0.0470463230497818,0,0,0,0,0,0.277008859517709,-0.0187140653869771,0,0,0,0,0,0,0,0.319420766715757,0,0,0,0,0,0,0.155554244843874,0,0,0,0,0.0877043809311295,0,0,0,0,0,0,-0.0218621933828167,0,0,0,0,0.0116798983533405,0,0
X002475.SZ,0,0,0,0,0.124011648328529,0,0,0,0,0,0,0,0,0,-0.264375467356216,0.030384470783873,0.019591627041667,0.206392241382649,0,0.450059271575006,0,0,0,0.00422457931658613,0,0,0,-0.149250017672387,0,0,0,-0.0416253292908074,0,0,0,0,0,0.0670408617720803,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0426860298283724,-8.67361737988404e-19,0,0,0,0,0,0
X600104.SH,0.0123229581655012,0,0,0,0,0,0,0.202768731955037,0,0,0,0,0.0561342472731999,0,0.0633799072867397,0,0,0,0.0871016945403042,0,0,0.0108145391363792,0,0,0,0,0.0887225477561584,0,0,0,0,0,0,0,0,0.00948722234748694,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.171636697340857,0,0,0,0,0.142607333509797,0.0852044457520099,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.121672554317067,0.00752384006822297,0,0.0822012083428322,0,0,-0.0221714375680313,0,0,0,-0.0454060000241936,0,0,0,0,0.0686749817842173,0.105135554879281,0,0,0,-0.0258731543969738,0,0,-0.0268744106245768,0.0369684617422287,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0153088165513075,0,0,0,0,0,0,-0.0480414120618434,0.208118086142754,0,0,0,0,0,0,0,0.157480322242785,0,0,0.281142919619525,0.0128789569341502,0,0,0,0,0,0,0,0,0,0,0,0,0.0164240877319685,0,0.0512395070165524,0,0,0,0,0,-0.0209567262103359,0.0242800870806685,0,0,0,0.00843809598620478,0,0
X600031.SH,0,0,0,0,0,0.214664971279762,0,0,0,0,0.021991846164096,0,0,0.131449856637502,0,0,0,0.135256150020803,0.433305703169279,0,0,0,0,0,0,-0.0784049912607467,0,0,0,0,0.0863052038361541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00824682067012985,-0.0160916224533038,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0837073770309934,0,0,0,0,0.192417483335358,0,0,0,0,0,0,0,-0.140806676492948,0,0,0,0,-0.299227849077135,0,0,0.0019805312646126,0,0,0.0518093795047635,0,0,0,0.320053441854751,0,0.161922085743093,0.448081446642355,0.0302173059815497,0,0,0,0,0,0,0.0267508857384497,-0.0911228314770959,0,0,0,0,0,0
