,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X600031.SH,X000338.SZ,X002475.SZ,X002236.SZ,X000625.SZ,X002008.SZ,X600487.SH,X600809.SH,X000100.SZ,X601877.SH,X002241.SZ,X600066.SH,X002508.SZ,X002456.SZ,X002294.SZ,X300124.SZ,X300003.SZ,X600867.SH,X300136.SZ,X600271.SH,X600522.SH,X000596.SZ,X600089.SH,X000157.SZ,X000981.SZ,X600177.SH,X002085.SZ,X000661.SZ,X600566.SH,X600498.SH,X600699.SH,X002179.SZ,X600118.SH,X600201.SH,X300142.SZ,X000869.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-0.0698786248533436,0.520221377359667,0,-0.00321007354390914,0,0.117474570786708,0,0,0,0,0,0,0,0,-0.0489006407957104,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0096746325202219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295462157383413,0,0,-0.0234048665965979,0.021634448549244,0.0635998034352845,0,0,0,0,0
X002415.SZ,0,0,0.00279498550324924,0,0,0,0,0,0,0,0,0.0717085850021283,0.0790116749164903,0.0610522534511372,0,0,0.0692923119433404,0,0.279943826232108,0.2700239559048,0,0,0.0592993512759735,0,0,0.0597450579206897,0.0190464795794613,0,0.01854345501555,0,0,0,0,0,0,0,0,0,0,0,0.0449080999071005,0,0,0,0,0,0,0,0,0,0,-0.00461950145915262,-0.012453078305545,0,0,0,0,0,0
X600104.SH,0,-0.0281354181755195,0,0,0.423811483298199,0,0,0,0,0,0,0,0.263219323551851,0,-0.0440503898820029,0.0564374549479239,0,0,0,0,0,0.0370085111584057,-0.0105947447560886,0,0,0,0.0165717453652809,0,0,0.13384279063894,0,0,0,0,-0.060426155534593,0,0,0,0,0,0,0,0,0,0,0,0,0.0503227571104533,0,0,0,-0.0283709599673571,0.0278450340255066,0,0,0,0,0,0
X000858.SZ,0.106916624078003,0,0,0,0.0201631448535326,0.0205966530783228,0,0.180944126849268,0,0,0.0855821665630587,0,0,0,0,0,0,0,0.0127194494024241,0,0.307993558858045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131589621596141,0,0,0,0.0167707712822204,0,0,0,0,0,0,0
X000651.SZ,0,0,0.186180491852751,0.0963585426289453,0,0,0,0.024956366437709,0.0388233861145184,0,0,0.0186652185800179,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.0329943264026887,0,0,0,0,0.155997475255867,0,0,0.0225457224514161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511264476811476,0,0,0,-0.000785094175537764,0.0432252954849529,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0357980878584032,0.410863980089785,0,0,0,0,0,0,0,-0.0200069676936644,0,0,0,0.11430080202699,0,0,0,0,0,0,0,0,0.103524239756793,0.078999067398542,0.0120653462972544,0,0,0,0,0,0,0,0,0,0,0.242648849588716,0,0,0,0,0,0,0.377311109606425,0,-0.0582086685584077,0.0989577862367937,0,0,0,0,0,0
X600276.SH,0.0962377405453412,0,0,0,0,0,0,0.125216455943259,0.0189281407189714,0,0,0.10191470902689,0,0,0,0,0.208584923645861,0,0,0.00393276867747794,0,0,0,0,0,0,-0.268499487296537,0,0.139025330146801,0,0,0.0213982993510417,0,0,0.109210930118291,0,0,0,0,0,0,0,0,0,0,0,0,0.0588003779185092,0,0,0,-0.0159097107962872,0.044726965843781,0,0,0,0,0,0
X002304.SZ,0.230334131173464,0,0,0.259985349377824,0,0.0173035776080493,0,0,0,0,0.13837811457586,0,0.14109883339636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00672239443298197,0,0,0,0,0,0,0,0,0,0,-0.0080012255578746,0.0205109017914621,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.052779365125131,0,0.375862503103398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193399083570242,0,0,0,0,0,0,0,0.496219145196247,0,0,0,0,0,0,0,0,0,0.270081674324179,0.147737879481562,0,0,0,0,-0.218364010510824,0,0,0,0.0129182475773462,0,0,0,0,0,0
X600690.SH,0,0,0.417332935995383,-3.46944695195361e-18,0.100741870396581,0,0.0150383040917679,0.116932948512872,0,0,0.123538366320453,0,0.109913505923863,0,0,0,0,0,0.00341029532533552,0,0,0,0,0,0,0,0,0,0,0,0.110109728973772,0,0,0,0.0163839373841258,0,0,0,0,0,0,0,0,0,0.0450135174822732,0,0,0,0,0,0,-0.0186150974272244,0.0252097991734656,0,0,0,0,0,0
