,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000625.SZ,X300124.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000063.SZ,X600031.SH,X000100.SZ,X300014.SZ,X600089.SH,X000157.SZ,X002179.SZ,X002236.SZ,X000977.SZ,X600703.SH,X002463.SZ,X600372.SH,X002241.SZ,X600741.SH,X002049.SZ,X000661.SZ,X002129.SZ,X600066.SH,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X000921.SZ,X000800.SZ,X601799.SH,X600183.SH,X002074.SZ,X600418.SH,X002007.SZ,X000988.SZ,X600566.SH,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.254001388660708,0,0.105814251419296,0.119287018778802,0,0,0.140745245784829,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.0312603258309108,0,0,0,0,-0.0845033341865304,0,0,0,0,0,0,0,0,0,0.0786994141538105,-0.0232578927016792,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127592629168245,0.00690579131213919,0,0,0,0,0,0
X000858.SZ,0,0,0.0715214520189429,0,0,0.36781858291107,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.00277607482062638,0,0.037753342999276,0,0,0,0,0,0.0175091335978668,0,0,0,0.0478126605781029,0,0,0,0,0,0.0588831953083226,-0.0240972059400364,0.052394606747513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129339260177018,-0.0328112982708044,0,0,0,0,0,0
X600809.SH,0.0773932143123179,0,0,0,0,0.0325860738406785,0,0,0.033272037181111,0.0492740517480052,0,0,0.204119147320807,0,0,0,0.244989528230749,0.267935706918477,0,0,0,0.161730686360475,0,-0.0195500861220677,0,0,0,0,0,0.0504822893438377,0,0,0,0,0,0,0,0,0,0,0,0,0.0726910924908499,-0.160332289964563,0,0,0,0,0,0,0,-0.0138953350061508,-0.00611151382579093,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.182040831030751,0.0707523421824535,0,0,0,0,0,0,0,0.0271277138344039,0,-0.056418819793141,0,0.0253060409177895,0.183497136809598,0,0,0,0,0,0,0.00622689178922849,0,0,-0.0390190421057314,0,0,0,0,0,0.0741457083960906,0,0,0,0,0,0,0,0,0,-0.0188093044446595,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039787855036231,0,0,0,0.154034164932066,0,0,-0.0205613118101156,0.1987579846555,0,0,0,0.22946281941862,0,0,0.150503778113302,0.0397976581875502,0,0,0,0,0.0943273040710647,0,0,-8.67361737988404e-19,0,0,0.0843634132078774,0,-0.1186926925811,0,0,0,0,0,0,0,0
X000568.SZ,0,0.663611998200495,0,0,0,0,0,0,-0.0418192096936821,-0.0179759019728817,0,0,0,0,0,0,0.0363661090292251,0,0,0,0.179936217089314,0.0415404041993796,0,0,-0.0386995713209758,0,0,0,-0.0120389085987943,0,0,0,0,0,0.0615779324075625,0,0,0,0,0,-0.0269504733548103,0,0,0,0,0,0,0,0,0,0,0,0.00800012887015545,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.360611528771303,0,0,0,-0.030316902821714,0,0,0,0,0.110556774007985,0,0,0,-0.0325610027908047,0,0,0,0.123392838120024,0,0,0,-0.0733762662108865,0,0,0,0,0,0.0699699717233252,0,0,0,0,0,0.11215723785014,0,0,0,0,0,0,-0.041234443949244,0,0,0,-0.0244125508585598,0.0113936506999426,-0.0524293354375908,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0590645594177533,0,0.0673132176373866,0,0.0016477851708803,0.126204997683958,0,0,0.0274525663705023,0,0,0,0,0.0965362058059788,0,0,0.0356050894683567,0,0,0,0,0,0,0,-0.0235718310071986,-0.096765493454059,0,0,0,-0.0853845764347727,0,0,0,0.0510416673373814,-0.0106216037779021,0,0.191713589466387,0,0,0,0,0,0,0,0,0,-0.0934341601729894,-0.0144695724812078,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.153030144271475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151224206722122,0.0958648763025006,0,0,0,-0.0799685171145904,0,0.545943761780251,0,0,0,0,-0.0323336770552574,0.0723645817904318,0,0,0,0,0,0.124810999013926,0,0,0.100829698240334,0,-0.0128191806109735,0,0,0,-0.0374150607277497,0,-0.139970204352417,-0.145640521624366,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.308503172620211,0,0,-0.033833941481784,0,0,0,0,0,0,0,0,0,0.0454311745436719,0,-0.00202477767395751,0,0.128883611325058,0,0,0,0,-0.0198381213784444,0,0.0316603335337731,0,0,0,0,0,0.0284823971300019,0,0,0,0,0.230376117990093,0.160720422788143,0,0,0.252269443712487,-0.185214847117798,0,0,0.262234825959815,0,0.0158708507324267,0,-0.0848111546293516,0.0530336142959984,0,0,0,0,0
X600104.SH,0,0,0.0450285390117193,0,0,0,0,0,0.0261260010398113,0,0,0,0,0,0.0481480738592869,0,0,0,0.0221272884413289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362366011357711,0,0,-0.0213054156477752,0.0537065567446982,0,0,0,0,0,0,0.00117639064630252,0.00922424167268427,0,0,0,0.0625644150644389,0,0,-0.00374704213556457,0,0,0,0,0,0,0
X000625.SZ,0.0189136617127613,0,0,0,0.278625509332477,0,0,0,0,0,0,0,0.0359174905037595,0,0,0.086063445008449,0,0,0,0,0,0.101490730573335,0,0,0,0,0,0,-0.0314253994742174,0,0.0877030430616696,0,0,0,0,0,0,0,0,0,0,0,0.0575796443414294,0.104442836260871,0,0.453342002936128,0,0,0.0143477297419064,0,0,0,-0.0619091676010307,0,0,0,0,0,0
X300124.SZ,0,-0.0893337993147939,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.011450301332338,0,0,0,0,-0.0354659691566703,0,0,0,0.0964618828294555,0,0,0,-0.0208062456709245,-0.15273663548758,0,0,0,0,0,0,0.16809091925519,0.0528806090347457,-0.085065204499034,0,0.117758251355889,0.29721109190143,0.101136918195993,0,0,0.0159268447085269,-0.0340400784911642,0,0,0,0,0,0
X000725.SZ,0,0,0,0.182921569943946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245263525315841,0,0,0,0.0323228729830799,0,0,0.201224661242372,-0.0948382416678694,0,0,0,0,0,-0.0262376430061361,0.126059443790052,0,0,0.0839630598674706,0,-0.166114314494569,0,0,0,0,0,0,0,0,0,0,-0.0248951172745745,0,0,0,0,0,0,0
X002371.SZ,0,0.174720605759922,0,0,0,0,0,0,0,0,0,-0.0228681599912808,0,0,0,0,0,0,0.25724195447875,0,0,0,0,0,0,0,0,0,0,-0.0659970611738567,0,0,0,0,0.22189769035028,-0.0101903862581339,0.0386163486388411,0,0,0,0.0341436898200007,0,0,0.034575007880716,-0.0859003473803075,0,0,0.0439965901915264,0.0348879632994696,0,0,-0.0141625293012464,0.0533703806721119,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.0694806012257548,0,0.023322268000902,0,0,0,0,0,0,0,0,0,0,0,0.287407999170573,0,0,0,-0.14088943466094,0,0,0,0,0,0,0,0.0683317009546109,0,0,0,0,0,0,0,0,0,0.164746220906048,0,0,0,0,0,-0.0628175389843807,0.0611543556272044,0,-0.0247390351499408,0,0,0,0
X002304.SZ,0,0,0,0,0,0.369957795059335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137356928809418,0,0,0,0,0,0,0,0,0,0,0.0277092369219768,0,0,0,0,0.10948491825766,0,0,0,0,-0.0149430044745975,0,0,0,0,0,0,0,0,-0.020403665420605,0,0,0,0,0,0,0
X000596.SZ,0,0.187444287974477,0,0,0,0.490710007485329,0,0.143781189245952,0.14732618538116,0,0,0.086181439163548,0,0,0,0,0,0,-0.0359301295903728,0,0.0109361691257794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114782606584049,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15214123906775,0,0.07262775309843,0,0,0,0.231514360706483,0,0.13415813215767,-0.102018354425428,0,0.0469890606923038,0,0,0.126992599874229,0,0,0,0.0533423145442052,0.0192161794303954,0,0.0330005152223705,0,0,0,-0.0248259857467716,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766182999472321,0.0220828042536033,0,0.0500693706145258,0,0,0,0,0,0,0,0,0,0,-0.0241262749503292,0,0.0906181730550351,0,0,0,0,0.0302593176148796,0,0,0,0,0,0,0,0,0,0.017613891804596,0,0,0.07570048748735,0,0,-0.00386799950077328,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.0471744238648507,0,0,0,-0.0301103315597579,0,0.41936284438788,0.0448624614541497,0,0,0,0.0405951102352884,0,0,0,0,0,0,0,0,0,-0.0595549542188078,0,0,0,0,0,0,0.0153037694809645,0,0,0,0,0,0.237119468509173,0,0,0,0,0,0.100709477217066,0.0826432513978955,0,0,0,0.0237275861095652,0,0,0,0,0,0
X300014.SZ,0,0,0.0210172617931995,0,0,0,0,0,0.0200557618785833,0.0670289321505093,0,0.172814704295212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750621472654395,0,0,0,0,0.16447952957169,0,0,0.12049635088085,0,0,0,0,0,0,0.376906051976244,0,0,0,0,0,0,0.00173287053551953,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0.0547590235996562,0,0,0,0,0.0467168970082156,0,0,0,0.114072152975155,0,0,0,0,0,0.022258051766571,0,0,0,0,0,0,0,0,0,0.00289396817089725,0.0398944310758776,-0.00344927788346086,0,0,0,0,0,-0.0739578968409925,0,0.0394188558289998,0,0,0,0.146483493580805,0,0,-0.0205781305073612,0.00784372119199632,0,0,0,0,0,0
