,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X000625.SZ,X002304.SZ,X003816.SZ,X300124.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X600089.SH,X002241.SZ,X002236.SZ,X600372.SH,X002129.SZ,X000661.SZ,X000157.SZ,X002049.SZ,X600584.SH,X600741.SH,X000977.SZ,X601877.SH,X600183.SH,X002463.SZ,X002007.SZ,X000800.SZ,X600522.SH,X002028.SZ,X601799.SH,X600460.SH,X600418.SH,X002074.SZ,X002294.SZ,X300142.SZ,X002156.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.397609564614916,0,0,0.323126642429172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590609930467769,0,0,0,0,0,0,0,0.30344362095624,0.0126535107968184,0,0.101047036651141,0,0,0.0232143956201675,-0.0211910749992518,-0.0188719414216379,0,-0.00864262663236262,0.0306876328873531,0,0,0,0.0895608107820032,0,0
X000858.SZ,0.185327391500118,0,0,0,0.110555026437068,0.326355073269005,0,0.0609078064346634,0,3.46944695195361e-18,0,0,-0.0197180510663218,-0.113297778622956,0,0,0,-0.0440640380213092,0,0,0.0561582157964488,0,0.0839381432087619,0,0,0,0,0,0.0362030689852123,0.0291883234080913,0,0,0,0,0,0,0,0,0,0,0.0405622227725366,0,-0.00410165834489217,0.0144732165909423,0.00707630934710004,0,0,0,0,0,0,-5.42101086242752e-20,-0.00287486934000317,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0849836939756115,0,0,0,0,0,0,0,0,0,0.0113038653627045,0.126929253558125,0,-0.00155753075986775,0,0.269641967830412,0,0,0,0,0,-0.0523675695537346,0,0,0.0991169513767884,0,0,0,0,0,0,0.19185295551611,-0.115232881944802,0,0,0,-0.00108190046440284,0,0,0,0.0612068760002736,-0.00715619327771272,0.0446677818382738,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.133934157632729,0.0767357409469381,0,0.0328295839908381,0,0,0,0,0,0,0,0.126907371183163,0,0,0,0,0,0,0,0,0,0,0.0189755775359399,0.121395542073217,0,0,0,0,-0.0507245395329505,0,0,0,0.156812066384772,0,0,0,0,0,-0.0234297989064548,0,0.202461741026351,0,0.0151829301526545,-0.0213686922503623,0,0.0151537274898939,-0.0211828872013267,0,0,0,0,0,0
X600809.SH,0.157586004442176,0,0,0,0,0.384968899449861,0,0,0,0,0,0,0,0,0,0,0,0,0.254648613613672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209670422032204,0,0,0.0957054144947706,0,-0.0774980081749863,-0.127542069258409,0,0,0,0.0106313647832942,0,0,0,0,0,0,-0.00686092168667024,0,0,0,0,0,0,0
X000568.SZ,0.134438293440854,0.531393899849298,0,0,0.377146517114176,0,0,0,0,0,0,0,0.0247553585421189,0,0,-0.0220687253248944,-0.0281466056539486,0.00404854620809512,0,0,0,-0.0736668219755909,0,-0.0112911867578752,0,-0.0206628425255747,0,0,0,0,0,0,0,0,0,0,-0.0817882785161358,0,0,0,0,0,-0.04849074267314,0,-0.0101730508186316,0,0,0,0,0,0,0.00256613012683873,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047681593956519,0,0,0,0.03107857277164,0.104474871980709,-0.017954578443613,0,0,0,0.192334202221096,0.0465323801725932,0,0,0,0,0,0,0,-0.142034921106648,0,0.0582325276688639,0,0,0,0.045010248654173,0,0.0879554267649252,0,0.108660042511471,0,0,0,0,0,0,-0.0262458352621669,0.0518231952896961,-0.000556899473603741,0,0,0,0,0
X600690.SH,0.0133282176737014,0.0226696363009669,0,0,0,0.164167160903428,0,0,0.103783540794968,0,0,0,0,-0.00891608217007678,0,0,0,0.0752832613494192,0.170225655290688,0,0.0545980648072132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146127554934265,0,0.0289301764473836,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.405200863360464,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0156956313434279,-0.0519866171526396,0,0,0,0.0827355394114103,0,0,0,0,0,0,0.238583993842535,0.0243468154809468,0,0,0,0,0,0,0,0.127952078559726,0,0,0,0,0,-0.0254984161334921,0,0,0.117173598877078,-0.20948419445789,0,0,0,0.0189819210828885,0,0
X000625.SZ,0,0,-0.164134313338828,0.228714993720081,0,0,0,0,0,0,0.106562299202882,0.142642466346015,0,0,-0.0599101687432585,0,0,0.308040625148268,0,0,0.0509003865414974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284054858593499,0.0453957887271973,0,0.0622891134031029,0,0,0.0133079259739228,-0.0391520706244273,0.36816384190528,0,0,0,0,0,0,0.0161939019084956,-0.0114696988900173,0,0,0,0,0,0
