,X600519.SH,X000858.SZ,X000568.SZ,X600809.SH,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X600031.SH,X000725.SZ,X000596.SZ,X000625.SZ,X003816.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X000338.SZ,X002049.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X002241.SZ,X000100.SZ,X601877.SH,X600702.SH,X300142.SZ,X600741.SH,X002074.SZ,X000157.SZ,X000733.SZ,X600522.SH,X600460.SH,X600584.SH,X000799.SZ,X000977.SZ,X300003.SZ,X000066.SZ,X600884.SH,X002294.SZ,X600779.SH,X600183.SH,X002236.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.073726785627393,0.0694591061303332,0.260690079006218,0,0,0.0952455887214664,0.10603983407299,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349838302320503,0,0,0,0,0,0.0759001477544694,0.00684519091901028,0,0,0,0.0941102016391627,0,0,0,0,0,0,0,0,0,0.0244205731857122,0,0,0,-0.0433571850685394,0,0,0,0,0,0.0104370839093311,-0.0035418844663707,0,0,0,0,0,0
X000858.SZ,0,0,0,0.218726703016817,0,0,0.599530752498124,0.0940503466811486,0,0,0.110734390041256,0,0,0,0,0,0.0107423643630051,0,0,0,0,0,0,0,0,0,0,0.0180314246409862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161233921843579,0,0,0,0,0,0,0,0,-0.0261727696031321,0.00225027917650862,0,0,0,0,0,0
X000568.SZ,0,0.697779461001418,0,0,0,0,0.113595728018603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174873518229583,0,0,0,0,0,-0.0374634377977307,0,0,0,0,0,0.0234671322877413,0,0,0,0,0,-3.46944695195361e-18,-0.0615242820591796,0,-0.0685740216096547,0,0,0.0827744609185964,0.157662315582183,0,-0.0219664426771537,0,-0.0155515545548163,-0.00143204948188856,0,0,0,0,0,0
X600809.SH,0,0.106811281403317,0.363361716688649,0,0,0,0.0133821552278551,0,0,0.0867385401807896,0,0,0,0.139263509609367,0,0,-0.0412487894878547,0,0,0,0,0,0,0,0,0,0,0,-0.0296100138809923,0,0,0,0.0198046620253162,0,0,0,0,-3.46944695195361e-18,0,0,0.124345647139937,0,0,-0.0342913928793759,0,0,0.00521682227653665,-0.156982009587923,0,0,0,-0.0036151013043679,0,0,0,0,0,0,0
X002415.SZ,0,0.244378570801756,0,0,0,0,0,0,0,0,0,0,0.0386459151901586,0,0,0,0.0844911555091229,0,0,0.154272705708217,0.135304259059687,0,0.0732828466820367,0,0,0,0,0,0,0,0,-0.10856491518492,0.11283629681004,0,0,0,0,-0.0916002221426615,0,0.024858720202242,0,0.110117763422052,0,0,0,0,-0.114609889733596,0,0,0,0,0.0437872793009015,-0.04288360307875,0,0,0,0,0,0
X600276.SH,0,0,0.0554117840911372,0,0,0,0,0,-0.00367269012277635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180026802008743,0,0,0,-0.213240571111315,0,0,0.314703683796734,0,0,0,-0.0568336840821042,0,0,-4.33680868994202e-19,0,0.063871347829092,0.0990116458365558,0,0.130975270112894,0.0347423184197051,-0.0222899686307631,0,0,0,-0.0233143109972101,0.0144665515319366,0,0,0,0,0,0
X002304.SZ,0,0.434011331749051,0.314198432474453,0,0,0,0,0,0,0,0,0,0,0,0,0.130451743736474,0,0,0,0,0,0,0,0,0,0,0,0,-0.00738547938977017,0,0,0,-0.0602680259930596,0,0,0,0,-0.0410432984139221,0,0,0,0,0,-0.0933364438716929,0,-0.0235889019565856,0.0140176734672207,0,0,0,0,-0.0197251927969023,0.0232100588267539,0,0,0,0,0,0
X600690.SH,0,0,0.0681766846617041,0,0.0490150699691234,0,0.00933623040093193,0,0,0,0,0,0,0.280647291758613,0,0.0697368674261542,0,0,0,0,0,0,0,0,0,0,0,0.00189730315205852,0,0.069958144220446,0,-0.0326700248904545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668482053673947,0,0,0,0,0.000742753278494109,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.499201593942811,0,0,0.0643234028935911,0,0,0,0,0,0,-0.092396293461411,0.308890648879995,0,0,0,0,0,0,0,0.227466589355695,0,0,0,0.0392487685910915,0,0,0,0.0662271186957495,0.151429372369638,0,0,0,-0.0728087718831555,0,0,0,0,0,0,0,0.0880933608837169,0.334894357132099,0,-0.0374335155486114,-0.0863798126672074,0,0,0,0,0
X300124.SZ,0.0436770980323129,0,0,0,0,0,0,0,0.0622112255257006,0,0,0,0.0573260815884409,0,0,0,0,0,0,0,0,0,-0.190555252732911,0,0,0,0,0.148969215461287,0.0486293681630152,0,0.0561246461335434,0.153943477552589,-0.0923550921654982,0,0,0,0,0.166826468877727,0,0,0,0,0,-0.0592105843404248,0,0,0,0,0,0.250333341091832,0,-0.0123103485411588,-0.00871259632939228,0,0,0,0,0,0
