,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600703.SH,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X000100.SZ,X000661.SZ,X002008.SZ,X600809.SH,X300124.SZ,X300003.SZ,X600487.SH,X000596.SZ,X600776.SH,X002456.SZ,X600498.SH,X000625.SZ,X002007.SZ,X000050.SZ,X002241.SZ,X000977.SZ,X300142.SZ,X000157.SZ,X002179.SZ,X002371.SZ,X600522.SH,X600089.SH,X002180.SZ,X600372.SH,X600066.SH,X600177.SH,X300146.SZ,X600566.SH,X600867.SH,X300136.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0761248454557404,0,0.0240004556097911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200369375650098,0,0,-0.00547338018374829,0,0.116360725681672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623859382515056,0,0.00362345408519646,0.010015151310268,0.0870372649527967,0,-0.00570185682906707,0.00970393144985262,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0431306438590329,0,0,0,0.00900517348947574,0.0641949446531226,0.0741535934018874,0,0.0833142664490408,0,0,0,0,0.289192043515234,0,-0.0175313045534373,0,0,0,0.0109362958039686,0,0,0,0,0,0,0,0,0.0042296339101637,0,0,0,0.157519372538269,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0281490663380138,0.0368861489199354,0,0,0,0,0,0
X600104.SH,0,0,0,0.186710973679584,0,0,0,0,0,0.0783102782271433,0,0,0.106492562742303,0,0,0.253133862636304,0,0,0.0515759526291329,0,0,0,0,0,0,0,0,-0.0181816236423426,0,0,0,0,0.0397181463077552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179825234855072,0,0,0.0779125008235469,0.0329051863128131,0.00335736114251378,-0.061940813378248,0,0,0,-0.0194655343299114,0,0
X000858.SZ,0,0.0464639148044573,0,0,0,0,0.117408193174536,0,0,0,0,0,0,0.323240331615531,0,0,0,0,0.0705601646041944,0,0,0,0.104414288999801,0.0266167753678082,0,0,0.025200635172105,0.000448874493485128,0,0,0,0,0,0.0148865130939304,0,0,0,0,0,0,0,0,0,0,0.00663811242218927,0,0,0,0.0201041868068047,0,0,-0.0168143191119343,0,0,0,0,0,0,0
X000651.SZ,0,0,0.185080406965808,0.139903617922833,0,0,0,0,0,0.122654395613314,0,0,0,0.0605750504816539,0,0.0647024958255567,0,0,0.0651551461855394,0,0,0,0,0,0,0,0,0,0,0,0.000345714184435889,0,0,0,0,0,0,0,0.0338605791317869,0,0,0,0,0,0,0,0,0,0.036581630076075,0,0,0.001837254294857,0,0,0,0,0.00189234404065494,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.169183456690423,0,0,0.266765226930185,0,0,0,0,-0.0899686748408581,0.02397215955324,0,0,-0.0441927548887373,0.502940981999123,0,0.0925214248913642,0.0581633121631412,0,0,0,0,0,0,0,0,0,0,0,0.282398219387125,0,0,0,0,0,0,0,0,0,-0.126095823672008,0,0.029505821322807,0.0438714472930759,0,0,0,0,0,0
X002304.SZ,0,0,0,0.154955958793187,0,0,0,0,0,0,0,0,0,0.122177409890047,0,0.0575581124020596,0,0,0,0,0,0,0,0.125975389198785,0.0973363712616641,0,0,0.00432042757226837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131892278454638,0,0,0,-0.012673921903114,0,0.0156421794688684,0,0,0,0,0.0273460975942396,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0867727381386355,0,0,0.0106105261492381,0,0,0,0,0.0675668793725533,0.0999329390622714,0,0,0,0.079577221068917,0.0797728020945839,0,0,0,0.141483249711168,0,0,0,0.171092509536737,0,0,0,0,0.122638096706311,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0397561348735062,-0.0200592838234671,0.0145909890709427,0,0,0,-0.105801047072898,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139723883776056,0,0,0,0,0.140510768489252,0,0,0,0,0,0,0,0,0.0261776536884577,0,0.11578308927443,0,0,0,0,0.0847632950965017,0,0,0,-0.101497328847564,0,0,0,0,0,0,0.0180938357607158,0,0.0250019980495807,0.172415939425455,0,0,0.000591440397001477,0,0,0,0,0,0,0
X600690.SH,0,0,0.175959717221326,0.0730432216190362,0.19647867149021,0,0.0393998886080919,0,0,0,0,0,0.113186640544923,0,0,0,0,0.0337396132202102,0,0,0,0,0,0,0,0,0,-0.0121743382282327,0,0,0,0,0,0,0.163740499200234,0,0,0.0833157371778338,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028684490106223,-0.00658251503162319,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.137490536160221,0,0,0,0,0.30059048713836,0,0,0.0758935218060767,0,0,0,0,0,0,0,0,0,0,0,-0.0293831323351177,0,0,0,0.0178156356238185,0.0249522009439137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163621158559277,0,0,0.0298366616002473,0,-0.0165799137494888,0.033493420845709,0,0,0,-0.0225268374126285,0,0
X002475.SZ,0,0,0,0,0,0,-0.0694232966971679,0,0,0,0,0,0,0,0,0,0.27329164450901,-0.0293054532806958,0,0,0.0652196674009603,0,-0.0695450526034372,0,0,0,0,0.0230289320025308,0.0552840287628416,0.0342371227151465,0,0.0763742317989223,0,0.0647774020065575,-0.0739519374747704,0,0,0,0,0,0,0,0,0,0,0.214457439782949,0,0,0.211967496621637,0,0,0.017649671126552,0,0,0,0,0,0,0
X000338.SZ,0,0,0.189699450225763,0.00555525330654632,0.352255879849382,0,0,0,0,0,0.100323731071995,0,0,0,-0.0192363576052508,0.0263498138161518,0,0,0.171981788321058,0,0,0,0,0,0,0,0,-0.00491128519659514,0,0,0,0,-0.0482570089595449,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292911747550012,0,0,0,0,0,-0.0161845692257579,0.0288506501255789,0,0,0,-0.0664884638778401,0,0
X000568.SZ,0,0,0,0.281281665511713,0,0.00452579616745058,0,0,0,0,0,0,0,0,0,0,0.0416896986316674,0,0.00390300246100636,0,0,0,0.261608052557889,0,0,0,0.0662298058383721,0.0159683406452721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132884151195628,0,0.0542713462268891,0,0,0,0,0.0235825035150099,0,0,0,0,0,0
