,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000625.SZ,X000858.SZ,X000063.SZ,X600690.SH,X600031.SH,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600703.SH,X002241.SZ,X600089.SH,X600741.SH,X600066.SH,X601877.SH,X002236.SZ,X600271.SH,X002129.SZ,X600177.SH,X600118.SH,X600582.SH,X000559.SZ,X000550.SZ,X000623.SZ,X000581.SZ,X000568.SZ,X002475.SZ,X300124.SZ,X300146.SZ,X000869.SZ,X000400.SZ,X000977.SZ,X000800.SZ,X000050.SZ,X600060.SH,X002294.SZ,X300003.SZ,X600839.SH,X002292.SZ,X002465.SZ,X002456.SZ,X600498.SH,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.148108591522824,0,0,0,0,0.0687535450544174,0.000244923598464959,0,0,0,0,0,0,0,0,0,0,0.0705760502365348,0.236829468030246,0,0,0,0,0.0861197920559647,0,0,0,0,0.0671527545082228,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0657509206930186,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0.245230371956716,0,0.136477208005279,0,0,0.0104036494102464,0,0,0,0,0,0,0,0,0,0,0.0186679110606122,0,0,0,0.0109188542447133,0,0,0.0627143392921065,0,0,0,0,0,0,0,0.192402665238229,-0.0391391241078955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.230152981625749,0,0,0.228115109116488,0,0,0,0,0,0,0,0,0,0.041245024941222,0.0897477515628214,0.0700103831336579,0,0.105515680329399,0.0446664737292644,0,0,0,0,0,0.106368252946621,0,0.00125096372841159,0,0,0,-0.0418114891908885,0,0,4.33680868994202e-19,0,0,0,0.0698452359619654,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0162973509896982,0,0,0,0,0,0.190234217637191,0.0678362999028895,0,0,0,0,0,0,0.0279989529682004,0,0.156898007942231,0,0,0,0,0.0291104322029035,0,0,0,0,0,0.186179243085299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092984332754305,-0.00587230991804592,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.242333923939973,0,0.106771751637035,0,0,0.092345586350102,0,0,0,0,0,0,0,0.0561034237240229,0,0,0.323436447483843,0,0,-0.20122767909982,0,0,-0.0248428174283012,0.150472538989331,0,0,0,0,0,0,0,0.144915270697339,0,0.152163783034976,0,0,0,0.0580080247157021,0,0.00620325638146275,0,0,0,0,0,0.0164856800439456,1.73472347597681e-18,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.123448396826768,0.174596683824372,0,0,0.0978702204010362,0,0,0,0,-0.0669528200853243,0,0,0,0.0572925741478982,0,0.0852817014408468,-0.0500042607667524,0,0,0,0,0,0.249691315748808,0,0,0,0,-0.0856664159345089,0,0.150071107963507,0,0,0,0,0,0,0,0,0,0,-0.239814603801053,0,0,0,0.0672842618790364,-0.0372171118848,0,0,0,0,0,0
X000625.SZ,0,0,0.00839529966885253,0.239782405934091,3.46944695195361e-18,0.130505102882244,0,0,0.154291610407651,0.102401529614369,0,0,0,0,0,0,0,0,0,0.230867480952157,0,0,0,0,0,0,0.008142796363611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960756304968944,0,0,0,0,0,0,0,0,0,0,0.00926128226612475,0.0109839069811103,0,0.154012530744998,0,0,0,0
X000858.SZ,0,0,0.115772567528237,0,0,0.0694120941392781,0,0,0.148254528827478,0,0.145563053455781,0,0,0.0267285613440994,0,0,0,0,0,0,0,0,0,0,0,0.0454757454374074,0,0,0,0,0,0,0.0361267746933353,0,0,0,0.00854050579148418,0,-0.0576494921139377,0.0871411237463286,0,0,0,0,0.051865459397774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.188513449713191,0,0,0.205055845524037,0,0,0.162136013755857,0,0,0.0453795177773804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072185457722861,0,0,0,0.0185755506174449,0,0,0,0,0.00145413606482201,0,0.0197993300747674,0,0,0,0,0,0,0.210059594959621,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.228409453015381,0,0.216293017903298,0,0,0,0,0,0,0,0,0.0494982533007294,0,0,0,0,0,0,0,0,0,0,0.0163964303708839,0,0,0.0964417335625476,0,0,0.0251416332012182,0,0,0.0515829282912094,0,0.0235416453094108,-1.73472347597681e-18,0.0201455718538622,0,0,0,0.113309124365429,0,0.0488954316752249,0,0,0,0,0,0.032832745417651,0.0527686104735447,0,0,-0.0513921720295506,0,0,0,0,0,0,0
