,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X300003.SZ,X002236.SZ,X600031.SH,X000338.SZ,X601877.SH,X300124.SZ,X002008.SZ,X600867.SH,X000625.SZ,X600271.SH,X002456.SZ,X600809.SH,X600066.SH,X000100.SZ,X600487.SH,X002294.SZ,X600566.SH,X000981.SZ,X002241.SZ,X300142.SZ,X000661.SZ,X002508.SZ,X000596.SZ,X002180.SZ,X000157.SZ,X002049.SZ,X000050.SZ,X000977.SZ,X300136.SZ,X002179.SZ,X002129.SZ,X002038.SZ,X600522.SH,X600498.SH,X600089.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.440142792184441,0,0.0948937966873755,0,0,0,0,0.0443419680771926,1.73472347597681e-18,0.0458316342788017,0,0,0,0,0,0.0534800961829793,0,0,0,0,0,-0.0697509983562408,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153119396034416,0,0,0,0,0,0,0,0,0.0533296837329564,0.0210806751791085,0,0,0,0.00520324716820685,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.271980733984688,0,0,0,0,0,0.196829781104439,0.0526443790945328,0,0,0,0,-0.206104606467206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0390057596554499,0,0,0.0481213804217276,0,-0.0842398578145259,0,0.0572830399663974,0,0,0,0,-0.0384546603977824,-0.00596396196088171,0,0.385906179789398,0,0,0,0
X002415.SZ,0.174903408093486,0,0,0,0,0,0.101524763934764,0.136649656098137,0,0,0,0,0,0.0760821944324205,0,0.28493182072102,0,0,0,0,0.120580115296471,0,0,0,0.0653989970829333,0.0472870135056276,0,0,0.127551443576111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860215118163067,0,0,0,0,0,0,0,0,0.00289094898864508,0.0114280839996602,0,0,0,0,0,0
X000858.SZ,0.295245556569746,0,0,0,0.200650597925515,0,0.00535841276656672,0,0,0.0744062301869257,0.423124126486439,0,0,-0.0344916890194098,0,0.0554097952296047,0,0.048494045471375,0,0,0,-0.0102263371802446,-0.0718179436839455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513218452019354,0,-0.0520616498717484,0,0,-0.0574624105993588,0,0,0,0,0,0,0,0,0.0149378538309139,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.33113907995981,0,0,0,0,0,0.393879887173097,0,0.0331945529441013,0,0,0,-2.16840434497101e-19,0,0,0.018018169023749,0,0,0,0,0,0.0922300161674155,0,0,0,0,0,0,0,-0.0935151451202401,0,0,0.0451961870348893,0,0,0,0,0,-0.0220302152842712,0,0,0,0,0.327490143619183,0,0,0,0,-0.0121589578606089,0.023886381437349,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.105982990221911,0,0.150694488164801,0,0.0393874756186742,0,0,0,0.337042529705326,0.0450083863074699,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0297128288609335,0,0,0,0,0,0.108006217517894,0,0,0,0,0,0,0,0,0,0,0.136912523570256,0,0,0,0,0,-0.0599998011707491,0.016787649338993,0,0,0,0,0,0
X002304.SZ,0,0.00644253135910198,0,0,0,0.146868044585134,0,0,0,0.128488215255506,0.295225644325592,0,0.184162862514785,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310996910265566,0,0,0,0,0,0,0,0,0,0,0,-0.0775619364231716,0,0,0,0.0254246368263786,-0.0307696166062951,-0.0177489074397785,0,0,0,0,0
X000725.SZ,0,0,0.0284941807490801,0,0,0,0,0,0.273047812673586,0,0,0,0,0,0.0446625527197416,0.0359363033497081,0,0.174682083295783,0,0,0,0,0,0,0,0,0,0.285896970185157,0,0,0,0,0,0,0,0,0,-0.0255336318183435,0,0,0,0,0,0,-0.0652247338537305,0,0,0.0914412981141101,0.191976986985866,0,0,-0.0221867530366689,0.0572364019410305,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.574156678855755,0,0,0,0,0,0,0,0,0,0,-0.0154739948415374,0,0,0,0,0.0613309316875139,0,0,0,0,0.280617221019734,0,0.140245541373727,0,0,0,-0.080269290831106,0,0.264647503153855,0,0,0,0,0,-0.00433310525755894,0,0.185499915802127,0,0,0,0,0,0,0.0156228378756428,0.0414012415170522,0,0,0,0,0,0
X600690.SH,0,0,0,0.261917804623251,0.169966180038192,0,0.148421211721318,0.0105021688192457,0,0,0.00505969390795393,0,0.0819666473146104,0,0,0,0,0,0,0.0283879174437799,0,0,0,-0.060677652799694,0,0,0,0,0,0,0,0,0,0,0.0280667235501378,0.0641401923668951,0,0,0,0,0,0,0,-0.140989197787149,0,0,0,0.0564302536352771,0,0,0,0.0212151868955384,0.00254489347671502,0,0,0,0,0,0
X000568.SZ,0.487104916039906,0,0,0.224022286688048,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.114487909921299,0,0,0,0,0.0256978290256825,0,0,0.160159541838623,0,0,-0.0463293393621228,0,0.0608944972004855,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00861577829688753,0,0.154618382086561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250469253211178,0,0,0,0,0,0
X600703.SH,0,0,0.132622496625838,0,0,0,0,0,0,0,-0.17858805630878,0,0,-0.00531702843283009,0,0.457814327715461,0,0,0.258095521266632,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.21201318203578,0,0,0,0,0,0,0,0,-0.259728313485322,0,0.0757843154615863,0,0.100653847119025,0,0,-0.0141589661927953,0,0.0423045446904587,0,0,0,0,-0.0183315417347795,0.0239587610338833,0,0,0,0,0,0
X600741.SH,0,0.48077445501457,0,0,0.212545204227181,0,0.0811482194708593,0,0,0,0.109948140846673,0,0,0,0,0,0.0367681621551184,0,0,0.0770557009679477,0,-0.0329689158185845,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033397201689304,0,0,0,0,0,0,-0.0156644373184029,0,0,0,0,0,0,0,0,-0.0156756141819418,-0.0520732988870962,0,0,0,0,0,0
X002475.SZ,0,0.0487713639843321,0,0,0,0,0,-0.0496920561888826,0,0,0,0,0,0,-0.0356825924270187,0,0,0,0,0,0,0,0,0.0798722603031242,0.338821393274799,0,0,0,-0.0905727314064731,0,0,0,0,0,0,0,0,0,0,-0.0698699296426202,0,0.111099374305775,0.179117988416588,0,0,0,0,0,0,0,0,-0.00315824384808843,0.00925325107150385,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.0439351789557971,0,0.311485039701887,0,0,0,0,0,0,0,0,0,0,0.0507742942327123,0,0,0.205130011510922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254903455635554,0,0,0,0.161040089780485,0,0,0,0,0,0.0539180803847312,0,0.0854561105423806,0,0,0,-0.0109251133159623,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0.0772677559019932,0,0.360133350558248,0,0,0,0,0,0,0,0,0,0,0,0.13130560914873,0,0,0.457439978916125,0,0,0,0.090321698657704,0.113182104159484,0,0,0,0,0,-0.248665380245948,0,0,0,0,0,0,0,0,-0.0972523619027785,0.150526452353655,0.465423353280432,0,3.46944695195361e-18,0,0,0,0,0,0,0.0505143082880542,-0.0393571812970357,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.101680263741185,0.0673027898894623,-3.46944695195361e-18,0.230861564108006,0,0.0762549074469788,0,0,0,1.73472347597681e-18,0,0,0.271804109609674,0.0152006664466211,0,0,0,0,0,-0.0798478045924653,0,0,0,0,0,0,0,0,0,0,0.0113083479947326,0,0,0,0,0,-0.005568383388305,0,0,0,0,0,0,0,0,0,0.00218178154723673,0,0,0.253133521007778,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.233113425657357,0,0,0.0995517176017177,-0.024964549762099,0,0,0,0.0147629749239192,0.473902910943599,0,0,0,0,0,0.0989872881856597,0.173546918912438,-0.0425452136812872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206097914529927,0,0,0,0,0,0,0,0,0,0,0,-0.00407962477663901,0.0291791516435634,0,0,0,0,0,0
X601877.SH,0,0.167757940975417,0,0.0421496469412473,0,0,-0.260509412058154,0,0,0,0,0,0,0,0,0,0.0677542317245154,0.0106333488380441,0,0,0,0,0,0,0,0,0,0,0.175434128958353,0,0,0,0,0,0,0.170083673022033,0,0,0,0,0,0.122554892734093,0,0,0,0.0279086436208325,0,0,0,0,0,0.0366160929995763,0.0598853406072436,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.053195644480268,0,0.00737149035138464,0,0,0,0,0,0.0585253506208702,0,0.112935269110071,0,0,0.11442833859595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782546105602084,0,0,0,0.230009639042491,0,0,2.77555756156289e-17,0,0,0,0.121745184789243,0,0,0,0,0,0,-0.0365793834968139,-0.0621646713388969,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0,0,0.306152071791341,0.0135171672919319,0,0,0,0.129819679091954,0,0,0,0,0,0,0,0.221304383962164,0,0,0,0,0.0901744291513449,0.213440946955924,0,0,0.0792050283734378,0,0,0.00990698777693299,0,0,0,0,0,0.0788544077981879,0,0,0,0,0,0,0,0,-0.365483702065376,-0.00659089854991881,0.016661011947882,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0.0151158066846505,0,0,0,0,-0.0525419961721269,0.268179777548607,0,0.038437918259884,0,0,0,0,0,0,0,0,0,0,0,0.0732720379007796,0,0,0,0,0,0,0,0.201937955495702,0.229723745014626,0,0,0,0,0,0,-0.0870670750438598,0,0,0,0,0,0,0,0,0,0.0334927876730268,0.0533310516684275,0,0,0,0,0,0
