,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X002236.SZ,X002241.SZ,X000568.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X600177.SH,X002292.SZ,X002456.SZ,X002475.SZ,X600372.SH,X000338.SZ,X002007.SZ,X000559.SZ,X000981.SZ,X000157.SZ,X002180.SZ,X300003.SZ,X002506.SZ,X600522.SH,X002074.SZ,X600867.SH,X300124.SZ,X002294.SZ,X002085.SZ,X002426.SZ,X600089.SH,X000869.SZ,X601877.SH,X002508.SZ,X002249.SZ,X600498.SH,X000050.SZ,X002465.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.410439400301758,0,-3.46944695195361e-18,0,0,0,0,0.295645492415458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000972932560739066,0,0,0,0.0753417749241148,0,0,0,0.18895212579746,-0.0848349773844561,0,0,0.0388357589636225,-0.182103511193255,0,0,0,0,0,0,0.011499816556505,0,0,0,0,0,0,0
X600104.SH,0.150999991971236,0,0.0920698205970868,1.73472347597681e-18,0,0,0,0.217335893919178,0.134649127684525,0,0.166540770673657,0,0,0,-0.0183960683346004,0,0,0,0,0,0.0207061070892553,-0.0196867717889002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0550832434869686,-0.0268356560505473,0,0,0,0,0,0,0,0,0,0,0.0480270355510269,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0968277747379715,0,0,0,0,0,0,0,0,0,0,0.0429976919171713,0,0,0,0.105608770384057,0,0,0.102927169113587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13234943014269,0,0.0808270533239702,0,0.126541327553188,0,0,0,0,0.0274152788133124,0,0,0,0,0,0,0
X000858.SZ,0.135340878032169,0,0,0,0.183797646219707,0.271065627647889,0,0,0.140420608411063,0,0.000598082147235557,0.0613701430432142,0,0,-0.0179436861102978,0.349642443627391,0,0,0,0,0,0,-0.0113982257012105,0,-0.0250253151671625,0,0,0,0,0,0,0,0,0.0132323181682072,0.0171945409179456,0,0,0,0,0,0,0,0,0,0,0.0672721942696973,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.720693228483063,0,0,0,0,0,0,0,0,0,0,0.0442311815551636,0,0,0,0,0.00388693290853465,0,0,0,0,0.0556140569223904,0,0,0,0,0,0.0402067189294943,0,0.0208931363756288,0.0061907207291772,0,0,0,0,0,-0.0225528073052602,0,0,0.0117133818870807,0,0,0,0,0,0,0,0.00249663261763261,0,0,0,0,0,0,0
X600276.SH,0.0837008025331834,0,0,0.108965564257102,0,0,0,0.0265156216066155,0.0142250768624921,0.0905363482531596,0,0,0,0.0428160792382304,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0199549430623553,0,0,0,0,-0.0519634299876386,0,0,-0.000506951725658912,0,0,0.0708472964451963,0,0,0,0,0,0,0,0,0,0,0,-0.0123589591231388,0,0,0,0,-0.00418977227470049,0,0.0174235609123459,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0837525839823143,0,0,0,0.0408919466147019,0,0,0,0,0.172864618776709,0,0,0,0,0,-0.0152780006050574,0,0.160815119441778,0,0,0,0,0.00726693384514648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189228528619054,0,0.00966387877035048,0,-0.0202198617351363,0.0418377221796038,0,0,0,0,0,0
X000625.SZ,0,0.164548455965698,0,0,0,0,0,0,0.0324312502593461,0,0.178330062467803,0.0246372179665493,0,0.101749313194421,3.46944695195361e-18,0,0.0740110027145392,0,0,0,0,0,0,-0.0667938362022199,0,0,0,-0.0444669161198411,0,0,0,0,0,0.0421809796058082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00901816923132803,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.142728107313259,0,0,0,0,0,0,0.016677277067572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154106348887998,0.01000836760384,0.043336017493114,0,0.0103290106628649,0.0271976224357656,0,0.0764432768155925,0,0,0,0,0,0,0,0,0,0,0,0,0.0160812247431183,0,0,0,0,0.076743285623798,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0842073625612119,0,0,0,0,0,0,0,0,0,0,0.0835064989568171,0,0,0,0,0,0,0,0.0959734419863032,0,0,0.0892213109796036,0,0,0.000830945181052065,0,0.0713678281189238,0,0,0.0378969143424804,0,0,0,0,0,0,0,0,0.0465456989634498,0,0,0.136689689920007,0.0619303959445103,0,0,0,-0.000620768315590818,0,0,0,0,0,0,0
X600741.SH,0,0.393424422497713,0,0.12931801694477,0.0503286960106617,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.275391348868559,0,0.101117272754632,0,0,0,0,0.0311383352334026,0.079081548126928,0,0.0700786008003145,0.0586155138188154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0.134536981702003,0,0,0.351132958199,0,0,0.115094103713061,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.688607173683125,0,0,0,0.0454138888985893,0,0.0957137224805054,0.198208448007893,0,0,-0.0757012074828968,0,0.319150492555719,0,0.0466123279518503,0.210447560867408,0,0,0,0,0,0,0,0,0.0755341919334184,-0.244276937053571,0,0,0,0,0
X600703.SH,0,-0.0387818562860357,0,0,0,0,0,0,0,0,0,0,0,0,0.118658186614526,0.0681981359921868,0,0,0.124766672521092,0,0,0,0,0,0.187005551985777,0,0,0,-0.164318422249341,0,0.110129507142815,0,0,-0.163953887337543,0,0,0,0,0,-0.0207060661533413,0,3.46944695195361e-18,0,0,0,0,0.0667661235252623,0,0,0,-0.0538733322951786,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305671445400115,0,0,0,0,0,0,0.18119662708931,0,0,0.0982340494547495,0,0,0,0,0,0.0693033352747353,0,-0.0628094219140806,0,0.0570963611305186,0,0,0,0.0144071626674912,0,0,0,0,0,0,0,0.0510227830267967,0,0.173475027356734,0,4.33680868994202e-19,0.0250022835319716,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.335386695106605,0.151563388200551,0,0,0.133584813435759,0,0,0.0791587949780405,0,0.01340766452737,0,0,0.0123930097245742,0,0,0,0.0566384119341641,0,0,0,0,0,0,0,0,0,0.0556331944395495,0.138579795117916,0,0,0,-0.0813418646593217,0.0952897363195387,0,0.0906126502192745,0,0,0,-0.0146073309107332,0,0,0,0,0,0,0
X000568.SZ,0.159232693643622,0,0.0985734990838811,0.380813192300836,0.274445183066622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676242013455946,0.104007960493649,0,0,0,0,0.00920943924711757,0,0,0,0,-0.0504513718576486,0,0,0,0,0,0.0238071255208773,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0145524750334871,0,0.0729082018069486,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393390254098761,0,0.041570432932206,0,0,0.0963972349412702,0,0,0,0.0710754247092731,0,0.00676992110558312,0,0,0.0688769378008444,-0.0930466668780337,0,-0.108408906207945,0,0,0,0,0,-0.0272519377299806,0,0.0769704646838835,0,0.211451854802377,0,0,0,-0.0545394732727627,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0.180750535079136,0,0.0684319477072756,0,0.0872678727915099,0,0,0,0,0,0.0772638657996467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240789435047896,0,0,0,-0.0477685439321598,-0.080195760494155,0,0,0,0,0,-0.0399081740337194,0,0,0,0,0,0,0.17430859497761,0,-1.0842021724855e-19,0,-0.0202370973896414,0.0170028523037994,0,0,0,0,0,0
X600031.SH,0,0,0,-0.0150468723807167,0,0,0,0,0,0,0,0,0.058056420280847,0,0.0523310351244213,0,0,0,0,0.05681244487114,0,0,0,0.0258373180314747,0,0.0120034176162938,0,0,-0.0502571108205797,0,0.082961646658253,0,0,0,0,0,0,0,0.0403147462481301,0,0,0,0.0778484673241562,0,0,0,0.0392601933083534,0,0,0,-0.0237515961308054,0,0,0,0,0,0,0
X600118.SH,0,0,0,0.059955843962507,0,0,0,0,0,0,0,0,0,0,0,0,0.175025227993892,0,0,0,0,0,0,0,0.250344013860471,0,0,0,0,0,-0.0446909248954756,0,0.0100073173115955,0,0,0,0,0,0,0,0,0,0.0612831563511068,0,0,0.0595564046880257,0.0451000868820509,0,0,0,0.0229503694789597,0,0,0,0,0,0,0
X600177.SH,0.110215672069071,0,0,0,0,0,0,0,0.202950705520787,0,0.0558631471244627,0,0,0,0,0.0182092884081799,0,0,0,0,0,0,0,0,0,0,0,0.00847749072667015,0.0120612883135001,0,0,0,0,0.111091917266622,-0.0800705864173522,0,0,0,0,0,0,0.123916476520408,0,0,-0.0234496066083429,0,0.107203382020587,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135896751009053,0,0.0657599839974022,0,0,0,0,0,0.215849524227965,0,0.0768973847624145,0,0,0,0.0229480191305247,0,0.0523465349362479,0,0,0.140241525625192,0,0,0,0,0,0,0,0,0.0473521008670569,0,0.106183507995277,0,0.311214888462707,0,0,0,0,0.139259643602971,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774193099032925,0,0,0,0,0,0.0951728745847257,0,0,0.0741758264224752,0,0.0356780579021357,0.281607626292578,-0.0530873713042164,0,0,0,0.136965853335961,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0546723660306671,0,0,0,0.31711418689789,0,0,0,0,0,-0.00742874718188209,0,0,0,0,0
X002475.SZ,0,0,0.0248265979033801,0,0,-1.29708163118561,0,0,0.394991626731642,0,0,0,0,0,0.0495394711134133,0,0,-0.683461236368368,0,0,0,0,0.123353047351314,0,0,0,0,0,0.0453012646209554,0,0.0983893526348281,0,0,0.021596552861784,0,0,0.318247803650272,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304383888772693,0,0,0,0,0,0,0
