,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X300124.SZ,X000063.SZ,X000725.SZ,X600104.SH,X003816.SZ,X600031.SH,X002129.SZ,X000596.SZ,X002371.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X000661.SZ,X002180.SZ,X002236.SZ,X600702.SH,X600584.SH,X600522.SH,X300142.SZ,X601877.SH,X000977.SZ,X000157.SZ,X600741.SH,X002074.SZ,X600460.SH,X000733.SZ,X000066.SZ,X600183.SH,X300003.SZ,X000799.SZ,X002414.SZ,X002007.SZ,X002463.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0897118547803336,0.0661181133014972,0,0.0993890582571218,0,0,0.0499310521312315,0,0.0678548628849658,0.0691217256343744,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178094374464409,0,0.0512122849405446,0,0.0853528861583449,0,0,-0.0227251994873647,0,0,-0.0174473578049471,0.0445969001221709,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.644222878509381,0,0.0571684690435888,0,0,0,0,0,0,0,0,0,0,0,0.158312197032536,0,0,0,0,0,0,-0.0588911779848849,0,0.00243616735599383,0.0985002486379495,0,0,0,0,0,0,-0.0132100527912466,0,0,0,0.0183074124624824,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0155623314745753,-0.0187341829633175,0,0,0,0,0,0
X002415.SZ,0,0.0308020275905019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111829087144829,0.154186842938372,0,0,-0.0341743486939171,0.0855897873824895,0,0,0,0,-0.0687596863370738,0,0.332424013969588,0,0,-0.133541001592191,0,0,0.164995108261478,0,0,0,0,0,0,-0.075274196133156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.406136499134444,0.100744459221145,0,0,0,0.4092651113954,0,0,0,0,0,0,0,0,0,0,0,0,-0.110649942568711,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0342899095465569,-0.076744702223282,0,-0.0778186985818285,-0.0276118745495541,0,0,0,0,-0.142317922779337,0,0.252408313925627,0,0,0,-0.0131384458132527,0,0,0,-0.00327334730572323,0,0,0,0,0,0,0
X600809.SH,0,0,0.105767367251614,0.145239001126771,0,0,0.215512176722978,0.0464839870354518,0,0,0,0,0,0,0,0,0,0,0,0.0445167630364776,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0873304760488495,-0.00781242054792519,0,0.275833577950407,0,0,0,0,0,0.00218214573581241,8.67361737988404e-19,0,0,0,0,0,0
X600276.SH,0,0.0433294314547559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332195588524492,0.106765444515234,0,0.000347527226413051,0,0,0,0,0,0,0,0,0.0394534936269063,0,0.0425501143721647,0,0,0,0.101140367867857,0.117992482870846,0,-4.03320734391156e-07,-0.0233494698145421,0,0,0,0,0,0
X002304.SZ,0,0.382702111336093,0,0.330356744960401,0.050773884477699,0,0,0,0,0,0,-0.0330822664624551,0,0,0,0,0,0.192543200974797,0,0,0,0,0,0,0,0,0,-0.0248906735816379,0.0273839694767224,0,0,0,0,0,0,0,0,0,0,-0.0228866734824216,0,0,-0.039819116523469,0,-0.0094353895117279,0,0,0,0,-0.0568887788646924,0,-0.00271177645120422,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.103632264213652,0,0,0,0,0,0,0.0157810820887006,0,0,0,0,0.134412885129725,-0.0606610545855763,0,0,0,0.140188573323751,0,0,0,0,0,-0.0235820147610594,0,0,0,0,0,0,0,0,0,0.0210276153456092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00837112369729518,0,0,0,0,0,0
X000651.SZ,0,0.135189857725033,0,0,0,0,0.060711940579429,0.342834360083212,0,0,0,0,0,0,0,0,-0.0313318967579273,0,0,0,0.120493294265234,0.0460301587650006,0.0394576492838499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250937464692235,0,0,0,0,0,0,-0.00281464512844668,-0.00504686361140664,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.156812682991668,-0.0409096306414534,0,0,0,0,0,0,0,0.303230720321731,0,0,0,0,0,0,0,0.0987739757660475,0,0,0,0,0,0.271992726728119,0,0.0511565918679949,-0.0415386237723985,0,0,0.238964494334844,0,0,0,0,0,0,0,0.164003149963481,0,0,0.492197824006663,0,-0.0376397118315059,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.0480902223415727,0,0,0,0.230976750115195,0,-0.0162013156317998,0,0,0,0.0600866157576777,-0.145578357402347,0,0,0.221328630000081,0,0,0,0,0,0,0,0,0,0.114907396563053,0,0.0901347515653485,0,0,-0.00808159390781095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178835087655393,0,0,-0.00896178050048357,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196076243072857,0,0.218481425866805,0,0,0,0,0,0,0,0,0,0,0,0.39703655017905,0,0,-0.103693235295254,-0.293488161280686,0,0.0247442724951861,0,0,0,0,0,0.00690076446892374,0.1666124692284,0,0.0949427460230346,0,0.0822043073211004,0,0,0,0.000759977306791898,0,0,0,0,0,0,0
X000725.SZ,0,0,0.152445402948448,0.00306847656925459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187349187289411,0,0,0,0,0,0,0,0,0,0.0382487253574077,0,0.100490463700934,0,0.130680878598926,0,0,0.0864181656932767,0.0407913414289497,0,0,0,0,0,0,0,0.0831297171387208,0,0,0,0.108687674877114,0,0,-0.0133275282108329,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0502880035893844,0,0,0,0,0.0587177773271671,0,0,0,0.00721248273897146,0,0.172783426520834,0,0,-0.000742033505957436,0,0,0.153954696145356,0,0,0,0,0,0,-0.0125577262157011,0,0,0,0,0,0,-0.117502842415389,0,0,0,0.372283243242564,0,0,0,0,0.137902161310216,0,0,0,0,0,-0.0143415465440812,4.33680868994202e-19,0.00834056884184166,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0144327371014639,0,0,0,0,-0.00912914458122576,0,-0.0134644559944752,0,0,0,0.0270677571614418,0,0.196251801806128,0,0,0,-0.0143718800571183,0.0163361039082433,0,0,0.0228502141252602,0,0.0117703000984038,0.0763944071725633,0,0,0,0,0,0,0,0,0,0,-0.00656114407510268,-1.0842021724855e-19,0,0,0.00575111695967262,0,0,0,0,0,0,0
X600031.SH,0,0.298125360622831,0,0,0,0,0,0.0240903368346703,0,0,0.0990300144482369,-0.0233799949117297,0,0,0,0,0,0,0,0,0.00364602805015793,0.0513583505415446,0,0,0,0,0,0,0,0.0442070236063476,0,0,0,0,0,0,0.112213474156215,0.434641519719166,0,0,0,-0.0614143431472653,0,0,0,0,0,0,-0.0852387909991161,0,0,-0.0413330023298752,0.0364385164842147,0,0,0,0,0,0
X002129.SZ,0,0,0,0,-0.000866027257304247,0,0,0,0,0,0,0.174718596716757,0,0,0,0,0,0,0.140372023902022,0.0502557364801972,0,0,0,0,0.157213400542719,0,0,0,0,0,0,-0.125783842298173,-0.0438716895056198,0.304689284562966,0,0.240167469015713,0,0,0,0.0945778478707259,0,0,0,0,0,0,0.069999438338756,0,-1.35525271560688e-20,-0.0118480637273614,-0.0802866687975052,0.116970045888135,-0.125359311610497,0,0,0,0,0,0
X000596.SZ,0.266762506533553,0,0,0,0.0361156463829672,0,0.136477769209244,0,0,-0.0287296952281113,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.117482095643974,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0586405016469804,0,0,0,0.09817799262196,0,0,0,0,0,0.0127205034748508,0.00546773884416822,0,0,0,0,0,0
X002371.SZ,0,0,0.162629732017117,0,0,0,0,0,0,0,0.132051465609298,0.0407981977168043,0,0,0,0,0,0.203312522701743,0,0,0,0,0,0,0,0,0,0,0,0.0814422002556082,0,0,0.00726258159899402,0,0,0.100991010192922,0,0,0,0,0.470608013752887,0,0,0,0,0,0,0,-0.062312868842682,0.0356294696712345,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.0781671538728791,0,0,0,0.0591973516118434,0,0,0,0,0,0,0,0,0,0,0,0,0.0390026013217434,0,0.167371241422884,0,0,0,0,0,0,0,-0.49716143997102,0,0,0,0,-0.258639370488674,0,0.211540743501641,0,0,0.100734415611435,0,0,0,0,0.0291855843740926,0.185328504484963,0,0,0,0.0418445700423032,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00107645366235836,0,0,0,0.111574950240437,0.182419842592294,0,0,0.222973024627137,0,0.0238179452765126,0.154041365963781,0,0,0,0,0,0,-0.0581677903462539,0,0,0.0106271161918382,0,0,-0.226060953602763,0,0,0.67057213764345,0.220285348778417,0,0,0,0.204950986762936,-0.131109103569816,0,0,0,0,-0.0432408119177479,0,0.0360520601492159,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.163323567562918,0,0,-0.0247830112785832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186287575277058,0,0,0,0,0.0199385314253311,0,0,0,0.0682730132665359,0,0.0410094661431239,0,0,0,0.073930174503746,0,0,-0.0126312162088323,0,0,3.46944695195361e-18,0,-0.270946837670067,0.0145509185026877,0.0133916316126017,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.138345575904657,0.0804890805460539,0,0.0287756919470561,0,0,0,0,0,0,0,-0.0718589592172099,0,0,0,0.109662579114267,0,0,0.167828977838394,0,0,0,0,0,0.0392804768753807,0,0,0,0,0,0,0,0,0,0,0.307208804757043,0,0.00518213758288705,0,0,0,0,0,0.0792757191453273,0.0441598223797998,-0.0609556272913784,0,0.0259312353941129,0,0,0,0,0,0
X002049.SZ,0,0,0.08875695933524,0,0,0,0,0,0,0,0,0.0954647288776466,0,0,0,-0.0666538552968697,0,0,0.0527209717472049,0,0,0,0,0,0,0,0,0.241076798285725,0,0,0,0,0,0,0,-0.247535005850137,0,0,0,0,0,0.254545416848781,0,0,0.295720646762766,0,0,0,0,0,0,-0.00605042473095482,-0.0236749086276438,0,0,0,0,0,0
