,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X000568.SZ,X600031.SH,X000725.SZ,X003816.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X000596.SZ,X002241.SZ,X002007.SZ,X002371.SZ,X300014.SZ,X300142.SZ,X000100.SZ,X300124.SZ,X300003.SZ,X002129.SZ,X002049.SZ,X600741.SH,X600584.SH,X600183.SH,X000157.SZ,X000800.SZ,X002236.SZ,X000977.SZ,X601877.SH,X000625.SZ,X002456.SZ,X002414.SZ,X300136.SZ,X002185.SZ,X000066.SZ,X002179.SZ,X002463.SZ,X002008.SZ,X600118.SH,X600779.SH,X600522.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.198668450064185,0.0823821121683453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00991578536632107,0,0,0.00182255284845396,0,0,0,0.0454402375391042,0,0,0.0375102815901432,-0.0213948046488792,0.0676994493833492,0,0,0,0,0,0.0844451895853142,0,0,0,0,0,0,0,0,0,-0.0201154344466329,0,0,0.0550417518538602,0,0,0,-0.000975496349018775,-4.33680868994202e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,-0.0631754665173407,0,0.0919187898748864,0,0,0.246920507290053,0,0,0,0.197355974042686,0,0,0.0434015391353606,0.0443854189860466,0.119685945991288,0,0,0,0.115989545572502,0,0,0,0.0490389919482267,0,0,0,0,0,0,-0.047928509465444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115742654603691,0.011224918300396,0,0,0,0,0,0
X600276.SH,0,0,0,0.139816941271024,0,0,0,0,0.109585432838855,0,0,0,0,0,0,0,0,0,0,0,0,0.0988973012868364,0,0,0,0,0.136273875233237,0,0.0404760071517677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00999300056199381,0,0,-0.013916261427438,-0.00479810956964266,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402999566165773,0,0,0.0349110188134435,0.251693257858637,0,0,0,0,0,0,0,0,0.0438595175462715,0,0,0.141406259461963,0,0,0,0,0,-0.0304782920063629,0.0331770889573654,0.0448055155885483,0.0632152509546808,0.0831045513093694,0,0,0,0,0,0.070004117723749,0,0,-0.0725287207754739,-0.000873652696570815,-0.0286678170090252,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.109954391767516,0,0,0,0,0,0.286353634594748,0,0,0,0,0.384902346733327,0,0,0,0,-0.030304301185325,0,0,0,0,0,0,0.0169343735379878,0,0,0,0,0,0,0,0,0,0,0,0,-0.00925234994036376,0,0,0,0.0150760564889453,0,0,0,0,0,0.001711701839923,0.010737609599879,0,0,0,0,0,0
X002415.SZ,0,0,-0.0178860065640709,0,0,0,0,-0.205622820671061,0,0,0,0,0,0,0,0,0,0,0.102306152362284,0,0,0,0,0,0,0,0,-0.0354699119301747,0.20228941243596,0,0,0,0,0,0.419677978192234,0.1022254135864,0,0,0,0,0,0,0,0,0,0.0639482201200526,0.00363686312475187,0,0.231857181729361,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.212980499033268,0,0,0.0568024904021538,0,0,0,0,0.0769835800042664,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0987507089270044,0.147435644978366,0,0,0.12967803832832,0,0,0,0,0.0675213369283964,0,0,0.0387736357313768,0,0,0,0,3.46944695195361e-18,-0.0310634730627865,0.0470229404890393,0,-0.0668137950981049,0,0,0,0
X002304.SZ,0,0.306696273189568,0,-6.93889390390723e-18,0,0,0,0,0,0,0.220699510799231,0,0,0,0,0,0,0,0.00781776748209477,0,0,0.00396083511664012,-0.0120588640551663,0,0,0,0,-0.019558501793372,-0.0240249255651665,0,0,0,0,0,0,0,0,0,0.0554315198349557,0,0,0,0,0,0,-0.0407372666646335,0,0.166621588145161,0,0,0,-0.00223003078192682,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.201334525135592,0,0,0,-0.100018746011533,0,0,0,0,-0.0864823580075658,0,0,-0.0589381555626597,0,0,0,0,0.172152161214307,0.0450642081712296,0,0,0,0,0,0,0,0,-0.0729532716707673,0,0,0,0,0,0,0,0,0,0,0,0.131084898973472,0,0,0,0,0,0,0,0.0377863846009575,0.00103175289261123,-0.00891123427497905,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996631458709165,0,0,0,0,0,0.0326219369082333,0.0904451140258021,0,0,0,0,0,0,0,0,0,0.106596627881492,0,0,0,0,0,0,0,0,0,0,0,0,0.126305263131264,0,-0.165462885849698,0.104083985140711,0.291603227135221,-0.0143523334219703,0.0183688763610894,-0.0194254813068133,0,0,0,0,0,0
X000568.SZ,0,0.328180157866909,0.0658737380970057,0,0,0,0,0,0,0,0,0,0,0,0.0495246129919178,0,0,0,0,0,-0.0815983623753789,0.0683323114545552,0.0560816084772687,0,0,0,0,-0.046738156353558,0.0181238938621095,0.0822512713180314,0,-0.016788841919895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285499959339176,0,0,0,0.00912945256349857,-0.0206336530547999,0,0,0,0,0,0
