,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X002475.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X002371.SZ,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X002049.SZ,X600089.SH,X600372.SH,X002236.SZ,X000157.SZ,X600741.SH,X000977.SZ,X000661.SZ,X600584.SH,X002241.SZ,X601877.SH,X600522.SH,X600702.SH,X000733.SZ,X002463.SZ,X601799.SH,X002074.SZ,X000800.SZ,X002007.SZ,X300142.SZ,X002028.SZ,X002180.SZ,X600183.SH,X600460.SH,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.320397931703781,0.0127024359325515,0,0,0,0.0276828291422802,0,0,0,0.229696008496364,0,0,0,0,0,0,0,0,0,0,0,-0.120672145897084,0,0,0,0,0,0,0,0.02078688697502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046381010319622,0,0,0,0,0,0.0316095339880071,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308389873105598,0,0.183403977970976,0,0,0,0,0,0,0.0113379002671264,0,0,0,0,0,0,0.0255018847617437,0,0,0,0,0,0,0,0.00231344342479958,-0.174378629138514,0,0,0,0.224472314949289,0,0.00677995688046469,0,0,0,0,0,0.010555768289706,0,0,0,0,0,0
X000568.SZ,0.460513903030639,0.101253093921315,0,0,0.105889600700044,0.0249867537747256,0,0,0,0,0,0,0,0,0,0.20143137512554,0,0,0.0995391113028591,0,0,0,0,0,0,0,0,0,-0.0106859331077763,0,0,0,0,0,0,0,0,0.131356905815199,0,0,0,0,0,0,0,-0.109232150071743,0,-0.0181711105003583,0,0,0,0.00240665965055101,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0891924715292552,0,0,0,0,0,0,0.075981847952459,0,0,0,0,0.0658383932909997,0.132457411048475,0,0.0443970302282896,0,0,0,0,0,0,0,0.140101336274004,0,0,0.0233230689610257,0,0,0,0,0,0.186903890142775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00668044411900335,0,0,0,0,0,0,0
X600809.SH,0,0,0.396853821278278,0,0,0,0,0,0,0,0,0,-0.118191985329209,0,0,0,0,0,0,0,0.148478693780201,0,0,0,0,0.0596873346201537,0,0,0,0,0.0428900935979032,0,0,0,0,0,0,0.312553654952949,0.0679082394737839,0.0158829532669578,-0.128599758474169,0,0,0,0,0,-0.0327894372282794,0,0,0,0,-0.00600495785565181,0,0,0,0,0,0,0
X600276.SH,0,0,0,-0.191610847113511,0,0,0,0,0,0,0.00246993591859488,0,1.73472347597681e-18,0,0,0,0,-0.256873696039616,-0.103447657906521,0,0,0,0,0,0,-0.0167433317906314,0,0,-0.308559660393155,0,0,0,0.540632376477922,0.148691307319739,0,0,0,0,-0.0630703948636406,0.106898597041272,0.0402046782624479,-0.0316755183596708,0,0,0,0.400197460510971,0,0,0,0,0,-0.0288086417510732,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0019251326798195,0,0,0,0.0357154047763677,0,0,0,0,0,0,0,0,0.044243966739976,0,0,0,0,0,0.0220866204397392,0,0,0,0,0,0.0726410260185366,0,0.0301006776364788,0,0,0,0.120260215883509,0.0146535846694115,0,0,0,0,0,0,-0.0140795973379658,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.279442793686423,0,0,0,0,0,0,0,0.361344516450315,0,0,0,0,0,0,0,0,0,0,0,-0.0908159746419277,6.93889390390723e-18,0,0,0.0154572540891699,0,0,0,0,0,0,0,0,0,0.0693016529508245,0.121242782267349,-0.0458329823637434,0,0,0,0,0,0,0,0,0,0,-0.134629011539861,0.207372549006886,0,0,0,0,0,0
X000651.SZ,0,0,0,-0.0901953933265471,0,0.00784314248149954,0.179987428716723,0.0508532380695722,0,0,0,0,0,0,0,0,0,0.230061406451583,0,0,0,0.02875471008224,0,0,0,0,0.0560918504392234,0,-0.113701207465648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208823361527055,0,0,0,0,-0.00976304850537072,0,0,0,0,0,0,0
X002304.SZ,0,0.439304592479214,0.0206725856154932,0,0.15795383502477,0,0,-0.0104913085279808,0,0,0,0,0,0,0,0,0,0.0269680439787183,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00803459546254479,0,-0.0141852819620157,0,0,0,0.0438532610870544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169510129978142,0,-0.139880069165851,0,0,0,0,0
