,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X000568.SZ,X002304.SZ,X600809.SH,X600031.SH,X600104.SH,X600690.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X600703.SH,X003816.SZ,X000596.SZ,X000338.SZ,X002241.SZ,X000625.SZ,X000100.SZ,X600741.SH,X000157.SZ,X002371.SZ,X002007.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X601877.SH,X002414.SZ,X002236.SZ,X600584.SH,X600183.SH,X000799.SZ,X300142.SZ,X000066.SZ,X601799.SH,X002074.SZ,X000800.SZ,X300003.SZ,X002008.SZ,X000547.SZ,X600779.SH,X002508.SZ,X600118.SH,X000977.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.518674054957183,0,-0.160828178946035,0,0,0,-0.0280782758583957,0.0313610030845195,0,0,0,0,0,0,0,0,-0.00917938985087046,0,0,0,0,0,0,-0.0228089856143144,0,-0.0670696357487469,0,-0.0950430118138891,0,0.110701933595611,0,0,0,0,0.0286001968411092,0,0,0,0,0,0,0,0,0.00700354658471132,0,0,0,0,0,0,0.0161012310647368,0.0100103432286246,0,0,0,-0.00150680252545904,0,0
X000858.SZ,0.176658596489229,0,0,0,0,0,0.219166076882339,0.0617939922618039,0.088231991676703,0,0,0,0,0,0,0.024198928958961,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0496940855501746,0,0,0,0,0.0201878582396721,0.0745380912226398,0,0,0,0,0,0,0,0,0.0166444940564623,0,0,0,0,0,-0.00231206166587987,-0.0115818171572377,0,0,0,-0.00462089482328751,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0510455620289412,0,-0.0254901581240557,0,0,0.0371023712083673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00840305553193993,0.237856104365695,0,0,0.0594162257156274,0,0,0,0,0,0,0,0.0378396144421383,0,0,0,0.0361741371072869,0,0,0,0,0,0,0,-0.00752068618335238,0,0,0,0,-0.00469547904938436,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0871415890784763,0,-0.0924013058087071,0,0,0,0,0,0,-0.0428786460470048,0,0,0,0.0361745529488671,-0.10345781806783,0.00989726497647637,0,0.0679096230967582,0,0,0,0,0.121304769587352,0,0,0.122101515181987,0,0,0,0,0,0,0,0.102399918479883,0,0,0,0,0,0,0.0128323191332858,-0.0119266702520526,0,0,0,-0.00640858303215773,0,0
X002475.SZ,0,0,0,0,0,0,-0.00364377979214704,0,0,0.0688938098834402,0,0,0,0,0,0,0,0.0613180131649148,0,0.0405879756332163,0,0.458707430009674,-0.00576988666407068,0,-0.0955568351786522,0,0,0,0,-0.0740733336840323,-0.112625963893482,0,0,0,0,0.170200440980112,0,0,0,0.0842186387028766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058667585566004,0,0
X000651.SZ,0,0,0,0,0,0,0.0544896640014843,0,0,0,0.104608729071485,0.0684608781176393,0,-0.0297834136715442,-0.0505529791799636,0,0,0.0253363508008602,0,0,0,-0.0561740076656242,-0.0197095248123331,0,0,0.140653794032945,0,0,0,0,0,0,0,0,0,0.0645500249403629,0,0.00246461230258486,0,0,0.109195015827572,0,0,0.0648464067800772,0,0,0,0.0417893729683447,0,0,0,0.0192153579322146,0,0,0,0,-0.0186685149103993,0,0
X000568.SZ,0,0.120547129071276,0,0,0,0,0,0.155395697517701,0.422726248203319,0.055947516084759,0,0,0,0,0,0,0,0,0,0,0,0,-0.00304257329750337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280011005046911,0,-0.0164591124528214,0,0,0,0,0,0,0.0742273095335139,0,0,0,0,0,-0.00411619410242676,-0.0158367723182799,0,0,0,-0.00230001724564332,0,0
X002304.SZ,0,0,0,0,0,0,0.0193545102387756,0,0.240528684278378,0,-0.0693715484694865,0,0,0,0,0,0,0,0,0,0,0,-0.0513157691621151,0,0,0,0,0,0,0.264682674232147,0,0,0,0,0,0,0.135920304219708,0,0.0983728122126334,0,0,0,0.0927586607429064,0,0,0.111517795632798,0,0,0,0,0,0,0,0,0,0,-0.0168765937884366,0,0
X600809.SH,0,0,0,0,0,0,0.209394317127316,0.115440929968641,0,0,0,0.177318999030776,0,0,0,0,0,0,0,0.0615454990358105,0,-0.0628963738879563,-0.121212548048102,0,0,0,-0.149045500631896,0,0,0,0,0,-0.0675682452904485,0,0,0,0.00144101786283187,0,0,0.297073918716203,0,0,0,0,-0.0979678401466091,0,0.18379022115433,0,0,-0.0319851807041455,0,0,0.0128389257016648,0,0,0,0.0119228416090966,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0520562795651374,0,0,0,0,0.048441428252792,0,0,0,0,0,0,0,0,0,0,0,0.34988404108795,0,0,0,0,-0.137812398905028,0,0,0,0,0,0,-0.0158046115247726,-0.0742500599946379,0.302928965706574,0,0,0,0,0,0.078896485636003,0,0,0,0,0,0,0,0,0,0,0.0157604485368745,0,0
