,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X000625.SZ,X600031.SH,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X600089.SH,X600177.SH,X600809.SH,X000157.SZ,X002508.SZ,X300003.SZ,X002085.SZ,X600487.SH,X002008.SZ,X600271.SH,X300136.SZ,X600522.SH,X002294.SZ,X600118.SH,X000050.SZ,X000981.SZ,X600372.SH,X600867.SH,X600699.SH,X002074.SZ,X000559.SZ,X300115.SZ,X600566.SH,X002007.SZ,X002179.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0131966967067114,0,0.236196842033504,0,0.0286291737988418,0,0,0,0.11511014868718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150067983996176,0,0,0,0.050968027041097,-0.00637086313901965,0,0,0,0,0,0,0,0,0,0,0,-0.148690105762505,0,0,0,0,0.0992890567838608,0,0,0.000421948803329534,-0.00857179924583831,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.157884873017351,0,0.386793542384159,0,0,0,0,0.0201370875573323,0.300683960626759,0,-0.0655656535168749,0,0,0.207045998552661,0,0,0,0,-0.112093100114035,0,0,0,0.0720684840398156,0.067222333406885,0,0,0,-0.119593083959246,0,0,-0.0985461461807075,0,0,0,0,0,4.33680868994202e-19,-0.0655145072842418,0,0,0,0,0,0,0.0171510346276733,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.112782322359262,0,0,0.19511976167901,0.24663690095707,0,0,0,0.185032964865043,0,0.101871365647647,0.125671678672655,0,0.0200746920671326,0,0,0,0,0,0,0,0,0.13014893800824,0.0197461201203976,0,0,0,0,0,0,0,-0.132323392543308,0,0,0,0,-0.137225133623137,0,0,0,0,0,0,0,0,-0.00256785155598267,0.0559530240154619,0,0,0,0,0,0
X000651.SZ,0,0.116381411148784,0,0,0.254695889804144,0,0,0,0,0.112646366603372,0,0,0,0.0237208894113312,0.126729565170904,0,0,0,0,0,0,0,0,0,-0.0307542081664572,0,-0.136947751902666,0,0.025285471306251,0,0,0,0,0,0,0,0,0,-0.0571978606746771,0,0,0,0,0,0,0,0,0,0,0,0.0479208042483012,-0.00462216669365393,-0.0155988565870195,0,0,0,0,0,0
X000858.SZ,0,0,0,0.202975879564743,0,0,0,0.143695616506063,0,0.00689077037952195,0.50077921526517,0,0,0,0,0,0,0,0.0317500936247095,0,0,0,0,0,0,0,0.0251572682907864,0,0.0488391635830154,0.0872664200292613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185935410562954,0,0,0,0,0,0
X600276.SH,0,0,0.0963555625597224,0,0.415713506532023,0,0,0.0223416214193966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135458462735264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214859900726301,-0.0221789837515739,-0.0321639451556426,0,0.0690294334599399,0,0,0,0,0,0,-0.192056444255545,0.0215830319857527,0,0,0,0,0,0,0
X000725.SZ,0,0,0.150586091170498,0,0,0,0,0,0.00252026684533159,0,0,0,0,0,0,0,0,0,0.189701444632984,0,0,0,0,0,0,0,0,0,0,0,0.250600095097653,0,0,0,0,0,0.0875532672598568,0,0.171038381409945,0,0,0,0,-0.0083763681451065,0,-0.148189624696019,0,0,0.190635857842544,0,0,-0.000784150583251463,-0.0231292407573712,0,0,0,0,0,0
X002304.SZ,0,0.0410462094645441,0,0,0.343765861585536,0.0333556366998114,0,0,0,0,0.196365543695059,0.0793538931908799,0,0,0,0.0114591816760013,0,0,0,-0.156791249931563,0.178127296995444,0,0,0,0,0,0,0,0,0,-0.0221612015154185,0,-0.0361458150230098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921384412243581,0,0,0,0,0,0,0
X000063.SZ,0,0,0.134978976996087,0,0,0,0,0,0,0,0,0.123805513506776,0,0,0.168524192184465,0.083829798484209,0,0.0669301995806594,0.0355180404142114,0,0,0,0,0,0,0,0.113226896625343,0,0,0,0,0.166956464770804,0.0807361249277843,0,0,0,0,0,-0.0194972407634304,0,0.222455675822987,-0.0461688131179659,0,0,0.0256907655573855,0,0,0,0,0,0,-0.0149285450920012,0,0,0,0,-0.13461640303486,0,0
X600690.SH,0,0.200973668653522,0.101560651459406,0.260571424659482,0,0,0,0,0,0,0,0,0,0,0.0698626265959777,0.0393266203004859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544007989837714,0.101971433522983,0.0177925153637726,0,0.0586223620341332,0,0,0,0,0,0,0,0,-0.0345441002785442,0,0,0.161071924915209,0,0,0,0,0.0181612434018167,0,0,0,0,0,0,0
