,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600031.SH,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X002463.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X600089.SH,X000157.SZ,X600703.SH,X600584.SH,X000977.SZ,X600372.SH,X600183.SH,X600066.SH,X600522.SH,X002236.SZ,X600741.SH,X002028.SZ,X002049.SZ,X600418.SH,X601877.SH,X600487.SH,X000921.SZ,X002180.SZ,X000661.SZ,X000800.SZ,X002223.SZ,X002156.SZ,X601799.SH,X000400.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.100476206627501,0,0,0,0,0,0.208194084875434,0,0.163004267275006,0,0,0,0,0,0,0,0.060682422959465,0,0.11668148855529,0,0,0,0,0,0,0,-0.0747754868501432,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.00619738165164266,-0.0685738969010476,0,0,0,0,-0.00211468235034931,0,-0.0339060837126264,0.0310724358632659,0,0,0,0,-0.014812207254445,0,0,0,0,0,0,0
X000858.SZ,0.103006207128982,0,0.00441559933169449,0,0,0,0,0,0,0.342850152128797,0,0,0.0376616486820122,0,0,0,0,0,0.121360579804527,0,0,0,0,0.0296275466439662,0,0,0,0,0,0,0,0,0,0,0,0.0274698666121145,0,0,0,0,0,0,0,0.044885975399945,0,0.031494084455632,0.0672061574330458,-0.0038010608259183,-0.0754491111736382,0,0,0,-0.0436316833162197,0,0,0,0.0363070631044784,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0672341848529067,0,0,0,0,0,0,0,0,0,0,0,0,-0.00443077578001476,0.17373015915548,0.397503510843226,0,0,0,0,0.0877840100515402,0,0,0.0502580328333196,0,0,0,0.0988918379308487,0,0,0,0,0,0,0,0,0,0.051631114671511,0,0,0,0,0.0648987791294423,0.0577636585442049,0,0,0,-0.0310495833288714,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155358888552302,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0276172572649855,0,0,0,0,0,0,0,0.0673775294039206,0,0,0.000645787688472191,0,0,0.0981828831832657,0,0,0,0,0,0,0,0,0,0,0,0.139040184819637,0,0,0,-0.124376895671442,0,0,0.0583968339284148,0,0
X600276.SH,0,0,0,0,0,-0.134036374211121,0,0,0,0,0,0,0,0,0,0.126526698326883,0,0,0,0,0,0,0.286908733477364,0.183967734290664,0,0,0,0,0,-0.034859214843988,-0.245750811165632,0,0,0.0404974638424,0,0,0,0.011984647834342,0,0,0,0,0,0,0,0,0,0.2113308410773,0,0.0182928471096222,0,0,-0.0337349013322097,0,0,0,0.0491442121519604,0,0
X600690.SH,0,-0.107178268979854,0.0485936184732832,0,0,0,0,0,0,-0.096301968426846,0,0,0,-0.00785429479665871,0,0.0706294516690461,0,0.199483915036114,0,0,0,0,0,-0.0179664302688832,0,0,0,0,-0.0209402985695389,-0.0669573211757351,0,0,0,0,0,0,0,-0.0321613962446308,4.33680868994202e-19,0,0,0.236525621777095,-0.0546344893440744,0,0,0,0,0,-0.0234673138539427,0,0,0,0.000932713117208448,0,0,0,0.0997085341927015,0,0
X003816.SZ,0,0,0,0,0.00704973899657394,-0.0763888914621264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186968420662337,0,0,0,0,0,0,0,0,0,-0.144834193390374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396571949281297,0.108915958721128,0.109764400471791,0,-0.0273025325947515,0.0427947942145101,-0.0200189586648967,0,0,0,0.00741341523903869,0,0
X600809.SH,0.331938130322049,0,0,0,0,0,0,0,0,0,0.0218784736168327,0,0,-0.0410382728162324,-0.135759356900618,-0.0404482123784738,0,0,0,0.236141199940546,0,0,0,0,0,0,0,0,-0.0728955952904869,0,0,0,0.0896146377373954,0,0,0,0,0.104747208560591,0,0,-0.0329369243551861,0,0.0213841375395617,0,0,0.0417102678307547,0,0.0161785500107051,0.0213859722210208,0,0,0,0,0.143712170792271,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0477263920747674,0.0387804136137648,0,0,0,0,0,0,-0.039366896733104,0,0.0829952179766807,0,0,0,0,0,0.05714141282313,0,0,0,0,0.078674457498349,0,0,-0.03011269732127,0,0,0,0,0,0,0,-0.0257399712538376,0,0,0,0.133621935963173,0,0,0,0,0,0,0.035912688395482,0,0,0.0265537148985583,0,0,0,0,0,0,0
X000568.SZ,0,0.6901921010488,0,0,0,0,0,0,0,0,0.0533722117837618,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00657084400055751,0,0.113083624993996,0,0,0,0,0,0.0524134296877607,0,0,0,0,0,0,0,-0.175089405700242,0,-0.0115253194291472,0,0,0,0,0,0,0,0,0,-0.0737545511976419,0,0,0,0,0,0
X002371.SZ,0,0,0.144518914932383,0,0,0,0,0,0,0,0,0,0,-0.189352497077324,0,0,0,0,0,0,-0.112525570410051,0.0382196958128795,0.383084262690322,0,0,-0.172037111715449,0,0,0.460625035219126,0,0,0,0,0,0,0,-0.0924651490212857,0,0.0266549083650089,0,0,0,-0.108957154393088,0,0,0,0.0627882985755121,0,0,0,0,0,0.119648778682728,0,0,0,-0.00386401902031227,0,0
X600104.SH,0,0,0.0374990881709139,0,0,0,0,0,0,0,0,0,0,0.106197787933459,0,0,0,0,0,0,0.0711027682519183,0,0,0,0,0,0,0,0,-0.0337973717453916,0,-0.0444951982153762,0,0,0,0,0,0,0.0330910000821341,0,0,-0.000473673091447583,0.070506832968561,0,0,0,0,0,0,0.0240284396381691,0,-0.0469094886849297,-5.42101086242752e-20,-0.0136442146327638,0,0,0.0231309412434863,0,0
X000725.SZ,0,0,0.0634492167438218,0,-0.120198120240241,0,-0.0164786827586838,0,0,0,0,0.194770962108112,0,0.11983876765982,0,0,0,0,0,0,0.322972229981721,0,0.0686620993877584,0,0,0,0,0,0,0.118325601021985,0,0,0.0259975325436252,0,0,0,0,-0.0779829017465747,0,0,0,0,0,0,0,0,0,0.173643761621523,0,0,0,0,-0.0118419787611688,0,0,0,0.0259081479418268,0,0
X000625.SZ,0,0,0.320658287720984,0,0,-0.152106928690004,0,0,0,0.0974453710820633,0,0.216191357564571,0,0,0,0,0,0,0,0,0,0.0994687446094095,0,0,0,0,0,0,0,-0.341126877501358,0.21960645282609,0,0,0,0,0,0,0,0.599753918099341,0,0,0,0,0,0.0514060070967049,0,0,0,0.114720850601039,0,0,0,0.0535019649564584,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043903029345364,0,0,0,0,0.187109293902109,0,0,0,0,0.118385066025649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664851807069754,0,0,0.108559891544342,0.0856471004012698,0,0,0,0,0.0591478607868624,-0.0237815736048994,0,0,0,0,0
X600031.SH,0,0,0,0,0.0485586447119975,0.0419653991236249,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.207279542978947,0,0,0.0739403819290961,0,0,0.00328838366111919,0,0,0.562533370482608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101307501351862,0,-0.0563223876812469,0.142651507228048,0,-0.136987103869577,0,0,0,0,-0.0460330090884536,0,0
