,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000063.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X600372.SH,X000338.SZ,X600271.SH,X600118.SH,X000157.SZ,X002129.SZ,X600703.SH,X600089.SH,X600741.SH,X002241.SZ,X600177.SH,X600066.SH,X002236.SZ,X000800.SZ,X600582.SH,X002292.SZ,X601877.SH,X300124.SZ,X000581.SZ,X000623.SZ,X000869.SZ,X002475.SZ,X600839.SH,X000550.SZ,X000568.SZ,X600060.SH,X002294.SZ,X000977.SZ,X000559.SZ,X002007.SZ,X002456.SZ,X300146.SZ,X002465.SZ,X600867.SH,X000400.SZ,X000050.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0458976235317491,0.0870198511762613,0,0,0,0,0,0.214033860509423,0.0748651923137758,0,0,0,0,0,0,0,0,0,0,-0.0400390432814014,0,0,-0.00971230211123844,0,-0.0151568745828056,0,0.0790799830540514,0,0,0,0,0,0.0272866960430044,0,0,0,0,0,-0.0755286969911479,0,0,0,0,0,0,0,0.0417697061572424,0,0,0,0,0,0
X600104.SH,0,0,0.0859516897492952,0.0761141869612892,0,0,0,0.171687258549346,0,0,0,0,0,0,0,0,0,0,0,0,0.051757625871396,0,0,0.0363889562007895,0,0.0908762209940872,0,0,0,0,0,0,0.0598741730545284,0,0,-0.0133317422743959,0,0.0415918422803474,-0.00481026585622119,0.0105979232453118,0,0,0,0,0,0,0,0.0447457930028138,0,-0.0150923032724061,0,0,-0.0118603899661682,0,0,0,0,0,0
X000651.SZ,0,0.223088764539736,0,0,0,0.0353530855806945,0,0.0117802207985135,0,0,0,0,0,0,0,0,0,0,0,0,0.0639824678453044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027817807833115,0.277328394006204,0.015754240865995,0,0,0.0782370072710694,-0.0158253104029125,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.00477290249256275,0.00538636019321344,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457181363211103,0.336507476029913,0,0,0,0,0,0,0,0,0,0,0,0.135191972144293,0,0,0,0.0417949059547234,0.173545162663089,0,0,0,0.0023459818162119,0,0.0408146704918289,0,0,0.169380829861816,0,0,0,0,0.258210648504957,0.0279906428635081,0,0,-0.0383169860350288,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.136313918000954,0,0.167500931992613,0,0,0,0,0.0308640690201142,0,0,0,0,0,0,0,0,0,0,-0.130775025239166,0.11374033073692,0.0378780936455799,0,0,0,0,0,0,0.196307328585441,0,0,0,0.234685086858964,0,0,0,0,0,0,0,0,0,0,0.163293755250747,0,0,0,0.0192763740556406,-0.00581906849485914,0,0,0,0,0,0
X000625.SZ,0,0,0.08178200621035,0,0.25602366400252,0,0,0,0,0,0.114556719268543,0,0,0,0.0212933264803773,0,-0.107497913902461,0,0,0,0.00927790842528209,0.124535148938813,0,0,0,0,0,0,0,0,0,-0.0555552267604767,0,0,0,0,0,0.0139962346514435,0,0,0,0,-0.141458836589738,0,0,0,0,0,0,0,0,0.0115949373120705,0.0406187338849305,0,0,0,0,0,0
X002304.SZ,0,0,-0.0345259032708376,0,0,0,0,0.0656784335594169,0.653382288945197,0,0,0.0258365379094066,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0,0,0.210471984316001,0,0,0,0,0,0,0,0.0106638282964535,0.0170771462811479,0,0,0,0,0,0,0,0.0409421393296778,0,-0.000349485170695633,0,0,0,0,0,0,0,0.0275012296533399,0,0,0,0,0,0,0
X000063.SZ,0.0376866358357513,0,0,0,0,0.0846397248787413,0.0447938208173851,0,0,0,0,0,0.155104070181728,0.0259823859771233,0,0,0,0,0,0,0.0351324188343975,0,0,0.0207364444054009,0,0.111482285984725,0,0,0,0,0,0,0.11527327722504,0,0,0.0646094226564769,0,0.0526108927701309,0,0,0.0689813432194415,0,0,0,0,0,0.0778061958597169,0,0,0,0,-2.71050543121376e-20,0.0304687364266404,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0545136289362133,0,0,0.0970043346437106,0,0,0,0,0.0128344951952634,0,0,0,0,0,0,0,0,0.0584662097078076,0,0,0.0492969707580178,0,0,0,0,0,0,0,0,0.124436737339332,0,0,0.13893391038785,0,0.127990087731128,0,0,0,0,0,0,0,0,0,0,0.0367299889260493,0,0,0,0.00957167259391841,0,0,0,0,0,0
X600276.SH,0,0,-0.0670538574336809,0,0,0,0.0293129301155443,0,0,0,0,0,0,0,0,0,0,0,0.0477982982535849,0,0,0,0,0,0,0,0,0,0,0,-0.0136439478697013,0,0,0,0,0.0465042339792289,0,0,0,0,0.0359177574632869,-0.0205851812514944,0,0,0,0,0,0,0,0,0,0.0122830908682622,0.0204336843850037,0,0,0,0,0,0
