,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X002475.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X000596.SZ,X600703.SH,X002241.SZ,X600183.SH,X002236.SZ,X000100.SZ,X002007.SZ,X601877.SH,X000157.SZ,X300003.SZ,X002179.SZ,X002463.SZ,X300142.SZ,X300124.SZ,X600271.SH,X002008.SZ,X000066.SZ,X600867.SH,X000625.SZ,X300136.SZ,X002506.SZ,X002129.SZ,X000977.SZ,X002456.SZ,X600177.SH,X600498.SH,X002180.SZ,X002049.SZ,X600066.SH,X002371.SZ,X600487.SH,X300014.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.345252858207669,0,0,0.0539027170468174,0,-0.00691944611456359,0,0.169980316390776,0,0,0.170706623445135,0,0,0,-0.0532534088647783,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.083578275092368,0,0,0,0.00382003978820355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150084103499344,0,0
X000858.SZ,0.0757929791431066,0,0,0,0,0,0,0,0,0,0,0.295282593688174,0,0,0,-0.0230250978483067,0.332329289247975,0,0.108439159655431,0,0.0345933882490858,0,0,0,0,0,0,0,0,-0.0641714608303929,0,0,0,0,0,0,0,0,0,0.0417282635536992,0,0.0426833495316716,0,0,0,0,0,0.0378207721719923,0,-0.013740503684359,0,3.46944695195361e-18,-0.0250292001854548,0,0,0,0.00705372907207368,0,0
X600276.SH,0.0153426549329029,0,0,0,0.00644162922763723,0,0,0,0.104341672068169,0,0,0.181748347076656,0.0427539209995294,0,0,0.0522699978429025,0,0.0925032396265162,0,0,0,0,0,0,0,0,0,0,0,-0.00791558133415423,0,0,0,0,0,0.103896459055708,0,0,0.0172190117053765,0,0,0.028448703596526,0,0,0,0,0,0,0,-0.0551242954507933,0.190582114829917,0,-0.0207788669450531,0,0,0,0.0123192040473579,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204187895441209,0,0,0,0,0,0,0,0.066413846157546,0,0,0,0,-0.0215704464741123,0,0,0,0,0.0932528646595677,0.0416060218347341,0,0,0,0.0111360454225805,0,0,0,0,0,0,0,0.0101910549988427,0,0,0,-0.0464031550220046,0.0650363021399028,0,0,0,0.0248856797976971,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.100726711638319,0,0,0,0.105135797887342,0,0,0,0,0,0,0,0.0365829516414908,0,0.220299035819573,0,0,0.0735897754452387,0,0,0,0,0,0,0,0,0,-0.00243297199465691,0,0,0,0,0,0,0,0,0.0959493202909892,0,0,0,0,0,0,0.00103295593629082,0,0,0,0,-0.0120273863088906,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376900911418588,0.0955786664919411,0,0,0,0,0,-0.0625868022957526,0,0,0,0.0785108722528497,0,0,0,0,0,0,0,0.0584138327264248,0,-0.0202511592146707,0.185623328863092,0,0,0,3.46944695195361e-18,0.00589109233467334,0,0,0,0.0309654391750494,0,0,0,0,0,-0.00567857555517648,0,0,0,0,8.67361737988404e-19,0,0
X003816.SZ,0,0,0,0,0,0.103799551215621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.130186604675675,0,0,-0.0740089741218986,0,0,0,-0.0292658527033347,-0.122643355630442,0,0,0,0,0,0,0,0,0,0,0.0202102554553393,0.0425759047970582,0,0,-0.099877144529209,0,-0.0334418236002859,0,0,0,0,0.171183283122201,0,0
X002304.SZ,0,0,0.131604768846788,0,0,0,0.170418699486067,0,0,0,0,0.17240707406617,0,0,0,0.100325905177993,0,0,0.0104689190923456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651706531752532,-0.0118593408130422,0.0631460931277817,0,0,0,0,0,0.0346905762863776,0,0,0,0,0,0,0,0,0,0,0.0223001855783106,0,0,0,-0.0390467198285018,0,0
X002475.SZ,0,0.0938433605278926,0,0,0.163212905272502,0,-0.0100755812558867,0,0,0,0,0,0.24331192348801,0,0,0,0,0.0495332463586874,0,0,0,0,0.0799138333633535,0,0,0,0,0,0,0,0,0,0,0.218044252430754,0.0447255248353949,0,0,0.0356575954050273,0,0.0977624965916675,0,0,0,0,0.0332565906616167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.271059577128259,0,0,0,0,0,0,0,0,0,0,0,0,0.145395454850409,0,0.123968475674658,0.106134653691502,0,0,0.409425232533234,0,0,0,0,0,0,0.0100291977759277,0,0,0,0,0.093920464772403,0,0,-0.0253038662278303,0,0,0,0,0,0,-0.286824977176565,0,0,0,0.480733536867928,0,0,0,0.0844268619115514,0,0,0,-0.044001597954569,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705017862353578,0,0,0.153786223909722,0,0,0,0,0,0,0.035667768612987,0,0,0,0,-0.0197806987854766,0,0,0.000304821083224918,0,0,0,0,0,0,0.0242710047375041,0.153266655451755,0,0,0,0,0,-0.0630941649033086,0.112015813563764,0,0,0,-0.0230166496159283,0,0
X000568.SZ,0,0.704309842354861,0,0,0,0,0,0.150568993845594,0,0,0,0,0.0393900853326607,0,0,0,0,0.0709651645377437,0.125815516419738,-0.0444674094137453,-0.0834781950016279,0,0,0,0,0,0,0,0,0,0,-0.109431943825603,0,0,0,0,0,-0.0278943977943245,0,0,0,0,0,0,0.0995883945472456,0,0,0,0,0.0493845821817803,0,0,0,0,0,0,0.00119489814072286,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0630070153511145,0,0,0,0,0,0.0627235380668508,0,0,0.126075060102531,0,0,-0.0492968331681371,0,0,0,0,0,0.162753280020552,0,0.0631893267568712,0.0474751767350349,0,0,0,0,0,0,0,0,0,0,0.0596077368490419,0,0,0,0.0500563343850577,0.0126169494060587,0,-0.0672742539872239,0,0,0,0.0210821034400436,0,0,0,0,-0.0310584595770703,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0.0228087795258697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158558114335318,0,0,0,0,0.028717022243887,0,0,0,0.189108426471443,0.0352824149633736,-0.0284220181519477,0,0.0240006435047924,0,0,-0.130633446371222,0,0.0985084927808909,0,0,0,0,0,0,0,0,0,0,0.0139415036473163,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168150406540466,0,0,-0.024416143038162,0,0,0,0.0973126849348082,0,0,0,0,0,0.106233201279392,0,0.0964775337537619,0,0,0,0,0,0.0354310619482256,0,0.0908088744758393,0,0,0,0,0.121406338331301,0.0740258312354366,0,0,0,0,-0.0148755423109012,0,0,0,0,-0.0167176457957534,0,0
X600741.SH,0,0,0.374163695884291,0,0,0.457602186748453,0,0,0.0659200345819576,0,0,0,0.0311308806184218,0,0,0,-0.0553963630594789,0,0,-0.0879525847264018,0,0,0,0.424974891935309,0,0,0,0,0,0.137880980028764,0,0,0,0,0,0,0,0,0.0803199139630227,0,0,0,0,0,0,0,0,0,0,0.110999819798219,0,0.00851279849878481,0,0,0,0,0,0,0
X600809.SH,-1.73472347597681e-18,0.266270590445647,0,0,-0.043772070238854,0,0,0,0.057024399427757,0,0,0.165049362686158,0,0,0,0,0,0,0.177483936753889,0,0,0,0,0,0,-0.0875785894313229,0,0,0.0977184346792092,0,0,0,0,0.0303955009427897,0,-0.0407991560825638,0,0,0,0,0,0.102857482942945,0,0,0,0,0.0286089043992899,0,0,0,0,0,0.00885825524216774,0,0,0,0,0,0
X000661.SZ,0,0,0.122262075692957,0,0.124959441858007,0,0,0,0,0,0,0.198707592778834,0.059010157733456,0,0.0532165552174979,0,0,0,0,0,0,0.0566104936511384,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026107678161512,0,0,0,0,0.00528396548398816,0,0,0,0,0,0,0.0488791296962595,0,0.0263271806031454,0,0.0224242036146317,0,0,-0.0880938260816735,0,-0.104028746663603,0,0
X000596.SZ,0,0,0,0,0,0,0,0.281300405401372,0,0,0,0.248578579539346,0,0,0,0,0.198642620522861,0,0,0,0,0,0,0,0,0,0,0,0.0247314330936521,0,0,0,0,0,0,0,-0.139116657771617,0,0,0,0,0,0,0,0,0,0,0.0932854270562308,0.00669846352494727,0.0282227449778007,0,0.0295801581066671,0,0,0,0,-0.0285404564019703,0,0
X600703.SH,0,0,0,0,0,0,0,0,-0.127643149797776,0,0,0,-0.277782166210079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107662341153776,0.110234155914546,0,0,0.0610307216450532,0,0,0,0.151096125294323,0,0,0.0588452503431847,0.40393753860756,0,0,0.549696547928967,-0.05621285335505,0,0,-0.00169224488049489,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.205199895048599,0,0,0,0.0666965695255542,0,0,0,0,0,0,0,0,0,-0.324128095065957,0.0955344256614159,0,0.238466598758814,0.138151238784101,0,0,0,0,0,0,0.0752929733782335,0,0,0,0.0321786324442177,0,0.233625066279002,0,0,0,0,0,0.127191605697912,0,0,0.0163760692636714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600183.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133371022593394,0,0,0.230829561573062,0,0,0,0,0,0,0,0,0.315906734036044,0,0,0,0,0,0,0,0,0,0,0,0.380386736999758,0,0,0,0,0,0.0632939651449888,0,0.0728908594676507,0,0,-0.00255541999774081,0,0,0,0.129948366937857,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.0291976108099995,0.201845912105124,0.0184932096633256,0,0,0,0,0,0,0,0,0.14383985162203,0.0567502740598628,0,0,0,0,0,0,0,0,0,0,0,0,0.0660944833076499,0.0406045849578039,0,0.167100124697964,0.000469437797577216,0,6.93889390390723e-18,0,0.0403689103387124,0,0,0,0.0174506956131007,0,0,0,0.0380759388712144,0,0,0.0243150596697754,0,0,0,-0.0431820873781755,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.394970938250361,0,0,0,0,1.0842021724855e-19,0,0,0,0.199112325949266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00214651063889958,0,0,0,0,0,0.0761841095650748,0,0,0,0,0,-0.00595117384017601,0,0,0,0,0.00300821050233776,0,0
X002007.SZ,0,0,0,0,0,0,-0.182201034812484,0,0,0,0.0228569547506715,0,0,0,0.321490313501672,0,0,0.434653022868313,0.173302560179278,0,0,-0.0420310330876029,0,0,0,-0.0373321307641294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464707870959102,0,0,0.0262374255963498,0,0,0,-0.0111819561074685,0,0
X601877.SH,0.0656285938469224,0,0,0,0.0598230400325514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0826209004765735,-0.165397726343559,0,0,0,0,0.124181892481992,-0.108330974186464,0,0,0,0,0,0.126618857776949,0,0,0,0,0,0.129539776582902,0,0,0,0,0,0,0,0,0,0,0,0.0287488131992892,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.342610620209631,0,0,0,0,0,0,0,0.106262520704736,-0.212045809876655,0,0,0,0,0,0.103902097977236,0,0,0.0215228282708391,0,0,-0.0574809270365816,0.0137736836728842,0,0,0,0,0,0,0.0370727804067991,0,0,0,-0.0994441502136325,0,0,0,0,0,-0.0105034203913108,0,0,0,0,-0.0451818551860373,0,0
