,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X000651.SZ,X002129.SZ,X300014.SZ,X300124.SZ,X000625.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X002241.SZ,X600703.SH,X000338.SZ,X600089.SH,X002179.SZ,X000661.SZ,X600522.SH,X300142.SZ,X601877.SH,X002074.SZ,X600460.SH,X600741.SH,X002180.SZ,X000733.SZ,X600702.SH,X000100.SZ,X600884.SH,X000799.SZ,X000157.SZ,X002236.SZ,X601799.SH,X600584.SH,X600563.SH,X600779.SH,X000800.SZ,X002056.SZ,X002176.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0862790588022511,0.164532596479113,0,0,0,0.0637312909703703,0,0,0,0,0,0,0,0,0,0.0456995356972115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501750630654757,0,0,0,0.0577647706975391,0,0,0,0,0,0,0,0,0,0,0,-0.00259894772404183,0,0,0,0,0,0,0
X000858.SZ,0,0,0.063500275663451,0.311382241140429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038527450010072,0,0,0,0,0,0,0,0,0,-0.0140105772755655,0,0,0,0,0,0,0.0344969527935402,0,0.00959498494057688,0.218934492583097,0,0,0,0,0,0.111718840241145,4.33680868994202e-19,0.0376828621806505,0,0,0,-0.00748620453058384,0,0,0,0,0,0,0
X600809.SH,0,0.4555120368844,0,0.0978688006417789,0.048494769667333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606700213129526,0.041227554480697,0,0,0,0,0,0,0,0.0591538034714845,0,0,0,0,0,0,0.12726408203268,0.197210080050962,0,0,0,0,0,0.0144861371543965,0,0,0,0,0,2.77555756156289e-17,0,0,0.00281825142784609,0.0286194939536715,0,0,0,0,0,0
X000568.SZ,0,0.209649875999886,0.0829899053947128,0,0,0.123353760512386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701780481359805,0,0,0,0,0,0.015973873892085,0,0,0,0,0,0,0,0,0,0,0.221157424244074,0,0,0.0899425175228377,0,-0.0689827637753047,0,0,0,0,0,0,0,0,0,-0.0294377653465511,0.051771866108153,0,0,0,-0.0607050036092812,0,0
X002415.SZ,0,0,0,0,0,0.415081646606381,0,0,0,0,0,0,0,0.185865669938329,-0.226415837215106,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0170684202368106,0,0,0,0,0,0,-0.088287632286707,0,0,0,0.0380500029366361,0,0.683149104140826,0,0,0,0,0,0.0292842555305524,0,0,0,0.0708642754861772,0.141564552289476,0,0,0,-0.0362414193675166,0,0
X002304.SZ,0,0.0645338693993739,0.0814248223250802,0,0.0365930745457495,0,0.203925826651109,0.0394710509464804,0,0,0,0.0137784964834227,0,0,0,0,0,0,0,0,0,0,0.0343705369340714,0,0,0,0,0,0,0,0,0,0,0,0,0.0388184749526964,0.224780413336223,0,0,0,0,0,0,0,0,0,0,0.0228554308062712,0,0,0,-0.00455952867756614,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.104994706516292,0,0,0,0,0.123128665400483,0,0,0.0266143941749674,-0.0431014340289823,0.0624300736701039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113196335771392,0,0,0,0,0,0,0,0,0,0,0,0,0.157448499162644,0,-0.0366038178273696,-0.0272767958869815,0,0,0,-0.111889009023155,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118735214510183,0,0,0.0638520449166423,0,0.0765211732358983,0,0,0.354576624513852,0.00874994562117517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141803099295931,0,0,0.192415229902558,0,0,0.149605153163718,0,0,0,0.0383053805529958,0,0,0.0167986896121604,0.0177825516590903,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.417347997436047,-8.67361737988404e-19,0,0,0,0,0,0,0.0978243138102246,0,0,0,0,0,0,0,0,0.0220716199839622,0,0,0,0,0,0,0.0113936410294211,0,0,0,0,0,0.0774314672044046,0,0.00805862038332485,0,0,0,0,0.0342861235470427,0.0971680256106719,0.264821613178274,0.0758322748178271,-4.33680868994202e-19,0,0,0,0.0584580675847516,0.0137701636708635,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132430130320777,0,0,0.0201499440213058,0,0,0,0,0,0,0,0,0,0,0.00482767836749952,0.0188169651755021,0,0,0,0.124291626676257,0,0,0,0,0,0,0,0,0.0805205535621307,0,0,0,0.100042121867609,0,0,0,0.0328451443564128,-0.0121886208723277,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.114095735246277,0,0,0,0,0,0,0,0,-0.0240056012641436,0.17189088117507,0,0,0,0.0314493954604327,0,-0.0229810279523863,0.0453938395399749,0,0,0.0714495504927495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720407242523669,0,0,-0.0458872963099495,0,0,-0.0232959496659532,0.0121879475271595,0.113388248163401,0,0,0.0385845102574368,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11365144820555,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0450573355033841,0.0260581276665853,0,-0.186331396836075,0,0.0455188806061136,0,-0.0664977992177758,0,0.0292155462325131,0,0.03279533412524,0.446218498675996,0,0,0,0,0,0,0,0,0,0.0652189416158844,0,0,0.0109657530995892,-0.0891704093217979,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.0612439682218471,0,0,0,0,0,0,0,0.11671433920333,0,0,0,0,0,0,0,0,0.158019985012786,0,0,0,0,0.1339738622885,0.0416331133795338,0,0.264030500024016,0,0,0,0,0.0726836409535137,0,0,0,0,0.0573002618278709,0.0887904441166532,0,0,0,0,6.93889390390723e-18,0,0.0724850277436722,0,-0.0303650158562011,-0.16282668714262,0,0,0,0.0357141389013878,0,0
X300124.SZ,0,0,0,0,0.018362531127064,0,0,0,0,0,0,0,0.0842690950820676,0,0,0,0,0,0,0,0,0,0,0.0857532668010176,0,0.263237322693714,0,0,0.0751575646785802,0,0,0.100612940792848,0,0,0,0,0,0,0,0.132356940225866,0,0,0,0,0,0,0,0.0754183790721288,0,0,0,0.00890471691513915,0,0,0,0,0.0606552951409995,0,0
X000625.SZ,0,0,0,0,0,0,0,-0.0221631729429988,0,0.338749759682838,0,0,0,0,0,0,0,0,0,-0.189349177118801,0,0.0217492877586487,0,0.162747075996858,0.059128217663057,0,0,0,0,0,0,0,0,0.0988699814108892,0.0517132043047642,0,0,0,0.379934867648719,0,0,0,0,0,0,-0.239088314098924,0.443697529491726,-0.0566690574372968,0,0,-0.0541366429112722,0,0,0,0,0,0,0,0
