,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000661.SZ,X000725.SZ,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X000338.SZ,X600703.SH,X002007.SZ,X300124.SZ,X300014.SZ,X300142.SZ,X002371.SZ,X000100.SZ,X002049.SZ,X600741.SH,X601877.SH,X002236.SZ,X300003.SZ,X000157.SZ,X600584.SH,X000800.SZ,X002129.SZ,X300136.SZ,X002414.SZ,X600183.SH,X000625.SZ,X002179.SZ,X000977.SZ,X000066.SZ,X002456.SZ,X600118.SH,X601799.SH,X002185.SZ,X002008.SZ,X000050.SZ,X002508.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.40110680811973,0.194981374845356,0,0,0,0,0.0568216553805319,0,0,0,0,0,0,0,-0.0249067125410774,0,0.00835989260965547,0,0,0,0,0,0,0,0.0513531882816121,0.0351767253187292,0,0,0.01810436035438,0,0,0.0390112569162031,0,0,0,0,0,0.0517007233151845,0,0,0,0,0,0,0,0,0,0,0,0.000419529153115411,-0.00821097990711907,-0.000681513550059806,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.164448521414789,0.191511192277941,0,0,0,0,0.299061313258403,0,0,0,0.107172879221262,0,0,0,-0.0453922422556635,0,0,0.0053228706016421,0,0,0,0,0,0,0,0,0,0,0.0987046415996439,0,0,0.0269954994176119,0,0,0,0.0665143086373589,0,0,0.000890789915552287,0,0,0,0,0,0,0.00247111004461193,0,0,0,0,0,0
X600276.SH,0.0269745039051996,0,0,0,0,0,0,0.0669207452818323,0.0310073934536884,0,0.227882517692115,0,0,0,0,0,0,0,0,0,0,-0.0404713648439901,0.00672721738582125,0,0,0,0.0294208332284551,0,0,0,0,0,0.0647365524842688,-0.0734695939754135,0,0,0,0,0.0240940512067407,0,0,0,0,0,0.0282493843143877,0,0,0,0,0.0997755539039692,-0.0200732244706773,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313828168505804,0,0,0,0.0327822867873546,0,0,0,0,0,0.0121824854650701,0,0,0,0,0,0.119490797157285,0,0,0.0162208370951077,0,0,0,0,0,0.0449469651557221,0.0201466877586168,0.0124486689200912,0,0.015758100548045,0,0,0,0.112057459848151,0,0.0122019861514022,-0.0232167211831641,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0955332918650536,0,0,0,0,0,0,0,0,0.182898354001487,0,0,0.122566946550787,0,0,0,0.0210279207131812,0,0,1.73472347597681e-18,0,-0.00699821852892419,0,0,0.0298645886201739,0,0.0331333265426686,0,0,-0.0444089115522707,0,0,0.0179747213633253,0,0,0,0,0.0708466485785075,0.0913998419103334,0,0,0,0,0,0,0,0,0,0.020030003862728,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.167652128182689,0,0,0.0621959927136846,0,0.0466048122277697,0,0,0,0,0,0,0,0,0.119304279426398,0,0,0,0,0,0,0,0.0108945147571199,0,0,0,0,0,0,0.00994513764028147,0,4.33680868994202e-19,0,0,0,0,0,0,0.0905835870790703,0,0,0,0,0,0,0,0,0,-0.0173937556791707,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00640535360124495,0,0,0,0,0.148308466916464,0.00755632086461452,0,0,0,0.0743359712657269,0,-0.024903174950506,0.0800927577445286,0.0126272247217177,0.128247695835885,0,0,-0.0586645988069065,-0.0540720029767549,0.00941420956831777,0,0,0,0,0,0
X000568.SZ,0,0.467538602246287,0,0,0,0,0,0,0.0846281433916616,0,0,0,0,0.11431411379033,0,0,0,0.0563709225035421,0,0,0,0,0,0.0407986612395368,0.0219704944394542,0,0,0,0,0,0,0,0.0900483647497091,0,-0.0501523724008741,0,0,0,0,0,0,0,0,0,0,0,-0.00309733843495436,0,0,0,0.031785821613085,0.0316482437909098,0.00519445008442385,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.334260291639341,0,0,0,0,0,0.28896228533355,0,0.0507470389036567,0,0.0355361864266977,0,0,0,0,0,0.029903283113711,0.0445479372952426,0,2.77555756156289e-17,0,0,0,0,0,0,0,0.0282059592765702,0,0,0,0,0.144401787515697,0,0,0,-0.0585631422398712,0,0,-0.0222520064214393,0,0,0,0,0.0216999581935256,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0493499751715121,0,0.0346625348818007,0,0,-0.130799889837357,0,0.00327720431266081,0,0,0,0,0.115609855053212,0.268157990808696,0.0724819874706907,0,0,0,0,-6.93889390390723e-18,0,0.0998446783229912,0,0,0,0,0.243086143924534,-0.0933813993565671,0,0,0.118387504296945,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.021644673947417,-0.0253021345443931,0,0,0,0,0,0
X000661.SZ,0,0,0,0.174400940844233,0,0,0,0,0,0,0,-0.188384303898027,0,0,0,0.0317762289382956,0.122814458848752,0,0,0,0.0674448357627887,0,0,0,0.131602377088071,0,0,0,0,0,0,0,0,0,0,0,-0.0551131604785882,0,0,0,0,0,0,0,0,0,0,0,0,0.114006261566523,0,0.00673826226161047,-0.0386458401759272,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17593405900084,0,0,0.31631556393758,0,0,0,0,0,0,0.0747750185632961,0,0,0,0,0.169729179595005,0,0,0,0,0.0271140812918354,0,0,0,0,0,0.0542918236822672,0,0,0.0170972209021893,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.012515609018963,0,0,0,0,-0.225383687113936,0,0,0,0,0.0068095249241196,0,-0.0625433404917607,0,0.468299132151558,0,0,0,0,0,0,0,0,0,0.0299952780402599,0,0,0,0,-0.0308893313307775,0,0,0,0,0,0,0.311022356170103,0.0720014666021495,0,0,0,0.192080483619039,0,0,0,-0.0874527898788519,0,-0.0400065083003735,0,0,0,0,0,0
