,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X002475.SZ,X000651.SZ,X600690.SH,X600104.SH,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X000338.SZ,X002371.SZ,X002129.SZ,X002241.SZ,X600703.SH,X000625.SZ,X000063.SZ,X300142.SZ,X002049.SZ,X003816.SZ,X601877.SH,X000596.SZ,X002179.SZ,X000661.SZ,X000100.SZ,X600089.SH,X600460.SH,X002074.SZ,X600741.SH,X000799.SZ,X002236.SZ,X600702.SH,X000157.SZ,X002414.SZ,X600584.SH,X600779.SH,X000733.SZ,X600183.SH,X601799.SH,X600884.SH,X002007.SZ,X000800.SZ,X002008.SZ,X300003.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.225011701902014,0,0.0536237209608998,0,0.20785074596326,0,0,0,0.0496018684580508,0,0,0,-4.33680868994202e-19,0.0420531533750217,0,0,0.0403939539569336,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168513837928085,0,0,0,0,0.0377216420961415,0,0,0,0.00309064855884754,0,0,0,0,0,0,0,0,0,0,0,0.00344316966043473,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0815496869022665,0.293279422416999,0,0,0,0,0,0,0,0,0,0,0,0.126432643312489,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.0376891274634849,0,0.0781071701047191,0,-0.0774839963212294,-0.0699687815919407,0.171398935387964,0,0,0,0,0,0,0,0,0,0,0,-0.00505278190203872,0,0,0,0,0,0
X002415.SZ,0,0.0990597091932548,0,0,0,0,0,0,0,0,0,0,0.0327020730319877,0.140242804838891,0,0,0,0,0,0.0884273538678247,0,0,0.0527205882346945,0,0,0,0.0122681069218062,0,0.0188316722649057,0,0,0,0,0,0,0,0,0,0,-0.0130112093497255,0,0,0,0.116876562119631,0.105948238952029,0.0742121203542083,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.26981589895274,0,0,0,0,0,0,0,0,0,-0.0188637336232133,0,0,0,-0.0869139992021637,0,0,0,0,0,0.000789271442681302,0,0,0,0,-0.0346251620694825,0,0,0.342857274193054,0,0.227003306807872,0,0,-0.0707461677677758,0.0790849133970454,0,0,0,0,0,0,0,0,0,0,-0.0569080487616322,0.0813663077698564,0,0,0,0,0,0
X600276.SH,0,0.303069754622409,0,-0.209935097189041,0,0,0.0473460086237895,-0.0246252771627742,0,0,0,0,0,0,0.169218531441568,0,0,0.0785319378769256,0,0.0906770546831403,0,0,0.0801078805137966,-0.357559584485268,0,0,0,0,0.0559380638111329,0,-0.0140522972935328,0,0,0,0.307834875735881,0,-0.0192637705624183,0,0,0,0,0,0,0,0.111761793940674,0,0,-0.190554701722144,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.438184463373809,0,0.163016758070322,0,0,0.157103096690352,0,0,0,-0.183845392390519,0,0,0.0391880611918772,0,0,-0.0250816575031533,0,0,0,0,0,-0.026133509986005,0,0,0,0.129364672310477,0,0,0,0,0,-0.011477650962208,0,0,0,0,0,0,0,0,0.00150266615848429,0,0,0,0,0,0,0,0,0,-0.0110914045383095,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.425306411660841,0,0.44892603462407,0,0,0,0,0,0,0,-0.222521742046674,0,0,0.0552412324349794,0.0379186487650276,0,0.172440006285081,0,0,0,0,0,0,0,0.00923239416608307,0,0,0,0,0.110517771865849,0,0,0,-0.109101089300443,0,0,0.194425018058412,0,0,0,0,0,0.0430233210028445,0,0,0,0,0,-0.0635744380790882,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0486762330643531,0,0,0,0,0,0,0,0,0,0,0,0,0.0944406671668307,0,0.152386888895054,0,0.0284473523202514,0,0,0.189033781035998,0,-0.130015204562873,-0.0449726658415561,0,0,0,-0.157906448101373,0.0705668933391683,0,0,0,0,0,0,0,0,0,0,0,0.163538483712583,0,0,0,-1.73472347597681e-18,0,0,0,0.0170020643200156,0,0,0,0,0,0,0
X000651.SZ,0.079764150920073,0,0,0,0.0538495726599582,0,0,0,0,0.0385852027139138,0,0,0,0,0,0,0,0,0,0,0,0.164657992853298,-0.0339509306179506,0,0,0,-0.0468941067571771,0,0.121954575303511,0,0,-0.027437277774577,0,0.00544277197446074,0,0,0,-8.67361737988404e-19,0,0,0.0413099829677339,0,0,-0.0500391352288018,-0.0785519836155415,0,0,0,0,0,0,-0.0767293374345106,0.138078609455562,0,0,0,-0.0690344170008271,0,0
X600690.SH,0,0.0370474099468554,3.46944695195361e-18,0,0.101762526478438,0.185028333032342,0.111673313411078,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.038549373297449,0,0,0,0.0272356377536324,-0.0235889288205987,0,0,0,0,0,0.133119475635036,0,0,0,0,0,0,0,0.00538885038790518,0.283817125317517,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209416189449208,-3.46944695195361e-18,0,0,0,0,0,0
