,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000063.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600031.SH,X600276.SH,X600690.SH,X600271.SH,X600118.SH,X600372.SH,X000100.SZ,X000157.SZ,X600703.SH,X000338.SZ,X002129.SZ,X002241.SZ,X600741.SH,X600089.SH,X300124.SZ,X600066.SH,X002236.SZ,X600177.SH,X000559.SZ,X600582.SH,X002456.SZ,X002465.SZ,X002292.SZ,X600060.SH,X000977.SZ,X002475.SZ,X600435.SH,X600198.SH,X600839.SH,X300003.SZ,X601877.SH,X000581.SZ,X002008.SZ,X000800.SZ,X002294.SZ,X000568.SZ,X000623.SZ,X002007.SZ,X002049.SZ,X600498.SH,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0603357486318581,0,0,0.00642253042735036,0,0.105929874800391,0,0.0351136170305776,0,0,0,0,0.113980137113591,0,0,0,0,0,0,0,0,0,0,0,0.0162980735885334,0,0,0,0,0,0,0.00416592908204838,0,0,0,0,0,0,0,0,0,0,0.250284073273016,0,0,0,0,0,0,0.00618980924671474,0.0143967596422322,0,0,0,0,0,0
X600104.SH,0,0,0.117238886237485,0,0.0506676600232286,0.0512543983079233,0,0,0,0,0,0,0.0265945060793874,0.0188130133339421,0.0906120166034928,0,0,0,0,0,0,0,0,0,0,0.0743649834837405,0,0,0,-0.00201603377985204,0,0,0,0,0.0453622335915338,0,0,0.000159790555964672,0,0,0,0,0,0,0.133861949275877,0.0899441760775158,0,0,-6.93889390390723e-18,0,0,-0.00403366012038435,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.00202167039796221,0,0.180020059853992,0,0,0.0209081963730546,0,0,0.162354743454485,0.0571759030840552,0,0,0.122070910370735,0,0,0.0481915045629791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.00159562574612944,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0258471408184394,0,0,0,0,0,0,0.0107806296805043,0,0,0,0,0,0,0,0,0,0.100683144853042,0,0,0.112309109724597,0,0,0.0823002107176799,0,0.0953179733333536,0,0,0.113472569584048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136962558572673,0,0,0,-0.0179033099989758,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859585570555984,0,0,0,0.0905464361565745,0,0,0,0,0,0,0,0,0,0,0.222263908429493,0,0,0,0,0,0,0,0,0.132099891130342,0.1895736011751,0.114797227888674,0,0,0,0,0,0,0,0,0.197256705297736,0,0,-0.00142205391096858,-0.00117291100975716,0,0,0,0,0,0
X000063.SZ,0,0,0.166353074539351,0,0,0,0,0,0,0,0,0,0.0391705890446186,0,0,0,0.12472634859978,0,0,0,0,0,0.102131172161823,0,0,0,0,0,0,0,0,0,0,0.109725045460179,0,0,0,0.0663369914527862,0,0,0,0,0,0.0620332544951447,0.129406936191831,0,0,0,0.155688545049424,0,0,-0.0108116375340801,3.92910738508403e-05,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,-0.0125563849265421,0,0,0,0.0723494745728378,0,0,0,0.127901707161137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346298787928714,0,-0.0255202582137732,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035555691115473,0,0,0.0725053397965606,0,0,0,0,0,0,0,0.00478878508822813,0,0,0.0520474053068729,0,0,0,0,0.0703091656719076,0,0,0,0,0,0.126739575874455,0,0,0,0.00725504158538522,0.170821590228524,0,0,0,0.0734147780428203,0,0,-0.00431396858306556,0,0,0,0,0,0,0
X000625.SZ,0.0551320583415821,0,0,0,0,0.0347944202404136,0,0,0,0,0,0,0.051053566151493,-0.0231512974958037,0,0,0.170262821238382,0,0,0,0,0.0656568353216434,0,0,0,0,0,0.0364582843456938,0,0,0,0,0.0403855577770202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707626456078415,0.0684932698644082,0,0,0,0,0,0
X600031.SH,0,0,-0.0499791067875726,0,0,0,0,0.0201912501387813,0,0,0,0,0,0,0.137242864574918,0,0.029914685238101,0.0865815824623844,0,0,0,0,0.22446181595983,0,0,0,0,0.0318946578377656,0,0,0,0,0,0,0,0,0.0904574963780079,0,0,0.0290950168480819,0,0,0,0,0,0,0,0.0888243704353937,0,0,0,0,0.0140541214881931,0,0,0,0,0,0
X600276.SH,0,0,0,0.184104146039212,0,0,0,0,0,0,0,0,0,0,0.0910213485664994,0,0,0,0,0,0.222556787779352,0,0,0,0,0,0,0,0.0945987604049231,0,0,0,0.0351617668232963,0,0,0,0,0,0,0,0,0,0,0.013639170566349,0,0,0,0.015862071296882,0,0,0,-0.0109965926104583,0.00859414139749971,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776015695941005,0,0,0,0.0043000612598489,0.0724946920854787,0,0,0,0,0,0.0840282101374689,0,0.122256953111836,0,0,0.0355008101179182,0,0,0.00126214758978522,0,0,0,0,0,0,0
X600271.SH,0,0,0,0.183537028627825,0,0,0,0,0,0,0,-0.0195750689226775,0,0,0,0,0,0,0,-0.0280016130255938,0,0,0,0,0,0.142727826995291,0,0,0,0,0,0,0,0.0783809290756811,0,0.177523344088283,0.0479620635323504,0,0,0.209351531156481,0,0,0,0,0.179191458418512,0,0,0,0,0.0644469925991613,0,-0.0260823407748407,-0.0355604176337149,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.222404627302934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246593114237152,0,0,0,0,0.0513317132727439,-0.0530072457348626,0.197175083340634,-0.0171377866144727,0,0,0,0.296456190264376,0,0,0.1085557480014,0,0,0,0,-0.0679687133745154,0,0,0,0,0,0,0,0,0.00547723693027573,0,0,0,0,0,0
X600372.SH,0,0.280143262954531,0,0,0.0149381343455351,0,0,0,0,0.126966581998028,0,0,0.0290642080984298,0,0,0,0,0,0,0,0,0,0.0377200736402184,0,0,0.103120632996725,0,0,0,0,0.0635051201102608,0,0,0,0,0.0853575910505246,0,0.0471486732662708,0,0.0528219251220079,0,0,0,0,0,0,0.126176516975954,-6.93889390390723e-18,0,0,0,-0.018735525998763,0,0,0,0,0,0,0
