,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X002456.SZ,X002508.SZ,X000100.SZ,X601877.SH,X300124.SZ,X300136.SZ,X600271.SH,X600522.SH,X300003.SZ,X002008.SZ,X600177.SH,X000157.SZ,X002294.SZ,X002007.SZ,X002085.SZ,X600118.SH,X600089.SH,X600487.SH,X600566.SH,X600699.SH,X600867.SH,X600809.SH,X600372.SH,X000559.SZ,X300115.SZ,X000623.SZ,X002180.SZ,X000980.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0551546935545398,0,0,0.0985042211632881,0,0,0,0,0.0131681067147876,0,0,-0.00417202536406214,0,0,0,0,0,-0.0199429772957916,0,0,-0.0653488079727463,0,0,0,0,0,0,0.0972396546504423,0,0.214323935990598,0.0562428773805807,0,0,0,0.365242564801455,0,-0.133982188828065,0.0611353023295265,0,0,0,0,0.0110147507187339,-0.0119296885428934,0,0,0,0,0,0
X600104.SH,0,0,0,0.207413236890905,0,0,0,0,0.108767197977464,0,0.0927605353594343,0,0,0.520951221498474,0,0,0,0,0,0,0,0,0,0,-0.0184233169018563,0,-0.117546663308262,0,0,-0.0574921000608013,0,0,0,0,-0.0830968964766907,0,0,0,0.154475246293991,0,0,0,0,0,-0.141550607487622,0,0,0,-0.00986760335594299,0.00679675797769579,-0.0122663555971853,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0630985426512634,0.118337953277656,0,0,0,0,0,0.156975348313123,0,0.128110433241841,0.241217011446505,0,0,0,0,0,0.0765694898427192,0,0,0,0,0,0.0676130524513355,0,0,0,0,0,0,0,0,0,0,0.140942651032821,-0.286907997592642,0,0,0,-0.105561059858518,0,0,-0.0898047079469566,0,0,0,0.0151931635428015,0,0,0,0,0,0
X000651.SZ,0.106250359219823,0,0,0,0,0,0.0401145879023028,0,0.1906882108418,0.16875024923396,0.0706808237086729,0,0,0,0,0,0,0,0.0659440235295819,0,-0.0661239968165479,0.129435569147162,0,0,0,0.107042276514283,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0236373082654059,0,0,0,0,0,0,0,0,0,0,0.00168803454872697,0.00306426059497131,0,0,0,0,0,0
X000858.SZ,0.0912958829839192,0,0,0.0480153148634801,0,0,0.00308200358363553,0,0,0,0,0,0.586493516028993,0,0,0.0793833129315013,-0.00435612986103459,0,0,0,0,0,0,0.0869081604519514,0,0,0,0,0.0342521060915426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00656442057802761,-1.48694721930774e-05,0,0,0,0,0,0
X600276.SH,0,0.238570159000653,0.114281546953156,0,0.0256250516182609,0,-0.0301628768113975,0,0,-0.018635785413922,0,0,0,0,0,0,0,-0.111141598117633,0,0,0,0,0,0,0,0,-0.0467708293902442,0,0,0,0,0,0,0,0,0,-0.0183921477255917,0,0,0,0,0,-0.0770970678013056,-0.149184161093916,0,0,0,-0.0600176375829284,0,0.0184873005106973,0.00942643702368094,0,0,0,0,0,0
X000725.SZ,0,0,0.412074853265772,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0380484539445052,-0.0907263397370392,0,0,0,0.062787186025353,0,0,0,0,0,0,0.240030208782121,0,0,-0.0407696733227179,0,0,0,0,0.254099775746643,0,0.449395340470257,0.012486994392065,0,0,0,0,0.127305027293246,0,0,0,0,0,0,0,0.0227437664587708,0,0,0,0,0,0
X002304.SZ,0.191491808546601,0,0,0,0.155000602637083,0,0,0,0.518322608696184,0,0,0,0,0.665516142512302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380867317003975,0,0,-0.258147203128183,0,0,-0.0712403073862704,0,0.00663958981117255,0,0,0,0,-0.282488719322499,0,0
X600690.SH,0,0.626537056765135,0,0.0343963541264787,0,0,0,0.0431275113821654,0,0,0,0,0,0.012886309913839,0,0.0422246651129622,0,0,0,0,0,0,0,0,0,0.0169043637372034,0,0,0,0.00579153307198433,0,0,0,0,0,0,0,0.0469779339916341,0,0,0,0,0,0,0.105196858099202,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0709539193734532,-0.023614741426805,0,0,0.0451066917153705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531319377489286,0,0,0,0,0.0234632020948417,0,0,-0.119150410979413,0,0,0,0,0.0740847633930773,0,0,0,0,0.0580648598764688,0,0.280387818162405,0,0,0,0,-0.00548202278056358,-0.00809168394586456,0,0,0,0,0,0
