,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X002304.SZ,X000568.SZ,X600809.SH,X600031.SH,X600104.SH,X600690.SH,X000725.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X300014.SZ,X003816.SZ,X000596.SZ,X000338.SZ,X002241.SZ,X600703.SH,X000625.SZ,X000100.SZ,X600741.SH,X002371.SZ,X002179.SZ,X601877.SH,X002049.SZ,X000157.SZ,X002129.SZ,X002007.SZ,X600584.SH,X002414.SZ,X600183.SH,X300142.SZ,X002236.SZ,X000066.SZ,X601799.SH,X000800.SZ,X000799.SZ,X002074.SZ,X300003.SZ,X002008.SZ,X000547.SZ,X600779.SH,X000977.SZ,X002508.SZ,X300146.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.361365855019807,0,-0.263939678178878,0,0,-0.0303505494894601,0,0.0969700182664632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156132061562553,0,0,0,0,0,0.114221771032127,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.100288771678965,0,0,0,0,0,0.0146810583626563,0.0175248245116714,0,0,0,-0.00325503928307596,0,0
X000858.SZ,0.152475968027126,0,0,0,0,0,0.0678007077287808,0.226287723768021,0.121571618070871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335217465981219,0,0,0,0,0.0261534945635256,0,0,0.0386275827773081,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.00337554196999513,0,0,0,0,-0.00469701323592999,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0583921215314399,0,-0.0368130056197573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545838755728975,0,0,0.232403845596514,0.0342811100845042,0,0,0,0,0,0,0,0,0,0,0.0279651928949466,0.038823465242241,0,0,0,0,0,0,0,-0.00370069274382953,0,0,0,0,-0.00569127583468915,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0763700216870093,0.00097048891963311,-0.0599007996350347,0,0,0,0,0,-0.172717849438895,0,0,0,0,0.0833513059399734,0,6.93889390390723e-18,0,0,-0.13463333900527,0.113469741873438,0,0,0,0,0,0.104934924388896,0,0,0,0.0390378150345726,0,0,0,0,-0.0123283274852338,0,0,0,0,0,0.0349985987238717,-0.0131951813124171,0,0,0,-0.00921202554655086,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0898151947476165,0,0,0,0,0,0,0,0,0,0.0371947423244844,0,0.469851300072491,0.051248540186466,-0.0628120147543166,0.015783257492152,0,0,0,0,0,0,0,0,0,0.0612470520552475,0.0403822714564782,-0.0633737104420636,0,0.0783579430408365,0,0,0,0,0,0,0,0.171378668227063,0,0,0,0,0,0.0172167972377892,0.0265429355582655,0,0,0,-0.0041038181324734,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.106089655607914,0.121613946974583,0,-0.00426564196948812,0,0,-0.0567456081576169,0,0,0,-0.0797406663263799,0,0,0,0,0,0,0,0,0.219134636991881,0,0,0.00993359810093892,0,0.0685615556434505,0.0433225039855577,0,-0.00581963658788455,0,0,0,0.147655980937733,0,0,0,0,0,0,0,0.0419684219014095,0,0,-0.0235236421301945,0,0,0,-0.0195112149521298,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.369034563485477,0,0,0,0,0.000743806421964115,0,0,0,0,0,0,0,0,-0.0522488903742235,0,0,0,0,0,0.0271005355661663,0,0,0,0,0,0,0,0,0,0.0659520579336127,0,0.14912936090302,0,0,0,0,0.0924497723838755,0,0,0,0,0,0.0359965968971305,0,0,0,0,-0.00262269927390373,0,0
X000568.SZ,0,0.172084341152681,0,0,0,0,0.137306252861006,0,0.358692553684901,0.0463274772268693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0079784535728406,0,0,0,0,0,-0.113610999732793,0,0,0,-0.0701917012339532,0,0,0.00687592790136708,8.67361737988404e-19,0,0.0486243146130797,0,0.128165386629189,0,0,0,0,0,0,-0.0370117540176728,0,0,0,6.34292769087748e-05,0,0
X600809.SH,0,0,0,0,0,0,0.104291905331997,0,0,0,0,0.322433527212251,0,0,0,0,0,0,0,0.0225012221302712,0,0,-0.0470890273283799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000213062077545512,0.0678049094305271,0,0.206705468389752,0,0,0,0,0,0,0.304269655349297,0,0,0,0.0237734498417967,0.0474114239199383,0,0,0,0.00705892407007585,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.178754702475013,0,0,0,0,0.0798314971506951,-0.0517950999115961,0,0,0,0,0,0,0,0.0333361746274603,0,0,0,0,0,-0.0676988916434019,0.301794644681113,0,0,0.129837065653031,0,0,0,0,-0.0820768306211012,0.329480055874062,0,0.0678425293242034,0,0,0,0,0,0,0,0,0,0,-0.000636666081105437,-0.0337021250578197,0,0,0,0.00242730552330526,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.11298487421309,0,0,0,0,0,0.135079525529459,0,0,0,0,0.121873932233303,0,0,0.15992842215646,0,0.358982445612089,0,0,0,0.0646140989709618,0,0,0,0,0,0,0,0,0,0,0,0,0.149640251214238,0,0.0358590188738893,0,0,0,0,0,0,0,0.0143685600966721,0,0,0,0,-0.00901530774904866,0,0
X600690.SH,0,0,0,0.00181310599435056,0,0.0435066773773665,-0.207987613735103,0,0.399533992283174,0,0.168279255834338,0,0,0.0985051811227549,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00316765546255455,0,0.0119498916257494,0,-6.93889390390723e-18,0,0.164825792161548,0,0,0,0,0.00357688007382605,0,0,0,-0.0076968788055392,0,0
X000725.SZ,0,0,0,0,0.155726805712326,0,0,0,0,0,0.00640386903689553,0,0,0,0,0,0,0,0,0,0.129563170283471,0.0653202256733314,0.0387448606462272,0.422422420284757,0,0.0835153073037126,0,0,0.0467198432286338,0,0,-0.0180963016069652,0,0,0,0,0,0,0,0,0,0,0,0.0337689044149354,0,0,0,0,0,0,0,0.0285949948091208,-0.0330089638357474,0,0,0,0.0101075959980053,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0.133531608461493,-0.0574357218759421,0,0,0,0,-0.0876638457284151,0,0,0,0,0,0,0,0,0,0,0,-0.339458494948399,0,0,0.181457718368631,0.232881781748881,0,0,0,0.245946706340883,0,0,0.113279895845091,0,0,0,0,0,0.217932630164601,0.207653506210436,0,0,0,0,0,-0.0294846361544581,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.153798474570299,0,0,0,0.231411326949602,0,0,0,0,0,0.0259836984371947,0.12874064678678,0,0.0881520291896325,0,0,0,0,0,0,0.0813152255929629,0,0,0,0,0,0,0.0858852406609604,0,0.117079924897219,0,0,0,0,0,0,0,0,0,0.00401156498247527,0.0343341183576807,0,0,0,-0.0102031521381686,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.15948371411322,0,0,0.0210814879837885,0,0,0.119282221444427,0,0,0.0197726357113955,0,0,0,0,0,0,0,0,0,0,0,0.086429004801094,0,0,0,0,0,0,0.026020714259561,0,0,0,0,0,0,0,0.0133951787588356,0.163074239304461,0,0.00735291868938894,0,0,0,0,0.0348971154862887,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044370101244063,-0.00596538425481131,-0.0199331980972075,0,0,0,0,-0.157808986060246,0,0,0,0,0,0,0,0,0.0208455488138774,0,0,0.263449288676831,0,0,0.192227788680639,0.159826243463048,0,-0.2213280681503,0,0,0,0,0,0,0,0,0.0105371414965934,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.0328756922265424,0,0,0,0,0,0,0,0.059856874926404,0.0449948143566722,0,0,0,-0.00095263160017092,0.0391334183972902,0,0,0,0,0,0,0.02499278728152,0.00897800835582375,0,-0.0270635974229935,0,0,0,0,0,8.67361737988404e-19,-0.016300269546147,0,0,0.0178352776723691,0,0,0,0,0,-4.33680868994202e-19,0,0.0349840104458372,0,0.00892433618440837,0.00297198168365655,0,0,0,-0.00603711475146772,0,0
X000596.SZ,0,0,0,0,0.376462854851971,0,0,0.162113798809153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12127514083695,0,0.0300697672541821,0,0,0.0303700692449082,0,0,0,0,0,0,0,0,0,0.0699618488733319,0,0,0,0,0.160949097964336,0,0,0,0,0,-0.0203522296625682,0,0,0,0,0.0086136161428752,0,0
X000338.SZ,0,0,0,0,0,0,0.0408261386439756,0,0.0819833029316301,0,0.111410455328016,0,-0.0856580577901407,0,0.244024980837746,0,0,0,0,0,0.00530715646903397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167947647417204,-0.102372355165748,0,0,0.137965412478608,0,0,0.0738468656102526,0,0,0,0,0,0,0,0.0057891474124559,0,0,0,0,-0.00264865085077545,0,0
X002241.SZ,0,0,0,0,0.585905908197831,0,0,0,0,0,0,0,0,0,0,0,-0.188992274673284,0,0,0,0,-0.0927190626222967,-0.0260732307952342,0,0,0,0,0,0,0,0,0,-0.0829711635762491,0,0,0,0,0,0,0.544680204008371,0,0,0,0,0,0.0219630724912962,0,0,0,0,0,0,0.0171831700379393,0,0,0,0,0,0
X600703.SH,0,0,0.034206466899498,0,0,0,0,0.0421299318564521,0,0,0,0,0,0,0,0.00966051444660374,0,0,0,0,-0.0549236968242619,0,0,0,0,0.27526489420107,0,0,0,0,0,0,0,0,0,-0.00550836544718387,0,0.167950749073827,0,0,0,0.152192538687547,0,0.201452704473095,-0.255794826794397,0,0,0,0,0,0,0.0348748447168349,0,0,0,0,-0.00278296875921095,0,0
X000625.SZ,0,0,0,-1.04057576499179,0,0,0,0,0,0,0,0,0,0,0.412061597060652,0,0,0,0,0,0,0,0,0.110420954736072,0,0,0.452270960996722,0,-0.0552713671338223,0,0,0,0,0,0,0.11813602221917,0,0,0,0.200083791822086,0.0551493029732647,-0.0230623502579889,0,0,0,0,0,0,0,0,0,0.0364330235410923,0.0344479676723785,0,0,0,-0.00866311537084408,0,0
X000100.SZ,0,0,0,0,0,0,-0.213196232314402,0,0.0293212801072288,0,0,0,0.789504635623911,0,0,0,0.154967409623093,0,0.078055662623722,0,-0.108576457677552,0,0,0,0,0,0,0,0,0,0,0,0,0.0177877324299776,0,0,0,0,0,0,0,0.110254467346732,0,0,0,0,1.73472347597681e-18,0.0719544863088288,0,0,0,0,0.0166010382780236,0,0,0,-0.01747291188338,0,0
X600741.SH,0,0,0,0,0,0,0,0,0.16039711079531,0,0.300682452421392,0.193530124345541,0,0,0.0623451988701267,-0.0246578835365404,0,0,0.0392374175343555,0,0,0,0,0,0,0,0,0,0,0,0.0287646442683985,0,0,0,0,0,-0.0274456730502921,0,0,0,0,0,0,0,0,0.00306115200747905,0,0,0,0,0,-0.00524211317864551,0.00714940196800337,0,0,0,-0.01062898515924,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0274255075373661,0,0,0,0,0.160748112852692,0.180039767388045,0,0,0,0,0,0,0.021766706284373,0,0,0,0,0,0,-0.0656120655720479,-6.93889390390723e-18,0.127527162856927,0.590774420978507,0,0,0,0,0,-0.230248312475561,0,0,-0.0146914888564626,0.107878741182543,-0.0234504541829673,0.15630352135918,0,0,0,0,0,0,0,-0.00872185040804553,0,0,0,-0.000854376200334773,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0.120907135594387,0,0.118250158853236,0.122881248289422,-0.057266231873708,0.0102456640371135,0,0,0,-0.0863565108230928,0,0,0,0,0,0,0,0,0.00334427989508886,0,0,0,0,0,0,0,-0.0571248513621783,0,0,0.200379357835721,0,0,0,0,0,0.115129795248646,0,0,0,0,0.077246469822518,0,0,-0.00176374111491388,0,0,0,0.0105166636206268,0,0
X601877.SH,0,0,0.0732964703652367,0,0.296899061861642,0,0,0,0,0,-0.0528158355530356,0,0,0,0.169591499115784,0,0,0,0.174370973783211,0,0,0,0.0134468749794714,0,0,-0.0325951366832791,0,0,0,0,0.190578198922924,0.0167883986778956,0,0,0,0,0,0,0.0610588034659012,0,0,0,0,0,0.176345302543154,0.153318617920863,0,0,0,0,0,0,0,0,0,0,0.00917523808575728,0,0
X002049.SZ,0,0,0,0,0.00155183825868323,0,0,0,0,0,0,0,0,-0.0218562026332597,0.0598265860106117,0,0,0,0.104925021424079,0,0.522294664275822,0,0,0,0,0.0439846813006043,0,0,0,0,0.302685300741009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24273924113977,0,0,0,0,0,0.0537096505535461,0,0,0,0.075581167477113,0,0
X000157.SZ,0,0,0,0,0,0.340055901107543,0,0,0,0.0775482071930346,0,0,0,0,0,0,0,0,0,0,0,0,-0.0776322626027066,0,0,0,0,0.0618518885070534,0,0,0.0937702817453386,0.0682758200558542,0,-0.0829772767385917,0.208687414703557,0,0,0.050265620469509,0.0896606965035113,0,0.144372292579932,0,0,0,0,-0.0474708453548441,0,0,0,0,0,0.0182578350946449,0,0,0,0,-0.0157225542049215,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,-0.0128007556308096,0,0,0,0.175207850445229,0,0,0,0.120055304520034,0,0,0,0,0,0,0,0,0,0.197647517520531,0,0,0,0,0.204643903485943,0,0,0,0,0,0.0746205695958042,0,0.232377190930623,0,0,0,0,0,0,0,0,0,-0.00635800243414251,0.0311894479666428,0,0,0,-0.00343509552151296,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593463445738134,-0.28825825009893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1086330136634,0.250748940652551,0,0,0,0,0.212971326227958,0,0,0,0,0,0.0178383494828211,0,0,0.00172158470634085,0,0.130310907924641,0,0,0,0,-0.0071984046447718,0,0,0,0,0.020942761776798,0,0
X600584.SH,0,0,0,0,-0.152214936823455,0,0,0,0,0,0,0,0,0,0.24618725337712,0,0,0,0,0,-0.0613685783153589,0,0,0.0691601802349436,0,0.351868568145602,0,0,0.0569995191112659,0,0,0,0,0,0.180733302808791,0.0157199817574364,0,0,0.0740079948496297,0,0,0,0,0.0800112595368379,0,-0.147800966350614,0,0,0,0,0,-0.00206174223612386,-0.055729368210309,0,0,0,-0.0133189435209285,0,0
X002414.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00682135881224244,0,0.0112650569761116,0,0,0,0.0481182870647276,0,0,0.0759388819877914,0,0,0,0,0.0768784128525262,0.517400124813873,0,0,0,-8.67361737988404e-19,0,0,0.0451845391476365,0.0319872628988346,1.0842021724855e-19,0,0,0,0,0,0.00208507162441928,-0.12857089117034,0,0,0,2.71050543121376e-20,0,0
X600183.SH,0,0,0,-0.0206066792131301,0,0.0809095282791569,0,0,-0.106866431715403,0,0,0,0,0,0.0648876202999858,0,0.092152799048051,0,0,0,0,0,-0.0631397669456621,0,0,0.211067501155657,0,0,-0.0736528205466277,0.0776155342469239,0,0.193030325006315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150397351514456,0,0,0,0,-0.0284401761740913,0.092757527987427,0,0.0194207481330439,0,-0.00931551816827475,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0.353045648985495,0,0,0.19338422827959,0,0.39112722653372,0.0478404571131884,0,0,0,0,0,0.438818870704834,0,0,-1.08829076570315,0,0,0,-0.624752233884022,0,0.210478166201864,0.219474556425828,0,0,0,0,0,0.711329838235463,0,0,0,0,0,0,0,0,0,0,0,0,0.0196372778040267,-0.0851810231462084,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0.173466594014191,0,0,0,0,0,0,0,0,0,0.249744339606045,0,0,0,0,0,-0.0556984300002013,0.0734526776784453,-0.0944685146632215,0,0,0,0,0,0,0.0272136674675834,-0.0228530207475115,0.106929136513248,0,0.101756691549471,0,0,0,0,0.148024633548568,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0332902115409801,0,0,0,0,-0.0187120820689623,0,0
X000066.SZ,0,0,0,0,0,0,0.0385933470174733,0,0,0,0,0,0,0,-0.0318981371094238,0.0943338201955809,0,0,0,0,0,0,0,0,0,0,0,0,0.0489488295174446,0,0,0,0,0.226871223833073,0,0,0,0,-0.012674176714806,-8.67361737988404e-19,0,0,0,0,0,-0.20743803089058,0.145359915512183,0,0,0,0,0.00797097789252972,-0.00583110318523622,0,0,0,-0.00884760611970109,0,0
X601799.SH,0,0,0,0,0,0,0,0,0,0.388289763899853,-0.069821103147949,0,0,0.03990727178076,0,0,0,0,0,0,0,0,0,0,0,0,0.0505854657963169,0,-0.0576032545741619,0,0,0.0320420615483833,0,0,0,0.0196506601896232,0,0,0,0,0,0,0.00503600696748389,0,0,0,0,0,0.0285751069527838,0,0,-0.0398856118108963,0.0976162632541191,0,0,0,-0.0016854364869847,0,0
X000800.SZ,0,0,0,0,0,0,0,0,0,0,0.0877506139235613,0,0,0,0.0682557344510393,0,0,0,0,0,0.122490533458603,0.0389129285912756,0.129553566526771,0,0,0.134479096140362,0,0,0,0,0.0566133805999141,0,0.0174594894136631,0,0,0,0,0,0,0,0,0.154010187642569,0,0.0240494514742533,0,0,0,0,0,0,0,0,0,0,0,0,0.0231330027943676,0,0
X000799.SZ,0,0,0,0,0,0,0.0679342388781226,0,0.0992677946735424,0.0715403769219224,0,0,0,0.0690376650583971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991873055922512,0,0,0.0291767697917745,0,0,-0.083807825405482,0,0,0,0.182512257797684,0,0,0,0,0,0.0201721732501825,0.0230274982263246,0,0,0,0.00373211043192739,0,0
X002074.SZ,0,0,0,0,0,0,0.0388678660450437,0,0,0,0.0253819801339184,0,0,0,0,-0.232894819543065,0.246077319089661,0,0,0,0,0,0.249043349353957,-0.0255359163008293,0,0,0,0,0,0,0.329260870360388,0,0,0.14454613703313,0,0,0,-0.186080444845195,-0.000453868710720056,0,0,0,0,0,0,0.127783501996042,-3.46944695195361e-18,0,0,0,0,0.034462633620528,-0.0590193869692416,0,0,0,0.00847920090263459,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296728176060561,0,0,0.0545800610432763,0,-0.149500126141817,0,0,0,-0.126091043030121,0,0,0,0,0,0,0.141710283518216,0,0.473859097417612,0,0,0,0,0,0,0,0,0,0,0,0,0.0709404893601418,0,-0.0185625345577572,0,0,0,0,-0.063003040031206,0.223536344251348,0,0,0,0,0,0
X002008.SZ,0,0,0.176867118511947,0,0,0.296847327983893,0,0,-0.00617969797791357,0,0.141654878835803,0,0,0.132380061142807,0,0.0815404304927897,-0.0510400548309638,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0328612943210696,0.029849390882129,0.222863830389503,0,0,0,0,0,0,0.0258991319616473,0,6.93889390390723e-18,0,0,0.158812669282434,0,0,0,0,0,0,0.010571833459689,0,0,0,0,-0.010607393585687,0,0
X000547.SZ,0,0,0,0,0,0,0.0396562257127029,0,0,0,0,0,0,0.0262072624055745,0,0,0.0771319610311743,0,0,0,0.102945962714287,0,0,0,0,0,0,0.00461300284738218,0.0371796927721348,0.113853110338961,0.0235682172610715,0,0.208314814211739,0.11711189959323,0.0869098113524416,0,0,0,0,0,0,0,0.0775767513093702,0,0,0.109052145954355,0,0,0,0,0,0.0281637925823513,-0.0261636524089542,0,0,0,0.00289120432111579,0,0
X600779.SH,0,0,0,0,0,0,0,0.258392700452047,0,0,0,0,0,-0.0118513462875955,0,0,0,0,0.423007085951111,0,0,0,0,0,0,0,0,0.140023023347115,0,0.131957612740632,0,0,0,0,-0.139606230255667,0,0,0,0,0,0.363027405525175,0.131659250041856,0,0,0,0,0,0,0,0,0,-0.0549099269348392,0,0,0,0,-4.66114377205811e-05,0,0
X000977.SZ,0,0,0,0,0,0,-0.0286509610367448,0,0,0,0,-0.0376511874301516,0,0,-0.0761450743670177,0.379130273703678,0.0618336260343222,0,0,0,-0.0750648187050955,0.0961271501179091,0,0,0,0,0,0,0.11378182172094,0,0.0677981351833643,0.232314631920364,0,0,0,0,0,0,-0.274214509467903,0,0,0,0,0,0,-0.0480787560528755,0,0,0,0.0235043249163802,0,-0.0338938974529851,0,0,0,0,-0.00575294258399128,0,0
X002508.SZ,0.162533525202924,0,0,-0.0687143543205668,0,0,0,0,0.118374940781928,0,0.0844559826099023,0,-0.0957515347068935,0,0,0,0.117387406764559,0,0,0,0,0,0,0,0,0,0,0.230018077232369,0,0,0,0,0,0,0,0,0,0,0,0.00286764950295155,0,0,0,0,0,0,0,0,0.298884082159431,0,0,-0.0400418343006178,0.0601454134939279,0,0,0,-0.00570795097544614,0,0
