,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X000559.SZ,X600118.SH,X600066.SH,X000157.SZ,X600372.SH,X002475.SZ,X002236.SZ,X600089.SH,X600741.SH,X000338.SZ,X002292.SZ,X002241.SZ,X000568.SZ,X300124.SZ,X600839.SH,X600177.SH,X002465.SZ,X002294.SZ,X000869.SZ,X600867.SH,X000800.SZ,X300003.SZ,X002074.SZ,X000977.SZ,X600582.SH,X600525.SH,X002129.SZ,X600498.SH,X000581.SZ,X000550.SZ,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.166068079245609,0,0,0,0,0.0569549999201073,0,0,0,0,0,0,0,0,0,0,0.306080699984435,0,0,0,0,0.149912523598528,0,0,0.0750803722391353,0,0,0,0,0,0,0,0,0,0,0,-0.0339907977295776,0,0,0,0,0,0,0,0,0,0,0.0176369458902989,0.0883363329911168,0,0,0,0,0
X600104.SH,0,0,0,0,0,-0.111713557955104,0,0.107009022051283,0,0.0521910781917593,0,0,0,0,-0.0378177556732288,0,-0.0240832447265954,0.534006395065751,0,0,0.242593946353516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122907157407847,0,0,0.166446430252901,0,0,0,0,0.0107736438524464,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0930117835082512,0,0,0,0,0,-0.0392020396489722,0,0,0,0.0315736118449016,0,0,0,0,0,0,0,0,0.237974006133075,0,0.0471749010862108,0,0,0,0,0.0541175497594024,0,0,0,0,-0.0446830129976593,0.193171727693824,0,0,0,0,0,0.0563598237145504,0,-0.16871070352142,0,-0.0107967095884683,-0.0257470013770302,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.16153148886715,0,0,0.110103872241276,0,0,0,0,0,0.0884038849195742,0,0,0.217075619661084,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.140753784849277,0,0.051191267963032,0,-0.0278606602556462,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.153877094015723,0.252068969572993,-0.0194236933898032,0,0,0,0,0,-0.120630472872266,0,0,0,0.0171352955394105,0,0,-0.0533261891570357,0,0,0.0943259190820112,0,0,0.253966737213101,0,0,0,0,0,0,0,0.0173939625331037,0,-0.0901696731737444,0,0,0,0,0,0,0,0,0,-0.0265153025969334,-0.0734053059788497,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0494679264489808,0,0,0,0,0,0,0,0,0.267731306382425,0,0,0,0,0.00583167202081865,0,0,0,-0.038434755961256,0,0,0,0,0.350983591229905,0,0.0580155467583966,0,-0.0155528798109942,0,0,0,0,0,0,0,0,0,0,0.0520450925283307,0,0,0.0861625559100634,0,-0.025571257980485,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0186567388965967,0.251384318336211,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0652694503360568,0.20150071614197,0,0,0,0,0.0690560470577704,0.28523354575885,0,0,-0.0307752085600159,0,0,0,0,0,0,0,0,0,0,-0.0589013214867204,0,0,0,-0.154387430395066,0,0,0.0595482214463596,0,0,0.0649986917779078,0,0,0,0,0,0,0
X002304.SZ,0,0.344563925794799,0,0,0.0164475460034004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180371363924457,0,0,0,0,0.310120194267331,-8.67361737988404e-19,0,0,0.00343480769418547,-0.131309321703383,0,0,0,0,0,0,0,-0.00244380730752649,-0.060487491392495,0.0409081487457635,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204561477777714,0.265033276894813,0.0355167069503179,0.0417290143275626,0,0,0,0,0.309335583531753,0,0,0,0.0564273182202687,0,0,0,0,0.0232277325695674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119186895714183,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0305170660275645,0,0,0,0,0,0,0,0.0640339600175022,0.0589762319980738,0,0,0,0.120844608985298,0.0384212650017593,0,0,0,0.233721201489307,0.114497228508487,0,0,0.0990663046424977,0,0,0.0227056373057197,0,0,0,0,0.0140243864996761,0,0,0,0,0,0,0,0,0,0,0,0.0219877657132935,0,0,0,0,0,0,0
