,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X000063.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X000625.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X002236.SZ,X600089.SH,X002049.SZ,X600372.SH,X002241.SZ,X000157.SZ,X600741.SH,X000661.SZ,X000977.SZ,X600584.SH,X601877.SH,X600522.SH,X601799.SH,X002463.SZ,X002074.SZ,X002007.SZ,X600702.SH,X000800.SZ,X300142.SZ,X000066.SZ,X002180.SZ,X000733.SZ,X600183.SH,X002028.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00468929431134544,0.0139516796927105,0.330249735681738,0,-0.0267811537391412,0,0.00704595619730222,0,0,0,0.167082758407138,-0.0193454076538766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0649618748613536,0,0,0,0,0,0,0,0,0,0,0,0,-0.020732424786802,0,0,0,0.0792596151666888,-0.00238845658353988,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,-0.0292255008995021,-0.00585757301519177,0,0,0.0356811534226235,0,0,0,0,0,0.249344373448618,0.151876257421201,0,0,0,0,0,0,0,0,0,0,-0.0111820729944998,0,-0.0958515311888551,0,0,0,0.047618048127075,0,0,0,-0.180745782811621,0,0,0,0.115755441149862,0,0.128360140823579,0,0.0231030279606768,0,0,0,0.090323404062179,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0728513757421167,0,-0.119440185957865,0,0,0,0,0,0,0.0156319879280208,0,0,0,0.114851007644736,0.100611881033028,0,0,0.0510775023505966,0,0,0,0,0.134718581773115,0,0,0,0.024122656582231,0,0,0,0.0518793481732288,0,0,0,0,0,0,0,0.148375449763153,0,0,0,0,0,0,0,0,0.0786000068213775,0,0,0,0,0,0,0,0
X000568.SZ,0.468572788604143,0.105624035894636,0.218823483780555,0,0,0.115443047727818,0,0,0,0,0,0,0,0,0,0,0,0.0220639804070634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724581324673174,-0.0705696645983922,0,0,0,0,0,0,0,0.0877463195058908,0,0,0,0,0,-0.013580706110038,0,0,0,0.0303091960300409,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.41859239572957,0,0,0.0433812661792669,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.126836158825677,0,0,0,0.0503578949128719,0,0.0152260657570308,0,-0.0365227595349918,0,0,0,0,0,0,0,0.20745669822504,0,0,0,-0.119226292533849,0,0,0,0,0,0,0.000449680609763988,0,0,0,0,0,0
X600276.SH,0,0,-0.12781218959152,0,0,0,0.0190498172334971,0,0,0,0.051626237567218,0,0,0,0,0,-0.287509706923923,-0.184457383146505,0,0,0,0.0453281173912994,0,0,0,-0.244186027887691,0,-0.0897814221473497,0,0,0,0,0.680489974568025,0.0414429994016475,0.0518105015445193,0,0,0.203784473476633,0.123319625042295,0,0,0,0,0,0,0,-0.0731383365978392,0,0,0,0,-0.030488553153594,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.267948153821325,0,0,0,0,0,0,0,0.211924689601024,0,0,0,0,0,0,0,0,0,0,0,-0.0645266669759658,0.0103723602527778,0,0,0,0.0811796441549862,-0.147608824958978,0,0,0,0,0,0,0,0.253747252849886,0,0,0,0,0.10179202326222,0,0.0441717221073513,0.118565220785583,0,0,0,0,-0.145812072484936,0.161064343208391,0.05746018191429,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.034281235677751,0,0,0.10872003306266,0,0,0,0,0,0,2.16840434497101e-19,0,0.0174804996348095,0.0879676160467279,0,0,0,0,0,0,0,0.0813436808867461,0,0,0,0,0,0,0,0,0,0,0,0,0.0213836496825073,0.0472725656108699,0,0,0,0,0,0.0451377914591721,0,0.0559921594025624,0,0,0.0143913757627387,0,0,0,0,0,0
X000651.SZ,0,0,-0.0548380362565838,0,0,0,0.171966248726379,0,0,0,0.0723331072538578,0,0,0,0,0,0,0,0.280286943338423,0,0,0.0508248583033304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0770888777976387,0,0,0,0,0.191657496718655,0,0.033629963887945,0,0,0,0,0,0.0354973293206817,-0.06556172025362,0,0,0,0,0,0
X002304.SZ,0,0.489306848649214,0,0.0136598242894716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870165165603151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114116751174921,0,0,0,0,0,0,0.0922965204002135,0,0.0942856357156093,0,0,0,0,0,0,0,0,0,-0.0416363015766181,0,0,0,0,0
