,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002475.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X000725.SZ,X600031.SH,X003816.SZ,X000568.SZ,X000661.SZ,X600809.SH,X600690.SH,X000338.SZ,X600703.SH,X000100.SZ,X002371.SZ,X002241.SZ,X000596.SZ,X002007.SZ,X300142.SZ,X300014.SZ,X600741.SH,X600183.SH,X300003.SZ,X300124.SZ,X002129.SZ,X000977.SZ,X601877.SH,X002236.SZ,X000800.SZ,X000625.SZ,X000157.SZ,X300136.SZ,X600584.SH,X002456.SZ,X002463.SZ,X002414.SZ,X002049.SZ,X002179.SZ,X000066.SZ,X600118.SH,X002185.SZ,X600522.SH,X600498.SH,X000021.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.247094985778872,0.174056499603541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596904518836106,0,0,0,0,0,0.117377901673319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500245921560536,-0.0304139135976611,0.0633411263075909,0,0,0.0224249608182225,0.00418826041600916,-0.00706059876846551,0,0,0,0,0,0
X000858.SZ,0.131116906114363,0,0.00458559632145515,0,0,0,0.0167207604922415,0,0,0,0.00977744321383241,0,0.240714441019619,0,0.419176835730811,0,0,0,0,0,0.0950681984243529,0.0548331950671529,0,0.0692775443289319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0630569119805911,0,0,0.00190000397675021,0,0,0,0,0,0,0
X600276.SH,0,0.177873309400491,0,0,0,0,0,0,0,0,0,0,0,0.34364598980358,0,0,0,0,0,0,0,0,0.0322960786979743,0.0501769964236555,0,0.0104430393326776,0,0.0159548002584571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665519590748501,0,0,0,0,-0.106960802118601,0,0,0.0814225347942219,-0.00960811228533593,-0.0143575841880592,-2.16840434497101e-19,0,0,0,0,0,0
X000651.SZ,0,0.240946602313556,0,0,-3.46944695195361e-18,0.062032751107804,-8.67361737988404e-19,0,0,0,0,0,0,0.0938974834800019,0,0.175372935667139,0,0,0,0,0,0,0,0,0,0.0697037958051568,0,0,0,0,0.0184775367399439,0,0,0,0,0,0,0,-0.097463511780557,0,0,0.0884723420808287,0,0,0,0,0,0,0,0,0,0.00390957251681966,-0.0111457274208898,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732928330451336,0,0,0.08823230037952,0,0.191878121631853,0.0578966740026263,0,0,0.216358897859677,0,0,0,0,0.065128136912974,0,0,0,0,0,0,0,0,0,0,0,0.0557926301602991,0,0,0.192003272522058,0,0,0,0,0,-0.0256509951865487,0,-0.0154454159590771,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.197848883626025,0,-0.0797658501724351,0.0174924567648953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119584708994346,0,0,0,0,0,0,0,0,0.117085252317875,0,0.365193839972478,0,-0.0361599896656656,0,0,0,0,0,0,0,0,0,0.0922099974825196,0,-0.044077823681619,0.222745615657032,0,0,0,0.0165701903046938,0.00411026220675873,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193653624580515,0.0709933672085932,0,0,0,0.332910685783316,0,0.075177210700862,0,0.0318509344586371,0.143870495103614,0,0,0.0489186344934782,0.046985085773566,0,0,0,0,0,0,0,0,0,0,0,0,-0.0872170195006296,0,0,-0.0133149907869258,0.0259304785693401,0.0220274291043465,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157753836366019,0,0,0,0,0,0,-0.0471894177677977,0,0,0,0.0119631735097439,0,0,0,0,0,0,0.0861820933893222,0,0,0.258118293794992,0,0,0.325310189858411,0.0331240635815238,-0.120877434353559,0,0,0,0,-0.165605554454523,0.370972059333091,-8.67361737988404e-19,0,0,0.0317837066196957,-0.0206235793157764,0,0,0,0,0,0
X002304.SZ,0,0.161941413774818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701319212986099,0,0.0620198061810711,0,0,0,0,0,0,0,0,0.0464198767753341,0,0,-0.0331655033820927,0,0,0,0,0,0,0,0,0,0.055136243996909,0,0,0,0.00761621867120715,-0.011395418215322,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993607424563998,0,0.289370281550564,-0.0186424012772109,0,0,0,0,0,0.36548088178645,0,0.0241100280095972,0,0,0,0,0,0,-0.0955568161402132,0,0,0,0,0,0,0,0,0,0.0393135903556731,0,0,0,0,0,0,0.0142224978798314,-0.0136510961747801,0,0,0,0,0,0
