,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X000625.SZ,X600741.SH,X002475.SZ,X002236.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X000100.SZ,X002456.SZ,X300124.SZ,X601877.SH,X002508.SZ,X002085.SZ,X300136.SZ,X300003.SZ,X600177.SH,X002008.SZ,X600522.SH,X600271.SH,X002294.SZ,X002007.SZ,X000157.SZ,X600118.SH,X600089.SH,X600867.SH,X600487.SH,X600809.SH,X600566.SH,X600699.SH,X300115.SZ,X000066.SZ,X000559.SZ,X600372.SH,X002180.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0172214652713461,0,0,0.0571381990504636,0,0,0,0,0,0,0,-0.0455029636553263,0,0,0.0327840322081108,-0.032352735319037,0,0,0,0,0,0,0.123188014270159,0,-0.0525492521681388,0,0,-0.0295517407008136,0,0.139116207425947,0,0.156756407842787,0.194276345539668,0,0,0,0,0,-0.019510953795922,0,0.15857012674921,0,-0.00470133150165756,-0.0109342078153566,0,0,0,0,0,0
X600104.SH,0,0,0,0.192023426931227,0,0,0,0,0.203656114296473,0,0.0383096607957444,0,0.0760914437333966,0.324878575205221,0,0,0,0,0.0566483894219778,0,0,-0.000352645536133029,-0.139642698693203,0,0.0404020417735477,-0.0863984103736038,-0.0879802557115981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706614713432734,0,0,0,0,0,0,0,0,0,-0.0176401994800331,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0933247982586028,0,0.0679911239622544,0,-0.101129926426725,0.183723034313349,0,0,0,0,0,0.27974748086948,0,0,0,0,0,0,0,0,0.218824869391062,0,0,0,0,0,0.120519915184424,0,0,0,0,0,0,0,0,0,0.0501179343163624,-0.365556976738154,0,0,0,0,-0.0376607943839987,0,0,0.00580734612129096,0.0158411762650363,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.107391513679067,0,0.0556939476575465,0,0.124423759978367,0,4.33680868994202e-19,0,0,0.0213551606884602,0,0,0.058044551270929,0,0,-0.00778903227181536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175242382729242,0,0,0,-0.0241546817569339,0,0,0,0,0,0.0183698938791428,0,0,0,0,0,0,0
X000858.SZ,0.0464803623999787,0,0,0,0,0,0.0120795803357755,0,0,0,0,0.630659924843055,0,0,0,0.0494996193194482,0,0,0,0.00505699214559119,0,0,0,0.0740895252676051,0,0.039797054918574,0,0,0,0,0,0,0,0,0,0,0,0,0.0701367685124008,0.048274952684615,0,0,0,0,0,0,-0.0169147830177629,0,0,-0.00213772034913992,-0.0131846250069371,0,0,0,0,0,0
X600276.SH,0,0.0847488965289482,0.134641511895873,0,0,0,3.46944695195361e-18,0.0715837268748498,0,0,0,0,0,0,0,0,0,-0.143213111195739,0,0,0,0,0,0,0,0,-0.00775269311884537,0,0,0,0.0728124868748179,0,-0.0450711055949661,0,0,0,-0.00718624182733653,0,0,0,0,0,-0.0861852423931785,-0.0789432803696039,-0.0705505235886059,-0.092614619531392,0,0,0,0.0192146823800214,-0.0126970664944503,0,0,0,-0.0171243995184064,0,0
X000725.SZ,0,0,0.253769722308559,0,0,0,0,0,0,0,0.166645287314073,0,0,0,-0.141151609335827,0,0,0,-0.163108167333421,0.209873110172283,0,0,0,0,0,0,0,0,0,0,0,0.418171263319285,0,0,0,0,0.296224098230898,0,0.0668631544731518,0,0,0,0,0.0286741381218681,0,0.0622470728548691,0,0,0,-0.0180234471390084,0.0200669846799216,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0774826815708875,0,0,0,0.541054144635282,0,0,0.248472766843672,0,0.164376255455588,0,0,0.117256586640439,0,0,0,0,0,0,0.0396970981792519,0,0,0,0.212048626315594,0,-0.072174489765756,0,0,0,0,0,0,0,0,0,0,0.0924322155005041,0,-0.349444697926561,0,0,0,0.0566299213112042,0.62566971400705,0,0,0.0256167368734003,0,0,0,0,0,0
X600690.SH,0,0.538115463245467,-0.00385267214473909,0,0,0,0,0.0558045211022204,0,0,0,0,0.0301508453150521,0.0513089998473917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333777639872372,0,0,0,0,0,0,0,0,0,0,-0.00262084203782855,0,0.147831053412258,-0.120434749604221,0,0,0,0,0,0.0110186438980363,-0.00389737947344637,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0852785673698157,-0.0535600586015769,-0.072532208271297,0,0,0,0,0.149313444555614,-0.0151074889469682,-0.0232477139372869,0,0,0,0,-0.139087641183632,0,0.176975589813787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185978024810518,0.0440102109970067,0,0,0.0919384768859923,0,0,0.132463092125254,0,0,0,0.0136416827924094,-0.0341964170116236,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.132196003991192,-0.0288697436799685,0,0.00629554839982686,0,0,0,0,0,0,0,0,0,-0.0891827080601055,0,0.165645953227892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460915975839889,0,0.192183265091941,-0.0105572135185036,0,0,0,0,0,-0.0718819764811663,0,0,0,0.0148462792032752,-0.0114016332419934,0,0,0,0,0,0
X000568.SZ,0,0,0.113641085306765,-6.93889390390723e-18,0.627779778825408,0,0,0,0,0,0,0,0,0,0,0.0147932337341151,0,0,0,0,0,0,0,0,0.0141446195050541,0,0,0,0,0,0.0376410502587494,0,0,0,0,0,0,0,0,0.128677863263856,0,0,0,0,0,0,0,0.0435656152334562,0,0.00747569463444883,-0.00366753240127311,0,0,0,0,0,0
X000625.SZ,0,0.481506552300767,0,0,0,0,0,0,0.0978643845655242,0,0,0,0,3.46944695195361e-18,0,0.127535083430237,0,0,0.214389573857214,0,0,-0.00223351135580106,0,0,-0.0236940006418877,0,-0.0307748510030972,0.172123272981324,0,0,0,0,0,0,0,0,0,0,0,0,-0.00153015842989347,0,0,-1.0842021724855e-19,0,0,0,-0.234883283001892,0,-0.057774817683306,0.0767580775012384,0.100380112471388,0,0,0,0,0
