,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X002371.SZ,X000063.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X600031.SH,X300014.SZ,X002129.SZ,X000625.SZ,X000338.SZ,X002179.SZ,X002049.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X000977.SZ,X600702.SH,X002241.SZ,X002180.SZ,X601877.SH,X000157.SZ,X600741.SH,X300142.SZ,X600522.SH,X002074.SZ,X600584.SH,X600460.SH,X000733.SZ,X300003.SZ,X002007.SZ,X002463.SZ,X300146.SZ,X002294.SZ,X600183.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.450987690865026,-0.0103047881048935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161701622739204,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00671851477104776,0,0,0,0,0,0.0838837370382434,0.0339460198522978,0,0,0,0,0,0,0.15394239106412,0,0.0180660356345919,0,0,-0.0132654057019239,0.00287544696931023,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.377318759672003,0,0,0,0,0,0,0,0,0.0689781112079951,0.0477641104306164,0,0,0,0,0,0,0,0,0.0493137278011888,0,0,0,0,0.0974414983219303,-0.0257201196666623,0,0,0,0,0,0,0,0,0,0.0250180008586419,-0.0387692081402657,0,0,0.049773275295563,0,0,0,0,-0.063876319625505,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.057430693614469,0,0,0,0,0,-0.0838321272603814,0,0,0,0,0,0,0,0.125406975476085,0,0,0,0,0,0,0,0.161519333660071,0,0,0,0,0,0,0.285266691782701,0.106635290017118,0,0,0.0873336659358942,0,0,0.0670509516102854,0,0,0,0.386283815859001,-0.0487360565747797,0,0,0,0,0,0.00113590750303407,-0.0320724930529604,0,0,0,0,0,0
X000568.SZ,0,0.596679066325152,0.0354190269624529,0,0,0,0,0,0,0,0.101146017808259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331929170185776,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,-0.20453308220196,0,0,0,0,0,0,0,0.0700761693563662,0,0,-0.0409987458977139,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0645963857522465,0,0,0,0,0,0,0.030006038648118,0.0119830518005399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624755625165602,0.0357190725862644,0,0.144265448702531,0,0,0,0,0,0,0.102150702394711,0,0,0,0,0,0.0375611466732223,0.0712901821834483,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0.563077840287645,0,0,0,0,0,0,0,0,-0.0556970464421142,0,0,0,0,0,0.0489596707087327,0,0,0,0,0,0,0,0.019001063392171,0,-1.73472347597681e-18,0,0,0.0366117434869872,-0.0140133096225841,0,0,0.141496844805167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273206631923106,0,0,0,0,0,0,0
X000651.SZ,0,0.0415956700146131,0,0,0,0,0,0,0.1249082042782,0,0,0.0118841786697402,0,0,0,0,0,0,0,-0.0235951965676432,0.204829250932804,0,0,0,0.0213231373213251,0,0,0,0,0,0.0330786137023758,0,-0.0497522510365508,0,0,0,0,0,0.0111288972223007,0,0.0787705910273506,0,0,-0.0543090019150358,0,0,0.0383204180350744,0,0,0,-0.0476964373859664,0,-0.0317804899308045,0,0,0,0,0,0
X002304.SZ,0,0.358253376079373,0,0.291969703961934,0,0,0,0,0.0471712012264909,0,0,-0.02147115655156,0,0,0,0,0,0,-0.0323159354895005,0,-0.000307546565468317,0,0,0,0,0,-0.112904447137375,-0.0175274317785241,0,0.0609497883099399,0.0649420510746607,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0185369514000158,0,0,0,0,0,0,-0.0303272485670655,0,0,0,-0.0536968402430269,0.0412337468596482,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.135738124378405,0.314003495438155,0,0.0593580837879215,0,0,0,0.157997363683659,0,0,-0.199594752430097,0.14302476406952,0,0,0,0,0,0,0,0,-0.24790015145299,0.0557479735684754,0,0,-0.0318475430379948,0,0,0,0,0,0,0,0,0,0,0,0,0.0782644540554597,8.67361737988404e-19,0,0,0,0.195496714906123,0,0,0.00569774189591416,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18271143350785,0,0,0,0,0,0,0,0,0,-0.14565888182615,0.0277972283780674,0,0,0,0,0,0,0,0,0,0.15863378033864,0.0567424154456062,0,0,0.134990602414532,0.127591579223696,-0.105569983198556,0,0.0145576833737672,0,0,0,0.0572786147040568,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0213946676923434,0,0.172167210866821,0,0,0,0,0,0,0,0,0,0,0,0.0140024405422463,0.194023998504914,0,0,-0.0888979810214378,0,0,0,0,0,0,0,0,0,0,-0.103842855091193,0,1.38777878078145e-17,0.318510637234352,0.0281885287538781,0,0,-0.00777962228851851,0.217888114778053,0,0,0,0,0,0.0442121163420789,0,0,0,0,0,0
X000063.SZ,0,0,0.267216567651907,-0.141819688040555,0,0,0,0,0,-0.01627136332065,0.254862310664339,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.223979526145056,0,0,0.421085014104271,0.25062418431412,0,0,0.105634019229905,0,0,0,0,0,0,-0.135688494489621,-0.0265553642777694,0,0,0,0,0,0,0,0,0,0,0,0.364428222887408,0.0386433812602834,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.00346032790733105,0,0,0,-0.00265548274923467,0,0,0,0.0421896306974045,0,-0.0443865168610523,0,-0.0366788339692667,0,0.224737095153591,0,0,0,0,0,0,0,0,-0.00485736562289559,0.0197443866097463,0,0,0,0,0,0.252073428377373,0,0.0482996187282643,-0.0588093958667295,0,0,0,0,0,0,0,0,0.0196632885691884,0.263506765178926,0,-0.00682591062787873,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.200709643713074,0,0,0,0,0,0,0,0,0,0.131855594165119,-0.012642415398811,0,0,0,0,0.170792838671305,-0.0409690313197488,0,0,-0.0108804550359843,0.0224363470548386,0.0664553501069894,0,0.158634471372725,0,0,0,0,0,-0.0171678883537973,0,0.0675034066922615,0,0,0,0,-0.104471961041722,0,0,0,0,0,0,0.0137002737561822,0,0,0,0,0,0
