,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X000100.SZ,X600031.SH,X600276.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600066.SH,X600271.SH,X600089.SH,X600118.SH,X000581.SZ,X000550.SZ,X601877.SH,X002475.SZ,X002236.SZ,X600582.SH,X000800.SZ,X600177.SH,X000568.SZ,X600060.SH,X000623.SZ,X300124.SZ,X000559.SZ,X002129.SZ,X002294.SZ,X000977.SZ,X000050.SZ,X300146.SZ,X300003.SZ,X600839.SH,X002456.SZ,X000400.SZ,X002292.SZ,X002465.SZ,X000869.SZ,X002007.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.248487959502552,0,0,0,0.0401438430355668,0,0,0,0,0,0,0.246293271470355,0,0,0,-0.0177504417313104,0.29065250388813,0,0,0,0,0,0,0,0.0788047705552666,-6.93889390390723e-18,0,0,0.164195844151525,0,0,-0.0410421518227935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418715468957902,0.0154658189008433,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,-0.10564279584953,0.00131242307142663,0.0981268392462897,0,0,0.0670216676072432,0,0.25231837609751,0,0,0,0,0,0,0,0,0,0,0.00186030935616256,0,0.0744294799060863,0,0,0,0,0,0,0.0343296216866537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243449387356635,0,-0.00943151908948257,0,0,-0.00822603360413042,0,0,0,0,0,0
X000651.SZ,0.0266726578479845,0,0,0.233855680874115,0,0.16306523960958,0.0229848378579736,0,0,0.0699795187581647,0,0,0,0,0,0,0,0,0,0,0.0351869556350574,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850989303402534,0,0,0,0,0,0,0,0,0,0,0,0.0105668262245547,0,0.211355457134327,0,0,0,-0.0119507244129021,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.172399128125277,0,0,0,0,0,0.176939070622262,0,0,0,0,0.0388493867824593,0,0.139874874076256,0,0,0,0,0,0,0.105648905100421,0.0955642476900476,0.0370453157411859,0,0.043516553927229,0.0122008453817614,0,0,0,0,0,0,0,0.138732417190311,0,0,0,0.0946893711236794,0,0,0,0,0,0.00659329747908422,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.175775158338175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291980072776265,0,0,0,0,0.0187356508283785,0,0,0,0,0.0573890045672645,-0.189831562446634,0,0,0,0.0210714754935481,0,0,0,0,0,0,0,0,0,0.096600004220482,0.272161955863277,0,0,0,0.0429161173677794,0,-0.0119788686013008,-0.016725994494009,0,0,0,0,0,0
X000625.SZ,0.382494507370731,0,0.0935528709448105,0,0,0,0,0,0.138698273953291,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.220864171256679,0,0,0,0,0,0.353906807233916,0,0,0,0,0,0,0,0,0,0,-0.0526127078723082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.00681125903947839,0,0.158409241906441,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.468421025285489,0,0,0,0,0,0,0,0,0,0,0,0.24697568950773,0,0,-0.042284831469518,0,0,0,0,0,0,0,0,0,0.0290508579567047,0,0,0.0668146484960531,0,0,0,0,0,-0.0306071346996351,0,0,0,0,0,0.102021671462827,0,0,0,-0.0219497107521677,-0.0211279958079526,0,0,0,0,0,0
X000858.SZ,0,0,0.0191497997978476,0,0,0,0,0,0.0782860399876524,0.0993110422389459,-3.46944695195361e-18,0,0.0798079910130439,0.12581411527821,0,0.155213032838516,0,0,0,0,0,0,0,0.0324685283844295,0,0,0,0,0,0.0560798117114275,0,0.0369875793042013,0,0,0,0,0,0,-0.0099307285931907,0.0378834023664913,0,0,0,0,0,0,0,0,0,0,0,0,-0.00964232383734717,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.125021522085764,0,0,0.240793188914301,0,0,0,0,0.0812761980391538,0,0,0,0,0,0.0543766141775026,0,0,0,0,0.0326381188725234,0.116394636542034,0,0,0.083250159681826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0.0519062350221117,0,0,0.0842031298098666,0,0,0,0.118677589031431,0,0,0.0980351122405987,0,0.0567442562066924,0,0,0,0.0297370682352646,0,0,0,0,0,0,0,0.0231846375098757,0,0,0,0,0,0,0,0.240713534085728,0.062820418127003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170164054026213,0,0,0,0,0,0
X600031.SH,0.0956167396349896,0,0,0,-0.0223676592539573,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.852212947406593,0,0,0,0,0,0.0650409733358441,0,0,0,0,0,0,0,0,0.0473708006527949,0,0,0,0,0,0,0,0,0.00156447801381395,0,0,0,0,0,0,0,0,0,0,0,-0.00673583842951517,0.000315359873753807,0,0,0,0,0,0
X600276.SH,0,0,0.0081169764768288,0,0.184660857309838,0,0.0318601098956827,0,-0.142827311190824,0,0,0,0,0,0,0,0,0,0.0341421892809037,0.0997046584531167,0.0437576246760378,0,0,0,0,0,0,0,0.00533180774698178,0,0,0,-0.00344339804843043,0,0,0,0.106242472062026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00474922766489278,-0.0100668560943549,0,0,0,0,0,0
X600690.SH,0.0183399907135769,0,0.172350112552094,0,0,0,0,0,0,0.261470801645162,0,0,0,0.208525958777817,0,0,0,0,0,0,0,0,0,0,0.00881215395618467,0,0,0,0,0,0.141449611782823,0,0.00634529713950935,0,0,0,0,0,-0.0436786406814306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00849585844411228,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.113834586648943,0,0,0,0.118756340517762,0,-0.0179178922829124,0.592841877572003,0,0,0,0,0.103181195212759,0,0,0,0,0,0,0,0,0,0,0,0.0331424274310528,0.0702967804125266,0,0,0,0,0,0,-0.0318242332331128,0,0,0,0,0,0,0,0,0,0,-0.00703379456244583,0.0123463921747416,0,0,0,0,0,0
X600372.SH,0,0,0.0801546261568123,0.0436775001922605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206310963673609,0,0.0428066751157084,0,0,0,0.0816833304281479,0,0,0.141814922423566,0.0743407226280058,0,0,0.00312431728441473,0,0,0,0,0,0,0,0,0,0,0,0,0.172782070183112,0,0,0,0,-0.0790301186230288,0.0102560788516519,-0.11958654353778,0,0,0,0,0
X000157.SZ,0,0,0,0.00342773119545033,0,0,0,0,0,0,0.778012337102741,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0285812449508582,0,0,0,0.00335782937380655,0,0,0.0510278264797007,0.00639308474359941,0,0.0560263010926209,0,0,0,0,0.21661917196924,0,0,0.0354563555812337,0,0,0,0,0,0,0,0,-0.061428383141067,0.00836991875362389,0.117766454775085,0,0,0,0,0
X600741.SH,0.401239769824145,0,0.0915697118183013,0,0,0,0,0.0621972543664728,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249802767674899,0.119100770183082,0,0,0,0,0,0,0,0,0,0,0.0428875311608611,0.0104955037744,0.0455563897512209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116980841037981,0,0,0,0,0,0
X002241.SZ,0.196988501948938,-0.113109921677603,0.0388338781095759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465806446342741,0,0.0735431278005216,0,0,0,0,0,0,0.0225811365168135,0,0.00607750403378221,0,0,0,0,0,0,0,0,0,0,0.0378539776823745,0,0,0.0782729245554728,0,0.0737169150128638,0,0,0.0734860858340525,0,0,-0.0188381120678801,-0.0185113447484747,0,-0.179089094039728,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0,8.67361737988404e-19,0,0,0,0,0,0,0.316700371438203,0,0,0,0.0343848046688508,0.0406383386584314,0,0.0481007555300188,0.0492113368465129,0,0,0,0,0,0,0,0.0861284991799141,0,0.0317114054492845,0,0.0699115034085329,0,0,0,0,0,0.00947347951997457,0,0,0,0,0,0,0,0,-0.00205647901250846,-0.0180198689745037,0,0,0,0,0,0
X600066.SH,0.0607385708334443,0,0,0.145925785135542,0,0,0,0,0,0,0.141062204897761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855622597558349,0,0,0,0,0.122572227619653,0,0,0.0389953078498234,0,0,0,0,0,0,0.00758737906435267,0,0,0,0,0,0,0,0,0,0,0,0.00771206436126985,-0.00219546742844712,0,0,0,0,0,0
X600271.SH,0,0,0,0.0412263364449301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278113098386551,0,0.0765047530361488,0,0,0,0.247680362022923,0.0545448290900289,0,0,0,0,0.0713565121466172,0,0,0,0,0,0.0421815270249038,0.107533747417388,0,0,0,-1.73472347597681e-18,0.242560356721553,0,0,0.00446087752132995,0,-0.0712019892711783,-0.0172700954182722,0,0,0,0,0,0
X600089.SH,0.0794048471284256,0,0,0,0,0,0,0,0,0.0797713347926766,0,0,0,0.246096337915416,0,0,0.0816525742966084,0,0,0,0,0,0,0.170559346134873,0,0,0.0161639576911149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0793836014775829,0,0,0.12796032395632,0,0,0,0,0.216392998965778,0,-0.0206013936241142,-0.0146410597397281,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,-0.135966590010612,0,0,0,0.114712795987056,0,0,0,0.443625456975141,0.259883112293301,0,0,0,0,-0.102421170997098,0,0,0,0,0.0996691278390852,0,0,0.0326345561403715,0,0.147958829404006,0,0.0563680977701502,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21394191186017,-0.0227073812276229,0,0.248763458888845,0,0.000707732771708363,-0.00911363152236938,0,0,0,0,0,0
X000581.SZ,0,0,0,0,0.0173086416319687,0,0,0,0,0,0.139814668737026,0,0,0.0749556657133551,0,0.0715662123593978,-3.46944695195361e-18,0,0,0.0362247828248933,0.169717467279635,0.15400956319436,0,0,0.0385385828881525,0,0,0,0,0,0,0,0,0,0,0.102066455322836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349225633903793,-8.67361737988404e-19,0,0,0,0,0,0
X000550.SZ,0,0,0,0,0.0763972583585333,0,0,0,0,0.198894200072113,0.149589288552936,0,0,0,0,0,0,0,0,0,0,0,0,0.0130719389157772,0,0,0,0,0,0.130975859956454,0,0,0,0,0.0314241056043877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505258887362031,0,0,0.021069155256154,0,0,0,0,0,0
X601877.SH,0.102977926228988,0,0,0,0,0,-0.00336555606186734,0,-0.0873832304989947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863440069353495,0.27423049639937,0,0.200346696809913,0,0,-4.33680868994202e-19,0.0899481880977822,0,0,0,0,0,0,0,0.0156806858179551,0,0,0,0,0,0,0,0,0.00857802292394376,0.0917315529968879,0,0,-0.0740438379739585,0,0
X002475.SZ,0,0,0,0,0.151266940644738,0,-0.098763189575319,0,0,0,0,0,0.161597450795427,0,0,0,0,0,0,0,0,0.0209586000037057,0.0600013963540011,0,0.144718129053211,0,0,0.182241544189762,0,0,0,0,0,0,0,0,0.22448831293375,0,0,0.0168796529737042,0,-0.0168871327287805,0,0.0193418910219635,0,0,0,0,0,0,0,-0.0321122293219499,-0.00991382160801024,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.118103283912636,0,0,0,0.0623649017355142,0,0,0,0,0,0,0,0,0.0597177319149789,0,0,0.26783420767385,0,-0.0382812309442825,0,0,0,0.263054356006895,0,-1.73472347597681e-18,0,0,0,-0.0780484568261439,0,0,0.164962288722449,0,0,0,0.0911309453442915,0.134105191577061,0,0,0,0,0,0,0,0,0,0,-0.0412704560624003,-0.0040969248167177,0,0,0,0,0,0
X600582.SH,0,0.182294444780993,0.00714356736766075,0,0,0,0.00442862888605438,0,0,-0.0458486884601737,0,0,0,0,0,0,0,0,0,0,0.189188517515706,0,0.210933557823538,0.181452173835893,0,0,0,0,0,-0.00315999244832302,0.042979737795044,0.0822906807856549,0,0.152180653908296,0,0,0,0,0,0,0.0755985542657798,0,0,0,0,0,0,0,0,0,0,0.0235810241553556,0.00838395376045639,0,0,0,0,0,0
