,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X002241.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600703.SH,X002049.SZ,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X000661.SZ,X002074.SZ,X002180.SZ,X600702.SH,X000157.SZ,X600522.SH,X600884.SH,X002236.SZ,X000733.SZ,X000799.SZ,X000977.SZ,X002414.SZ,X002008.SZ,X600584.SH,X600779.SH,X002007.SZ,X600183.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.515773205632708,0,0,0.0891060894633922,0,0,0.0790654930836327,0,-0.00104247128250088,0,0,0,0,0,0,0,0.00516066098651721,0,0,0,0,0,0.0687376615547874,0,0,0,0,0,0,0.0690405638916799,0,0,0,0,0.0769131716063439,0,0,0,0,0,0,0,0,0,0,0.00155197177241334,0,0,0,0,0,-0.00782798247211114,0,0,0,0.0155818190355013,0,0
X000858.SZ,0.129273485263249,0,0.0195291540573459,0,0.113999834062023,0.0606845714604787,0,0.077722562641796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573488142824497,0,0.0432353381840776,0,0,0,0,0,0,-0.00306106336566237,0,0,0,0,0.110685444966502,0,-0.0481729868354718,0,0,0,0.0978143615258475,0.0703482268222159,0,0,0,0,0,0,0,0,0.00679795507191698,0,0,0,0,0,0,0
X002415.SZ,0,0.129067533670654,0,0.0199012850276443,0,0.0874375312586772,0,0.0289703444997984,0,0,0,0,-0.110235958507514,0,0,0,0,0,0.147815910423781,0,0,0,0.018210994259611,0,0,0,0,0,0,0,-0.149399559191154,0,0,0,0,-0.169863565558627,0,0,0.0685952255398682,0.17137217083623,0.0840262685192052,0,0.0286843656458213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.147524863022589,0,0,0.0402447398735569,0,0,0,0,0,0,0,0,0,0,0,0,-0.266787386537538,0,0.0939708231534674,0,0,0,-0.132326983448527,0,0,-0.160617796774771,0,0,0,-0.0265851827022991,0,0.0170068461692622,0,0,0,0,0,0.279109408687508,0,0,0,0,0.0873978869222844,0,0,0,0.070698579746679,0.00742266663939963,1.0842021724855e-19,0,0,0,0,0,0
X000568.SZ,0.514180396030484,0.0257401282606299,0,0,0,0.0413453193783024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210627407037476,0,0,0,0,0,0.060133161284878,-0.0439599416404014,0,0.0842194387864198,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0288195980905756,0,0,0,0,-0.00415918021107483,0,0
X002475.SZ,0,0,0,0,0,0,0.0691704026652062,0,0,0,0,0,0,0,0,0,0.20233177485793,0,0.315674657644102,0,0,0.102691914588798,0.00827860423832118,0,0,0,0,0,0,0,0,0,0,-0.0158108358775076,0,0,-0.132237589641233,0.0388632485508137,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0852752645295046,0.0241752770406629,0,0,0,-0.0392155448080166,0,0
X600276.SH,0,0,0,0,0,0.0872677019292739,0,0,0.31172564592321,0,0,0,0,0,-0.229572534471113,0,0,0,0,0.176208834073202,-0.0165963581700224,0,0,-1.73472347597681e-18,0,0,-0.0841337922752394,0,0,0,0,0,0.0493526587883173,-0.0358274267650158,0.0570946660479738,0,0,0.0340336356395836,0,0,0,0,0,0,0,0,0,0.14299589290541,0,0,0,-0.0293541354529967,0,0,0,0,-0.0245836729810998,0,0
X002304.SZ,0,0,0.151513317519839,0,0,0,0,0,0.0505783676384573,0,0,0,0,0,0,0,0,0,0.0862786323134138,0,0,0,0.0768528855783897,0.193107761831885,0,0,0,0,0,0,0,0,-0.0124696170160368,0,0,0,0,-0.0534746588172641,0,0,0,0,0,0,-0.0446277356543224,0,0.0527337381961084,0,0,0,0,0.00851535636527563,0.00679303111834217,0,0,0,0,0,0
X600690.SH,0,0.171784989065968,0,0,0,0,0.0898313162414934,0,0,0,0,0,0.0894217020820328,0,0,0,-4.33680868994202e-19,0,0,0,0.275345837503344,0,0,0.0701418816559443,0,0,0,0,0,0,0,0,0,0.184100719746734,-0.0245332417978787,0,0,0.090464431774767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00206815516088597,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0542287683524616,0,0,0,0.063620355523011,0,0,0,0.142043342905401,0.161029061418309,-0.0431263590031852,0,0,0,0,0,0,0,0,0.000454503148903861,0,0,-0.0398706645036906,0,0,0,0,0.0172165370766579,0,0,0,0,0,-0.0423717379184571,-0.0336259311967986,0,0,0,0.0856045203560423,0,0,0,0,0,0,0,0,0,-0.012220500301778,0,0,0,0,0,0
