,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X002304.SZ,X600104.SH,X000568.SZ,X600031.SH,X600809.SH,X000725.SZ,X000063.SZ,X600690.SH,X000661.SZ,X003816.SZ,X002241.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X600703.SH,X300014.SZ,X002007.SZ,X600741.SH,X000625.SZ,X000100.SZ,X300142.SZ,X002371.SZ,X002129.SZ,X002049.SZ,X000157.SZ,X601877.SH,X002236.SZ,X600584.SH,X002179.SZ,X300003.SZ,X000800.SZ,X600183.SH,X002414.SZ,X300136.SZ,X000066.SZ,X000977.SZ,X601799.SH,X002456.SZ,X002185.SZ,X600118.SH,X600066.SH,X002008.SZ,X300146.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00526693696664677,0.0551980161095412,0,0.0419860939931966,0,0,0,0.282289146325246,0,0.172189465420976,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0765035067921761,0,0,0,0,0,0,0.0339109475520992,0,0,0,0,0,0.0159226499896671,0,0,0,0.0560181055709258,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.184068115091431,0,0,0,0.419090691740549,0,0,0,0,0,0.0703315647917768,0,0.0120307989045492,0.0160312703375154,-0.0532412395460028,0,0,0,0,0.0319864712683304,-0.0219796685526693,0,0,0,0.107522641149143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397580313177321,0,0,0,0,0,0
X600276.SH,0.12389209539223,0,0,0,0.0787769587648212,0,0.0783343441904126,0,0.0953041164484628,0,0.0634600195897805,0,0,0,0,0,0,-0.0375563256288316,-0.00995339999779471,0,0.00351686691569965,0,-1.0842021724855e-19,0,-0.0666119105833963,0,0,0,0,0,0,0,0.127003048425004,0,0,0.0367016704143901,0,0,0.0463604036106105,0.0158565843462822,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225630926477735,0,0,0,-0.138628902097315,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0226302695161072,0,0,0,0,-0.0220051727954345,0,0,0.334067528958426,0,0,0,0,0,0,0,0,0.130241573515994,0,0,0.0307051552643193,0,0,0,0,0.0583936337860156,0,0,0,0,0,0.0362680189999788,0,0,0.0481384160379832,0,0,0,0,0.0598150972664713,0.0100446216363684,0.162560970401277,0,0,-0.0101265155997336,0,0,0,0,0,0
X002415.SZ,0,0,0,0.155910174005806,0,0,0.148297197622628,0,0,0,0,0,0,0.174363164056614,0,0,0,0,-0.11310673124131,0,0,0,0,-0.0338813898604735,0,0,0,0,0,0.108316581934122,0,0,0.104214629687603,0,0.0730959990853814,0,0,0,0,0.0476008273773469,0,0,0,0,-0.0266597284945144,0,0,0,0,0,0,0,-0.00684131951611091,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309720739020683,0,0,0,0,0,0,0,0,0,0,0,0,0.0650948767613348,0,0,0,0.00523339665427753,0,0.00688958557296231,0.0287703187732101,0.0225041028951155,0.0495893426638421,0,0,0.056679630274688,0,0,0,0,0,0,0,0,0.21987779149198,-0.0879427351071242,0,0,-0.0242423478965797,-0.0331110109878914,0,0,0,0,0,0
X002304.SZ,0,0.155313934968495,0,0,0.0581368122425209,0,0,0,0.330842515398408,0,0.0127205764294511,0,0,0,0,0,0,0,0,0,0,0.131186261702812,-0.0873620236051063,0,-0.00858447665348315,0,0,0,0,0,0,0,0.00683874767299856,0,0.0975617161287942,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0877132580578049,0,0,-2.16840434497101e-19,-0.00630853059381285,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.164612753832528,0,0,0,0,0,0,-0.0207294024164369,0.0637941078087464,0,0,0.0441722665381376,0,0,0.112900498916114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120346327052511,0,0,0,0,0,0.104151888075865,0,0.0116068997231297,0,0,8.97795903469341e-05,0,0,0,0,0,0,0
X000568.SZ,0,0.0319895644946875,0,0,0,0,0.510637174669652,0,0,0,0,0,0,0,0,0,0.15078101068327,0,0,0.142429691190837,0,0,0,-0.0866514095924796,-0.174113097444498,0,0,0,0,0,0,0,-0.10193741931616,0,0,0,0,0.11559993253319,0,0,0,0.0852510560421268,0,0,0,0,0,0,0,0,-0.0311853235748413,0,0,0,0,0,0,0,0
X600031.SH,0,0.0503670621006444,0,0,0,0,0,0,0,0,0,0,0,0,0.0579911608558795,0,0,0.528065408380451,0,0.0678090517602663,-2.16840434497101e-19,0,0,0.0776482530056338,0.00101137604286192,0,0,0,0,0,0.0167845095006297,0,0,0,0,0,0,0,-0.00792878832007435,0,0,0,0,0,0,0,0,-0.102993889755883,0.105866757895265,0.064839287569508,0,-0.014136119974402,0,0,0,0,0,0,0
