,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X002241.SZ,X002371.SZ,X000063.SZ,X003816.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X601877.SH,X002179.SZ,X000661.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X002180.SZ,X002074.SZ,X600460.SH,X000157.SZ,X600702.SH,X000733.SZ,X002236.SZ,X600884.SH,X000799.SZ,X002414.SZ,X000977.SZ,X601799.SH,X600779.SH,X600183.SH,X002007.SZ,X600584.SH,X002008.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.606853380016564,0,0,0,0.0242908729630784,0,0,0,0,-0.0128171041157454,0,0,0,0,0.0512219657094156,0.00361447702372582,0,0,0,0,0,0,0.0820439712570658,0,0,0,0,0,0,0,0,0,0.0330858674838756,0,0,0.0482599203368154,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406194805978841,0,-0.0150398119324251,0,0,0,0,0,0,0
X000858.SZ,0.454649817427085,0,0,0.222730047727739,0,0,0,0.0150971729180948,0,0,0,0,0,0,0,0,0,0,0,0,0.0416897393604093,0,0,0,-0.0222831644454989,0,0,0,0,0,0.0169410284623689,0.0683355026603378,0,0,0.118655662376765,0,0.0734017271300526,0,0,0.0426400943768689,0,0,0,0.0202613629139085,0,0,0,0,0,-0.0699080384847066,0,5.42101086242752e-20,0.016867977040847,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.1558082514807,0,0,0.314095853248872,0,0,0,0,0,0,0,0.079857390410682,0,0,0,0,0,0,0,0,0,0,-0.0245004554237349,0.0510581511962399,0,0,-0.0409696065201134,0,0,0,0,-0.0586679579340028,0,0.217756052540721,0.0199894458081805,0,0.0911441384666569,0,0,0,0,0,0,0,-0.081957789204116,0,0,0,0,0,0,-0.0415174520762608,0,0
X600809.SH,0,0.240509770865111,0,0,0,0,0,0,0,0,0,0,0,0,-0.0749932034742546,0,0,0,0,-0.239904658820626,0,0,0,0,-0.134020842267962,0,-0.0918131607304561,0,0,0,0,0,0,0,0.0306304100544243,0,0.300273295365243,0,0,0,0,0.0757639391363327,0,0,0,0,0,0,0,0,0,0,0.00663219928778004,0,0,0,-0.004940989218503,0,0
X000568.SZ,0.29685894683152,0,0,0,0,0,0,0,0,0,0.00623329546854411,0,0,0,0,0,0,0,0,0,0,0,0,0.301119842677185,0,0,-0.0730515910150515,0.193919246868353,0,0,-0.0316927875158042,0,0,0,0,0,0,0,0,0,0,-0.0412842261025733,0,0,0.179205386626043,0,0,0,0,-0.0391796352705379,0,0,0.0393071444324851,0,0,0,0,0,0
X002475.SZ,0,0,0.0604960908887321,0,0,0,0,0,0,0,0,0,0,-0.0564503598391301,0.260360891703747,0.280963539845109,0.00638366158742105,0,0,0,0,0,0,0,0,0,0,0,0.0189044580993551,0,0,0,0,0,0,0,0,0,0,-0.0189111320133875,-0.17705179662728,0,0,0,0,0,0,0,0,0.105031758484102,0,-0.0344650108407716,0,0,0,0,-0.00335979516538562,0,0
X600276.SH,0,0,0.0549526838800281,0,0,0.111474183844804,0,0.150987183723186,0,0,0,0,0,-0.0331904614135097,0,0,-0.00606905251315055,0,0,0,0,0,0,0,0,0,-0.161768534075489,0,0,0,0.104611751084401,-0.045595213132833,0,0,0,0,0,0,0,-0.0653937384313159,0,0.0235688007358214,0,0,0,0,0.225802639614747,0,-0.0554711139563368,0.0589831630033069,0,-0.0351201505395191,-2.71050543121376e-20,0,0,0,-0.00269274925927014,0,0
X600690.SH,0,0,0,0,0,0,0.0423666458674261,0,0.119417180873909,0,0.14518614551006,0.401816699814399,0,0,0,0.0597473509915247,0,0,0,0.0512931931917431,0,6.93889390390723e-18,-6.93889390390723e-18,0.0772385256000379,0,0,0,0,0,0,0.0290895485100421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00841588143911447,-0.0241360590437784,0,0,0,0,0,0
X002304.SZ,0,0,0.150444809945047,0,0,0,0,0.0983903413902599,0,0,0,0,0,0,-0.0346189142383737,0.0257651513851325,0.0601746429029641,0,0,0,0,0.0483692727242282,0,0.113932655136854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546993438027148,0,0,0,0,0,0,0,0,0,0,0,-0.118637471846729,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.05414654580924,0.162631071428318,0,0,0,0,0,0.21063324535623,0,0,0.0207575429960571,0,-0.138372705027886,0,0,0,-0.0490548144389135,-0.00366332129997702,0,0,0.065394222004946,0,0,0,0,0,-0.0428812653303962,-0.0217550995432047,0.0206042028233766,0,0.116675256812132,0,0,0,0,0,0,-0.0248091373117328,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.0209918513100941,0,0
