,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000725.SZ,X000596.SZ,X000625.SZ,X600031.SH,X002129.SZ,X003816.SZ,X000063.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X000100.SZ,X002241.SZ,X601877.SH,X300142.SZ,X600702.SH,X000733.SZ,X002074.SZ,X600741.SH,X600522.SH,X600460.SH,X000157.SZ,X600584.SH,X000799.SZ,X600884.SH,X300003.SZ,X002007.SZ,X002294.SZ,X601799.SH,X600563.SH,X000066.SZ,X600779.SH,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.139078490316378,0,0,0.09291674956458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502808917102843,0,0,0.0506715052385091,0,0,0.050426610960139,0,0,0,-0.00750792457671796,0,0,0,0.0239295492810132,0,0,0.0369723844028963,0,0,0,0.0392591879194078,0.21253348883812,0,0,-0.00108939981844597,0.0169084357393368,0,0,0,0,0,0
X000858.SZ,0,0,0.0584047407504793,0.448924100085084,0,0,0.187776453980528,0,0,0,0,0,0,0,0,0.0517273042684877,0.0342730372185131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104995894741163,0,0,0,0,0,-0.0954801845485643,0,0,0,0,-0.0161998879173013,0.00975638186607218,0,0,0,0,0,0
X600809.SH,0,0,0,0.640714094772558,0,0,0.00150337142228108,0,0,0,0.0350972040511889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408176437217026,0.0628104768979882,0,-0.150155627971214,0,0,-0.0180529266771511,-0.0416656312735019,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.000267357492200663,0,-0.0939590629697048,0,0,0,0,0
X000568.SZ,0,0.221603226753927,0.247479881978418,0,0,0,0.176372360430352,0.0797075186523275,-0.00732925774751918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236134774706113,0,0,-0.0223743688576029,0.0316919426003664,0,0,0,0,0,0,0,0,0,0.271392321115224,-0.019272033296502,0,0,0,0,0,0,0.0649668598996242,0,0,-0.00506594699290063,-0.0119180449141331,0,0,0,0,0,0
X002415.SZ,0,0,0,-6.93889390390723e-18,0,0.195922241827122,0,0,0,0,0,0.0712197493993579,0,0,0,0,0,0,0,0.136632258714982,0,0,0,0.110178294292522,0,0,0,0,0,0.0137003172825031,0,0.0210474029661371,0,0,0,0,-0.0391005951506336,0,0,0,0,0,0,0.00657587485221718,0,0.118895364471517,0,0,0.0213396911279941,0.0802085239416023,0,-0.0190588992429239,-0.0105114985867703,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230415224420118,0,0,0.0244562059176871,-0.217487212781629,0,0,0,0,0.380834746091676,-0.0959663659707429,0,0,0,0.00537182139764289,0,0.0711805203000925,0,0.170013369549433,0,2.16840434497101e-19,0.00386240757822436,0,0,-0.0695529494320467,-0.0123348917521467,0,0,0,0,0,0,0
X002304.SZ,0,0.308395247759395,0,0.371242210210886,0.0478495680352779,0,0,0,0,0,0,0,0,0,0.0635875954997567,0,0,0,0,0,0,0.0266660787568059,0,0,0,0,0,0,0,-0.072596367945832,0,-0.0252351270602015,0,0,0,0,-0.0273416432902409,0,0,0,0,0,0,0,0,0,0.00585337972373381,0,0,0,0,-0.00226495783067844,0,-0.0259698850999677,0,0,0,0,0
X600690.SH,0,0.0406799188323058,0.0164653751418033,0.00238127385260453,0,0,0.0304187332617952,0,0,0,0,0,0,0,0.0219750156061555,0,0.252188550966019,0,0,0.0946242141829017,0,0,0,0,0,0,0,0,0.116896949961092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00941504762462616,0.0773382559680815,0,0,-0.00287924229043258,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.236686258146256,0.278041478749878,0,0,0,0,0,0,0,0,0.117056058659786,0,0,0,0,0,0,0,0,0.22398418717671,0,0.0995750841937096,0,0,0,0,0.183918851548649,0,0,0,0,0,0,0.113792693232178,0,-0.1127606332366,0.296379081596055,0,0,0,0.409861872516776,0.0351491533892772,-0.0168290171565177,0,0,0,0,0,0
X000651.SZ,0,0.037552226103484,0,0,0,0,0,0.000310422033291898,-0.0384021145769344,0,0,0,0,0,0,0,0.132423479207415,0,0,0,0,0,0,0,0,0,0.250586867548186,-0.0337482980846786,0,0,0,0,0.0427953089206569,0,0,0,0,0,0,0,0,0,0,0.00965669279382006,0,0,-0.0943775692658211,0,0,0,0,-0.00187943034533624,0.0111859820116059,0,0,0,0,0,0
